허가구역명,장소유형,시도명,시군구명,소재지도로명주소,소재지지번주소,위도,경도,푸드트럭운영대수,허가구역사용료,허가구역운영시작일자,허가구역운영종료일자,허가구역휴무일,허가구역평일운영시작시각,허가구역평일운영종료시각,허가구역주말운영시작시각,허가구역주말운영종료시각,1월운영시작시각,1월운영종료시각,2월운영시작시각,2월운영종료시각,3월운영시작시각,3월운영종료시각,4월운영시작시각,4월운영종료시각,5월운영시작시각,5월운영종료시각,6월운영시작시각,6월운영종료시각,7월운영시작시각,7월운영종료시각,8월운영시작시각,8월운영종료시각,9월운영시작시각,9월운영종료시각,10월운영시작시각,10월운영종료시각,11월운영시작시각,11월운영종료시각,12월운영시작시각,12월운영종료시각,판매제한품목,관리기관명,관리기관전화번호,데이터기준일자,제공기관코드,제공기관명
평창 휘닉스파크,2,강원도,평창군,강원도 평창군 봉평면 태기로 174,강원도 평창군 봉평면 면온리 1095-1,37.5737446144,128.3096159717,,0,2019-05-01,2030-12-31,연중무휴,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,주류,평창군,033-330-2314,2020-06-29,4280000,강원도 평창군
마하생태관광단지,2,강원도,평창군,,강원도 평창군 미탄면 마하리,,,,0,2019-05-01,2030-12-31,연중무휴,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,주류,평창군,033-330-2314,2020-06-29,4280000,강원도 평창군
의좋은형제공원 주차장,2,12,예산군,충청남도 예산군 대흥면 예당로 885,,,,,0,2017-03-15,2099-12-31,연중무휴,00:00,00:00,00:00,00:00,,,,,,,,,,,,,,,,,,,,,,,,,,충청남도 예산군,041-339-7482,2019-09-30,4610000,충청남도 예산군
평창전통시장,99,강원도,평창군,강원도 평창군 평창읍 평창시장1길 8-1,강원도 평창군 평창읍 하리 55-6,37.3668487339,128.3945773375,,0,2020-04-24,2030-12-31,"장날(5, 10)",09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,주류,평창군,033-330-2314,2020-06-29,4280000,강원도 평창군
대화전통시장,99,강원도,평창군,강원도 평창군 대화면 대화3길 41,강원도 평창군 대화리 1001-171,37.5006958455,128.4547122994,,0,2020-04-24,2030-12-31,"장날(4, 9)",09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,주류,평창군,033-330-2314,2020-06-29,4280000,강원도 평창군
봉평전통시장,99,강원도,평창군,,강원도 평창군 봉평면 창동로 280-6,,,,0,2020-04-24,2030-12-31,"장날(2, 7)",09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,주류,평창군,033-330-2314,2020-06-29,4280000,강원도 평창군
진부전통시장,99,강원도,평창군,,강원도 평창군 진부면 하진부리 140,,,,0,2020-04-24,2030-12-31,"장날(3, 8)",09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,주류,평창군,033-330-2314,2020-06-29,4280000,강원도 평창군
석교마을 느티나무 앞 삼거리,8,경상남도,남해군,,경상남도 남해군 남면 석교리 931-4,34.76738881,127.8977663,1,0,2016-11-02,2020-11-23,연중무휴,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,주류,남해군,055-860-3242,2020-06-29,5430000,경상남도 남해군
앵강소공원내,8,경상남도,남해군,경상남도 남해군 이동면 남해대로 1856-3,경상남도 남해군 이동면 무림리 260,34.78432799,127.9613395,1,6970,2016-11-10,2020-11-09,연중무휴,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,주류,남해군,055-860-3242,2020-06-29,5430000,경상남도 남해군
송정해수욕장 주차장,8,경상남도,남해군,,경상남도 남해군 미조면 송정리1131,34.7235513,128.0249358,1,0,2016-12-23,2020-12-30,연중무휴,10:00,18:00,10:00,18:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,주류,남해군,055-860-3242,2020-06-29,5430000,경상남도 남해군
남해유배문학관,8,경상남도,남해군,경상남도 남해군 남해읍 남해대로 2745,경상남도 남해군 남해읍 남변리 555,34.83195528,127.8991855,1,93550,2017-06-07,2021-06-06,연중무휴,10:00,18:00,10:00,18:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,주류,남해군,055-860-3242,2020-06-29,5430000,경상남도 남해군
창선교 밑,8,경상남도,남해군,,경상남도 남해군 삼동면 지족리 291-11,34.83255476,128.000043,1,0,2019-09-03,2021-09-02,연중무휴,10:00,18:00,10:00,18:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,주류,남해군,055-860-3243,2020-06-29,5430000,경상남도 남해군
경상남도수산기술사업소 남해사무소,8,경상남도,남해군,,경상남도 남해군 삼동면 금송리 1342-32,34.82976877,128.0082644,,0,2020-01-01,2021-12-31,연중무휴,10:00,18:00,10:00,18:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,주류,남해군,055-860-3244,2020-06-29,5430000,경상남도 남해군
케이블카파크랜드,8,경상남도,통영시,경상남도 통영시 발개로 172-26(도남동),경상남도 통영시 도남동 291,34.82372747,128.4233819,5,5000,2018-02-05,2020-02-04,없음,09:00,16:00,09:00,16:00,09:00,16:00,09:00,16:00,09:00,16:00,09:00,16:00,09:00,16:00,09:00,16:00,09:00,16:00,09:00,16:00,09:00,16:00,09:00,16:00,09:00,16:00,09:00,16:00,술,통영시청,055-650-6023,2020-06-25,5330000,경상남도 통영시
대덕구노인종합복지회관,8,대전광역시,대덕구,대전광역시 대덕구 계족로740번길 80 (읍내동),,36.3782583557,127.4314387090,,0,2020-02-06,2020-12-31,토요일+일요일+공휴일,10:30,14:30,00:00,00:00,,,,,,,,,,,,,,,,,,,,,,,,,,대전광역시 대덕구,042-608-6893,2020-04-29,3680000,대전광역시 대덕구
신대노인종합복지관,8,대전광역시,대덕구,대전광역시 대덕구 회덕로22번길 5 (신대동),,36.3987504146,127.4204582192,,0,2020-02-06,2020-12-31,토요일+일요일+공휴일,10:30,14:30,00:00,00:00,,,,,,,,,,,,,,,,,,,,,,,,,,대전광역시 대덕구,042-608-6893,2020-04-29,3680000,대전광역시 대덕구
신탄진 졸음쉼터,7,대전광역시,대덕구,대전광역시 대덕구 상서동 산 66-11,,,,,0,2020-04-01,2021-03-31,연중무휴,08:00,19:00,08:00,19:00,,,,,,,,,,,,,,,,,,,,,,,,,,대전광역시 대덕구,042-608-6893,2020-04-29,3680000,대전광역시 대덕구
부산대학교내 장승터,6,부산광역시,금정구,부산광역시 금정구 부산대학로 63번길 2,부산광역시 금정구 장전동 40,35.2322431537,129.0838246824,1,0,2018-04-30,2018-05-04,연중무휴,11:00,15:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,11:00,15:00,11:00,15:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,,부산광역시 금정구청,051-519-4414,2020-06-22,3350000,부산광역시 금정구
금양초등학교,6,부산광역시,금정구,부산광역시 금정구 중앙대로 1755,부산광역시 금정구 부곡동 63-27,35.2412356584,129.0920249287,1,0,2018-08-04,2018-08-05,연중무휴,00:00,00:00,10:00,18:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,10:00,18:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,,부산광역시 금정구청,051-519-4414,2020-06-22,3350000,부산광역시 금정구
부산가톨릭대학교 로사리오광장,6,부산광역시,금정구,"부산광역시 금정구 오륜대로 57, 부산가톨릭대학교 로사리오광장 (부곡동)",부산광역시 금정구 부곡동 9,35.2446770205,129.0968719059,1,0,2019-09-25,2019-09-25,연중무휴,00:00,00:00,10:00,18:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,10:00,18:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,,부산광역시 금정구청,051-519-4414,2020-06-22,3350000,부산광역시 금정구
부산가톨릭대학교 로사리오광장,6,부산광역시,금정구,"부산광역시 금정구 오륜대로 57, 부산가톨릭대학교 로사리오 광장 (부곡동)",부산광역시 금정구 부곡동 9,35.2446770205,129.0968719059,1,0,2019-09-25,2019-09-25,연중무휴,00:00,00:00,10:00,18:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,10:00,18:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,,부산광역시 금정구청,051-519-4414,2020-06-22,3350000,부산광역시 금정구
청양공설운동장,8,충청남도,청양군,충청남도 청양군 청양읍 청산로 257-19,충청남도 청양군 청양읍 백천리 산 69-5,36.46053838,126.8093234,1,"연 5,100원",2019-07-01,2020-06-30,연중무휴,00:00,00:00,00:00,00:00,,,,,,,,,,,,,,,,,,,,,,,,,,충청남도 청양군,041-940-2184,2020-06-08,4590000,충청남도 청양군
칠갑산오토캠핑장,8,충청남도,청양군,충청남도 청양군 대치면 까치내로 710,충청남도 청양군 대치면 작천리 30-29,36.39572454,126.863183,1,"연 13,700원",2019-07-01,2020-06-30,연중무휴,00:00,00:00,00:00,00:00,,,,,,,,,,,,,,,,,,,,,,,,,,충청남도 청양군,041-940-2184,2020-06-08,4590000,충청남도 청양군
청양군민체육관,8,충청남도,청양군,충청남도 청양군 청양읍 충절로 1204,충청남도 청양군 청양읍 송방리 371,36.45368677,126.7946154,1,"연 74,100원",2019-07-01,2020-06-30,연중무휴,00:00,00:00,00:00,00:00,,,,,,,,,,,,,,,,,,,,,,,,,,충청남도 청양군,041-940-2184,2020-06-08,4590000,충청남도 청양군
치즈체험장,8,충청남도,청양군,충청남도 청양군 비봉면 여사길 18-17,충청남도 청양군 비봉면 양사리 산 99,36.48953279,126.7587899610,1,0,2018-08-01,2023-07-31,연중무휴,00:00,00:00,00:00,00:00,,,,,,,,,,,,,,,,,,,,,,,,,,충청남도 청양군,041-940-2184,2020-06-08,4590000,충청남도 청양군
안중시장 고객센터 앞,99,9,평택시,,경기도 평택시 안중읍 안중리 267-5,36.9875024334,126.9284435722,1,"년 251,460원",2019-12-08,2021-12-07,연중무휴* 휴무시 사전 알림 (행사참여 등),10:00,20:00,10:00,20:00,,,,,,,,,,,,,,,,,,,,,,,,,,평택시,031-8024-2294,2020-04-28,3910000,경기도 평택시
동해시웰빙스포츠타운 일원,3,10,동해시,강원도 동해시 덕골길 10(천곡동),강원도 동해시 천곡동 363-1,37.5160608813,129.1021974920,0,"월 800,000원",2016-11-01,2017-01-31,토요일+일요일+공휴일,09:00,20:00,10:00,21:00,10:00,19:00,10:00,19:00,10:00,19:00,10:00,19:00,10:00,20:00,10:00,20:00,10:00,21:00,10:00,21:00,09:00,20:00,09:00,20:00,10:00,19:00,10:00,19:00,병입 음료,동해시,033-530-2122,2020-06-05,4210000,강원도 동해시
고속국도 졸음쉼터,1,9,양주시,경기도 양주시 장흥면 서울외곽순환고속도로 58,경기도 양주시 장흥면 삼하리 250-16,37.67919783,126.9157818,1,"월6,500,000원",2017-05-01,2020-02-28,연중무휴,00:00,00:00,00:00,00:00,,,,,,,,,,,,,,,,,,,,,,,,,,양주시 민원봉사과,031-8082-5292,2020-05-26,5590000,경기도 양주시
서울외곽고속도로 김포TG외측 졸음쉼터,7,9,김포시,,경기도 김포시 고촌읍 신곡리 800-1,37.5869702,126.7518781,1,"월100,000원",2019-12-15,2020-12-14,연중무휴,08:00,19:00,08:00,19:00,,,,,,,,,,,,,,,,,,,,,,,,,주류,김포시,031-980-2253,2020-05-13,4090000,경기도 김포시
한강신도시 호수공원,4,9,김포시,,경기도 김포시 마산동 617-2,37.6457871088,126.63491772,1,"월18,984원",2019-09-20,2021-09-19,연중무휴,10:00,20:00,10:00,20:00,,,,,,,,,,,,,,,,,,,,,,,,,주류,김포시,031-980-2253,2020-05-13,4090000,경기도 김포시
원주종합체육관,3,10,없음,강원도 원주시 서원대로 281,,37.3390611515,127.9419162929,,기간내 131220,2019-10-01,2020-03-31,홈경기일 27일만 운영,17:00,22:00,15:00,20:00,,,,,,,,,,,,,,,,,,,,,,,,,,원주시 체육시설사업소,033-737-4302,2020-05-12,4190000,강원도 원주시
이천농업테마공원 공원부지,99,9,이천시,경기도 이천시 모가면 공원로 48,경기도 이천시 모가면 어농리 871-3,37.17960623,127.4453047,2,"년 127,820원",2019-03-08,2021-03-07,평일,09:00,17:00,09:00,17:00,09:00,17:00,09:00,17:00,09:00,17:00,09:00,17:00,09:00,17:00,09:00,17:00,09:00,17:00,09:00,17:00,09:00,17:00,09:00,17:00,09:00,17:00,09:00,17:00,계약서 상 명기된 품목 이외의 모든 품목,이천시시설관리공단,031-632-6607,2020-04-30,B553081,이천시시설관리공단
서동생활공원,3,16,의령군,경상남도 의령군 의령읍 의병로8길 44,경상남도 의령군 의령읍 서동리 543,35.31545314,128.2558941,1,"60,220",2018-08-09,2023-08-08,연중무휴,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,주류,시설관리사업소,055-570-2633,2020-04-20,5390000,경상남도 의령군
중앙체육공원,04,13,익산시,전라북도 익산시 하나로 322,전라북도 익산시 어양동 52,35.9497295074,126.9861273792,1,14300,2016-10-06,2019-10-05,무,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,,전라북도 익산시,063-859-4692,2020-03-18,4680000,전라북도 익산시
상무시민공원,4,5,서구,광주광역시 서구 상무공원로 101,광주광역시 서구 치평동 1162,35.1533951121,126.8410975198,1,109690,2017-05-09,2019-05-08,없음,10:00,19:00,10:00,19:00,10:00,17:00,10:00,17:00,10:00,19:00,10:00,19:00,10:00,19:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,19:00,10:00,17:00,10:00,17:00,영업신고 외 품목 판매금지,광주광역시 서구청,062-360-7724,2020-02-10,3600000,광주광역시 서구
풍암호수공원,4,5,서구,,광주광역시 서구 풍암동 491-3,35.126653,126.868935,1,52660,2019-05-15,2021-05-14,없음,10:00,19:00,10:00,19:00,10:00,17:00,10:00,17:00,10:00,19:00,10:00,19:00,10:00,19:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,19:00,10:00,17:00,10:00,17:00,영업신고 외 품목 판매금지,광주광역시 서구청,062-360-7726,2020-02-10,3600000,광주광역시 서구
부산시청 푸드트럭존,8,2,연제구,부산광역시 연제구 중앙대로 1001,부산광역시 연제구 연산동 1000,35.1804713622,129.0755738272,4,0,2017-12-22,2018-12-22,연중무휴,23:59,23:59,23:59,23:59,,,,,,,,,,,,,,,,,,,,,,,,,,연제구청,051-665-4411,2019-05-15,3370000,부산광역시 연제구
아시아드주경기장,8,2,연제구,부산광역시 연제구 월드컵대로 344,부산광역시 연제구 거제동 1299,35.1895804542,129.0557039341,7,0,2017-11-23,2018-10-31,연주무휴,23:59,23:59,23:59,23:59,,,,,,,,,,,,,,,,,,,,,,,,,,연제구청,051-665-4411,2019-05-15,3370000,부산광역시 연제구
"서서울톨게이트,(서울방향)졸음쉼터 내",7,9,상록구,,"경기도 안산시 상록구 장하동 산 8-1,서서울톨게이트 서울방향",37.357642,126.8650475,1,0,2017-12-15,2018-12-14,연중무휴,00:00,00:00,00:00,00:00,,,,,,,,,,,,,,,,,,,,,,,,,,상록구청 환경위생과,031-481-5235,2019-07-05,3930000,경기도 안산시
"서서울톨게이트,(목포방향)졸음쉼터 내",7,9,상록구,"경기도 안산시 상록구 장하로 141-2, 서서울TG(목포)졸음쉼터 내 (장하동)","경기도 안산시 상록구 장하동 151,서서울TG(목포)졸음쉼터 내",37.3549176,126.8619896,1,0,2017-12-15,2018-12-14,연중무휴,00:00,00:00,00:00,00:00,,,,,,,,,,,,,,,,,,,,,,,,,,상록구청 환경위생과,031-481-5235,2019-07-05,3930000,경기도 안산시
단원구노인복지관,8,9,단원구,"경기도 안산시 단원구 선부광장1로 134, 단원구노인복지관 주차장 좌측 일부 (선부동)",경기도 안산시 단원구 선부동 1077-9,37.3322685415,126.8105841,,0,2018-03-09,2099-12-31,토요일+일요일+공휴일,09:00,18:00,00:00,00:00,,,,,,,,,,,,,,,,,,,,,,,,,,단원구청 환경위생과,031-481-6235,2019-07-05,3930000,경기도 안산시
유니온타워,4,9,하남시,,경기도 하남시 신장동 27,37.5465478303,127.2205032459,,0,2018-06-30,2018-08-26,없음,09:00,18:00,09:00,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,하남시친환경사업소,031-790-6251,2019-08-13,4040000,경기도 하남시
하남문화예술회관,99,9,하남시,"경기도 하남시 신평로 125, 하남문화예술회관 (덕풍동)",경기도 하남시 덕풍동 694,37.5447525432,127.2068376468,,0,2018-05-05,2018-05-05,없음,09:00,18:00,09:00,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,하남문화예술회관,031-790-7979,2019-08-13,4040000,경기도 하남시
사적지 제229호 충의사 주차장,2,12,예산군,,충청남도 예산군 덕산면 시량리 119-1,,,,0,2017-03-15,2099-12-31,연중무휴,00:00,00:00,00:00,00:00,,,,,,,,,,,,,,,,,,,,,,,,,,충청남도 예산군,041-339-7482,2019-09-30,4610000,충청남도 예산군
유형문화재 제43호 추사고택 주차장,2,12,예산군,충청남도 예산군 신암면 추사고택로 261,,,,,0,2017-03-15,2099-12-31,연중무휴,00:00,00:00,00:00,00:00,,,,,,,,,,,,,,,,,,,,,,,,,,충청남도 예산군,041-339-7482,2019-09-30,4610000,충청남도 예산군
예당관광지 주차장,2,12,예산군,,충청남도 예산군 응봉면 후사리 448-1,,,,0,2017-03-15,2099-12-31,연중무휴,00:00,00:00,00:00,00:00,,,,,,,,,,,,,,,,,,,,,,,,,,충청남도 예산군,041-339-7482,2019-09-30,4610000,충청남도 예산군
덕산도립공원 수덕사 주차장,4,12,예산군,,충청남도 예산군 덕산면 사천리 25-36,,,,0,2017-03-15,2099-12-31,연중무휴,00:00,00:00,00:00,00:00,,,,,,,,,,,,,,,,,,,,,,,,,,충청남도 예산군,041-339-7482,2019-09-30,4610000,충청남도 예산군
무한천체육공원 주차장,4,12,예산군,,충청남도 예산군 예산읍 산성리 435-2,,,,0,2017-03-15,2099-12-31,연중무휴,00:00,00:00,00:00,00:00,,,,,,,,,,,,,,,,,,,,,,,,,,충청남도 예산군,041-339-7482,2019-09-30,4610000,충청남도 예산군
국립공주대학교 산업과학대학 주차장,6,12,예산군,충청남도 예산군 예산읍 대학로 54,,,,,0,2017-03-15,2099-12-31,연중무휴,00:00,00:00,00:00,00:00,,,,,,,,,,,,,,,,,,,,,,,,,,충청남도 예산군,041-339-7482,2019-09-30,4610000,충청남도 예산군
봉수산자연휴양림(수목원) 주차장,2,12,예산군,충청남도 예산군 대흥면 임존성길 153,,,,,0,2019-06-17,2099-12-31,연중무휴,00:00,00:00,00:00,00:00,,,,,,,,,,,,,,,,,,,,,,,,,,충청남도 예산군,041-339-7482,2019-09-30,4610000,충청남도 예산군
예산황새공원 주차장,2,12,예산군,충청남도 예산군 광시면 시목대리길 62-19,,,,,0,2019-06-17,2099-12-31,연중무휴,00:00,00:00,00:00,00:00,,,,,,,,,,,,,,,,,,,,,,,,,,충청남도 예산군,041-339-7482,2019-09-30,4610000,충청남도 예산군
경부선연곡졸음쉼터내영업허용장소,7,12,천안시,충청남도 천안시 서북구 입장면 연곡리 243-5,충청남도 천안시 서북구 입장면 연곡리 243-5,,,1,매출액의4,2017-05-28,2019-11-30,연중무휴,08:00,19:00,08:00,19:00,08:00,19:00,08:00,19:00,08:00,19:00,08:00,19:00,08:00,19:00,08:00,19:00,08:00,19:00,08:00,19:00,08:00,19:00,08:00,19:00,08:00,19:00,08:00,19:00,,천안시 서북구청 환경위생과,041-521-6323,2019-05-21,4490000,충청남도 천안시
대명리조트,1,12,천안시,충청남도 천안시 동남구 성남면 종합휴양지로 200,충청남도 천안시 동남구 성남면 용원리 672,,,1,매출액의22,2018-07-02,2099-01-01,연중무휴,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,,천안시 동남구청 환경위생과,041-521-4324,2019-05-21,4490000,충청남도 천안시
대명리조트,1,12,천안시,충청남도 천안시 동남구 성남면 종합휴양지로 200,충청남도 천안시 동남구 성남면 용원리 672,,,1,매출액의22,2018-07-02,2099-01-01,연중무휴,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,,천안시 동남구청 환경위생과,041-521-4324,2019-05-21,4490000,충청남도 천안시
오션파크썰매장,3,12,천안시,충청남도 천안시 동남구 성남면 종합휴양지로 200,충청남도 천안시 동남구 성남면 용원리 672,,,1,매출액의15,2018-12-19,2099-01-01,연중무휴,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,,천안시 동남구청 환경위생과,041-521-4324,2019-05-21,4490000,충청남도 천안시
상림고운광장,4,16,함양군,,경상남도 함양군 함양읍 교산리 1041,35.5253259706,127.7217629605,1,"년9,400원",2016-10-10,2019-10-31,연중무휴,09:00,21:00,09:00,21:00,10:00,19:00,10:00,19:00,10:00,19:00,09:00,21:00,09:00,21:00,09:00,21:00,09:00,21:00,09:00,21:00,09:00,21:00,09:00,21:00,09:00,21:00,10:00,19:00,없음,경상남도 함양군,055-960-5532,2019-09-27,5460000,경상남도 함양군
기장군청,08,02,기장군,부산광역시 기장군 기장대로 560,부산광역시 기장군 기장읍 신천리 1,,,1,연327750원,2017-03-03,2021-01-24,연중무휴,08:30,18:00,08:30,18:00,08:30,18:00,08:30,18:00,08:30,18:00,08:30,18:00,08:30,18:00,08:30,18:00,08:30,18:00,08:30,18:00,08:30,18:00,08:30,18:00,08:30,18:00,08:30,18:00,,기장군,051-709-4162,2019-01-23,3400000,부산광역시 기장군
국유지,08,02,기장군,부산광역시 기장군 기장읍 죽성리 134-10,부산광역시 기장군 기장읍 죽성리 134-10,,,1,연171950원,2018-07-26,2023-07-04,연중무휴,10:00,20:00,10:00,20:00,10:00,20:00,10:00,20:00,10:00,20:00,10:00,20:00,10:00,20:00,10:00,20:00,10:00,20:00,10:00,20:00,10:00,20:00,10:00,20:00,10:00,20:00,10:00,20:00,,한국자산관리공사,051-794-4669,2019-01-23,3400000,부산광역시 기장군
중부선 농다리 졸음쉼터,07,11,진천군,충청북도 진천군 문백면 중부고속도로 31,충청북도 진천군 문백면 구곡리 87,36.8346557956,127.4940162646,1,0,2017-12-08,2018-12-07,연중무휴,00:00,23:59,00:00,23:59,,,,,,,,,,,,,,,,,,,,,,,,,,진천군,043-539-3426,2019-09-16,4450000,충청북도 진천군
금오랜드,1,15,구미시,경상북도 구미시 금오산로 339 (남통동),경상북도 구미시 남통동 253번지,,,1,0,2015-02-11,2099-12-31,연중무휴,09:00,20:00,09:00,20:00,,,,,,,,,,,,,,,,,,,,,,,,,,구미시,054-480-5548,2019-08-30,5080000,경상북도 구미시
선기졸음쉼터(부산방향),7,15,구미시,,경상북도 구미시 도량동 472-4번지 선기졸음쉼터 (부산방향),,,1,0,2017-12-12,2018-12-11,연중무휴,09:00,21:00,09:00,21:00,,,,,,,,,,,,,,,,,,,,,,,,,,구미시,054-480-5548,2019-08-30,5080000,경상북도 구미시
선기졸음쉼터(서울방향),7,15,구미시,,경상북도 구미시 도량동 333-2번지 선기졸음쉼터 (서울방향),,,1,0,2017-12-12,2018-12-11,연중무휴,09:00,21:00,09:00,21:00,,,,,,,,,,,,,,,,,,,,,,,,,,구미시,054-480-5548,2019-08-30,5080000,경상북도 구미시
곤지암도자기공원,2,9,광주시,경기도 광주시 곤지암읍 경충대로 727,,37.3502842134,127.3347876897,5,0,2018-04-17,2019-12-31,연중무휴,09:00,18:00,09:00,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,경기도 광주시청,031-760-2840,2019-09-25,5540000,경기도 광주시
곤지암팀업캠퍼스,99,9,광주시,경기도 광주시 곤지암읍 경충대로 729,경기도 광주시 곤지암읍 삼리 430,37.3524919481,127.3237003638,2,0,2018-11-19,2022-07-30,연중무휴,00:00,00:00,00:00,00:00,,,,,,,,,,,,,,,,,,,,,,,,,,경기도 광주시청,031-760-2840,2019-09-25,5540000,경기도 광주시
광주시청,99,9,광주시,경기도 광주시 행정타운로 50,경기도 광주시 송정동 570,37.4292862188,127.2550705635,1,0,2017-09-09,2017-09-09,연중무휴,00:00,00:00,00:00,00:00,,,,,,,,,,,,,,,,,,,,,,,,,,경기도 광주시청,031-760-2840,2019-09-25,5540000,경기도 광주시
청석공원,5,9,광주시,,경기도 광주시 쌍령동 242,37.4020598437,127.2728193781,1,0,2016-09-05,2018-12-31,연중무휴,00:00,00:00,00:00,00:00,,,,,,,,,,,,,,,,,,,,,,,,,,경기도 광주시청,031-760-2840,2019-09-25,5540000,경기도 광주시
강화군,01,04,강화군,인천광역시 강화군 화도면 해안남로1196번길 38,인천광역시 강화군 화도면 사기리 301번지 2호,37.6114698757,126.4527204041,1,0,2017-09-01,2019-08-31,월요일,08:00,18:00,08:00,18:00,08:00,18:00,08:00,18:00,08:00,18:00,08:00,18:00,08:00,18:00,08:00,18:00,08:00,18:00,08:00,18:00,08:00,18:00,08:00,18:00,08:00,18:00,08:00,18:00,술,강화군청,032-930-3833,2019-09-20,3570000,인천광역시 강화군
