업체명,사업장구분,소재지도로명주소,소재지지번주소,위도,경도,차고지도로명주소,차고지지번주소,보유차고지수용능력,자동차총보유대수,승용차보유대수,승합차보유대수,전기승용자동차보유대수,전기승합자동차보유대수,경차요금,소형차요금,중형차요금,대형차요금,승합차요금,레저용차요금,수입차요금,평일운영시작시각,평일운영종료시각,주말운영시작시각,주말운영종료시각,공휴일운영시작시각,공휴일운영종료시각,휴무일,홈페이지주소,대표자명,전화번호,데이터기준일자,제공기관코드,제공기관명
스타렌트카,주사업장,"서울특별시 강남구 논현로 146길 36, 지층(논현동)",,37.51862377,127.0318404,서울특별시 영등포구 국제금융로2길 37 에스트레뉴 주차장,,,368,363,5,0,0,,,,,,,,00:00,00:00,,,,,,,,00-000-0000,2020-06-25,3220000,서울특별시 강남구
씨앤에이치프리미어렌탈,주사업장,"서울특별시 강남구 삼성로86길 23, 3층(대치동, 구일빌딩)",,37.506111,127.059278,서울특별시 양천구 신정로 167,,,807,788,19,0,0,,,,,,,,00:00,00:00,,,,,,,,00-000-0000,2020-06-25,3220000,서울특별시 강남구
아이언렌트카,주사업장,"서울특별시 강남구 봉은사로 114길 38, 204호 (삼성동, 경인빌딩)",,37.512605,127.065363,서울특별시 마포구 월드컵북로 496 (상암동) 푸르메주차장,,,309,304,5,0,0,,,,,,,,00:00,00:00,,,,,,,,00-000-0000,2020-06-25,3220000,서울특별시 강남구
에스에스오토랜드,주사업장,"서울특별시 강남구 테헤란로406, A동 401호(대치동, 샹제리제센타)",,37.504335,127.049961,서울특별시 마포구 마포동 180-1 외 23필지,,,183,160,23,0,0,,,,,,,,00:00,00:00,,,,,,,,00-000-0000,2020-06-25,3220000,서울특별시 강남구
월드카익스프레스,주사업장,"서울특별시 강남구 테헤란로 14길 6 (역삼동, 남도빌딩) 715호",,37.498931,127.0328498,서울특별시 영등포구 양평동3가 57-3,,,589,586,3,0,0,,,,,,,,00:00,00:00,,,,,,,,00-000-0000,2020-06-25,3220000,서울특별시 강남구
신화렌트카,주사업장,"서울특별시 양천구 목동동로 130, 상가B동 114호(신정동)","서울특별시 양천구 신정동 329, 목동신시가지아파트14단지 상가B동 114호",37.515001,126.871238,"서울특별시 중랑구 동일로 109길 35(면목동), 경상북도 경주시 사정로 1","서울특별시 광진구 구의동 253-53, 서울특별시 중랑구 면목동 183-14, 경기 고양시덕양구 행신동 813, 경상북도 경주시 사정동 471-8,9",,92,90,2,0,0,,,,,,,,09:00,20:00,09:00,20:00,,,,,최만종,1588-7458,2020-05-21,3140000,서울특별시 양천구
대주렌트카,주사업장,"서울특별시 양천구 국회대로 92, 201호(신월동,연안빌딩)","서울특별시 양천구 신월동 453-2,201호",37.526853,126.845247,"서울특별시 양천구 목동서로371, 서울특별시 양천구 국회대로92, 인천 부평구 경원대로 1428(부평동)","서울특별시 양천구 신월동 453-5, 인천광역시 부평구 부평동 182-3 노블렌스오피스텔",,67,64,3,0,0,,,,,,,,09:00,19:00,,,,,,,김영선,02-2603-7117,2020-05-21,3140000,서울특별시 양천구
서울지에스렌트카,주사업장,"서울특별시 양천구 등촌로 160,가동 1층1호(목동)","서울특별시 양천구 목동 657-16,가동 1층1호",37.544039,126.862417,서울특별시 강서구 공항대로81길 36,서울특별시 강서구 염창동 261,,51,42,9,0,0,,,,,,,,09:00,20:00,,,,,,,문갑장,02-2643-7939,2020-05-21,3140000,서울특별시 양천구
㈜세륜 공주영업소,영업소,충청남도 공주시 왕릉로 135,충청남도 공주시 금성동 185,36.4644057736,127.122216,충청남도 공주시 왕릉로 135,충청남도 공주시 금성동 185,200,0,0,0,0,0,,,,,,,,09:00,18:00,,,,,,,조석호,042-322-7772,2020-03-25,4500000,충청남도 공주시
(합)미래렌트카 공주영업소,영업소,충청남도 공주시 번영1로 47,충청남도 공주시 신관동 643-15,36.472314,127.133607,,충청남도 공주시 월미동 79,100,3,2,1,0,0,,,,,,,,09:00,18:00,,,,,,,강순호,041-688-5650,2020-03-25,4500000,충청남도 공주시
롯데렌탈㈜ 공주영업소,영업소,충청남도 공주시 신관로 74,충청남도 공주시 신관동 609,36.4685052257,127.134749,,충청남도 공주시 우성면 반촌리 37,1191,256,241,15,0,0,,,,,,,,08:30,20:00,,,,,,www.lotterentacar.net,표현명,041-852-8002,2020-03-25,4500000,충청남도 공주시
유성운수(주),영업소,경기도 동두천시 어수로 105,경기도 동두천시 생연동 676-1,37.90232952,127.0542543,경기도 동두천시 어수로 105,경기도 동두천시 생연동 676-1,,19,18,1,0,0,50000,60000,70000,100000,120000,0,0,09:00,21:00,09:00,21:00,09:00,21:00,없음,,김기섭,031-865-3995,2020-02-24,3920000,경기도 동두천시
㈜하모니렌트카,영업소,경기도 동두천시 동우로 5,경기도 동두천시 송내동 582-17,37.88152722,127.0569216,경기도 동두천시 중앙로 134-12,경기도 동두천시 지행동 694,,43,42,1,0,0,30000,60000,70000,90000,120000,0,0,09:00,18:00,09:00,18:00,09:00,18:00,일요일,www.coco.co.kr,김연운,031-866-5531,2020-02-24,3920000,경기도 동두천시
(주)세진렌트카,주사업장,경기도 동두천시 평화로 2403,경기도 동두천시 생연동 444-23,37.90227737,127.0578381,,경기도 동두천시 상패동 256-1,,47,44,3,0,0,50000,60000,70000,120000,120000,0,0,08:00,20:00,00:00,00:00,00:00,00:00,없음,,차춘기,1577-1886,2020-02-24,3920000,경기도 동두천시
(주)에이렌트카,주사업장,경기도 동두천시 어수로 77,경기도 동두천시 생연동 820-47,37.90298313,127.0513167,,경기도 동두천시 상패동 256-1번지 외 1필지,,34,32,2,0,0,50000,50000,60000,100000,120000,0,0,08:00,20:00,00:00,00:00,00:00,00:00,없음,,노영대,031-861-1800,2020-02-24,3920000,경기도 동두천시
신김포[1](예약소),영업소,경기도 김포시 양촌읍 양곡로 349,서울특별시 강남구 대치동 890-20(KT타워),37.66517471,126.6376938,경기도 김포시 양촌읍 양곡로 349,경기도 김포시 양촌읍 양곡리 50-1,19,3,3,0,0,0,,,,,,,,10:00,23:59,,,,,,,표현명,080-2000-3000,2020-05-15,4090000,경기도 김포시
㈜한진렌트카,주사업장,경상북도 포항시 북구 새천년대로 410번길 3(대잠동),,36.012624,129.343893,경상북도 포항시 북구 새천년대로 410번길 3(대잠동),,,46,42,4,0,0,,,,,,,,08:30,19:00,,,,,,,,054-277-9119,2020-01-01,5020000,경상북도 포항시
㈜한진렌트카,영업소,경상북도 경주시 소금강로 3(용강로),,35.860041,129.2208017,경상북도 경주시 안강읍 하곡리 277번지,,,14,8,6,0,0,,,,,,,,08:30,19:00,,,,,,,,054-745-8000,2020-01-01,5020000,경상북도 포항시
㈜한진렌트카,영업소,경상북도 포항시 북구 새천년대로 556-1(죽도동),,36.023832,129.352288,경상북도 포항시 북구 죽도동 638-3,,,20,14,6,0,0,,,,,,,,08:30,19:00,,,,,,,,054-275-8234,2020-01-01,5020000,경상북도 포항시
㈜한진렌트카,영업소,경상북도 영주시 시청로 11(휴천동),,36.807217,128.624011,경상북도 영주시 시청로 11(휴천동),,,10,7,3,0,0,,,,,,,,08:30,19:00,,,,,,,,054-634-5034,2020-01-01,5020000,경상북도 포항시
㈜한진렌트카,영업소,경상북도 영천시 금완로 10(금노동),,35.960455,128.929479,경상북도 영천시 고경면 거곡로 227-33,,,7,4,3,0,0,,,,,,,,08:30,19:00,,,,,,,,054-336-1919,2020-01-01,5020000,경상북도 포항시
㈜한진렌트카,영업소,경상북도 상주시 경상대로 3171(만산동),,36.430149,128.152114,경상북도 상주시 경상대로 3171(만산동),,,39,31,8,0,0,,,,,,,,08:30,19:00,,,,,,,,054-533-8711,2020-01-01,5020000,경상북도 포항시
㈜한진렌트카,영업소,경상북도 울릉군 서면 남양4길 24,,37.46736317,130.8377214,경상북도 울릉군 서면 남서리 36-2,,,52,42,10,0,0,,,,,,,,08:30,19:00,,,,,,,,054-791-5337,2020-01-01,5020000,경상북도 포항시
㈜한진렌트카,영업소,울산광역시 남구 달동 1250-1,,35.537229,129.330753,울산광역시 남구 달동 1250-1,,,25,23,2,0,0,,,,,,,,08:30,19:00,,,,,,,,054-900-5440,2020-01-01,5020000,경상북도 포항시
㈜한진렌트카,영업소,울산광역시 중구 내황2길 9,,35.553507,129.3415005,울산광역시 남구 무거동 1527-3,,,12,11,1,0,0,,,,,,,,08:30,19:00,,,,,,,,052-283-2115,2020-01-01,5020000,경상북도 포항시
㈜한진렌트카,영업소,"대구광역시 서구 북비산로 183, A동 2층(평리동)",,35.879388,128.553233,대구광역시 서구 와룡로 334(중리동),,,16,43,3,0,0,,,,,,,,08:30,19:00,,,,,,,,053-525-4123,2020-01-01,5020000,경상북도 포항시
(주)에스케이알렌터카서비스,주사업장,"서울특별시 광진구 천호대로 499, 1층 (중곡동)",,37.559745,126.915306,서울특별시 은평구 진관동 67-1(에코테라스주차장),,,4,0,4,0,0,,,,,,,,00:00,00:00,,,,,,,,02-444-4222,2019-03-04,3040000,서울특별시 광진구
(주)에스케이알렌터카서비스,주사업장,"서울특별시 광진구 천호대로 499, 1층 (중곡동)",,37.559745,126.915306,서울특별시 노원구 하계동 282,,,41,27,14,0,0,,,,,,,,00:00,00:00,,,,,,,,02-444-4222,2019-03-04,3040000,서울특별시 광진구
(주)건국렌트카,주사업장,"서울특별시 광진구 능동로38길 27, 2층 (중곡동, 썬스빌딩)",,37.557555,127.081454,서울특별시 용산구 이태원동 258-59,,,55,55,0,0,0,,,,,,,,00:00,00:00,,,,,,,,02-498-8282,2019-03-04,3040000,서울특별시 광진구
(주)전진렌터카,주사업장,"서울특별시 광진구 광나루로 369, 111호 (군자동, 광진두산위브파크)",,37.548694,127.071072,서울특별시 서초구 양재동 225 (구화물터미널부지),,,84,81,3,0,0,,,,,,,,00:00,00:00,,,,,,,,02-467-2774,2019-03-04,3040000,서울특별시 광진구
씨에이치랜드(주),주사업장,"서울특별시 광진구 아차산로 191, 105호 (화양동)",,37.542268,127.065047,서울특별시 광진구 아차산로 191 (화양동),,,122,102,20,0,0,,,,,,,,00:00,00:00,,,,,,,,02-449-2001,2019-03-04,3040000,서울특별시 광진구
(유)진렌트카,주사업장,전라북도 김제시 동서로 242(요촌동),전라북도 김제시 요촌동 51-16,35.803049,126.893971,전라북도 김제시 신곡동 11-2,전라북도 김제시 신곡동 11-2,230,161,151,10,0,0,,,,,120000,,,00:00,23:59,00:00,23:59,00:00,23:59,무,,박종숙,063-543-7073,2018-08-14,4710000,전라북도 김제시
AJ렌탈㈜ 공주 영업소,영업소,충청남도 공주시 장척로 30,충청남도 공주시 송선동 140-1,36.4837887206,127.1688877568,충청남도 공주시 장척로 30,충청남도 공주시 송선동 140-1,100,3,3,0,0,0,,,,,,,,09:00,18:00,,,,,,www.ajrentacar.co.kr,반채운,041-856-4293,2020-03-25,4500000,충청남도 공주시
㈜번영렌트카 공주영업소,영업소,충청남도 공주시 한적2길 41-13,충청남도 공주시 금흥동 617-1,36.4779843349,127.138854,,충청남도 공주시 이인면 복룡리 57,310,14,13,1,0,0,,,,,,,,09:00,18:00,,,,,,,최윤철,042-541-4847,2020-03-25,4500000,충청남도 공주시
동아렌트카,주사업장,"충청남도 공주시 신금1길 100,110호(금흥동,새뜸현대아파트상가동)",충청남도 공주시 금흥동 259번지 110호,36.4752342,127.150257,,충청남도 논산시 성동면 정지리 286번지,809,57,52,5,0,0,,,,,,,,09:00,18:00,,,,,,,홍경범,041-855-1114,2020-03-25,4500000,충청남도 공주시
㈜엔케이,주사업장,"충청남도 공주시 반포면 반포초교길 168-1,3층",충청남도 공주시 반포면 봉곡리 263번지 3층,36.4057103,127.245133,,대전광역시 서구 매노동 194-2번지,740,51,51,0,0,0,,,,,,,,09:00,18:00,,,,,,,조영우,041-858-4051,2020-03-25,4500000,충청남도 공주시
렌트카킹 영업소,영업소,,충청남도 공주시 중동 155-25,36.4541471,127.124236,,충청남도 논산시 성동면 정지리 286,463,50,48,2,0,0,,,,,,,,09:00,18:00,,,,,,,이창배,000-000-0000,2020-03-25,4500000,충청남도 공주시
엠알렌트카,주사업장,충청남도 공주시 신관로 26,,36.4707117225,127.1310886390,,충청남도 공주시 의당면 수촌리 143-12,541,38,37,1,0,0,,,,,,,,09:00,18:00,,,,,,,김형래,041-853-9842,2020-03-25,4500000,충청남도 공주시
세종렌터카,주사업장,"충청남도 공주시 공주대학로 9-1,상가 비동 104호(신관동,현대아파트)",,36.466224,127.136709,,충청남도 논산시 연무읍 안심리 622-3,783,24,16,8,0,0,,,,,,,,09:00,18:00,,,,,,,김옥경,1577-5640,2020-03-25,4500000,충청남도 공주시
대민렌터카,주사업장,"충청남도 공주시 번영3로 4-7,304호(신관동)",,36.4684235033,127.1336777395,,충청남도 공주시 반포면 마암리 589-2,315,20,19,1,0,0,,,,,,,,09:00,18:00,,,,,,,강소원,041-858-3348,2020-03-25,4500000,충청남도 공주시
차이카렌트카,주사업장,충청남도 공주시 유구읍 중앙1길 32,,36.5475161038,126.950834,,충청남도 공주시 유구읍 백교리 88,1500,50,50,0,0,0,,,,,,,,09:00,18:00,,,,,,,이호성,041-841-3350,2020-03-25,4500000,충청남도 공주시
스타렌트카,주사업장,"충청남도 공주시 공주대학로 41,2층(신관동)",,36.4689046,127.137259,,충청남도 공주시 신기동 244-1,330,20,20,0,0,0,,,,,,,,09:00,18:00,,,,,,,김세훈,041-854-4988,2020-03-25,4500000,충청남도 공주시
솔렌트카,주사업장,"충청남도 공주시 번영1로 47,503호(신관동)",,36.4723299,127.133606,,충청남도 아산시 배방읍 장재리 257-1외25필지,273,21,21,0,0,0,,,,,,,,09:00,18:00,,,,,,,김민수,041-853-9912,2020-03-25,4500000,충청남도 공주시
신원렌트카,주사업장,경기도 김포시 양촌읍 양곡로390번길 1,경기도 김포시 양촌읍 양곡리 609-1,37.662758,126.6348512,경기도 김포시 통진읍 옹정리 15-14,경기도 김포시 통진읍 옹정리 15-14,219,138,134,4,0,0,,,,,,,,10:00,23:59,,,,,,,표현명,080-2000-3000,2020-05-15,4090000,경기도 김포시
쌍용자동차 김포 카셰어링(예약소),영업소,"서울특별시 강남구 테헤란로 422(대치동, KT타워)",서울특별시 강남구 대치동 890-20(KT타워),37.50532101,127.0528475,경기도 김포시 사우중로 6,경기도 김포시 사우동 256-4,2,1,1,1,0,0,,,,,,,,10:00,23:59,,,,,,,표현명,080-2000-3000,2020-05-15,4090000,경기도 김포시
에이제이렌터카㈜,영업소,경기도 김포시 사우중로 48(사우동),경기도 김포시 사우동 927,37.6190881,126.7191065,경기도 김포시 북변중로 72(북변동),경기도 김포시 북변동 291-1 칠성주차장,3,1,1,0,0,0,,,,,,,,10:00,23:59,,,,,,,윤규선,02-6240-0576,2020-05-15,4090000,경기도 김포시
㈜씨엔씨렌트카,영업소,경기도 광주시 곤지암읍 광여로 28,경기도 광주시 곤지암읍 곤지암리 355,37.350366,127.3488825,경기도 광주시 곤지암읍 광여로 28,경기도 광주시 곤지암읍 곤지암리 355,1000,10,9,1,0,0,,,,,,,,08:00,20:00,08:00,20:00,08:00,20:00,연중무휴,,이범용,031-631-7008,2020-03-16,5540000,경기도 광주시
에이제이렌터카,영업소,경기도 광주시 오포읍 능평로 102,경기도 광주시 오포읍 능평리 268-13,37.34984366,127.168902,경기도 광주시 오포읍 능평로 102,경기도 광주시 오포읍 능평리 268-13,100,0,0,0,0,0,,,,,,,,08:00,20:00,08:00,20:00,08:00,20:00,연중무휴,,반체운,031-726-7474,2020-03-16,5540000,경기도 광주시
㈜위메인렌트카,영업소,"경기도 광주시 중앙로307, 301호",경기도 광주시 송정동 334-4,37.42699565,127.2572548,경기도 용인시 기흥구 동백5로 22,경기도 용인시 기흥구 중동 838,130,6,5,0,0,0,,,,,,,,08:00,20:00,08:00,20:00,08:00,20:00,연중무휴,,이영옥,031-767-3245,2020-03-16,5540000,경기도 광주시
㈜퍼스트렌트카,영업소,경기도 광주시 포은대로 641,경기도 광주시 장지동 224-4,37.38382094,127.2424242,경기도 광주시 포은대로 641,경기도 광주시 장지동 224-4,897,65,62,3,0,0,,,,,,,,08:00,20:00,08:00,20:00,08:00,20:00,연중무휴,,이현수,031-339-2119,2020-03-16,5540000,경기도 광주시
㈜퍼스트렌트카,영업소,경기도 광주시 포은대로 641,경기도 광주시 장지동 224-4,37.38382094,127.2424242,,경기도 광주시 역동 28-3,1305,29,27,2,0,0,,,,,,,,08:00,20:00,08:00,20:00,08:00,20:00,연중무휴,,이현수,031-339-2119,2020-03-16,5540000,경기도 광주시
스마트렌트카,영업소,경기도 광주시 장지9길 94,경기도 광주시 장지동 485-3,37.40355582,127.2382585,경기도 광주시 장지9길 94,경기도 광주시 장지동 485-3,430,22,21,1,0,0,,,,,,,,08:00,20:00,08:00,20:00,08:00,20:00,연중무휴,,김명인,031-262-9792,2020-03-16,5540000,경기도 광주시
스마트렌트카,영업소,경기도 광주시 장지9길 94,경기도 광주시 장지동 485-3,37.40355582,127.2382585,경기도 용인시 기흥구 용구대로 2621,경기도 용인시 기흥구 보정동 225,1233,58,56,2,0,0,,,,,,,,08:00,20:00,08:00,20:00,08:00,20:00,연중무휴,,김명인,031-262-9792,2020-03-16,5540000,경기도 광주시
마춤카,영업소,경기도 광주시 이배재로 223,경기도 광주시 목현동 48,37.43379382,127.2338424,경기도 광주시 이배재로 223,경기도 광주시 목현동 48,130,5,5,0,0,0,,,,,,,,08:00,20:00,08:00,20:00,08:00,20:00,연중무휴,,정근배,000-0000-0000,2020-03-16,5540000,경기도 광주시
㈜원렌트카 주사무소,주사업장,강원도 동해시 동해역길 72,강원도 동해시 송정동 848-136,37.498322,129.1244676,강원도 동해시 송정동 848-263,강원도 동해시 송정동 848-263,,36,31,5,0,0,,,,,,,,00:00,23:59,00:00,23:59,00:00,23:59,,,박기영,033-521-3340,2020-03-16,4210000,강원도 동해시
금강렌트카 동해영업소,영업소,강원도 동해시 동해역길 72,강원도 동해시 송정동 848-136,37.49832286,129.1244676,강원도 동해시 송정동 848-263,강원도 동해시 송정동 848-263,,17,15,2,0,0,,,,,,,,00:00,23:59,00:00,23:59,00:00,23:59,,,홍순성,033-535-7728,2020-03-16,4210000,강원도 동해시
대한렌트카㈜ 동해영업소,영업소,강원도 동해시 감추로 23,강원도 동해시 천곡동 987-12,37.51560093,129.1214579,강원도 동해시 감추로 23,강원도 동해시 천곡동 987-12,,10,9,1,0,0,,,,,,,,00:00,23:59,00:00,23:59,00:00,23:59,,,강주만,033-535-3991,2020-03-16,4210000,강원도 동해시
케이디에프㈜ 동해영업소,영업소,강원도 동해시 감추로 38,강원도 동해시 천곡동 991-2,37.5158693,129.1231928,강원도 동해시 부곡동 50-46,강원도 동해시 부곡동 50-46,,6,5,1,0,0,,,,,,,,00:00,23:59,00:00,23:59,00:00,23:59,,,안복심,033-535-7747,2020-03-16,4210000,강원도 동해시
㈜현대관광렌트카  동해영업소,영업소,강원도 동해시 청운1길 57,강원도 동해시 나안동 177-7,37.48627958,129.1098002310,강원도 동해시 단봉동 480,강원도 동해시 단봉동 480,,9,15,4,0,0,,,,,,,,00:00,23:59,00:00,23:59,00:00,23:59,,,최은주,033-521-0014,2020-03-16,4210000,강원도 동해시
㈜현대관광렌트카  천곡영업소,영업소,강원도 동해시 발한로 256,강원도 동해시 발한동 309-12,37.5515816623,129.1065127000,강원도 동해시 천곡동989-12,강원도 동해시 천곡동989-12,,22,20,2,0,0,,,,,,,,00:00,23:59,00:00,23:59,00:00,23:59,,,최은주,033-521-0064,2020-03-16,4210000,강원도 동해시
(주)렌트카코아,주사업장,"서울특별시 광진구 능동로39길 17, 1층 101호 (중곡동)",,37.558838,127.034403,"서울특별시 동대문구 청계천로 525 (용두동, 청계주차장)",,,59,56,3,0,0,,,,,,,,00:00,00:00,,,,,,,,02-592-3232,2019-03-04,3040000,서울특별시 광진구
뉴삼우렌트카㈜,주사업장,"경기도 김포시 김포대로 1055, 2층",경기도 김포시 북변동 139-3,37.630949,126.7041197,경기도 김포시 하성면 월하로671번길 24,경기도 김포시 하성면 원산리 296-12,16,10,10,0,0,0,,,,,,,,10:00,23:59,,,,,,,홍순철,031-982-3322,2020-05-15,4090000,경기도 김포시
더원렌트카,주사업장,"경기도 김포시 양촌읍 양곡로390번길 1, 2층",경기도 김포시 양촌읍 양곡리 609-1,37.662758,126.6348512,경기도 김포시 양촌읍 김포대로 1763,경기도 김포시 양촌읍 누산리 643-10,130,130,128,2,0,0,,,,,,,,10:00,23:59,,,,,,,홍순철,031-982-3322,2020-05-15,4090000,경기도 김포시
라임렌터카,영업소,경기도 김포시 통진읍 율마로 236,경기도 김포시 통진읍 가현리 472-6,37.67204085,126.5989089,경기도 김포시 통진읍 율마로 236,경기도 김포시 통진읍 가현리 472-6,53,53,52,1,0,0,,,,,,,,10:00,23:59,,,,,,,이덕순,031-988-9294,2020-05-15,4090000,경기도 김포시
롯데렌탈㈜ 김포영업소,영업소,경기도 김포시 김포한강4로 129(장기동),경기도 김포시 장기동 1603,37.6448445,126.666805,경기도 김포시 김포한강11로 288-24,경기도 김포시 운양동 1299-5,35,35,33,2,0,0,,,,,,,,10:00,23:59,,,,,,,표현명,031-901-8000,2020-05-15,4090000,경기도 김포시
롯데마포-김포카셰어링(예약소),영업소,"서울특별시 강남구 테헤란로 422(대치동, KT타워)",서울특별시 강남구 대치동 890-20(KT타워),37.50532101,127.0528475,경기도 김포시 김포대로 1466-34(운양동),경기도 김포시 운양동 1077-2,2,1,1,0,0,0,,,,,,,,10:00,23:59,,,,,,,표현명,080-2000-3000,2020-05-15,4090000,경기도 김포시
르노삼성김포 카셰어링(예약소),영업소,"서울특별시 강남구 테헤란로 422(대치동, KT타워)",서울특별시 강남구 대치동 890-20(KT타워),37.50532101,127.0528475,경기도 김포시 김포대로 827,경기도 김포시 사우동 916,2,1,1,0,0,0,,,,,,,,10:00,23:59,,,,,,,표현명,080-2000-3000,2020-05-15,4090000,경기도 김포시
쉐보레김포 카셰어링(예약소),영업소,"서울특별시 강남구 테헤란로 422(대치동, KT타워)",서울특별시 강남구 대치동 890-20(KT타워),37.50532101,127.0528475,경기도 김포시 중구로 5,경기도 김포시 북변동 449-13,2,1,1,0,0,0,,,,,,,,10:00,23:59,,,,,,,표현명,080-2000-3000,2020-05-15,4090000,경기도 김포시
광조렌트카,주사업장,"서울특별시 양천구 남부순환로 606,2층203호(신월동,동래빌딩)","서울특별시 양천구 신월동 1015-5,2층 203호",37.514719,126.840033,"서울특별시 양천구 남부순환로 606(신월동), 서울특별시 동대문구 청계천로 525(청계주차장), 서울특별시 양천구 목동서로 367","서울특별시 양천구 신월동 1015-5, 서울특별시 동대문구 용두동 129-4, 서울특별시 양천구 신정동 322",,55,52,3,0,0,50000,60000,70000,120000,120000,120000,,08:30,19:00,08:30,19:00,,,일요일,http://광조렌트카.kr,손용훈,02-852-8689,2020-05-21,3140000,서울특별시 양천구
가나렌트카,주사업장,경기도 고양시 일산동구 고양대로 892,,37.6780062,126.7939809,경기도 고양시 일산동구 성석동 1270번지,,,93,92,1,0,0,,,,,,,,09:00,18:00,,,,,,,,031-904-4777,2020-05-26,3940000,경기도 고양시
가나렌트카,영업소,"서울특별시 마포구 모래내로1길 3, 한두빌딩 3층 301호",,37.56455074,126.903886,서울특별시 양천구 월정로 257,,,4,4,0,0,0,,,,,,,,09:00,18:00,,,,,,,,031-904-4777,2020-05-26,3940000,경기도 고양시
고릴라렌트카,주사업장,"경기도 고양시 일산서구 중앙로 1406, 507호",,37.6693236,126.7638607,경기도 고양시 일산서구 주엽동 67 금강주차빌딩,,,116,112,4,0,0,,,,,,,,09:00,23:00,,,,,,,,031-925-8841,2020-05-26,3940000,경기도 고양시
고릴라렌트카,영업소,"서울특별시 노원구 화랑로 421, 비102호",,37.61752317,127.0743329,서울시 강남구 테레란로 108번길 26외 1곳,,,5,4,0,0,0,,,,,,,,09:00,23:00,,,,,,,,031-925-8841,2020-05-26,3940000,경기도 고양시
금마렌터카,주사업장,"경기도 고양시 일산동구 백마로213번길 12, 한솔프레미낭 311호",,37.6548244,126.7739413,경기도 고양시 일산서구 주화로 210,,,92,81,11,0,0,,,,,,,,10:00,18:00,,,,,,,,031-902-7858,2020-05-26,3940000,경기도 고양시
금마렌터카,영업소,"서울특별시 강남구 선릉로 431, SK허브 606호",,37.50343413,127.0491058,서울특별시 은평구 가좌로 5길 16,,,20,20,0,0,0,,,,,,,,10:00,18:00,,,,,,,,031-902-7858,2020-05-26,3940000,경기도 고양시
금마렌터카,영업소,"전라북도 군산시 백릉1길 13, 1층",,35.97019311,126.7324987,전라북도 군산시 미장길 51-4,,,7,7,0,0,0,,,,,,,,10:00,18:00,,,,,,,,031-902-7858,2020-05-26,3940000,경기도 고양시
금마렌터카,영업소,경기도 연천군 전곡읍 평화로 497,,38.01485206,127.0693779,경기도 연천군 전곡읍 전곡리 233-16,,,16,14,2,0,0,,,,,,,,10:00,18:00,,,,,,,,031-902-7858,2020-05-26,3940000,경기도 고양시
금마렌터카,영업소,경기도 동두천시 중앙로 245,,37.9035259,127.0533182,경기도 동두천시 생연2동 687-56,,,14,13,1,0,0,,,,,,,,10:00,18:00,,,,,,,,031-902-7858,2020-05-26,3940000,경기도 고양시
금마렌터카,영업소,"경기도 부천시 여월로 60, 4층",,37.51102215,126.8055485,경기도 부천시 중동로254번길 90,,,23,23,0,0,0,,,,,,,,10:00,18:00,,,,,,,,031-902-7858,2020-05-26,3940000,경기도 고양시
금마렌터카,영업소,경기도 용인시 처인구 경안천로 2-1,,37.233564,127.2114567,경기도 용인시 처인구 경안천로 2-1,,,10,9,1,0,0,,,,,,,,10:00,18:00,,,,,,,,031-902-7858,2020-05-26,3940000,경기도 고양시
골드타워,주사업장,"경기도 고양시 일산서구 탄중로 114-2, 1층",,37.6916242,126.7577715,"경기도 고양시 일산서구 탄중로 114-2, 1층 외 5곳",,,342,308,34,0,0,,,,,,,,09:00,20:00,,,,,,,,031-968-5544,2020-05-26,3940000,경기도 고양시
골드타워,영업소,"충청남도 천안시 서북구 두정상가5길 2, 108호",,36.83009866,127.1436038,"충청남도 천안시 서북구 성정중4길 39-3, 크라운타워 5층",,,5,5,0,0,0,,,,,,,,09:00,20:00,,,,,,,,031-968-5544,2020-05-26,3940000,경기도 고양시
케이 카 렌탈,주사업장,"경기도 고양시 일산서구 탄중로 114-2, 1층",,37.6916242,126.7577715,경기도 고양시 일산동구 고봉로770번길 240 외 1곳,,,33,28,5,0,0,,,,,,,,09:00,20:00,,,,,,,,070-4247-4111,2020-05-26,3940000,경기도 고양시
케이 카 렌탈,영업소,"경기도 파주시 새꽃로 197, 1층",,37.7655274,126.7743538,경기도 파주시 법원읍 웅담리 270-3 외 1곳,,,82,78,4,0,0,,,,,,,,09:00,20:00,,,,,,,,070-4247-4111,2020-05-26,3940000,경기도 고양시
케이 카 렌탈,영업소,경기도 평택시 팽성읍 안정순환로 129,,36.95962626,127.0416849,경기도 평택시 팽성읍 안정순환로 129,,,0,0,0,0,0,,,,,,,,09:00,20:00,,,,,,,,070-4247-4111,2020-05-26,3940000,경기도 고양시
나인렌터카,주사업장,"경기도 고양시 일산동구 백마로 195, 2163호",,37.65428629,126.770983,경기도 파주시 책향기로 423(두손비채 주차타워),,,136,132,4,0,0,,,,,,,,09:00,18:00,,,,,,,,031-907-7797,2020-05-26,3940000,경기도 고양시
나인렌터카,영업소,경기도 고양시 일산동구 애니골길 136,,37.67820781,126.7937079,경기도 파주시 책향기로 423(두손비채 주차타워),,,20,20,0,0,0,,,,,,,,09:00,18:00,,,,,,,,031-907-7797,2020-05-26,3940000,경기도 고양시
