낚시터명,낚시터유형,소재지도로명주소,소재지지번주소,위도,경도,낚시터전화번호,수면적,주요어종,최대수용인원,수상시설물유형,이용요금,주요포인트,안전시설현황,편익시설현황,주변관광지,관리기관전화번호,관리기관명,데이터기준일자,제공기관코드,제공기관명
성도리가족낚시터,기타,전라남도 담양군 무정면 영천성도길 191-38,전라남도 담양군 무정면 성도리 456-2,35.2927110031,126.9966403513,,3000,붕어,20,고정형,10000,,소화기+전기설비,화장실+쓰레기통,,,전라남도 담양군청,2019-09-17,4850000,전라남도 담양군
아리수낚시터,기타,,경기도 김포시 하성면 후평리42번지,37.74924281,126.6514628,031-982-3332,5433,붕어+잉어+기타어류,99,고정형,"35,000원",,"소화기, 구명환, 약품 등","화장실, 쓰레기통 등",,031-980-2822,경기도 김포시,2019-09-11,4090000,경기도 김포시
동 막,저수지,경기도 용인시 처인구 남사면 서촌로 192-7,경기도 용인시 처인구 남사면 통삼리 646-16,37.144458,127.132562,,1.54,붕어+잉어,180,부유형,15000,,구명부환+소화기+구급약품,화장실+쓰레기통+세면장,,,경기도 용인시청,2019-04-10,4050000,경기도 용인시
창 리,저수지,경기도 용인시 처인구 남사면 경기동로518번길 56,경기도 용인시 처인구 남사면 창리 377-8,37.140021,127.184611,,9.04,붕어+잉어,0,부유형,20000,,구명부환+소화기+구급약품,화장실+쓰레기통+세면장,,,경기도 용인시청,2019-04-10,4050000,경기도 용인시
요덕골,저수지,경기도 용인시 처인구 이동면 경기동로785번길 168-12,경기도 용인시 처인구 이동면 송전리 41,37.136955,127.219843,,1.7,붕어+잉어,78,부유형,20000,,구명부환+소화기+구급약품,화장실+쓰레기통+세면장,,,경기도 용인시청,2019-04-10,4050000,경기도 용인시
신 원,저수지,경기도 용인시 처인구 이동면 이원로601번길 45-3,경기도 용인시 처인구 이동면 묵리 346,37.165163,127.252272,,23.8,붕어+잉어,100,부유형,10000,,구명부환+소화기+구급약품,화장실+쓰레기통+세면장,,,경기도 용인시청,2019-04-10,4050000,경기도 용인시
유포리낚시터,저수지,강원도 춘천시 신북읍 맥국3길 15-28,강원도 춘천시 신북읍 유포리 133,37.9467657079,127.7748379271,033-242-5959,9000,"붕어,잉어",55,육상좌대식,"30,000",A지역,"소화기,구명동의,구명부환","화장실,휴게실","의암댐, 스카이워크",033-250-3417,춘천시청,2019-08-28,4180000,강원도 춘천시
샘터낚시터,저수지,경기도 광명시 장절로 96-33,경기도 광명시 노온사동 831-3번지,37.4314094,126.8572051,,7068,"붕어, 잉어",90,고정형,"20,000원",,"구명부환, 소화기, 구명줄, 구급약품 등","화장실, 쓰레기통",,,경기도 광명시청,2019-09-09,3900000,경기도 광명시
약산낚시터,기타,경기도 김포시 대곶면 대곶서로54번길 15,경기도 김포시 대곶면 약암리155번지,37.62856488,126.5714476,,2583,붕어+잉어+기타어류,99,고정형,"35,000원",,"소화기, 구명환, 약품 등","화장실, 쓰레기통 등",,031-980-2822,경기도 김포시,2019-09-11,4090000,경기도 김포시
대물낚시터,기타,경상북도 포항시 북구 기계면 봉좌로 383번길 32-2,경상북도 포항시 북구 기게면 봉계리 527,36.0823653645,129.161581869,,4625,"붕어,메기",50,수상좌대,"30,000원",,"구명조끼, 구명부환, 소화기",취사시설,봉좌마을,054-270-2753,경상북도 포항시,2019-07-23,5020000,경상북도 포항시
사계절낚시터,기타,경상북도 포항시 북구 기계면 성계길 127-7,경상북도 포항시 북구 기계면 성계리 488-1,36.05707091,129.2207571,,5230,"붕어,메기",50,수상좌대,"30,000원",,"구명조끼, 구명부환, 소화기",취사시설,봉좌마을,054-270-2753,경상북도 포항시,2019-07-23,5020000,경상북도 포항시
장길리 해상 낚시터,바다,,경상북도 포항시 남구 구룡포읍 장길리 169-4 지선,35.953194,129.546059,,224,수산동물,40,수상좌대,"15,000원",,"구명조끼, 구명부환, 소화기",화장실,호미곶,054-270-2753,경상북도 포항시,2019-07-23,5020000,경상북도 포항시
지정낚시터,평지,경상남도 의령군 지정면 함의로 1360-17,경상남도 의령군 지정면 봉곡리 206-2,35.37455951,128.402504,055-572-1231,2974,붕어+잉어,30,고정형,1일 30000원,,구명부환+소화기+구급약품+전기설비,화장실+쓰레기통,"이병철생가, 탑바위",055-570-4194,경상남도 의령군,2019-06-28,5390000,경상남도 의령군
갈천유료낚시터,저수지,경상남도 고성군 대가면 갈천로 310,경상남도 고성군 대가면 갈천리 55,35.026768,128.251965,055-673-3226,9959,잉어+붕어+향어,15,고정형,1일 30000원,,구명부환+소화기,화장실+쓰레기통,,055-670-2465,경상남도 고성군청,2019-06-21,5420000,경상남도 고성군
신 기,저수지,경기도 용인시 처인구 신기로44번길 146(남동),경기도 용인시 처인구 남동 542,37.219948,127.191192,,2.07,붕어+잉어,50,고정형,30000,,구명부환+소화기+구급약품,화장실+쓰레기통+세면장,,,경기도 용인시청,2019-04-10,4050000,경기도 용인시
한 터,저수지,경기도 용인시 처인구 양지면 한터로662번길 10,경기도 용인시 처인구 양지면 대대리 639-1,37.259609,127.276352,,7.76,붕어+잉어,90,부유형,20000,,구명부환+소화기+구급약품,화장실+쓰레기통+세면장,,,경기도 용인시청,2019-04-10,4050000,경기도 용인시
상 덕,저수지,,경기도 용인시 처인구 이동면 서리 873,37.214771,127.163433,,2.09,붕어+잉어,200,부유형,20000,,구명부환+소화기+구급약품,화장실+쓰레기통+세면장,,,경기도 용인시청,2019-04-10,4050000,경기도 용인시
삼인동,저수지,,경기도 용인시 처인구 남사면 북리 369,37.158124,127.142069,,9.5,붕어+잉어,180,부유형,30000,,구명부환+소화기+구급약품,화장실+쓰레기통+세면장,,,경기도 용인시청,2019-04-10,4050000,경기도 용인시
두 창,저수지,경기도 용인시 처인구 원삼면 두창호수로 105,경기도 용인시 처인구 원삼면 두창리 1393,37.148668,127.334743,,19.6,붕어+잉어,78,부유형,15000,,구명부환+소화기+구급약품,화장실+쓰레기통+세면장,,,경기도 용인시청,2019-04-10,4050000,경기도 용인시
하늘낚시공원낚시터,저수지,강원도 춘천시 서면 당숲안길 61,강원도 춘천시 서면 당림리 414-8,37.8363222975,127.6066043081,031-581-0056,2520,"붕어,향어",32,육상좌대식,"주말 200,000평일 160,000",A지역,"소화기,구명동의,구명부환","화장실,휴게실","의암댐, 스카이워크",033-250-3417,춘천시청,2019-08-28,4180000,강원도 춘천시
Hello 낚시카페,기타,경상남도 김해시 해반천로144번길 26,경상남도 김해시 삼계동 1488-3,35.2610854113,128.869993028,055-330-4349,40,붕어+비단잉어,22,고정형,10000,,"구명부환2, 소화기2, 구급약품",화장실,,055-330-4349,경상남도 김해시 농축산과,2019-09-11,5350000,경상남도 김해시
아빠와 고래 실내낚시카페 삼계점,기타,경상남도 김해시 해반천로168번길 26-18,경상남도 김해시 삼계동 1464-6,35.2624675031,128.869897335,055-330-4349,43.5,붕어+비단잉어,27,고정형,10000,,"구명부환1, 소화기2, 구급약품",화장실,,055-330-4349,경상남도 김해시 농축산과,2019-09-11,5350000,경상남도 김해시
새만금실내바다낚시터,기타,"전라북도 군산시 새만금북로 231(오식도동, 거산빌)",전라북도 군산시 오식도동 988,35.9459466,126.5617726,063-467-3644,77,감성돔+참돔+광어,15,고정형,20000원,,구명부환+소화기+구급약품,화장실+쓰레기통,새만금방조제,063-454-2914,전라북도 군산시청,2019-09-06,4670000,전라북도 군산시
동산낚시터,저수지,경상북도 경주시 천북면 천강로 123-5,경상북도 경주시 천북면 동산리 206,35.901811865,129.275108963,054-743-8781,9235,"붕어,잉어 등",50,0,"30,000원/일",,"구명부환1,소화기1,구급약품1","화장실1,세면소1",,054-779-6324,경주시 해양수산과,2019-04-10,5050000,경상북도 경주시
덕방낚시터,저수지,경상북도 경주시 외동읍 덕방지길 19-42,,35.7059020589,129.297816044,054-746-0879,3700,"붕어,잉어 등",30,0,"30,000원/일",,"구명부환2,소화기3,구급약품1","화장실1,세면소1",,054-779-6324,경주시 해양수산과,2019-04-10,5050000,경상북도 경주시
인동낚시터,저수지,경상북도 경주시 강동면 인좌안길 6-1,,35.9866100542,129.262460341,,19574,"붕어,잉어 등",20,0,"10,000원/일",,"구명부환2,소화기1,구급약품1","화장실1,세면소1",,054-779-6324,경주시 해양수산과,2019-04-10,5050000,경상북도 경주시
광지낚시터,저수지,경상북도 경주시 건천읍 천포방내길 98-9,,35.8381386586,129.098678943,054-751-0584,10810,"붕어,잉어 등",20,0,"25,000원/일",,"구명부환1,소화기1,구급약품1","화장실1,세면소1",,054-779-6324,경주시 해양수산과,2019-04-10,5050000,경상북도 경주시
송정낚시터,바다,,울산광역시 울주군 서생면 대송리 339-8,35.369127,129.355952,,10060,"참돔, 우럭",95,부유형,"60,000원/일",,"구명부환 6개, 구명조끼 120개, 구급약품 1개, 소화기 5개, 계류설비 1개",화장실,간절곶,052-204-1646,울주군청,2019-09-03,3730000,울산광역시 울주군
울산바다낚시터,저수지,,울산광역시 울주군 서생면 진하리 97-4,35.390564,129.342076,,1629,"참돔, 우럭",20,고정형,"60,000원/일",,"구명부환 2개, 구명조끼 5개, 구급약품 1개, 소화기 2개",화장실,간절곶,052-204-1646,울주군청,2019-09-03,3730000,울산광역시 울주군
각평낚시터,저수지,경기도 이천시 마장면 덕이로154번길 273,경기도 이천시 마장면 각평리 296-2,37.2392631,127.3849199823,031-632-8205,39902,붕어+잉어,86,좌대+방갈로,30000원,,소화기+구명부환 등,화장실+세면대 등,,031-644-2339,이천시 농업기술센터,2020-02-12,4070000,경기도 이천시
학암낚시터,저수지,경기도 이천시 신둔면 이장로311번길 490,경기도 이천시 신둔면 고척리 477,37.2896126401,127.3710794,031-638-7529,13210,붕어+잉어,65,좌대,30000원,,소화기+구명부환 등,화장실+세면대 등,,031-644-2339,이천시 농업기술센터,2020-02-12,4070000,경기도 이천시
용면파크낚시터,저수지,경기도 이천시 신둔면 황무로52번길 80,경기도 이천시 신둔면 용면리 517-2,37.2994534082,127.3635879,031-637-1007,49585,붕어+잉어,87,방갈로,40000원,,소화기+구명부환 등,화장실+세면대 등,,031-644-2339,이천시 농업기술센터,2020-02-12,4070000,경기도 이천시
명포낚시터,평지,경상북도 성주군 선남면 명포리 15,경상북도 성주군 선남면 명포리 15,35.882386,128.331951,054-931-2150,1184,붕어,50,고정형,"평일 10,000, 주말 15,000",관리소 상류방향 모서리지점,구명조끼+밧줄,휴게실+화장실,박구효자정려비,054-930-6685,경상북도 성주군청,2020-07-09,5210000,경상북도 성주군
울진시범바다목장 해상낚시공원,바다,,경상북도 울진군 평해읍 거일리 282-6,36.69906644,129.4756391,054-788-3911,197067,강도다리,200,낚시잔교,5000,,"구명부이, 소화기,구급약품","화장실,세면대,쓰레기통","월송정, 백암온천,울진대게홍보전시관",051-740-2551,한국수산자원관리공단,2020-07-13,5250000,경상북도 울진군
나곡바다낚시공원,바다,경상북도 울진군 북면 석호1길 46-62,경상북도 울진군 북면 나곡리 산 80-18,37.1182586673,129.3768915796,054-781-8037,20000,"광어,우럭,강도다리",50,낚시잔교,5000,,"구명부이, 소화기,구급약품","화장실,세면대,쓰레기통","덕구계곡,덕구온천, 울진봉평리신라비전시관,원자력전시관",054-789-6861,울진군,2020-07-13,5250000,경상북도 울진군
배다리낚시터,저수지,충청남도 서천군 서면 주원로 10-3,충청남도 서천군 서면 주항리 369-1,36.15600648,126.572178,,32.3,붕어,28,고정형,1일 60000원,,구명조끼+구명부환+소화기+사다리+휴대용손전등,관리사+화장실+쓰레기통,,,충청남도 서천군청,2020-07-10,4580000,충청남도 서천군
서부낚시터,저수지,충청남도 서천군 종천면 대백제로 1458,충청남도 서천군 판교면 흥림리 302,36.12103723,126.692348,,129.9,붕어,36,고정형,1일 60000원,,구명조끼+구명부환+소화기+사다리+휴대용손전등,관리사+화장실+쓰레기통,,,충청남도 서천군청,2020-07-10,4580000,충청남도 서천군
암반수낚시터,저수지,경상북도 의성군 다인면 서부로 3018,경상북도 의성군 다인면 덕지리 125-1,36.46624748,128.3384845,054-000-0000,500,송어 등,28,해당사항없음,"12시간당 30,000원",,안전구난장비,"간이화장실, 낚시의자 28개",대곡사,054-830-6617,경상북도 의성군청,2020-06-30,5150000,경상북도 의성군
늘푸른,저수지,,충청북도 충주시 살미 무릉 265외 13필지,36.921961,128.029586,043-890-0000,2.48,"붕어, 잉어, 뱀장어 등",60,고정형,80000,수상좌대,"구명조끼, 구명환, 구명로프 등",매점,월악산 국립공원,043-850-5882,충주시 축수산과,2020-06-30,4390000,충청북도 충주시
병호,저수지,,충청북도 충주시 살미 내사 산14외 16필지,36.911178,128.019098,043-890-0001,1.03,"붕어, 잉어, 뱀장어 등",63,고정형,60000,수상좌대,"구명조끼, 구명환, 구명로프 등",매점,월악산 국립공원,043-850-5882,충주시 축수산과,2020-06-30,4390000,충청북도 충주시
낚시의 신,기타,서울특별시 도봉구 도당로 89 (지하1층),서울특별시 도봉구 방학동 661-25,37.6656209707,127.0368039037,,50.26,붕어+잉어+향어+메기,21,고정형(실내낚시터),"남성) 10,000원,여성)   9,000원,커플) 18,000원,어린이) 6,000원",실내낚시터,구명부환+소화기+구급약품,화장실+쓰레기통,,02-2091-3215,서울시 도봉구청,2019-09-30,3090000,서울특별시 도봉구
문골,저수지,,충청북도 충주시 살미 신매 137외 16필지,36.919744,128.025544,043-890-0002,1.03,"붕어, 잉어, 뱀장어 등",39,고정형,60000,수상좌대,"구명조끼, 구명환, 구명로프 등",매점,월악산 국립공원,043-850-5882,충주시 축수산과,2020-06-30,4390000,충청북도 충주시
윤,저수지,,충청북도 충주시 살미 내사 46외 24필지,36.911502,128.017363,043-890-0003,1.3,"붕어, 잉어, 뱀장어 등",55,고정형,60000,수상좌대,"구명조끼, 구명환, 구명로프 등",매점,월악산 국립공원,043-850-5882,충주시 축수산과,2020-06-30,4390000,충청북도 충주시
제일,저수지,,충청북도 충주시 살미 내사 319-3외 21필지,36.908522,128.012356,043-890-0004,1.3,"붕어, 잉어, 뱀장어 등",73,고정형,60000,수상좌대,"구명조끼, 구명환, 구명로프 등",매점,월악산 국립공원,043-850-5882,충주시 축수산과,2020-06-30,4390000,충청북도 충주시
신매,저수지,,충청북도 충주시 살미 신매 228외 18필지,36.919276,128.020149,043-890-0005,1.74,"붕어, 잉어, 뱀장어 등",55,고정형,60000,수상좌대,"구명조끼, 구명환, 구명로프 등",매점,월악산 국립공원,043-850-5882,충주시 축수산과,2020-06-30,4390000,충청북도 충주시
하천,저수지,,충청북도 충주시 동량 하천 319외 33필지,37.027482,128.044072,043-890-0006,2.75,"붕어, 잉어, 뱀장어 등",73,고정형,60000,수상좌대,"구명조끼, 구명환, 구명로프 등",매점,,043-850-5882,충주시 축수산과,2020-06-30,4390000,충청북도 충주시
명서,저수지,,충청북도 충주시 산척 명서 산 99-7외,37.058406,128.042049,043-890-0007,0.83,"붕어, 잉어, 뱀장어 등",100,고정형,60000,수상좌대,"구명조끼, 구명환, 구명로프 등",매점,,043-850-5882,충주시 축수산과,2020-06-30,4390000,충청북도 충주시
목벌,저수지,,충청북도 충주시 목벌 440 외38필지,36.967967,128.001411,043-890-0008,2.92,"붕어, 잉어, 뱀장어 등",54,고정형,60000,수상좌대,"구명조끼, 구명환, 구명로프 등",매점,월악산 국립공원,043-850-5882,충주시 축수산과,2020-06-30,4390000,충청북도 충주시
입석,저수지,,충청북도 충주시 가금 용전 591-19,37.026011,127.845269,043-890-0009,1.97,"붕어, 잉어",174,고정형,70000,수상좌대,"구명조끼, 구명환, 구명로프 등",매점,"중앙탑공원, 중원고구려비",043-850-5882,충주시 축수산과,2020-06-30,4390000,충청북도 충주시
꽃바위,저수지,,충청북도 충주시 동량 화암 319 외 22필지,36.977308,128.018005,043-890-0010,1.38,"붕어, 잉어, 뱀장어 등",35,고정형,60000,수상좌대,"구명조끼, 구명환, 구명로프 등",매점,충주호유람선,043-850-5882,충주시 축수산과,2020-06-30,4390000,충청북도 충주시
서운,저수지,,충청북도 충주시 동량 서운 산 22-6외 8필지,36.970944,128.049841,043-890-0011,0.82,"붕어, 잉어, 뱀장어 등",36,고정형,60000,수상좌대,"구명조끼, 구명환, 구명로프 등",매점,충주호유람선,043-850-5882,충주시 축수산과,2020-06-30,4390000,충청북도 충주시
솔,저수지,,충청북도 충주시 동량 서운 353외 14필지,36.974192,128.051902,043-890-0012,1.17,"붕어, 잉어, 뱀장어 등",42,고정형,60000,수상좌대,"구명조끼, 구명환, 구명로프 등",매점,충주호유람선,043-850-5882,충주시 축수산과,2020-06-30,4390000,충청북도 충주시
종점,저수지,,충청북도 충주시 동량 서운 산38-5외 11필지,36.979865,128.056105,043-890-0013,0.66,"붕어, 잉어",35,고정형,60000,수상좌대,"구명조끼, 구명환, 구명로프 등",매점,충주호유람선,043-850-5882,충주시 축수산과,2020-06-30,4390000,충청북도 충주시
중산,저수지,,충청북도 충주시 수안보 중산리 1번지 외 31필지,36.870547,128.010504,043-890-0014,16.01,"붕어, 잉어",50,고정형,30000,수상좌대,"구명조끼, 구명환, 구명로프 등",매점,수안보온천,043-850-5882,충주시 축수산과,2020-06-30,4390000,충청북도 충주시
용원,저수지,,충청북도 충주시 신니 송암리 3-1번지 외 49필지,37.002766,127.709915,043-890-0015,65.9,"붕어, 잉어",50,고정형,70000,수상좌대,"구명조끼, 구명환, 구명로프 등",매점,,043-850-5882,충주시 축수산과,2020-06-30,4390000,충청북도 충주시
대덕,저수지,,충청북도 충주시 노은 대덕리 680-1번지 외 11필지,37.058787,127.709089,043-890-0016,13.73,"붕어, 잉어",64,고정형,70000,수상좌대,"구명조끼, 구명환, 구명로프 등",매점,,043-850-5882,충주시 축수산과,2020-06-30,4390000,충청북도 충주시
대물,저수지,,충청북도 충주시 앙성 모점리 45-2번지 외 19필지,37.156326,127.738208,043-890-0017,22,"붕어, 잉어",170,고정형,60000,수상좌대,"구명조끼, 구명환, 구명로프 등",매점,앙성온천,043-850-5882,충주시 축수산과,2020-06-30,4390000,충청북도 충주시
실로암,저수지,,"충청북도 충주시 주덕 삼청 320-1, 319",36.963004,127.781525,043-890-0018,0.82,"붕어, 잉어",150,고정형,30000,수상좌대,"구명조끼, 구명환, 구명로프 등",매점,,043-850-5882,충주시 축수산과,2020-06-30,4390000,충청북도 충주시
화곡,저수지,,충청북도 충주시 주덕 화곡리 133-1번지 외 17필지,37.011374,127.806688,043-890-0019,16.11,"붕어, 잉어",46,고정형,80000,수상좌대,"구명조끼, 구명환, 구명로프 등",매점,,043-850-5882,충주시 축수산과,2020-06-30,4390000,충청북도 충주시
태고,평지,,충청북도 충주시 금가 잠병 314,37.057673,127.912283,043-890-0020,0.11,"붕어, 잉어",40,고정형,20000,,"구명조끼, 구명환, 구명로프 등",매점,,043-850-5882,충주시 축수산과,2020-06-30,4390000,충청북도 충주시
털보,평지,,충청북도 충주시 금가 원포 513,37.015584,127.876401,043-890-0021,0.24,"붕어, 잉어",20,고정형,80000,,"구명조끼, 구명환, 구명로프 등",매점,,043-850-5882,충주시 축수산과,2020-06-30,4390000,충청북도 충주시
월상,평지,,"충청북도 충주시 금가 월상 473-4, 473-22, 487",37.041286,127.866814,043-890-0022,0.32,"붕어, 잉어",120,고정형,30000,,"구명조끼, 구명환, 구명로프 등",매점,,043-850-5882,충주시 축수산과,2020-06-30,4390000,충청북도 충주시
도장골,평지,,충청북도 충주시 호암동 872,36.9440209311,127.9250682627,043-890-0023,0.17,"붕어, 잉어",87,고정형,30000,,"구명조끼, 구명환, 구명로프 등",매점,,043-850-5882,충주시 축수산과,2020-06-30,4390000,충청북도 충주시
가주,평지,,충청북도 충주시 가주동 128,36.93248882,127.8915026543,043-890-0024,0.06,"붕어, 잉어",74,고정형,30000,,"구명조끼, 구명환, 구명로프 등",매점,,043-850-5882,충주시 축수산과,2020-06-30,4390000,충청북도 충주시
죠스실내낚시카페,평지,,충청북도 충주시 국원대로 184(지하),36.98800803,127.9286064,043-890-0025,0.006,"잉어, 향어",30,고정형,10000,,"구명조끼, 구명환, 구명로프 등",매점,,043-850-5882,충주시 축수산과,2020-06-30,4390000,충청북도 충주시
홀통낚시,바다,전라남도 무안군 현경면 홀통길 200,전라남도 무안군 현경면 오류리 1367-1,35.0617110367,126.3320861,061-452-2043,1309,"감성돔, 우럭, 기타 해면어류",53,바지선,"30,000",,"구명부환, 구명줄, 소화기, 구급약품 등","화장실, 쓰레기통 등",홀통해수욕장,061-450-5618,무안군 해양수산과,2020-07-09,4950000,전라남도 무안군
늘푸른낚시,바다,,전라남도 무안군 운남면 성내리 5-6,34.916052,126.346022,,1122,"감성돔, 우럭, 기타 해면어류",50,바지선,"30,000",,"구명부환, 구명줄, 소화기, 구급약품 등","화장실, 쓰레기통 등",,061-450-5619,무안군 해양수산과,2020-07-09,4950000,전라남도 무안군
늘푸른해양낚시팬션,바다,,전라남도 무안군 운남면 성내리 5-6,34.916052,126.346022,,2015,"감성돔, 우럭, 기타 해면어류",30,펜션,"30,000",,"구명부환, 구명줄, 소화기, 구급약품 등","화장실, 쓰레기통 등",,061-450-5620,무안군 해양수산과,2020-07-09,4950000,전라남도 무안군
노진낚시터,저수지,경기도 화성시 장안면 노진리 1467,경기도 화성시 장안면 노진리 1467,37.02226239,126.8152478,031-351-3412,31700,붕어+잉어,120,고정형,25000,,구명부환+소화기+구급약품,화장실+쓰레기통,,031-5189-3311,경기도 화성시청,2020-05-26,5530000,경기도 화성시
대성낚시터,저수지,경기도 화성시 팔탄면 녹막말길9번길 199,경기도 화성시 팔탄면 율암리 267-1번지,37.1753631490,126.8679381294,031-352-7935,109883,붕어+잉어,80,고정형,15000,,구명부환+소화기+구급약품,화장실+쓰레기통,,031-5189-3311,경기도 화성시청,2020-05-26,5530000,경기도 화성시
용주골낚시터,저수지,경기도 화성시 송산동 183-5,경기도 화성시 송산동 183-5,37.21157743,127.0086725,031-236-6063,5487,붕어+잉어,100,고정형,25000,,구명부환+소화기+구급약품,화장실+쓰레기통,,031-5189-3311,경기도 화성시청,2020-05-26,5530000,경기도 화성시
기천낚시터,저수지,경기도 화성시 봉담읍 건달산로 309-33,경기도 화성시 봉담읍 상기리 653번지,37.1963696392,126.9118067005,031-227-3223,422154,붕어+잉어,120,고정형,25000,,구명부환+소화기+구급약품,화장실+쓰레기통,,031-5189-3311,경기도 화성시청,2020-05-26,5530000,경기도 화성시
남전낚시터,저수지,경기도 화성시 비봉면 남이로132번길 79-13,경기도 화성시 비봉면 남전리 649번지,37.23857033,126.8348165750,031-366-8695,30191,붕어+잉어,80,고정형,25000,,구명부환+소화기+구급약품,화장실+쓰레기통,,031-5189-3311,경기도 화성시청,2020-05-26,5530000,경기도 화성시
관리낚시터,저수지,경기도 화성시 향남읍 동오리 545-1,경기도 화성시 향남읍 동오리 545-1,37.13297478,126.9457119,031-353-9232,8060,붕어+잉어,80,고정형,30000,,구명부환+소화기+구급약품,화장실+쓰레기통,,031-5189-3311,경기도 화성시청,2020-05-26,5530000,경기도 화성시
버들낚시터,저수지,경기도 화성시 장안면 버들안길 3,경기도 화성시 장안면 석포리 478-1번지,37.1288422898,126.8354424104,031-358-6346,141509,붕어+잉어,80,고정형+부유형,20000,,구명부환+소화기+구급약품,화장실+쓰레기통,,031-5189-3311,경기도 화성시청,2020-05-26,5530000,경기도 화성시
어천낚시터,저수지,경기도 화성시 매송면 어사로 47,경기도 화성시 매송면 어천리 241-1번지,37.2553974812,126.9145469918,031-291-3665,226281,붕어+잉어,100,고정형,15000,,구명부환+소화기+구급약품,화장실+쓰레기통,,031-5189-3311,경기도 화성시청,2020-05-26,5530000,경기도 화성시
새봉낚시터,저수지,경기도 화성시 정남면 세자로303번길 46,경기도 화성시 정남면 보통리 33번지,37.1962308389,126.9770179697,031-352-3833,10179,붕어+잉어,80,고정형,30000,,구명부환+소화기+구급약품,화장실+쓰레기통,,031-5189-3311,경기도 화성시청,2020-05-26,5530000,경기도 화성시
신촌낚시터,저수지,경기도 화성시 매송면 매송북길 179,경기도 화성시 매송면 송라리 284-1번지,37.2843253761,126.9017887,031-295-9949,6500,붕어+잉어,80,고정형+부유형,15000,,구명부환+소화기+구급약품,화장실+쓰레기통,,031-5189-3311,경기도 화성시청,2020-05-26,5530000,경기도 화성시
조암낚시터,저수지,경기도 화성시 우정읍 한뿌리1길 157-25,경기도 화성시 우정읍 한각리 94-7번지,37.09650621,126.8022926294,031-351-1385,350401,붕어+잉어,80,고정형,10000,,구명부환+소화기+구급약품,화장실+쓰레기통,,031-5189-3311,경기도 화성시청,2020-05-26,5530000,경기도 화성시
송라낚시터,저수지,경기도 화성시 매송면 매송북길 179,경기도 화성시 매송면 송라리 284-1번지,37.2843253761,126.9017887,031-295-9949,107940,붕어+잉어,120,고정형,15000,,구명부환+소화기+구급약품,화장실+쓰레기통,,031-5189-3311,경기도 화성시청,2020-05-26,5530000,경기도 화성시
동방낚시터,저수지,경기도 화성시 팔탄면 노하길116번길 198,경기도 화성시 팔탄면 노하리 596번지,37.1516130960,126.8631750133,031-354-9516,483714,붕어+잉어,130,고정형,15000,,구명부환+소화기+구급약품,화장실+쓰레기통,,031-5189-3311,경기도 화성시청,2020-05-26,5530000,경기도 화성시
안석낚시터,저수지,경기도 화성시 남양읍 활초길 214-17,경기도 화성시 남양읍 안석리 산119번지,37.1611089495,126.8339539513,031-356-6435,62016,붕어+잉어,120,고정형,25000,,구명부환+소화기+구급약품,화장실+쓰레기통,,031-5189-3311,경기도 화성시청,2020-05-26,5530000,경기도 화성시
은수포낚시터,저수지,경기도 화성시 서신면 은수포길 194,경기도 화성시 서신면 전곡리 80-12번지,37.1999116337,126.6916090249,031-357-3423,29814,붕어+잉어,90,고정형,20000,,구명부환+소화기+구급약품,화장실+쓰레기통,,031-5189-3311,경기도 화성시청,2020-05-26,5530000,경기도 화성시
덕우낚시터,저수지,경기도 화성시 봉담읍 삼천병마로 709,경기도 화성시 봉담읍 덕리 70-3,37.1712385373,126.9359633710,031-298-9116,938207,붕어+잉어,220,고정형,15000,,구명부환+소화기+구급약품,화장실+쓰레기통,,031-5189-3311,경기도 화성시청,2020-05-26,5530000,경기도 화성시
당골낚시터,평지,경기도 화성시 장안면 장안리 35,경기도 화성시 장안면 장안리 35,37.05532018,126.8664096,031-351-2881,1312,붕어+잉어,120,고정형,25000,,구명부환+소화기+구급약품,화장실+쓰레기통,,031-5189-3311,경기도 화성시청,2020-05-26,5530000,경기도 화성시
화성대어낚시터,평지,경기도 화성시 비봉면 비봉로528번길 40,경기도 화성시 비봉면 삼화리 15-1번지,37.2600700562,126.8535774090,031-355-7350,3865,붕어+잉어,80,고정형,20000,,구명부환+소화기+구급약품,화장실+쓰레기통,,031-5189-3311,경기도 화성시청,2020-05-26,5530000,경기도 화성시
초당낚시터,평지,경기도 화성시 봉담읍 주석로 891-21,경기도 화성시 봉담읍 상기리 607번지,37.2003738533,126.9117254463,031-227-0387,2780,붕어+잉어,80,없음,15000,,구명부환+소화기+구급약품,화장실+쓰레기통,,031-5189-3311,경기도 화성시청,2020-05-26,5530000,경기도 화성시
성지골낚시터,평지,경기도 화성시 서신면 장외리 214-2,경기도 화성시 서신면 장외리 214-2,37.17196949,126.6702362,031-357-4722,2843,붕어+잉어,80,없음,20000,,구명부환+소화기+구급약품,화장실+쓰레기통,,031-5189-3311,경기도 화성시청,2020-05-26,5530000,경기도 화성시
양석낚시터,평지,경기도 화성시 향남읍 하길리 504-1,경기도 화성시 향남읍 하길리 504-1,37.10886824,126.9240506,031-353-8514,3919,붕어+잉어,80,없음,20000,,구명부환+소화기+구급약품,화장실+쓰레기통,,031-5189-3311,경기도 화성시청,2020-05-26,5530000,경기도 화성시
