업소명,업종명코드,시도명,시군구명,시군구코드,소재지도로명주소,소재지지번주소,위도,경도,업소전화번호,할인적용최소연령,할인율,할인금액,할인대상서비스명,할인부가정보,평일운영시작시각,평일운영종료시각,토요일운영시작시각,토요일운영종료시각,공휴일운영시작시각,공휴일운영종료시각,경로우대업소지정일자,경로우대업소해제일자,관리기관명,관리기관전화번호,데이터기준일자,제공기관코드,제공기관명
본죽신길 성애병원점,2 ,서울특별시,영등포구,11560,서울특별시 영등포구 영등포로84길 12,,37.512317,126.921829,02-834-8959,65,10,,,,10:00,22:00,10:00,22:00,10:00,21:00,2018-12-01,,서울특별시 영등포구,02-2670-3390,2020-05-01,3180000,서울특별시 영등포구
필노래연습장,99,서울특별시,영등포구,11560,서울특별시 영등포구 도신로 94,,37.507085,126.902732,02-832-5811,65,10,,,,12:00,23:00,12:00,23:00,14:00,23:00,2018-12-01,,서울특별시 영등포구,02-2670-3390,2020-05-01,3180000,서울특별시 영등포구
아이스쿨안경,99,서울특별시,영등포구,11560,서울특별시 영등포구 도림로 318,,37.505957,126.902249,02-846-0041,65,50 ~ 30,,,,10:00,22:00,10:00,22:00,10:00,21:00,2018-12-01,,서울특별시 영등포구,02-2670-3390,2020-05-01,3180000,서울특별시 영등포구
정원고기마을,2 ,서울특별시,영등포구,11560,서울특별시 영등포구 가마산로 455,,37.506010,126.906939,02-836-8878,65,5,,,,10:00,22:00,10:00,22:00,10:00,21:00,2018-12-01,,서울특별시 영등포구,02-2670-3390,2020-05-01,3180000,서울특별시 영등포구
안경나라(신길점),99,서울특별시,영등포구,11560,서울특별시 영등포구 가마산로 455,,37.506010,126.906939,02-831-1010,65,20,,,,10:00,22:00,10:00,22:00,10:00,21:00,2018-12-01,,서울특별시 영등포구,02-2670-3390,2020-05-01,3180000,서울특별시 영등포구
오케이 이마트안경,99,서울특별시,영등포구,11560,서울특별시 영등포구 신길로 165,,37.506818,126.910810,02-848-8567,65,20,,,,10:00,22:00,10:00,22:00,10:00,21:00,2018-12-01,,서울특별시 영등포구,02-2670-3390,2020-05-01,3180000,서울특별시 영등포구
유은정보,99,서울특별시,영등포구,11560,서울특별시 영등포구 신풍로52,,37.499942,126.911679,02-834-7761,65,10,,,,10:00,22:00,10:00,22:00,10:00,21:00,2018-12-01,,서울특별시 영등포구,02-2670-3390,2020-05-01,3180000,서울특별시 영등포구
옛집,2 ,서울특별시,영등포구,11560,서울특별시 영등포구 대방천로190,,37.498932,126.912075,02-844-2768,65,5,,,,10:00,22:00,10:00,22:00,10:00,21:00,2018-12-01,,서울특별시 영등포구,02-2670-3390,2020-05-01,3180000,서울특별시 영등포구
혜민헤어스튜디오,7 ,서울특별시,영등포구,11560,서울특별시 영등포구 대방천로196,,37.498851,126.912594,02-834-7504,65,10,,,일부품목(염색),10:00,22:00,10:00,22:00,10:00,21:00,2018-12-01,,서울특별시 영등포구,02-2670-3390,2020-05-01,3180000,서울특별시 영등포구
기분좋은날 미용실,7 ,서울특별시,영등포구,11560,서울특별시 영등포구 대방천로183-1,,37.499242,126.911402,070-7620-7727,65,10,,,"일부품목(컷트, 파마)",10:00,22:00,10:00,22:00,10:00,21:00,2018-12-01,,서울특별시 영등포구,02-2670-3390,2020-05-01,3180000,서울특별시 영등포구
진은이발,7 ,서울특별시,영등포구,11560,서울특별시 영등포구 대방천로225,,37.498559,126.915937,02-844-1118,65,10,,,일부품목(컷트),10:00,22:00,10:00,22:00,10:00,21:00,2018-12-01,,서울특별시 영등포구,02-2670-3390,2020-05-01,3180000,서울특별시 영등포구
샤브앤,2 ,서울특별시,영등포구,11560,서울특별시 영등포구 여의대방로7길13,,37.497605,126.912711,02-831-3199,65,5,,,전체,10:00,22:00,10:00,22:00,10:00,21:00,2018-12-01,,서울특별시 영등포구,02-2670-3390,2020-05-01,3180000,서울특별시 영등포구
청담생고기,2 ,서울특별시,영등포구,11560,서울특별시 영등포구 신풍로34,,37.499869,126.909834,02-834-8253,65,5,,,일부(고기류),10:00,22:00,10:00,22:00,10:00,21:00,2018-12-01,,서울특별시 영등포구,02-2670-3390,2020-05-01,3180000,서울특별시 영등포구
한방오리사랑,2 ,서울특별시,영등포구,11560,서울특별시 영등포구 신풍로54,,37.499928,126.911919,02-834-5113,65,5,,,전체,10:00,22:00,10:00,22:00,10:00,21:00,2018-12-01,,서울특별시 영등포구,02-2670-3390,2020-05-01,3180000,서울특별시 영등포구
비전안경콘택트,99,서울특별시,영등포구,11560,서울특별시 영등포구 여의대방로5길6,,37.4973999688,126.911897,02-842-0010,65,10,,,일부품목(안경),10:00,22:00,10:00,22:00,10:00,21:00,2018-12-01,,서울특별시 영등포구,02-2670-3390,2020-05-01,3180000,서울특별시 영등포구
그랑프리안경콘택트,99,서울특별시,영등포구,11560,서울특별시 영등포구 신풍로33,,37.500393,126.910078,02-846-1001,65,10,,,일부품목(안경),10:00,22:00,10:00,22:00,10:00,21:00,2018-12-01,,서울특별시 영등포구,02-2670-3390,2020-05-01,3180000,서울특별시 영등포구
1001안경원,99,서울특별시,영등포구,11560,서울특별시 영등포구 대방천로258,,37.498497,126.919442,02-823-1333,65,10,,,일부품목(안경),10:00,22:00,10:00,22:00,10:00,21:00,2018-12-01,,서울특별시 영등포구,02-2670-3390,2020-05-01,3180000,서울특별시 영등포구
불새노래방,99,서울특별시,영등포구,11560,서울특별시 영등포구 신풍로10길2-16,,37.499797,126.910712,02-833-3894,65,5,,,,12:00,23:00,12:00,23:00,14:00,23:00,2018-12-01,,서울특별시 영등포구,02-2670-3390,2020-05-01,3180000,서울특별시 영등포구
대지노래방,99,서울특별시,영등포구,11560,서울특별시 영등포구 신길로 108,,37.502183,126.912434,02-833-2333,65,10,,,대형룸제외,12:00,23:00,12:00,23:00,14:00,23:00,2018-12-01,,서울특별시 영등포구,02-2670-3390,2020-05-01,3180000,서울특별시 영등포구
아마존 꽃 식물원,99,서울특별시,영등포구,11560,서울특별시 영등포구 신길로 108,,37.502183,126.912434,02-841-4959,65,5,,,일부품목,10:00,22:00,10:00,22:00,10:00,21:00,2018-12-01,,서울특별시 영등포구,02-2670-3390,2020-05-01,3180000,서울특별시 영등포구
순흥골,2 ,서울특별시,영등포구,11560,서울특별시 영등포구 대방천로 175,,37.499325,126.910529,02-848-1888,65,5,,,,10:00,22:00,10:00,22:00,10:00,21:00,2018-12-01,,서울특별시 영등포구,02-2670-3390,2020-05-01,3180000,서울특별시 영등포구
새벽촌 감자탕,2 ,서울특별시,영등포구,11560,서울특별시 영등포구 신풍로24길 10(신길동),,37.499032,126.918430,02-832-4200,65,10,,,일부품목,10:00,22:00,10:00,22:00,10:00,21:00,2018-12-01,,서울특별시 영등포구,02-2670-3390,2020-05-01,3180000,서울특별시 영등포구
우리공인중개사,99,서울특별시,영등포구,11560,서울특별시 영등포구 대방천로 196,,37.498851,126.912594,02-842-6100,65,5,,,전체,10:00,22:00,10:00,22:00,10:00,21:00,2018-12-01,,서울특별시 영등포구,02-2670-3390,2020-05-01,3180000,서울특별시 영등포구
서울공인중개사무소,99,서울특별시,영등포구,11560,서울특별시 영등포구 대방천로 172 104호,,37.499019,126.909988,02-844-6622,65,5,,,전체,10:00,22:00,10:00,22:00,10:00,21:00,2018-12-01,,서울특별시 영등포구,02-2670-3390,2020-05-01,3180000,서울특별시 영등포구
사랑방뉴타운공인중개사,99,서울특별시,영등포구,11560,서울특별시 영등포구 신풍로 109,,37.500116,126.918392,02-832-8686,65,5,,,전체,10:00,22:00,10:00,22:00,10:00,21:00,2018-12-01,,서울특별시 영등포구,02-2670-3390,2020-05-01,3180000,서울특별시 영등포구
미소지음부동산,99,서울특별시,영등포구,11560,서울특별시 영등포구 여의대방로29길 10 길성그랑프리텔 105호,,37.499748,126.918844,02-873-3222,65,5,,,전체,10:00,22:00,10:00,22:00,10:00,21:00,2018-12-01,,서울특별시 영등포구,02-2670-3390,2020-05-01,3180000,서울특별시 영등포구
신풍플라워,99,서울특별시,영등포구,11560,서울특별시 영등포구 영등포구 신풍로 50,,37.499992,126.911549,02-847-6710,65,10,,,전체,10:00,22:00,10:00,22:00,10:00,21:00,2018-12-01,,서울특별시 영등포구,02-2670-3390,2020-05-01,3180000,서울특별시 영등포구
바른안과,99,서울특별시,영등포구,11560,서울특별시 영등포구 여의대방로 145,,37.500210,126.919990,02-832-5002,65,10,,,전체,10:00,22:00,10:00,22:00,10:00,21:00,2018-12-01,,서울특별시 영등포구,02-2670-3390,2020-05-01,3180000,서울특별시 영등포구
고인돌생삼겹살구이,2 ,서울특별시,영등포구,11560,서울특별시 영등포구 신풍로8길 2-4,,37.499928,126.910308,02-832-7227,65,10,,,할인금액으로 판매(전체),10:00,22:00,10:00,22:00,10:00,21:00,2018-12-01,,서울특별시 영등포구,02-2670-3390,2020-05-01,3180000,서울특별시 영등포구
신풍곱창,2 ,서울특별시,영등포구,11560,서울특별시 영등포구 신풍로 40-1,,37.499984,126.910473,02-835-9220,65,10,,,할인금액으로 판매(전체),10:00,22:00,10:00,22:00,10:00,21:00,2018-12-01,,서울특별시 영등포구,02-2670-3390,2020-05-01,3180000,서울특별시 영등포구
신용공인중개사,99,서울특별시,영등포구,11560,"서울특별시 영등포구 가마산로 442, 상가214",,37.504980,126.909525,000-0000-0000,65,50,,,,10:00,22:00,10:00,22:00,10:00,21:00,2018-12-01,,서울특별시 영등포구,02-2670-3390,2020-05-01,3180000,서울특별시 영등포구
이미자 공인중개사사무소,99,서울특별시,영등포구,11560,서울특별시 영등포구 도신로48길 8,,37.510515,126.912983,02-836-1464,65,10,,,,10:00,22:00,10:00,22:00,10:00,21:00,2018-12-01,,서울특별시 영등포구,02-2670-3390,2020-05-01,3180000,서울특별시 영등포구
우리불가마24시 사우나,8 ,서울특별시,영등포구,11560,"서울특별시 영등포구 가마산로79길 7, 삼성아파트 상가 내",,37.505140,126.914598,02-848-5600,65,10,,,입장료,10:00,22:00,10:00,22:00,10:00,21:00,2018-12-01,,서울특별시 영등포구,02-2670-3390,2020-05-01,3180000,서울특별시 영등포구
홈패션 부원,99,서울특별시,영등포구,11560,서울특별시 영등포구 신길로38길 17(신길동),,37.505697,126.913124,02-833-6074,65,10,,,,10:00,22:00,10:00,22:00,10:00,21:00,2018-12-01,,서울특별시 영등포구,02-2670-3390,2020-05-01,3180000,서울특별시 영등포구
조가네 외양간,2 ,서울특별시,영등포구,11560,서울특별시 영등포구 시흥대로175길 11-1,,37.488190,126.904029,02-843-5292,65,10,,,,10:00,22:00,10:00,22:00,10:00,21:00,2018-12-01,,서울특별시 영등포구,02-2670-3390,2020-05-01,3180000,서울특별시 영등포구
이화토탈뷰티샵,7 ,서울특별시,영등포구,11560,서울특별시 영등포구 디지털로54길 17,,37.489351,126.902739,02-846-9555,65,10,,,"일부품목(파마,커트)",10:00,22:00,10:00,22:00,10:00,21:00,2018-12-01,,서울특별시 영등포구,02-2670-3390,2020-05-01,3180000,서울특별시 영등포구
제이알컴퍼니,99,서울특별시,영등포구,11560,서울특별시 영등포구 도림로 134,,37.492782,126.897114,02-832-2010,65,,기계할부금 면제,,요금제 관계없이 할부금 면제,10:00,22:00,10:00,22:00,10:00,21:00,2018-12-01,,서울특별시 영등포구,02-2670-3390,2020-05-01,3180000,서울특별시 영등포구
천년약속,2 ,서울특별시,영등포구,11560,서울특별시 영등포구 여의대방로19길 4-1,,37.497942,126.917266,02-836-0014,65,10,,,할인금액으로 판매(일부),10:00,22:00,10:00,22:00,10:00,21:00,2018-12-01,,서울특별시 영등포구,02-2670-3390,2020-05-01,3180000,서울특별시 영등포구
현대공인 중개사무소,99,서울특별시,영등포구,11560,"서울특별시 영등포구 신길로 108, 12동 101호",,37.502183,126.912434,02-833-2201,65,20,,,할인금액으로 판매(전체),10:00,22:00,10:00,22:00,10:00,21:00,2018-12-01,,서울특별시 영등포구,02-2670-3390,2020-05-01,3180000,서울특별시 영등포구
일구칠구 동태 매운탕,2 ,서울특별시,영등포구,11560,서울특별시 영등포구 신길로108 남서울A. 상가 12동 102호,,37.500995,126.909903,02-836-1979,65,5(현금결재시),,,전체품목,10:00,22:00,10:00,22:00,10:00,21:00,2018-12-01,,서울특별시 영등포구,02-2670-3390,2020-05-01,3180000,서울특별시 영등포구
모닝플러스,99,서울특별시,영등포구,11560,서울특별시 영등포구 여의대방로 65,,37.497361,126.913150,02-842-9318,65,5,,,전체품목,10:00,22:00,10:00,22:00,10:00,21:00,2018-12-01,,서울특별시 영등포구,02-2670-3390,2020-05-01,3180000,서울특별시 영등포구
연필과종이,99,서울특별시,영등포구,11560,서울특별시 영등포구 신풍로77,,37.500420,126.911545,070-7534-9706,65,10,,,일부품목,10:00,22:00,10:00,22:00,10:00,21:00,2018-12-01,,서울특별시 영등포구,02-2670-3390,2020-05-01,3180000,서울특별시 영등포구
커피광,2 ,서울특별시,영등포구,11560,서울특별시 영등포구 여의대방로43길 5,,37.506162,126.921876,070-8885-1004,65,10,,,일부품목(음료),10:00,22:00,10:00,22:00,10:00,21:00,2018-12-01,,서울특별시 영등포구,02-2670-3390,2020-05-01,3180000,서울특별시 영등포구
모다기감자탕,2 ,서울특별시,영등포구,11560,서울특별시 영등포구 가마산로 575,,37.504841,126.919575,02-841-8383,65,10,,,일부품목(식사류),10:00,22:00,10:00,22:00,10:00,21:00,2018-12-01,,서울특별시 영등포구,02-2670-3390,2020-05-01,3180000,서울특별시 영등포구
원조아줌마식당,2 ,서울특별시,영등포구,11560,서울특별시 영등포구 가마산로 580-1,,37.503975,126.920791,02-841-1515,65,10,,,일부품목(식사류),10:00,22:00,10:00,22:00,10:00,21:00,2018-12-01,,서울특별시 영등포구,02-2670-3390,2020-05-01,3180000,서울특별시 영등포구
란생고기,2 ,서울특별시,영등포구,11560,서울특별시 영등포구 여의대방로53가길 12,,37.510628,126.923067,02-848-1884,65,10,,,전체품목,10:00,22:00,10:00,22:00,10:00,21:00,2018-12-01,,서울특별시 영등포구,02-2670-3390,2020-05-01,3180000,서울특별시 영등포구
미각,2 ,서울특별시,영등포구,11560,서울특별시 영등포구 가마산로89길 3-1,,37.504776,126.921407,02-822-5822,65,10,,,일부품목(식사류),10:00,22:00,10:00,22:00,10:00,21:00,2018-12-01,,서울특별시 영등포구,02-2670-3390,2020-05-01,3180000,서울특별시 영등포구
서울자동차공업사,99,서울특별시,영등포구,11560,서울특별시 영등포구 신풍로25길 6(신길동),,37.500522,126.919942,02-834-3236,65,10,,,전체품목,10:00,22:00,10:00,22:00,10:00,21:00,2018-12-01,,서울특별시 영등포구,02-2670-3390,2020-05-01,3180000,서울특별시 영등포구
은성가든,2 ,서울특별시,영등포구,11560,서울특별시 영등포구 가마산로90길 13,,37.502917,126.920977,02-841-9900,65,10,,,일부품목,10:00,22:00,10:00,22:00,10:00,21:00,2018-12-01,,서울특별시 영등포구,02-2670-3390,2020-05-01,3180000,서울특별시 영등포구
산동성,2 ,서울특별시,영등포구,11560,서울특별시 영등포구 가마산로 89길 4-1,,37.504710,126.921714,02-845-2365,65,10,,,일부품목,10:00,22:00,10:00,22:00,10:00,21:00,2018-12-01,,서울특별시 영등포구,02-2670-3390,2020-05-01,3180000,서울특별시 영등포구
제일숯불갈비,2 ,서울특별시,영등포구,11560,서울특별시 영등포구 여의대방로 61길1-1,,37.513711,126.925835,02-844-8974,65,10,,,일부품목,10:00,22:00,10:00,22:00,10:00,21:00,2018-12-01,,서울특별시 영등포구,02-2670-3390,2020-05-01,3180000,서울특별시 영등포구
뱅크삼환아파트점 공인중개사무소,99,서울특별시,영등포구,11560,"서울특별시 영등포구 여의대방로43라길 9, 상가 104호",,37.508448,126.919209,02-848-0101,65,5,,,-,10:00,22:00,10:00,22:00,10:00,21:00,2018-12-01,,서울특별시 영등포구,02-2670-3390,2020-05-01,3180000,서울특별시 영등포구
우정김밥,2 ,서울특별시,영등포구,11560,서울특별시 영등포구 가마산로 89길 19,,37.506072,126.921969,070-4065-4505,65,5,,,일부품목,10:00,22:00,10:00,22:00,10:00,21:00,2018-12-01,,서울특별시 영등포구,02-2670-3390,2020-05-01,3180000,서울특별시 영등포구
Dwellers 카페(드웰러스 카페),2 ,서울특별시,영등포구,11560,서울특별시 영등포구 여의대방로47가길 24,,37.506831,126.922092,02-6013-7531,65,10,,,일부품목,10:00,22:00,10:00,22:00,10:00,21:00,2018-12-01,,서울특별시 영등포구,02-2670-3390,2020-05-01,3180000,서울특별시 영등포구
헤어스타일,7 ,서울특별시,영등포구,11560,"서울특별시 영등포구 여의대방로 43가길 8, 1층",,37.506701,126.922451,000-0000-0000,65,기타,,,일부품목,10:00,22:00,10:00,22:00,10:00,21:00,2018-12-01,,서울특별시 영등포구,02-2670-3390,2020-05-01,3180000,서울특별시 영등포구
문경밥상,2 ,서울특별시,영등포구,11560,서울특별시 영등포구 여의대방로47라길 31,,37.506502,126.921841,02-842-9436,65,10,,,일부품목,10:00,22:00,10:00,22:00,10:00,21:00,2018-12-01,,서울특별시 영등포구,02-2670-3390,2020-05-01,3180000,서울특별시 영등포구
용진만물사,99,서울특별시,영등포구,11560,서울특별시 영등포구 여의대방로 43길 8,,37.506401,126.921880,02-833-2828,65,10,,,전체품목,10:00,22:00,10:00,22:00,10:00,21:00,2018-12-01,,서울특별시 영등포구,02-2670-3390,2020-05-01,3180000,서울특별시 영등포구
허브팜,99,서울특별시,영등포구,11560,서울특별시 영등포구 여의대방로 43길 8,,37.506401,126.921880,000-0000-0000,65,10,,,전체품목,10:00,22:00,10:00,22:00,10:00,21:00,2018-12-01,,서울특별시 영등포구,02-2670-3390,2020-05-01,3180000,서울특별시 영등포구
아이엠글라스안경,99,서울특별시,영등포구,11560,서울특별시 영등포구 시흥대로 675,,37.492038,126.908452,02-834-1003,65,20,,,,10:00,22:00,10:00,22:00,10:00,21:00,2018-12-01,,서울특별시 영등포구,02-2670-3390,2020-05-01,3180000,서울특별시 영등포구
공원헤어샵,7 ,서울특별시,영등포구,11560,"서울특별시 영등포구 디지털로 398, 대성빌딩 102호",,37.492099,126.903148,000-0000-0000,65,,1000원,,"일부품목(컷트, 염색,펌)",10:00,22:00,10:00,22:00,10:00,21:00,2018-12-01,,서울특별시 영등포구,02-2670-3390,2020-05-01,3180000,서울특별시 영등포구
중앙사,99,서울특별시,영등포구,11560,"서울특별시 영등포구 시흥대로 671, 1층 4호",,37.491634,126.908152,02-832-4989,65,5,,,일부품목(시계),10:00,22:00,10:00,22:00,10:00,21:00,2018-12-01,,서울특별시 영등포구,02-2670-3390,2020-05-01,3180000,서울특별시 영등포구
삼경사,99,서울특별시,영등포구,11560,서울특별시 영등포구 대림로 183,,37.497092,126.898644,02-842-7672,65,20,,,"일부품목(도장, 명함)",10:00,22:00,10:00,22:00,10:00,21:00,2018-12-01,,서울특별시 영등포구,02-2670-3390,2020-05-01,3180000,서울특별시 영등포구
태희문구,99,서울특별시,영등포구,11560,서울특별시 영등포구 도신로4길 13,,37.502381,126.896070,02-847-1451,65,20,,,"일부품목(완구,문구류)",10:00,22:00,10:00,22:00,10:00,21:00,2018-12-01,,서울특별시 영등포구,02-2670-3390,2020-05-01,3180000,서울특별시 영등포구
아이플라워 메이트,99,서울특별시,영등포구,11560,서울특별시 영등포구 가마산로46길 9,,37.501648,126.900777,02-833-6440,65,10,,,,10:00,22:00,10:00,22:00,10:00,21:00,2018-12-01,,서울특별시 영등포구,02-2670-3390,2020-05-01,3180000,서울특별시 영등포구
남대문 안경마을,99,서울특별시,영등포구,11560,서울특별시 영등포구 대림로 205,,37.498964,126.897818,02-834-0113,65,20,,,"일부품목(일회용품,약품제외)",10:00,22:00,10:00,22:00,10:00,21:00,2018-12-01,,서울특별시 영등포구,02-2670-3390,2020-05-01,3180000,서울특별시 영등포구
신동아 공인중개사사무소,99,서울특별시,영등포구,11560,서울특별시 영등포구 대림로31길 40,,37.495869,126.894640,02-845-5500,65,20,,,,10:00,22:00,10:00,22:00,10:00,21:00,2018-12-01,,서울특별시 영등포구,02-2670-3390,2020-05-01,3180000,서울특별시 영등포구
왈츠 동물병원,99,서울특별시,영등포구,11560,서울특별시 영등포구 가마산로 324,,37.498450,126.895486,02-834-7582,65,10,,,"일부품목(진료, 용품), 미용 제외",10:00,22:00,10:00,22:00,10:00,21:00,2018-12-01,,서울특별시 영등포구,02-2670-3390,2020-05-01,3180000,서울특별시 영등포구
대림 그랑프리 안경원,99,서울특별시,영등포구,11560,서울특별시 영등포구 도림로 129,,37.492965,126.896552,02-845-1001,65,20,,,,10:00,22:00,10:00,22:00,10:00,21:00,2018-12-01,,서울특별시 영등포구,02-2670-3390,2020-05-01,3180000,서울특별시 영등포구
제일 미 헤어,7 ,서울특별시,영등포구,11560,서울특별시 영등포구 디지털로67길 4,,37.493669,126.904179,02-831-9986,65,10,,,,10:00,22:00,10:00,22:00,10:00,21:00,2018-12-01,,서울특별시 영등포구,02-2670-3390,2020-05-01,3180000,서울특별시 영등포구
CM헤어 살롱,7 ,서울특별시,영등포구,11560,서울특별시 영등포구 디지털로 461-2,,37.496766,126.907694,02-849-1556,65,10,,,일부품목,10:00,22:00,10:00,22:00,10:00,21:00,2018-12-01,,서울특별시 영등포구,02-2670-3390,2020-05-01,3180000,서울특별시 영등포구
나리미용실,7 ,서울특별시,영등포구,11560,서울특별시 영등포구 시흥대로183길 9,,37.491119,126.906755,000-0000-0000,65,20,,,,10:00,22:00,10:00,22:00,10:00,21:00,2018-12-01,,서울특별시 영등포구,02-2670-3390,2020-05-01,3180000,서울특별시 영등포구
댕기머리,7 ,서울특별시,영등포구,11560,서울특별시 영등포구 신길로15길 18,,37.496888,126.906354,02-835-0130,65,10,,,일부품목,10:00,22:00,10:00,22:00,10:00,21:00,2018-12-01,,서울특별시 영등포구,02-2670-3390,2020-05-01,3180000,서울특별시 영등포구
조서인헤어스튜디오,7 ,서울특별시,영등포구,11560,서울특별시 영등포구 디지털로77길 3-1,,37.495459,126.906379,02-836-1556,65,10,,,일부품목(컷트)/주말제외,10:00,22:00,10:00,22:00,10:00,21:00,2018-12-01,,서울특별시 영등포구,02-2670-3390,2020-05-01,3180000,서울특별시 영등포구
대림 의료기,99,서울특별시,영등포구,11560,"서울특별시 영등포구 시흥대로187길 12, 현대아파트상가102",,37.493033,126.908189,02-847-7058,65,10,,,,10:00,22:00,10:00,22:00,10:00,21:00,2018-12-01,,서울특별시 영등포구,02-2670-3390,2020-05-01,3180000,서울특별시 영등포구
샤론 미용실,7 ,서울특별시,영등포구,11560,서울특별시 영등포구 대림로8길 7-2,,37.490587,126.905157,000-0000-0000,65,10,,,일부품목,10:00,22:00,10:00,22:00,10:00,21:00,2018-12-01,,서울특별시 영등포구,02-2670-3390,2020-05-01,3180000,서울특별시 영등포구
대승부동산,99,서울특별시,영등포구,11560,서울특별시 영등포구 시흥대로187길 9,,37.492634,126.907772,02-849-2783,65,10,,,,10:00,22:00,10:00,22:00,10:00,21:00,2018-12-01,,서울특별시 영등포구,02-2670-3390,2020-05-01,3180000,서울특별시 영등포구
자연의집,2 ,서울특별시,영등포구,11560,서울특별시 영등포구 대림로23길 15,,37.493259,126.898986,02-836-4694,65,10,,,일부품목,10:00,22:00,10:00,22:00,10:00,21:00,2018-12-01,,서울특별시 영등포구,02-2670-3390,2020-05-01,3180000,서울특별시 영등포구
조복순헤어,7 ,서울특별시,영등포구,11560,서울특별시 영등포구 디지털로57길 24,,37.492489,126.900196,02-848-2073,65,30,,,,10:00,22:00,10:00,22:00,10:00,21:00,2018-12-01,,서울특별시 영등포구,02-2670-3390,2020-05-01,3180000,서울특별시 영등포구
남문떡집,2 ,서울특별시,영등포구,11560,서울특별시 영등포구 디지털로37나길 4,,37.490411,126.898694,000-0000-0000,65,10,,,"일부품목(떡, 소금)",10:00,22:00,10:00,22:00,10:00,21:00,2018-12-01,,서울특별시 영등포구,02-2670-3390,2020-05-01,3180000,서울특별시 영등포구
종로떡집,2 ,서울특별시,영등포구,11560,서울특별시 영등포구 디지털로53길 17,,37.492044,126.900153,02-844-7208,65,10,,,일부품목(맞춤떡),10:00,22:00,10:00,22:00,10:00,21:00,2018-12-01,,서울특별시 영등포구,02-2670-3390,2020-05-01,3180000,서울특별시 영등포구
보광슈퍼,99,서울특별시,영등포구,11560,서울특별시 영등포구 대림로23길 21,,37.492957,126.898467,02-844-0888,65,10,,,일부품목(담배제외),10:00,22:00,10:00,22:00,10:00,21:00,2018-12-01,,서울특별시 영등포구,02-2670-3390,2020-05-01,3180000,서울특별시 영등포구
장모님반찬,2 ,서울특별시,영등포구,11560,서울특별시 영등포구 디지털로37나길 7-1,,37.490852,126.898914,000-0000-0000,65,10,,,,10:00,22:00,10:00,22:00,10:00,21:00,2018-12-01,,서울특별시 영등포구,02-2670-3390,2020-05-01,3180000,서울특별시 영등포구
석정여자사우나,8 ,서울특별시,영등포구,11560,서울특별시 영등포구 시흥대로175길 5,,37.487919,126.904560,02-843-5959,65,,1000원 할인,,,10:00,22:00,10:00,22:00,10:00,21:00,2018-12-01,,서울특별시 영등포구,02-2670-3390,2020-05-01,3180000,서울특별시 영등포구
서울쟁반짜장,2 ,서울특별시,영등포구,11560,서울특별시 영등포구 도림천로 387,,37.490368,126.896541,02-832-1412,65,10,,,,10:00,22:00,10:00,22:00,10:00,21:00,2018-12-01,,서울특별시 영등포구,02-2670-3390,2020-05-01,3180000,서울특별시 영등포구
남원골추어탕,2 ,서울특별시,영등포구,11560,서울특별시 영등포구 도림천로 377,,37.491285,126.896272,02-831-5311,65,10,,,일부품목,10:00,22:00,10:00,22:00,10:00,21:00,2018-12-01,,서울특별시 영등포구,02-2670-3390,2020-05-01,3180000,서울특별시 영등포구
뽀끌래짜를래,7 ,서울특별시,영등포구,11560,서울특별시 영등포구 디지털로38길 9,,37.488183,126.900145,02-831-1454,65,10,,,평일 한정,10:00,22:00,10:00,22:00,10:00,21:00,2018-12-01,,서울특별시 영등포구,02-2670-3390,2020-05-01,3180000,서울특별시 영등포구
플러스안경,99,서울특별시,영등포구,11560,서울특별시 영등포구 디지털로 388,,37.491457,126.902496,02-831-3993,65,30,,,,10:00,22:00,10:00,22:00,10:00,21:00,2018-12-01,,서울특별시 영등포구,02-2670-3390,2020-05-01,3180000,서울특별시 영등포구
아이니안경원,99,서울특별시,영등포구,11560,서울특별시 영등포구 대림로19길 14,,37.492211,126.900272,02-831-5958,65,10,,,일부품목,10:00,22:00,10:00,22:00,10:00,21:00,2018-12-01,,서울특별시 영등포구,02-2670-3390,2020-05-01,3180000,서울특별시 영등포구
금강 보청기 영등포점,99,서울특별시,영등포구,11560,"서울특별시 영등포구 도림천로 367, 201호 금창빌딩",,37.492130,126.896013,02-843-2002,65,40,,,,10:00,22:00,10:00,22:00,10:00,21:00,2018-12-01,,서울특별시 영등포구,02-2670-3390,2020-05-01,3180000,서울특별시 영등포구
사월에 쭈꾸미,2 ,서울특별시,영등포구,11560,서울특별시 영등포구 당산로 42 홈플러스 B2,,37.518397,126.895928,02-2679-0703,70,10,,,"일부품목, 주말 및 공휴일 제외",11:00,22:00,11:00,22:00,11:00,22:00,2020-01-01,,서울특별시 영등포구,02-2670-3390,2020-05-01,3180000,서울특별시 영등포구
미락원,2 ,서울특별시,영등포구,11560,서울특별시 영등포구 선유로 269 약산상가아파트 1층 56호,,37.536912,126.897908,02-2677-8767,65,5,,,,10:00,22:00,10:00,22:00,10:00,22:00,2020-01-01,,서울특별시 영등포구,02-2670-3390,2020-05-01,3180000,서울특별시 영등포구
샐러디선유도역점,2 ,서울특별시,영등포구,11560,서울특별시 영등포구 양평로21길-3 1층,,37.537640,126.893723,02-2632-6297,65,5,,,일부품목,08:00,20:00,09:00,20:00,00:00,00:00,2020-01-01,,서울특별시 영등포구,02-2670-3390,2020-05-01,3180000,서울특별시 영등포구
