육교명,도로종류,도로노선번호,도로노선명,소재지도로명주소,위도,경도,육교연장,육교높이,허용통행하중,통행제한높이,육교폭,난간높이,조명개수,장애인편의시설설치여부,장애인편의시설종류,장애인편의시설수량,부대시설종류,부대시설수량,육교준공일자,내진설계적용여부,안전등급,사용제한구분,육교보수보강내역,최종안전점검유형,최종안전점검일자,관리기관명,데이터기준일자,제공기관코드,제공기관명
공대육교,일반국도,1호,천안대로,충청남도 천안시 서북구 신당동 247-3,37.4459882,127.0931723,28,4,,4,4,1,,N,무,,,,1993-01-01, ,양호,제한없음,,정기점검,2017-09-08,서북구청 건설과,2019-02-18,4490000,충청남도 천안시
미사대로 보도육교,시도,176호선,시도 176호,경기도 하남시 미사대로 596,37.331582,127.124784,46,,,4.7,,,,Y,엘리베이터+경사로,,,,,Y,양호,제한없음,,정기점검,2019-05-20,경기도 하남시청,2019-05-30,4040000,경기도 하남시
충무육교,시도,대로 2-1,중앙로,전라남도 여수시 중앙로 28,34.7400599,127.7307629,22.5,4.3,,4.3,2.9,1.5,2,N,없음,,,,1989-01-01,N,양호,제한없음,,정기점검,2018-11-26,여수시,2019-03-18,4810000,전라남도 여수시
서교육교,시도,대로 1-1,좌수영로,전라남도 여수시 좌수영로 8-1,34.741105,127.727852,27.2,4.2,,4.2,3,1.5,2,N,없음,,,,1989-01-01,N,양호,제한없음,,정기점검,2018-11-26,여수시,2019-03-18,4810000,전라남도 여수시
미평육교,시도,대로 1-1,좌수영로,전라남도 여수시 미평로 3,34.7637515,127.706472,23.7,4.2,,4.2,3.2,1.5,2,N,없음,,,,1991-01-01,N,양호,제한없음,,정기점검,2018-11-26,여수시,2019-03-18,4810000,전라남도 여수시
덕충육교,시도,중로 1-5,충민로,전라남도 여수시 충민로 167,34.7538475,127.735749,17.6,4.4,,4.4,3.1,1.5,2,N,없음,,,,1994-01-01,N,양호,제한없음,,정기점검,2018-11-26,여수시,2019-03-18,4810000,전라남도 여수시
둔덕육교,시도,대로 1-2,쌍봉로,전라남도 여수시 쌍봉로 370,34.768549,127.694911,27.2,4.4,,4.4,3.1,1.5,2,Y,엘리베이터,1,엘리베이터,2,1994-01-01,N,양호,제한없음,,정기점검,2018-11-26,여수시,2019-03-18,4810000,전라남도 여수시
광무육교,시도,대로 1-1,좌수영로,전라남도 여수시 좌수영로 179,34.755227,127.724666,27.2,4.7,,4.7,3.1,1.5,2,N,없음,,,,1995-01-01,N,양호,제한없음,,정기점검,2018-11-26,여수시,2019-03-18,4810000,전라남도 여수시
한재육교,시도,대로 3-5,한재로,전라남도 여수시 광무동 521-6,34.743892,127.721830,22.1,4.5,,4.5,3.3,1.5,2,N,없음,,,,1996-01-01,N,양호,제한없음,,정기점검,2018-11-26,여수시,2019-03-18,4810000,전라남도 여수시
여서육교,시도,대로 3-5,여서로,전라남도 여수시 여서로 190,34.7478981,127.702564,23,4.5,,4.5,3.3,1.5,2,N,없음,,,,1996-01-01,N,양호,제한없음,,정기점검,2018-11-26,여수시,2019-03-18,4810000,전라남도 여수시
충무육교,기타,대로 1-3호,충무로,충청남도 천안시 서북구 쌍용대로 14,37.4153937,127.756333,42,4,,4,4,1,,N,무,,,,1997-01-01, ,양호,제한없음,,정기점검,2017-09-08,서북구청 건설과,2019-02-18,4490000,충청남도 천안시
대봉육교,기타,무,무,충청남도 천안시 서북구 와촌3길 20,37.4214689,127.853987,38,6,,4,3,1,,N,무,,,,1971-01-01, ,보통,제한없음,,정기점검,2017-09-08,서북구청 건설과,2019-02-18,4490000,충청남도 천안시
불당원형육교,기타,광로3-2호,불당대로,충청남도 천안시 서북구 불당동 1446,37.422195,127.630748,206,6,,4,4,1,110,Y,엘리베이터,4,,,2010-01-01, ,양호,제한없음,,정기점검,2017-09-08,서북구청 건설과,2019-02-18,4490000,충청남도 천안시
성정육교,기타,무,무,충청남도 천안시 서북구 와촌동 17,37.4246105,127.0906563,71,6,,4,6,1,,N,무,,,,1983-01-01, ,양호,제한없음,,정기점검,2017-09-08,서북구청 건설과,2019-02-18,4490000,충청남도 천안시
영성육교,기타,광로2-2호,삼성대로,충청남도 천안시 서북구 두정동 1802,37.4416576,127.0845349,64,4,,4,4,1,42,N,무,,,,2006-01-01, ,양호,제한없음,,정기점검,2017-09-08,서북구청 건설과,2019-02-18,4490000,충청남도 천안시
역말육교,일반국도,1호,천안대로,충청남도 천안시 서북구 두정동 512,37.4331734,127.0919063,28,4,,4,4,1,,N,무,,,,1993-01-01, ,양호,제한없음,,정기점검,2017-09-25,서북구청 건설과,2019-02-18,4490000,충청남도 천안시
신우초교 앞,시도,103,호암로,서울특별시 관악구 호암로 498,37.462163,126.931853,24,,,4.5,4,,,N,없음,,,,1992-07-27,N,보통,제한없음,,정기점검,2018-02-21,서울특별시 관악구청,2019-06-03,3200000,서울특별시 관악구
도림천보도육교,시도,43,신사로,서울특별시 관악구 신사로70,37.485834,126.910447,88,,,4.5,4,,,N,없음,,,,1994-07-20,N,보통,제한없음,육교 도색,정기점검,2018-02-27,서울특별시 관악구청,2019-06-03,3200000,서울특별시 관악구
신림동보라매공원,시도,43,신사로,서울특별시 관악구 신사로130,37.488722,126.916239,72,,,4.5,4,,,Y,경사로,2,,,1998-02-28,N,보통,제한없음,육교 도색,정기점검,2018-02-27,서울특별시 관악구청,2019-06-03,3200000,서울특별시 관악구
봉현초교앞,시도,22,관악로,서울특별시 관악구 관악로 304,37.491013,126.956287,43,,,4.5,6,,,Y,경사로,2,,,2003-01-28,N,양호,제한없음,육교 도색,정기점검,2018-02-27,서울특별시 관악구청,2019-06-03,3200000,서울특별시 관악구
구암초교앞,시도,4225,양녕로,서울특별시 관악구 은천로93,37.488823,126.946203,28,,,4.5,4.5,,,Y,경사로,1,,,2005-06-30,N,양호,제한없음,,정기점검,2018-02-22,서울특별시 관악구청,2019-06-03,3200000,서울특별시 관악구
관악산~까치산생태통로,시도,22,관악로,서울특별시 관악구 남현동 산55-5,37.475339,126.970997,80,,,4.5,15,,,N,없음,,,,2006-12-27,N,양호,제한없음,,정기점검,2018-02-22,서울특별시 관악구청,2019-06-03,3200000,서울특별시 관악구
석남육교,시도,29호,-,충청남도 서산시 서해로 3415,36.769906,126.458417,24,6.2,225,4.5,26,,,Y,"휠체어리프트, 경사로",6,캐노피,1,2005-05-16, ,양호,제한없음,,정기점검,2018-03-01,서산시청,2018-10-01,4530000,충청남도 서산시
풍산보도육교(1),기타,덕풍북로,덕풍북로,경기도 하남시 덕풍북로 10,37.331809,127.121481,82.2,,,4.5,,,,Y,엘리베이터+경사로,,,,,Y,양호,제한없음,,정기점검,2019-05-20,경기도 하남시청,2019-05-30,4040000,경기도 하남시
풍산보도육교(2),기타,덕풍로,덕풍북로,경기도 하남시 덕풍북로 10,37.339684,127.121744,64.9,,,4.5,,,,Y,엘리베이터+경사로,,,,,Y,양호,제한없음,,정기점검,2019-05-20,경기도 하남시청,2019-05-30,4040000,경기도 하남시
풍산보도육교(3),기타,덕풍서로,덕풍서로,경기도 하남시 덕풍서로 70,37.331231,127.122828,63.9,,,4.5,,,,Y,엘리베이터+경사로,,,,,Y,양호,제한없음,,정기점검,2019-05-20,경기도 하남시청,2019-05-30,4040000,경기도 하남시
풍산보도육교(4),기타,덕풍동로,덕풍동로,경기도 하남시 덕풍동로 12,37.335439,127.124374,61,,,4.5,,,,Y,엘리베이터+경사로,,,,,Y,양호,제한없음,,정기점검,2019-05-20,경기도 하남시청,2019-05-30,4040000,경기도 하남시
풍산보도육교(5),기타,덕풍로,덕풍남로,경기도 하남시 덕풍남로 11,37.325942,127.124568,64.9,,,4.5,,,,Y,엘리베이터+경사로,,,,,Y,양호,제한없음,,정기점검,2019-05-20,경기도 하남시청,2019-05-30,4040000,경기도 하남시
풍산보도육교(6),기타,덕풍남로,덕풍남로,경기도 하남시 덕풍남로 11,37.325304,127.123981,53.7,,,4.5,,,,Y,엘리베이터+경사로,,,,,Y,양호,제한없음,,정기점검,2019-05-20,경기도 하남시청,2019-05-30,4040000,경기도 하남시
아이테코 보도육교,시도,183호선,시도 183호,경기도 하남시 조정대로 150,37.331357,127.114689,39,,,4.5,,,,Y,엘리베이터,,,,,Y,양호,제한없음,,정기점검,2019-05-20,경기도 하남시청,2019-05-30,4040000,경기도 하남시
수청동 육교,일반국도,시도6호,시도,경기도 오산시 내삼미로 9,37.163458,127.068344,23,2.3,,2.3,2.3,1.2,,Y,경사로,,,,1999-01-01,N,양호,제한없음,,정기점검,2019-12-28,경기도오산시,2020-03-01,4000000,경기도 오산시
운암 육교,일반국도,시도2호선,시도,경기도 오산시 운천로 12,37.142879,127.074783,30,4,,4,4,1.2,,Y,경사로,,,,2001-01-01,N,양호,제한없음,,정기점검,2019-12-28,경기도오산시,2020-03-01,4000000,경기도 오산시
성호중고 육교,일반국도,동부우회도로,지방도,경기도 오산시 동부대로 429-3,37.140295,127.078279,31.5,3,,3,3,1.2,,Y,경사로,,,,2005-01-01,N,양호,제한없음,,정기점검,2019-12-28,경기도오산시,2020-03-01,4000000,경기도 오산시
우림@앞 육교,일반국도,국도1호선,국도,경기도 오산시 경기대로 74,37.131121,127.072106,33,3,,3,3,1.2,,Y,경사로,,,,2005-01-01,N,양호,제한없음,,정기점검,2019-12-28,경기도오산시,2020-03-01,4000000,경기도 오산시
가수초등학교앞 육교,일반국도,중로2류-39,시도,경기도 오산시 가수로 50,37.147519,127.048101,17,4,,4,4,1.2,,Y,경사로,,,,2006-01-01,N,양호,제한없음,,정기점검,2019-12-28,경기도오산시,2020-03-01,4000000,경기도 오산시
오산천 횡단 보도육교,기타,청학동503-69(오산중고앞),국도,경기도 오산시 청학로 48,37.152578,127.064301,140,5,,5,5,1.2,,N,없음,,,,2007-01-01,N,양호,제한없음,,정기점검,2019-12-28,경기도오산시,2020-03-01,4000000,경기도 오산시
고현초등학교앞 보도육교,일반국도,시도632호,시도,경기도 오산시 남부대로 459,37.132856,127.085193,26.76,3.5,,3.5,3.5,1.2,,Y,경사로,,,,2009-01-01,N,양호,제한없음,,정기점검,2019-12-28,경기도오산시,2020-03-01,4000000,경기도 오산시
세교파출소앞 보도육교,일반국도,대1-7호선,국도,경기도 오산시 세마역로 5,37.180454,127.043843,56.1,4,,4,4,1.2,,Y,승강기점자블럭,2,,,2011-01-01,N,양호,제한없음,승강기보수,정기점검,2019-12-28,경기도오산시,2020-03-01,4000000,경기도 오산시
금암초앞 보도육교(8단지 옆),일반국도,대1-7호선,국도,경기도 오산시 수청로 204-20,37.178713,127.045499,39,4,,4,4,1.2,,Y,승강기점자블럭,2,,,2010-01-01,N,양호,제한없음,승강기보수,정기점검,2019-12-28,경기도오산시,2020-03-01,4000000,경기도 오산시
수청초등학교앞 보도육교,일반국도,대2-10호선,국도,경기도 오산시 오산대역로 123,37.170033,127.056151,37,4,,4,4,1.2,,Y,승강기점자블럭,2,,,2010-01-01,N,양호,제한없음,승강기보수,정기점검,2019-12-28,경기도오산시,2020-03-01,4000000,경기도 오산시
16단지앞(국도1) 보도육교,일반국도,대1-1호선,국도,경기도 오산시 내삼미로 109,37.172774,127.062813,39,4,,4,4,1.2,,Y,승강기점자블럭,2,,,2011-01-01,N,양호,제한없음,,정기점검,2019-12-28,경기도오산시,2020-03-01,4000000,경기도 오산시
물결어린이공원육교,시도,대로 2-1183,소하로,경기도 광명시 소하로,37.4508984,126.8836704,32,5,,4,4,,,Y,승강기,,,,,Y,양호,제한없음,,정기점검,2018-06-30,경기도 광명시청,2019-09-09,3900000,경기도 광명시
생태육교(보건소),시도,대로 3-0,오리로,경기도 광명시 오리로,37.4539603,126.8815112,33,7.68,,4,15,,,N,없음,,,,,Y,양호,제한없음,,정기점검,2018-06-30,경기도 광명시청,2019-09-09,3900000,경기도 광명시
한치고개육교,시도,대로 1-1,범안로,경기도 광명시 범안로,37.4458772,126.859214,40,,,4,4,,,N,없음,,,,,Y,양호,제한없음,,정기점검,2018-06-30,경기도 광명시청,2019-09-09,3900000,경기도 광명시
생태육교(밤일마을),시도,대로 3-16,금하로,경기도 광명시 금하로,37.453215,126.856851,28.5,13.5,,4,35,,,N,없음,,,,,Y,양호,제한없음,,정기점검,2018-06-30,경기도 광명시청,2019-09-09,3900000,경기도 광명시
양지보도육교,시도,대로 2-0,서독로,경기도 광명시 서독로,37.4142839,126.8834102,,4.5,,4,,,,Y,승강기,,,,,Y,양호,제한없음,,정기점검,2018-06-30,경기도 광명시청,2019-09-09,3900000,경기도 광명시
봉암육교,일반국도,26,전진로,전라북도 진안군 부귀면 봉암리 445-14,35.848884,127.339655,28,5.5,,4.7,30,1.2,,N,없음,0,0,0,2000-12-24,N,보통,제한없음,,정기점검,2018-10-22,전주국토관리사무소,2019-09-16,4730000,전라북도 진안군
은천초교 앞,시도,4303,은천로,서울특별시 관악구 은천로 66,37.486239,126.942719,18,,,4.5,4,,,N,없음,,,,1997-07-24,N,보통,제한없음,육교 도색,정기점검,2018-02-22,서울특별시 관악구청,2019-06-03,3200000,서울특별시 관악구
사당초교 앞,시도,22,관악로,서울특별시 관악구 남부순환로 2030,37.476187,126.974149,33,,,4.5,4,,,N,없음,,,,1984-01-21,N,보통,제한없음,육교 도색,정기점검,2018-02-22,서울특별시 관악구청,2019-06-03,3200000,서울특별시 관악구
가야초등학교 육교,시도,없음,없음,전라남도 광양시 광영동 250,34.966291,127.713629,25,,,5,2,,,N,없음,,,,1997-01-01,,보통,제한없음,,정기점검,2018-12-31,전라남도 광양시,2020-03-24,4840000,전라남도 광양시
성호육교,시도,없음,없음,전라남도 광양시 중동 1671,34.932664,127.691808,26,,,4.8,3,,,Y,경사로,,,,2015-01-01,,보통,제한없음,,정기점검,2018-12-31,전라남도 광양시,2020-03-24,4840000,전라남도 광양시
팔봉육교,지방도,720번,무왕로,전라북도 익산시 무왕로 1432,35.575991,127.004878,31,4.7,,4.5,3,1.5,0,Y,"엘리베이터,",2,"엘리베이터,캐노피",2,2010-11-15,Y,양호,제한없음,캐노피 설치,정기점검,2017-10-17,익산시청,2020-03-04,4680000,전라북도 익산시
대도보도육교,구도,-,선릉로,서울특별시 강남구 선릉로 209,37.4928283,127.0548340,26,,,4.5,4,,,Y,엘리베이터+점자블록,,,,2005-06-01,N,양호,제한없음,,정기점검,2019-06-24,서울특별시 강남구청,2020-03-03,3220000,서울특별시 강남구
양전보도육교,구도,-,개포로,서울특별시 강남구 개포로 513,37.4898430,127.0697870,17,,,4.5,3.6,,,Y,점자블록,,,,1989-10-01,N,양호,제한없음,,정기점검,2019-06-24,서울특별시 강남구청,2020-03-03,3220000,서울특별시 강남구
구룡보도육교,구도,-,개포로,서울특별시 강남구 개포로 263,37.4803750,127.0524420,18,,,4.8,4,,,Y,점자블록,,,,1991-06-01,N,보통,제한없음,,정기점검,2019-06-24,서울특별시 강남구청,2020-03-03,3220000,서울특별시 강남구
구름다리보도육교,시도,-,양재대로,서울특별시 강남구 양재대로 340,37.4716355,127.0522720,41,,,4.5,4.3,,,Y,엘리베이터+점자블록,,,,1996-07-01,N,보통,제한없음,,정기점검,2019-06-24,서울특별시 강남구청,2020-03-03,3220000,서울특별시 강남구
개포대우보도육교,시도,-,언주로,서울특별시 강남구 언주로 21,37.4803360,127.0523870,33,,,4.5,4,,,Y,점자블록,,,,1998-04-01,N,보통,제한없음,,정기점검,2019-06-24,서울특별시 강남구청,2020-03-03,3220000,서울특별시 강남구
일원보도육교,시도,-,양재대로,서울특별시 강남구 일원로9길 6,37.4889040,127.0820970,45,,,4.5,3,,,Y,점자블록,,,,1989-12-01,N,보통,제한없음,,정기점검,2019-06-24,서울특별시 강남구청,2020-03-03,3220000,서울특별시 강남구
양재보도육교,시도,-,양재대로,서울특별시 강남구 양재대로 781,37.4920630,127.0959820,77,,,6.5,4,,,Y,엘리베이터+점자블록,,,,2003-12-01,N,보통,제한없음,,정기점검,2019-06-24,서울특별시 강남구청,2020-03-03,3220000,서울특별시 강남구
양재천보도육교,구도,-,양재천로,서울특별시 강남구 언주로30길 56,37.4870760,127.0539160,39,,,4.6,2.8,,,Y,엘리베이터+점자블록,,,,2004-04-01,N,보통,제한없음,,정기점검,2019-06-24,서울특별시 강남구청,2020-03-03,3220000,서울특별시 강남구
말죽거리보도육교,시도,-,남부순환로,서울특별시 강남구 남부순환로 2633,37.4850490,127.0375380,35,,,4.5,4,,,Y,엘리베이터+점자블록,,,,1994-12-01,N,보통,제한없음,,정기점검,2019-06-24,서울특별시 강남구청,2020-03-03,3220000,서울특별시 강남구
일원탄천보도육교,시도,-,남부순환로,서울특별시 강남구 일원동 474-1,37.4966970,127.0883750,88,,,5.5,5.8,,,Y,점자블록,,,,2010-09-08,N,보통,제한없음,,정기점검,2019-06-24,서울특별시 강남구청,2020-03-03,3220000,서울특별시 강남구
중앙육교,구도,대로3-1,대로3-1,광주광역시 동구 제봉로 167(궁동),35.15092829,126.9186393708,17,4.6,,4.4,3.4,1.1,2,N,N,,,,, ,보통,제한없음,단면보수,정기점검,2020-02-20,광주광역시 동구청,2020-02-20,3590000,광주광역시 동구
계림육교,구도,대로3-8,대로3-8,광주광역시 동구 중앙로 323(계림동),35.1606081613,126.9201487867,18,4.7,,4.4,3.4,1.1,2,N,N,,,,, ,보통,제한없음,"계단단면보수, 하부단면보수 및 도장, 난간교체",정기점검,2020-02-20,광주광역시 동구청,2020-02-20,3590000,광주광역시 동구
남초교육교,구도,대로1-4,대로1-4,광주광역시 동구 남문로622번길 1(소태동),35.126779,126.931509,28.8,4.8,,4.4,3,1.1,2,N,N,,,,, ,보통,제한없음,"미끄럼방지설치, 도장",정기점검,2020-02-20,광주광역시 동구청,2020-02-20,3590000,광주광역시 동구
