보행자전용도로명,시도명,시군구명,법정동명,지정일자,운영방식구분,평일운영시작시각,평일운영종료시각,주말운영시작시각,주말운영종료시각,보행자전용도로시작점위도,보행자전용도로시작점경도,보행자전용도로종료점위도,보행자전용도로종료점경도,자전거보행자겸용도로구분,보행자전용도로폭,보차분리여부,지정목적,관리점검일자,관리점검결과,유지보수내용,영상정보기처리기기설치개수,보안등설치개수,횡단보도설치개수,방호울타리설치개수,차량진입억제용말뚝설치개수,속도저감시설설치개수,교통표지판설치개수,이정표설치개수,점자블럭설치개수,관리기관명,관리기관전화번호,데이터기준일자,제공기관코드,제공기관명
성봉로(3-373),충청북도,서원구,성화동,2011-06-15,전일제,00:00,00:00,00:00,00:00,36.614383,127.453342,36.613458,127.453401,전용,4, ,보행환경개선,2017-05-10,합격,,,,,,,,,,,서원구청,043-201-6372,2020-07-17,5710000,충청북도 청주시
성봉로(3-374),충청북도,서원구,성화동,2011-06-15,전일제,00:00,00:00,00:00,00:00,36.613346,127.453396,36.612743,127.453412,전용,4, ,보행환경개선,2017-05-10,합격,,,,,,,,,,,서원구청,043-201-6372,2020-07-17,5710000,충청북도 청주시
구룡산로52번길(3-308),충청북도,서원구,성화동,2006-01-06,전일제,00:00,00:00,00:00,00:00,36.612851,127.451181,36.612881,127.451867,전용,6, ,보행환경개선,2017-05-10,합격,,,,,,,,,,,서원구청,043-201-6372,2020-07-17,5710000,충청북도 청주시
장구봉로(3-87),충청북도,서원구,개신동,,전일제,00:00,00:00,00:00,00:00,36.624513,127.449293,36.624392,127.449299,전용,4, ,보행환경개선,2017-05-10,합격,,,,,,,,,,,서원구청,043-201-6372,2020-07-17,5710000,충청북도 청주시
장구봉로(3-89),충청북도,서원구,개신동,,전일제,00:00,00:00,00:00,00:00,36.624566,127.447568,36.624443,127.447574,전용,4, ,보행환경개선,2017-05-10,합격,,,,,,,,,,,서원구청,043-201-6372,2020-07-17,5710000,충청북도 청주시
성봉로(3-88),충청북도,서원구,개신동,,전일제,00:00,00:00,00:00,00:00,36.623845,127.449716,36.623852,127.449539,전용,4, ,보행환경개선,2017-05-10,합격,,,,,,,,,,,서원구청,043-201-6372,2020-07-17,5710000,충청북도 청주시
성봉로(3-160),충청북도,서원구,개신동,2000-12-28,전일제,00:00,00:00,00:00,00:00,36.623671,127.449708,36.623723,127.447209,전용,3, ,보행환경개선,2017-05-10,합격,,,,,,,,,,,서원구청,043-201-6372,2020-07-17,5710000,충청북도 청주시
신율로68번길(3-90),충청북도,서원구,개신동,,전일제,00:00,00:00,00:00,00:00,36.623845,127.448602,36.623721,127.448601,전용,4, ,보행환경개선,2017-05-10,합격,,,,,,,,,,,서원구청,043-201-6372,2020-07-17,5710000,충청북도 청주시
신율로(3-158),충청북도,서원구,개신동,2000-12-28,전일제,00:00,00:00,00:00,00:00,36.623703,127.447098,36.623692,127.446892,전용,3, ,보행환경개선,2017-05-10,합격,,,,,,,,,,,서원구청,043-201-6372,2020-07-17,5710000,충청북도 청주시
장구봉로(3-86),충청북도,서원구,개신동,,전일제,00:00,00:00,00:00,00:00,36.624551,127.446092,36.623745,127.446541,전용,4, ,보행환경개선,2017-05-10,합격,,,,,,,,,,,서원구청,043-201-6372,2020-07-17,5710000,충청북도 청주시
구룡산로52번가길(3-367),충청북도,서원구,성화동,2009-10-29,전일제,00:00,00:00,00:00,00:00,36.614207,127.450519,36.614397,127.450514,전용,5, ,보행환경개선,2017-05-10,합격,,,,,,,,,,,서원구청,043-201-6372,2020-07-17,5710000,충청북도 청주시
신율로(3-157),충청북도,서원구,개신동,2000-12-28,전일제,00:00,00:00,00:00,00:00,36.622278,127.447093,36.622669,127.446308,전용,5, ,보행환경개선,2017-05-10,합격,,,,,,,,,,,서원구청,043-201-6372,2020-07-17,5710000,충청북도 청주시
신율로(1002-0),충청북도,서원구,개신동,2000-12-28,전일제,00:00,00:00,00:00,00:00,36.621641,127.445646,36.621525,127.445363,전용,5, ,보행환경개선,2017-05-10,합격,,,,,,,,,,,서원구청,043-201-6372,2020-07-17,5710000,충청북도 청주시
경신로(1000-0),충청북도,서원구,개신동,,전일제,00:00,00:00,00:00,00:00,36.620745,127.446228,36.621063,127.446065,전용,6, ,보행환경개선,2017-05-10,합격,,,,,,,,,,,서원구청,043-201-6372,2020-07-17,5710000,충청북도 청주시
경신로(3-154),충청북도,서원구,개신동,2000-12-28,전일제,00:00,00:00,00:00,00:00,36.620667,127.446282,36.620368,127.446458,전용,6, ,보행환경개선,2017-05-10,합격,,,,,,,,,,,서원구청,043-201-6372,2020-07-17,5710000,충청북도 청주시
서부로(3-159),충청북도,서원구,개신동,2000-12-28,전일제,00:00,00:00,00:00,00:00,36.618514,127.450037,36.618751,127.449908,전용,4, ,보행환경개선,2017-05-10,합격,,,,,,,,,,,서원구청,043-201-6372,2020-07-17,5710000,충청북도 청주시
소로3-68,충청북도,청주시,복대동,,전일제,00:00,23:59,00:00,23:59,36.627945,127.445921,36.627874,127.446237,,4, ,보행환경개선,2017-10-30,합격,,,,,,,,,,,흥덕구 건설교통과,043-201-7372,2020-07-17,5710000,충청북도 청주시
소로3-69,충청북도,청주시,복대동,,전일제,00:00,23:59,00:00,23:59,36.626751,127.443421,36.626828,127.443759,,4, ,보행환경개선,2017-10-30,합격,,,,,,,,,,,흥덕구 건설교통과,043-201-7372,2020-07-17,5710000,충청북도 청주시
소로3-70,충청북도,청주시,복대동,,전일제,00:00,23:59,00:00,23:59,36.626869,127.443861,36.626959,127.444176,,4, ,보행환경개선,2017-10-30,합격,,,,,,,,,,,흥덕구 건설교통과,043-201-7372,2020-07-17,5710000,충청북도 청주시
소로3-71,충청북도,청주시,복대동,,전일제,00:00,23:59,00:00,23:59,36.627017,127.444252,36.627098,127.444522,,4, ,보행환경개선,2017-10-30,합격,,,,,,,,,,,흥덕구 건설교통과,043-201-7372,2020-07-17,5710000,충청북도 청주시
소로3-72,충청북도,청주시,복대동,,전일제,00:00,23:59,00:00,23:59,36.627062,127.445066,36.626879,127.445159,,4, ,보행환경개선,2017-10-30,합격,,,,,,,,,,,흥덕구 건설교통과,043-201-7372,2020-07-17,5710000,충청북도 청주시
소로3-73,충청북도,청주시,복대동,,전일제,00:00,23:59,00:00,23:59,36.626779,127.445221,36.626533,127.445358,,4, ,보행환경개선,2017-10-30,합격,,,,,,,,,,,흥덕구 건설교통과,043-201-7372,2020-07-17,5710000,충청북도 청주시
소로3-74,충청북도,청주시,복대동,,전일제,00:00,23:59,00:00,23:59,36.627181,127.447424,36.627371,127.447658,,4, ,보행환경개선,2017-10-30,합격,,,,,,,,,,,흥덕구 건설교통과,043-201-7372,2020-07-17,5710000,충청북도 청주시
소로3-75,충청북도,청주시,복대동,,전일제,00:00,23:59,00:00,23:59,36.627112,127.447341,36.626945,127.447166,,4, ,보행환경개선,2017-10-30,합격,,,,,,,,,,,흥덕구 건설교통과,043-201-7372,2020-07-17,5710000,충청북도 청주시
소로3-76,충청북도,청주시,복대동,,전일제,00:00,23:59,00:00,23:59,36.626702,127.446875,36.626897,127.447071,,4, ,보행환경개선,2017-10-30,합격,,,,,,,,,,,흥덕구 건설교통과,043-201-7372,2020-07-17,5710000,충청북도 청주시
소로3-81,충청북도,청주시,복대동,,전일제,00:00,23:59,00:00,23:59,36.625542,127.449761,36.625538,127.449359,,4, ,보행환경개선,2017-10-30,합격,,,,,,,,,,,흥덕구 건설교통과,043-201-7372,2020-07-17,5710000,충청북도 청주시
소로3-82,충청북도,청주시,복대동,,전일제,00:00,23:59,00:00,23:59,36.625537,127.449273,36.625541,127.449016,,4, ,보행환경개선,2017-10-30,합격,,,,,,,,,,,흥덕구 건설교통과,043-201-7372,2020-07-17,5710000,충청북도 청주시
소로3-83,충청북도,청주시,복대동,,전일제,00:00,23:59,00:00,23:59,36.625551,127.448931,36.625547,127.448677,,4, ,보행환경개선,2017-10-30,합격,,,,,,,,,,,흥덕구 건설교통과,043-201-7372,2020-07-17,5710000,충청북도 청주시
소로3-84,충청북도,청주시,복대동,,전일제,00:00,23:59,00:00,23:59,36.625559,127.448249,36.625563,127.448121,,4, ,보행환경개선,2017-10-30,합격,,,,,,,,,,,흥덕구 건설교통과,043-201-7372,2020-07-17,5710000,충청북도 청주시
소로3-85,충청북도,청주시,복대동,,전일제,00:00,23:59,00:00,23:59,36.625572,127.447568,36.625579,127.447223,,4, ,보행환경개선,2017-10-30,합격,,,,,,,,,,,흥덕구 건설교통과,043-201-7372,2020-07-17,5710000,충청북도 청주시
소로3-91,충청북도,청주시,복대동,,전일제,00:00,23:59,00:00,23:59,36.624781,127.447579,36.624655,127.447567,,4, ,보행환경개선,2017-10-30,합격,,,,,,,,,,,흥덕구 건설교통과,043-201-7372,2020-07-17,5710000,충청북도 청주시
소로3-92,충청북도,청주시,복대동,,전일제,00:00,23:59,00:00,23:59,36.624741,127.449311,36.624624,127.449298,,4, ,보행환경개선,2017-10-30,합격,,,,,,,,,,,흥덕구 건설교통과,043-201-7372,2020-07-17,5710000,충청북도 청주시
소로3-100,충청북도,청주시,가경동,,전일제,00:00,23:59,00:00,23:59,36.629389,127.431222,36.629665,127.431014,,4, ,보행환경개선,2017-10-30,합격,,,,,,,,,,,흥덕구 건설교통과,043-201-7372,2020-07-17,5710000,충청북도 청주시
소로3-101,충청북도,청주시,가경동,,전일제,00:00,23:59,00:00,23:59,36.626375,127.433396,36.626725,127.433172,,4, ,보행환경개선,2017-10-30,합격,,,,,,,,,,,흥덕구 건설교통과,043-201-7372,2020-07-17,5710000,충청북도 청주시
소로3-102,충청북도,청주시,봉명동,,전일제,00:00,23:59,00:00,23:59,36.648138,127.454712,36.648127,127.454375,,4, ,보행환경개선,2017-10-30,합격,,,,,,,,,,,흥덕구 건설교통과,043-201-7372,2020-07-17,5710000,충청북도 청주시
소로3-103,충청북도,청주시,봉명동,,전일제,00:00,23:59,00:00,23:59,36.648143,127.455097,36.648131,127.454801,,4, ,보행환경개선,2017-10-30,합격,,,,,,,,,,,흥덕구 건설교통과,043-201-7372,2020-07-17,5710000,충청북도 청주시
소로3-104,충청북도,청주시,봉명동,,전일제,00:00,23:59,00:00,23:59,36.648133,127.455477,36.648131,127.455189,,4, ,보행환경개선,2017-10-30,합격,,,,,,,,,,,흥덕구 건설교통과,043-201-7372,2020-07-17,5710000,충청북도 청주시
소로3-105,충청북도,청주시,봉명동,,전일제,00:00,23:59,00:00,23:59,36.648126,127.455922,36.648124,127.455573,,4, ,보행환경개선,2017-10-30,합격,,,,,,,,,,,흥덕구 건설교통과,043-201-7372,2020-07-17,5710000,충청북도 청주시
소로3-106,충청북도,청주시,봉명동,,전일제,00:00,23:59,00:00,23:59,36.647219,127.455145,36.647511,127.455147,,4, ,보행환경개선,2017-10-30,합격,,,,,,,,,,,흥덕구 건설교통과,043-201-7372,2020-07-17,5710000,충청북도 청주시
소로3-107,충청북도,청주시,봉명동,,전일제,00:00,23:59,00:00,23:59,36.648624,127.456388,36.648284,127.456396,,4, ,보행환경개선,2017-10-30,합격,,,,,,,,,,,흥덕구 건설교통과,043-201-7372,2020-07-17,5710000,충청북도 청주시
소로3-108,충청북도,청주시,봉명동,,전일제,00:00,23:59,00:00,23:59,36.649261,127.457774,36.649036,127.457782,,4, ,보행환경개선,2017-10-30,합격,,,,,,,,,,,흥덕구 건설교통과,043-201-7372,2020-07-17,5710000,충청북도 청주시
소로3-109,충청북도,청주시,봉명동,,전일제,00:00,23:59,00:00,23:59,36.648603,127.458801,36.648286,127.458496,,4, ,보행환경개선,2017-10-30,합격,,,,,,,,,,,흥덕구 건설교통과,043-201-7372,2020-07-17,5710000,충청북도 청주시
소로3-110,충청북도,청주시,봉명동,,전일제,00:00,23:59,00:00,23:59,36.649266,127.459381,36.649002,127.459358,,4, ,보행환경개선,2017-10-30,합격,,,,,,,,,,,흥덕구 건설교통과,043-201-7372,2020-07-17,5710000,충청북도 청주시
소로3-111,충청북도,청주시,봉명동,,전일제,00:00,23:59,00:00,23:59,36.647396,127.461578,36.647054,127.461601,,4, ,보행환경개선,2017-10-30,합격,,,,,,,,,,,흥덕구 건설교통과,043-201-7372,2020-07-17,5710000,충청북도 청주시
소로3-117,충청북도,청주시,봉명동,,전일제,00:00,23:59,00:00,23:59,36.644772,127.460428,36.644391,127.460389,,6, ,보행환경개선,2017-10-30,합격,,,,,,,,,,,흥덕구 건설교통과,043-201-7372,2020-07-17,5710000,충청북도 청주시
소로3-119,충청북도,청주시,봉명동,,전일제,00:00,23:59,00:00,23:59,36.644012,127.460387,36.643672,127.460355,,6, ,보행환경개선,2017-10-30,합격,,,,,,,,,,,흥덕구 건설교통과,043-201-7372,2020-07-17,5710000,충청북도 청주시
소로3-121,충청북도,청주시,봉명동,,전일제,00:00,23:59,00:00,23:59,36.644381,127.460671,36.644336,127.461789,,4, ,보행환경개선,2017-10-30,합격,,,,,,,,,,,흥덕구 건설교통과,043-201-7372,2020-07-17,5710000,충청북도 청주시
소로3-122,충청북도,청주시,봉명동,,전일제,00:00,23:59,00:00,23:59,36.645057,127.458871,36.644816,127.459114,,4, ,보행환경개선,2017-10-30,합격,,,,,,,,,,,흥덕구 건설교통과,043-201-7372,2020-07-17,5710000,충청북도 청주시
소로3-123,충청북도,청주시,봉명동,,전일제,00:00,23:59,00:00,23:59,36.645389,127.458595,36.645131,127.458811,,4, ,보행환경개선,2017-10-30,합격,,,,,,,,,,,흥덕구 건설교통과,043-201-7372,2020-07-17,5710000,충청북도 청주시
소로3-125,충청북도,청주시,복대동,,전일제,00:00,23:59,00:00,23:59,36.630435,127.445427,36.630444,127.445841,,6, ,보행환경개선,2017-10-30,합격,,,,,,,,,,,흥덕구 건설교통과,043-201-7372,2020-07-17,5710000,충청북도 청주시
소로3-126,충청북도,청주시,복대동,,전일제,00:00,23:59,00:00,23:59,36.630457,127.446763,36.630446,127.447101,,6, ,보행환경개선,2017-10-30,합격,,,,,,,,,,,흥덕구 건설교통과,043-201-7372,2020-07-17,5710000,충청북도 청주시
소로3-127,충청북도,청주시,복대동,,전일제,00:00,23:59,00:00,23:59,36.629027,127.445309,36.628993,127.445452,,6, ,보행환경개선,2017-10-30,합격,,,,,,,,,,,흥덕구 건설교통과,043-201-7372,2020-07-17,5710000,충청북도 청주시
소로3-128,충청북도,청주시,봉명동,,전일제,00:00,23:59,00:00,23:59,36.650343,127.461514,36.649941,127.461531,,4, ,보행환경개선,2017-10-30,합격,,,,,,,,,,,흥덕구 건설교통과,043-201-7372,2020-07-17,5710000,충청북도 청주시
소로3-129,충청북도,청주시,봉명동,,전일제,00:00,23:59,00:00,23:59,36.649849,127.461509,36.649357,127.461547,,4, ,보행환경개선,2017-10-30,합격,,,,,,,,,,,흥덕구 건설교통과,043-201-7372,2020-07-17,5710000,충청북도 청주시
소로3-130,충청북도,청주시,봉명동,,전일제,00:00,23:59,00:00,23:59,36.650341,127.458924,36.649931,127.458931,,4, ,보행환경개선,2017-10-30,합격,,,,,,,,,,,흥덕구 건설교통과,043-201-7372,2020-07-17,5710000,충청북도 청주시
소로3-131,충청북도,청주시,봉명동,,전일제,00:00,23:59,00:00,23:59,36.649844,127.458911,36.649365,127.458924,,4, ,보행환경개선,2017-10-30,합격,,,,,,,,,,,흥덕구 건설교통과,043-201-7372,2020-07-17,5710000,충청북도 청주시
소로3-132,충청북도,청주시,봉명동,,전일제,00:00,23:59,00:00,23:59,36.649844,127.464018,36.649339,127.464039,,4, ,보행환경개선,2017-10-30,합격,,,,,,,,,,,흥덕구 건설교통과,043-201-7372,2020-07-17,5710000,충청북도 청주시
소로3-133,충청북도,청주시,봉명동,,전일제,00:00,23:59,00:00,23:59,36.649831,127.463878,36.649367,127.463906,,4, ,보행환경개선,2017-10-30,합격,,,,,,,,,,,흥덕구 건설교통과,043-201-7372,2020-07-17,5710000,충청북도 청주시
소로3-136,충청북도,청주시,봉명동,,전일제,00:00,23:59,00:00,23:59,36.650297,127.463781,36.649949,127.463766,,5, ,보행환경개선,2017-10-30,합격,,,,,,,,,,,흥덕구 건설교통과,043-201-7372,2020-07-17,5710000,충청북도 청주시
소로3-137,충청북도,청주시,봉명동,,전일제,00:00,23:59,00:00,23:59,36.654507,127.458184,36.654524,127.458727,,5, ,보행환경개선,2017-10-30,합격,,,,,,,,,,,흥덕구 건설교통과,043-201-7372,2020-07-17,5710000,충청북도 청주시
소로3-138,충청북도,청주시,봉명동,,전일제,00:00,23:59,00:00,23:59,36.654478,127.458828,36.654491,127.459351,,5, ,보행환경개선,2017-10-30,합격,,,,,,,,,,,흥덕구 건설교통과,043-201-7372,2020-07-17,5710000,충청북도 청주시
소로3-139,충청북도,청주시,봉명동,,전일제,00:00,23:59,00:00,23:59,36.649247,127.454325,36.649009,127.454351,,4, ,보행환경개선,2017-10-30,합격,,,,,,,,,,,흥덕구 건설교통과,043-201-7372,2020-07-17,5710000,충청북도 청주시
소로3-143,충청북도,청주시,가경동,,전일제,00:00,23:59,00:00,23:59,36.625171,127.435997,36.625686,127.436528,,4, ,보행환경개선,2017-10-30,합격,,,,,,,,,,,흥덕구 건설교통과,043-201-7372,2020-07-17,5710000,충청북도 청주시
소로3-145,충청북도,청주시,가경동,,전일제,00:00,23:59,00:00,23:59,36.632421,127.438322,36.632377,127.438767,,6, ,보행환경개선,2017-10-30,합격,,,,,,,,,,,흥덕구 건설교통과,043-201-7372,2020-07-17,5710000,충청북도 청주시
소로3-150,충청북도,청주시,복대동,,전일제,00:00,23:59,00:00,23:59,36.640223,127.430438,36.640187,127.430697,,6, ,보행환경개선,2017-10-30,합격,,,,,,,,,,,흥덕구 건설교통과,043-201-7372,2020-07-17,5710000,충청북도 청주시
소로3-151,충청북도,청주시,복대동,,전일제,00:00,23:59,00:00,23:59,36.638962,127.435132,36.638982,127.435465,,4, ,보행환경개선,2017-10-30,합격,,,,,,,,,,,흥덕구 건설교통과,043-201-7372,2020-07-17,5710000,충청북도 청주시
소로3-152,충청북도,청주시,복대동,,전일제,00:00,23:59,00:00,23:59,36.638915,127.435622,36.638943,127.436077,,4, ,보행환경개선,2017-10-30,합격,,,,,,,,,,,흥덕구 건설교통과,043-201-7372,2020-07-17,5710000,충청북도 청주시
소로3-153,충청북도,청주시,복대동,,전일제,00:00,23:59,00:00,23:59,36.638941,127.434128,36.638565,127.434133,,3, ,보행환경개선,2017-10-30,합격,,,,,,,,,,,흥덕구 건설교통과,043-201-7372,2020-07-17,5710000,충청북도 청주시
소로3-162,충청북도,청주시,가경동,,전일제,00:00,23:59,00:00,23:59,36.618918,127.440761,36.618293,127.438945,,5, ,보행환경개선,2017-10-30,합격,,,,,,,,,,,흥덕구 건설교통과,043-201-7372,2020-07-17,5710000,충청북도 청주시
소로3-163,충청북도,청주시,가경동,,전일제,00:00,23:59,00:00,23:59,36.617544,127.441591,36.619978,127.440214,,5, ,보행환경개선,2017-10-30,합격,,,,,,,,,,,흥덕구 건설교통과,043-201-7372,2020-07-17,5710000,충청북도 청주시
소로3-164,충청북도,청주시,가경동,,전일제,00:00,23:59,00:00,23:59,36.616263,127.442529,36.616473,127.442366,,5, ,보행환경개선,2017-10-30,합격,,,,,,,,,,,흥덕구 건설교통과,043-201-7372,2020-07-17,5710000,충청북도 청주시
소로3-165,충청북도,청주시,가경동,,전일제,00:00,23:59,00:00,23:59,36.617122,127.443554,36.617063,127.443375,,5, ,보행환경개선,2017-10-30,합격,,,,,,,,,,,흥덕구 건설교통과,043-201-7372,2020-07-17,5710000,충청북도 청주시
소로3-166,충청북도,청주시,가경동,,전일제,00:00,23:59,00:00,23:59,36.615566,127.443263,36.615811,127.443037,,5, ,보행환경개선,2017-10-30,합격,,,,,,,,,,,흥덕구 건설교통과,043-201-7372,2020-07-17,5710000,충청북도 청주시
소로3-186,충청북도,청주시,가경동,,전일제,00:00,23:59,00:00,23:59,36.619596,127.442065,36.619162,127.440736,,5, ,보행환경개선,2017-10-30,합격,,,,,,,,,,,흥덕구 건설교통과,043-201-7372,2020-07-17,5710000,충청북도 청주시
소로3-187,충청북도,청주시,가경동,,전일제,00:00,23:59,00:00,23:59,36.615279,127.438672,36.617256,127.437041,,5, ,보행환경개선,2017-10-30,합격,,,,,,,,,,,흥덕구 건설교통과,043-201-7372,2020-07-17,5710000,충청북도 청주시
소로3-188,충청북도,청주시,가경동,,전일제,00:00,23:59,00:00,23:59,36.613839,127.439763,36.615041,127.438722,,5, ,보행환경개선,2017-10-30,합격,,,,,,,,,,,흥덕구 건설교통과,043-201-7372,2020-07-17,5710000,충청북도 청주시
소로3-189,충청북도,청주시,가경동,,전일제,00:00,23:59,00:00,23:59,36.614587,127.442306,36.615527,127.443356,,5, ,보행환경개선,2017-10-30,합격,,,,,,,,,,,흥덕구 건설교통과,043-201-7372,2020-07-17,5710000,충청북도 청주시
소로3-196,충청북도,청주시,봉명동,,전일제,00:00,23:59,00:00,23:59,36.645077,127.463751,36.645945,127.464387,,4, ,보행환경개선,2017-10-30,합격,,,,,,,,,,,흥덕구 건설교통과,043-201-7372,2020-07-17,5710000,충청북도 청주시
소로3-197,충청북도,청주시,봉명동,,전일제,00:00,23:59,00:00,23:59,36.643152,127.461752,36.643105,127.462405,,4, ,보행환경개선,2017-10-30,합격,,,,,,,,,,,흥덕구 건설교통과,043-201-7372,2020-07-17,5710000,충청북도 청주시
소로3-1108,충청북도,청주시,봉명동,,전일제,00:00,23:59,00:00,23:59,36.643758,127.461811,36.643746,127.461955,,4, ,보행환경개선,2017-10-30,합격,,,,,,,,,,,흥덕구 건설교통과,043-201-7372,2020-07-17,5710000,충청북도 청주시
소로3-200,충청북도,청주시,봉명동,,전일제,00:00,23:59,00:00,23:59,36.643587,127.460342,36.643172,127.460335,,6, ,보행환경개선,2017-10-30,합격,,,,,,,,,,,흥덕구 건설교통과,043-201-7372,2020-07-17,5710000,충청북도 청주시
소로3-279,충청북도,청주시,가경동,,전일제,00:00,23:59,00:00,23:59,36.623479,127.428229,36.621045,127.425393,,6, ,보행환경개선,2017-10-30,합격,,,,,,,,,,,흥덕구 건설교통과,043-201-7372,2020-07-17,5710000,충청북도 청주시
소로3-280,충청북도,청주시,가경동,,전일제,00:00,23:59,00:00,23:59,36.621563,127.432237,36.619579,127.423926,,6, ,보행환경개선,2017-10-30,합격,,,,,,,,,,,흥덕구 건설교통과,043-201-7372,2020-07-17,5710000,충청북도 청주시
소로3-281,충청북도,청주시,강서동,,전일제,00:00,23:59,00:00,23:59,36.625911,127.427058,36.625594,127.427576,,4, ,보행환경개선,2017-10-30,합격,,,,,,,,,,,흥덕구 건설교통과,043-201-7372,2020-07-17,5710000,충청북도 청주시
소로3-282,충청북도,청주시,가경동,,전일제,00:00,23:59,00:00,23:59,36.620051,127.430217,36.620495,127.431505,,4, ,보행환경개선,2017-10-30,합격,,,,,,,,,,,흥덕구 건설교통과,043-201-7372,2020-07-17,5710000,충청북도 청주시
소로3-283,충청북도,청주시,가경동,,전일제,00:00,23:59,00:00,23:59,36.621975,127.429251,36.623191,127.428599,,3, ,보행환경개선,2017-10-30,합격,,,,,,,,,,,흥덕구 건설교통과,043-201-7372,2020-07-17,5710000,충청북도 청주시
소로3-284,충청북도,청주시,가경동,,전일제,00:00,23:59,00:00,23:59,36.623148,127.428493,36.621925,127.429097,,3, ,보행환경개선,2017-10-30,합격,,,,,,,,,,,흥덕구 건설교통과,043-201-7372,2020-07-17,5710000,충청북도 청주시
소로3-285,충청북도,청주시,가경동,,전일제,00:00,23:59,00:00,23:59,36.621045,127.425388,36.620311,127.426612,,3, ,보행환경개선,2017-10-30,합격,,,,,,,,,,,흥덕구 건설교통과,043-201-7372,2020-07-17,5710000,충청북도 청주시
소로3-286,충청북도,청주시,가경동,,전일제,00:00,23:59,00:00,23:59,36.620917,127.425362,36.619224,127.424141,,3, ,보행환경개선,2017-10-30,합격,,,,,,,,,,,흥덕구 건설교통과,043-201-7372,2020-07-17,5710000,충청북도 청주시
소로3-287,충청북도,청주시,가경동,,전일제,00:00,23:59,00:00,23:59,36.617081,127.423825,36.617391,127.425764,,3, ,보행환경개선,2017-10-30,합격,,,,,,,,,,,흥덕구 건설교통과,043-201-7372,2020-07-17,5710000,충청북도 청주시
소로3-288,충청북도,청주시,가경동,,전일제,00:00,23:59,00:00,23:59,36.620027,127.430209,36.618698,127.430858,,3, ,보행환경개선,2017-10-30,합격,,,,,,,,,,,흥덕구 건설교통과,043-201-7372,2020-07-17,5710000,충청북도 청주시
소로3-289,충청북도,청주시,가경동,,전일제,00:00,23:59,00:00,23:59,36.619982,127.430095,36.618672,127.430748,,3, ,보행환경개선,2017-10-30,합격,,,,,,,,,,,흥덕구 건설교통과,043-201-7372,2020-07-17,5710000,충청북도 청주시
소로3-290,충청북도,청주시,가경동,,전일제,00:00,23:59,00:00,23:59,36.619065,127.428477,36.618185,127.429284,,3, ,보행환경개선,2017-10-30,합격,,,,,,,,,,,흥덕구 건설교통과,043-201-7372,2020-07-17,5710000,충청북도 청주시
소로3-291,충청북도,청주시,가경동,,전일제,00:00,23:59,00:00,23:59,36.619937,127.426981,36.619777,127.427247,,3, ,보행환경개선,2017-10-30,합격,,,,,,,,,,,흥덕구 건설교통과,043-201-7372,2020-07-17,5710000,충청북도 청주시
소로3-292,충청북도,청주시,가경동,,전일제,00:00,23:59,00:00,23:59,36.617431,127.425929,36.617588,127.427031,,3, ,보행환경개선,2017-10-30,합격,,,,,,,,,,,흥덕구 건설교통과,043-201-7372,2020-07-17,5710000,충청북도 청주시
소로3-293,충청북도,청주시,가경동,,전일제,00:00,23:59,00:00,23:59,36.620223,127.430123,36.620571,127.431226,,3, ,보행환경개선,2017-10-30,합격,,,,,,,,,,,흥덕구 건설교통과,043-201-7372,2020-07-17,5710000,충청북도 청주시
소로3-294,충청북도,청주시,가경동,,전일제,00:00,23:59,00:00,23:59,36.623586,127.429891,36.622381,127.430493,,3, ,보행환경개선,2017-10-30,합격,,,,,,,,,,,흥덕구 건설교통과,043-201-7372,2020-07-17,5710000,충청북도 청주시
소로3-295,충청북도,청주시,가경동,,전일제,00:00,23:59,00:00,23:59,36.623601,127.429911,36.622358,127.430502,,3, ,보행환경개선,2017-10-30,합격,,,,,,,,,,,흥덕구 건설교통과,043-201-7372,2020-07-17,5710000,충청북도 청주시
소로3-296,충청북도,청주시,가경동,,전일제,00:00,23:59,00:00,23:59,36.622355,127.430495,36.621362,127.429231,,2, ,보행환경개선,2017-10-30,합격,,,,,,,,,,,흥덕구 건설교통과,043-201-7372,2020-07-17,5710000,충청북도 청주시
소로3-297,충청북도,청주시,가경동,,전일제,00:00,23:59,00:00,23:59,36.621937,127.429087,36.620331,127.426633,,2, ,보행환경개선,2017-10-30,합격,,,,,,,,,,,흥덕구 건설교통과,043-201-7372,2020-07-17,5710000,충청북도 청주시
소로3-298,충청북도,청주시,가경동,,전일제,00:00,23:59,00:00,23:59,36.618893,127.425882,36.620199,127.426479,,2, ,보행환경개선,2017-10-30,합격,,,,,,,,,,,흥덕구 건설교통과,043-201-7372,2020-07-17,5710000,충청북도 청주시
소로3-300,충청북도,청주시,가경동,,전일제,00:00,23:59,00:00,23:59,36.673246,127.442477,36.673253,127.442076,,2, ,보행환경개선,2017-10-30,합격,,,,,,,,,,,흥덕구 건설교통과,043-201-7372,2020-07-17,5710000,충청북도 청주시
소로3-302,충청북도,청주시,강서동,,전일제,00:00,23:59,00:00,23:59,36.627137,127.427125,36.627119,127.427048,,7, ,보행환경개선,2017-10-30,합격,,,,,,,,,,,흥덕구 건설교통과,043-201-7372,2020-07-17,5710000,충청북도 청주시
