시도명,시군구명,시티투어코스명,시티투어문의처,시티투어운영시간,시티투어운행방식,시티투어탑승장소명,시티투어코스정보,경유지주변관광정보,시티투어코스부가정보,운행정보,운행시작시각,운행종료시각,배차시간,이용요금,이용요금부가정보,홈페이지주소,관리기관명,관리기관전화번호,데이터기준일자,제공기관코드,제공기관명
대전광역시,동구,"광역투어(첫주, 토)",042-252-7725,"토, 일요일",고정형,대전역시티투어승강장,대전역 → 우암사적공원(남간정사) → 선샤인랜드 → 강경젓갈시장 / 자율중식 → 탑정호 수변생태공원 → 계백장군유적지 → 돈암서원 → 대전역,,,연중 매주 토-일요일,09:20,17:30,0,"8,000원","만36개월-초등학생, 장애인, 국가유공자, 만65세이상, 20인이상 단체 3,000원",www.daejeoncitytour.co.kr,대전광역시,242-270-3972,2020-01-01,6300000,대전광역시
대전광역시,동구,"광역투어(첫주, 일)",042-252-7725,"토, 일요일",고정형,대전역시티투어승강장,"대전역 → 부소담악 → 구읍일원 (정지용,육영수 생가) / 자율중식 → 둔주봉 등반 → 장계국민관광지 → 우암사적공원(남간정사) → 대전역",,,연중 매주 토-일요일,09:20,17:30,0,"9,000원","만36개월-초등학생, 장애인, 국가유공자, 만65세이상, 20인이상 단체 3,000원",www.daejeoncitytour.co.kr,대전광역시,242-270-3972,2020-01-01,6300000,대전광역시
대전광역시,동구,"광역투어(둘째주, 토)",042-252-7725,"토, 일요일",고정형,대전역시티투어승강장,대전역 → 한밭교육박물관 → 세종호수공원(대통령기록관) → 베어트리파크 / 자율중식 → 금강수목원 → 대전역,,,연중 매주 토-일요일,09:20,17:30,0,"8,000원","만36개월-초등학생, 장애인, 국가유공자, 만65세이상, 20인이상 단체 3,000원",www.daejeoncitytour.co.kr,대전광역시,242-270-3972,2020-01-01,6300000,대전광역시
대전광역시,동구,"광역투어(둘째주, 일)",042-252-7725,"토, 일요일",고정형,대전역시티투어승강장,대전역 → 대청호오백리길 21구간 → 자율중식 → 청남대 →문의문화재단지 → 대전역,,,연중 매주 토-일요일,09:20,17:30,0,"8,000원","만36개월-초등학생, 장애인, 국가유공자, 만65세이상, 20인이상 단체 3,000원",www.daejeoncitytour.co.kr,대전광역시,242-270-3972,2020-01-01,6300000,대전광역시
대전광역시,동구,"광역투어(셋째주, 일)",042-252-7725,"토, 일요일",고정형,대전역시티투어승강장,대전역 → 만인산자연휴양림 → 금산인삼시장 / 자율중식 → 보석사 → 하늘물빛정원 → 대전역,,,연중 매주 토-일요일,09:20,17:30,0,"8,000원","만36개월-초등학생, 장애인, 국가유공자, 만65세이상, 20인이상 단체 3,000원",www.daejeoncitytour.co.kr,대전광역시,242-270-3972,2020-01-01,6300000,대전광역시
대전광역시,동구,"광역투어(넷재주, 토)",042-252-7725,"토, 일요일",고정형,대전역시티투어승강장,대전역 → 동춘당 → 속리산국립공원 / 자율중식 → 솔향공원 → 속리산 말티재 관문 → 대전역,,,연중 매주 토-일요일,09:20,17:30,0,"8,000원","만36개월-초등학생, 장애인, 국가유공자, 만65세이상, 20인이상 단체 3,000원",www.daejeoncitytour.co.kr,대전광역시,242-270-3972,2020-01-01,6300000,대전광역시
대전광역시,동구,"광역투어(넷재주, 일)",042-252-7725,"토, 일요일",고정형,대전역시티투어승강장,"대전역 → 동춘당 → 신동엽문학관, 이색창조거리 → 자율중식 → 정림사지 5층 석탑 → 부여군충남국악단 공연 → 인삼박물관 → 대전역",,,연중 매주 토-일요일,09:20,17:30,0,"8,000원","만36개월-초등학생, 장애인, 국가유공자, 만65세이상, 20인이상 단체 3,000원",www.daejeoncitytour.co.kr,대전광역시,242-270-3972,2020-01-01,6300000,대전광역시
대전광역시,동구,"광역투어(다섯째주, 토)",042-252-7725,"토, 일요일",고정형,대전역시티투어승강장,대전역 → 대청호자연생태관 → 영동 와인삼겹살거리 / 자율중식 → 노근리평화공원 → 와인코리아 → 난계국악박물관 (국악공연 15:30) → 대전역,,,연중 매주 토-일요일,09:20,17:30,0,"8,000원","만36개월-초등학생, 장애인, 국가유공자, 만65세이상, 20인이상 단체 3,000원",www.daejeoncitytour.co.kr,대전광역시,242-270-3972,2020-01-01,6300000,대전광역시
대전광역시,동구,"광역투어(다섯째주, 일)",042-252-7725,"토, 일요일",고정형,대전역시티투어승강장,대전역 → 서대전역 → 대전시립박물관 → 계룡산(동학사) / 자율중식 → 사계고택(은농재) → 유성 족욕체험장 → 대전역,,,연중 매주 토-일요일,09:20,17:30,0,"8,000원","만36개월-초등학생, 장애인, 국가유공자, 만65세이상, 20인이상 단체 3,000원",www.daejeoncitytour.co.kr,대전광역시,242-270-3972,2020-01-01,6300000,대전광역시
경기도,오산시,1.역사탐방코스2.가족체험코스3.광역코스4.장애인코스5.평일공휴일코스,031-8036-7973,"매주화,토,일요일 09:30~17:00",고정형,오산대역,*역사탐방코스-독산성 산림욕장 둘레길과 독산성 투어-오색시장(점심)-궐리사-UN초전기념관과 스미스평화관 *가족체험코스-서랑동문화마을(도자기체험 등)-오색시장(점심)-물향기수목원 *광역코스-독산성 산림욕장 둘레길과 독산성 투어-오색시장(점심)-수원화성행궁-화성융건릉 *장애인코스-물향기수목원-오색시장(점심)-화성융건릉 *평일공휴일코스-물향기수목원-오색시장(점심)-드라마세트장-UN초전기념관과 스미스평화관,오산생태하천+맑음터공원+에코리움+고인돌공원+드라마세트장,오산대역 1번 출구,4월초~6월/ 9월~ 11월중순,09:30,17:00,0,"11,000","오산시민 9,800다자녀가정 9,000국가유공자, 장애인, 한부모등 7,000",www.osan.go.kr/osanCulture,오산시청 체육관광과,031-8036-7973,2020-07-01,4000000,경기도 오산시
충청북도,제천시,시티투어,043-647-2121,10:00~18:00,고정형,제천역 앞,의림지-전통시장-청풍호반케이블카-청풍문화재단지,"교동민화마을, 청풍랜드","자유중식, 모아(제천화폐) 2인당 5천원 지급",45인승 버스,10:00,18:00,1440,"25,000",코스 내 모든 유료관광지 입장료 포함,citytour.jecheon.go.kr,제천시,043-641-6705,2020-07-01,4400000,충청북도 제천시
충청북도,제천시,에코힐링투어,043-647-2121,10:00~18:00,고정형,제천역 앞,의림지-전통시장-충주호 유람선-청풍호반케이블카-청풍문화재단지,"교동민화마을, 청풍랜드","자유중식, 모아(제천화폐) 2인당 5천원 지급",45인승 버스,10:00,18:00,1440,"28,000",코스 내 모든 유료관광지 입장료 포함,citytour.jecheon.go.kr,제천시,043-641-6705,2020-07-01,4400000,충청북도 제천시
충청북도,제천시,제천관광택시,043-647-2121,10:00~20:00,순환형,제천역 앞,자유코스,자유,"자유코스, 택시기사 가이드",4인승 일반 택시,10:00,20:00,40,"50,000","5시간(최대 6시간 50,000원) / 8시간(최대 10시간 85,000원)",citytour.jecheon.go.kr,제천시,043-641-6705,2020-07-01,4400000,충청북도 제천시
전라남도,진도군　,진도시티투어,사)진도군관광진흥협의회 1588-9601,"진도시티투어:매주 토,일",고정형,전남도청 앞 버스정류장,토요일: 남악-하당-목포역-목포해상케이블카-진도휴게소-진도읍-진도개테마파크-향토문화회관-송가인 고향집-울돌목 주말장터-녹진-목포해상케이블카-목포역-하당-남악일요일:남악-하당-목포역-목포해상케이블카-진도휴게소-진도읍-진도개테마파크-송가인고향집-운림산방-신비의바닷길체험관-울돌목주말장터-녹진-목포해상케이블카-목포역-하당-남악,,,3월 ~ 12월 매주 토·일,10:00,19:10,540,"대학생이상성인7000원+군경,경로,장애인5,000원+초중고등학생3000원",,https://www.jindo.go.kr/tour/sub.cs?m=150,전라남도진도군청,061-540-3405,2020-06-26,5000000,전라남도 진도군
울산광역시,없음,대왕암코스,052-700-0052,매주 화~일요일,순환형,시티투어정류장,태화강역-롯데광장-고래박물관-대교전망대-대왕암공원-태화강역,,,매주 월요일+명절연휴 휴무,09:50,18:33,90,성인5000원,장애인/국가유공자/경로자/기초생활수급자/울산시민/KTX · SRT 탑승권 소지자/시외·고속버스 승차권 소지자·20명 이상 단체/열차탑승권 소지자/내일로 티켓 소지자/ 항공권 소지자 3000원,http://www.ulsancitytour.co.kr,울산광역시도시공사,052-700-0052,2020-06-15,B551907,울산광역시도시공사
울산광역시,없음,국가정원코스,052-700-0052,매주 화~일요일,순환형,시티투어정류장,태화강역-이마트 앞(스타즈호텔)-롯데광장-신라스테이/롯데시티호텔-현대백화점-태화교 하부도로-철새홍보관-태화강국가정원 1문-태화강국가정원 2문- 태화루-성남동 시계탑-울산중앙전통시장-신라스테이/롯데시티호텔-롯데호텔-태화강역,,,매주 월요일+명절연휴 휴무,09:30,18:02,50,성인5000원,장애인/국가유공자/경로자/기초생활수급자/울산시민/KTX · SRT 탑승권 소지자/시외·고속버스 승차권 소지자·20명 이상 단체/열차탑승권 소지자/내일로 티켓 소지자/ 항공권 소지자 3000원,http://www.ulsancitytour.co.kr,울산광역시도시공사,052-700-0052,2020-06-15,B551907,울산광역시도시공사
전라북도,진안군,마이산 시티투어(전주권),063-430-2502,당일,고정형,전주 전주역 파출소 앞,전주-진안마이산-전주한옥마을,,,연중,09:10,19:00,24,성인 : 9000원+아동 : 8000원,,nbtour.co.kr,(주)남북관광,063-285-8800,2020-06-02,4730000,전라북도 진안군
울산광역시,없음,산업탐방코스,052-700-0052,매주 화요일,고정형,울산역/롯데광장,울산역-롯데광장-한주소금-현대자동차-현대중공업-롯데광장-울산역,,,매주 월요일+명절연휴 휴무,10:00,16:50,60,성인10000원+청소년이하8000원,"장애인/국가유공자/경로자/기초생활수급자 :성인 5000원, 청소년4000원 + 울산시민/KTX · SRT 탑승권 소지자/시외·고속버스 승차권 소지자·20명 이상 단체/열차탑승권 소지자/내일로 티켓 소지자/ 항공권 소지자 : 성인 7000원, 청소년 5000원",http://www.ulsancitytour.co.kr,울산광역시도시공사,052-700-0052,2020-06-15,B551907,울산광역시도시공사
울산광역시,없음,산업탐방코스,052-700-0052,매주 금요일,고정형,울산역/롯데광장,롯데광장-울산역-태화강국가정원-현대자동차-현대중공업-롯데광장-울산역,,,매주 월요일+명절연휴 휴무,10:00,16:50,60,성인10000원+청소년이하8000원,"장애인/국가유공자/경로자/기초생활수급자 :성인 5000원, 청소년4000원 + 울산시민/KTX · SRT 탑승권 소지자/시외·고속버스 승차권 소지자·20명 이상 단체/열차탑승권 소지자/내일로 티켓 소지자/ 항공권 소지자 : 성인 7000원, 청소년 5000원",http://www.ulsancitytour.co.kr,울산광역시도시공사,052-700-0052,2020-06-15,B551907,울산광역시도시공사
울산광역시,없음,역사탐방코스,052-700-0052,매주 화요일,고정형,울산역/롯데광장,롯데광장-울산역-천전리각석-대곡박물관-언양읍성-암각화박물관/반구대암각화-울산역-롯데광장,,,매주 월요일+명절연휴 휴무,09:40,17:00,60,성인10000원+청소년이하8000원,"장애인/국가유공자/경로자/기초생활수급자 :성인 5000원, 청소년4000원 + 울산시민/KTX · SRT 탑승권 소지자/시외·고속버스 승차권 소지자·20명 이상 단체/열차탑승권 소지자/내일로 티켓 소지자/ 항공권 소지자 : 성인 7000원, 청소년 5000원",http://www.ulsancitytour.co.kr,울산광역시도시공사,052-700-0052,2020-06-15,B551907,울산광역시도시공사
울산광역시,없음,정원탐방,052-700-0052,매주 수요일,고정형,울산역/롯데광장,울산역-롯데광장-국가정원-공룡발자국공원-울산중앙시장-롯데광장-울산역,,,매주 월요일+명절연휴 휴무,09:40,16:50,60,성인10000원+청소년이하8000원,"장애인/국가유공자/경로자/기초생활수급자 :성인 5000원, 청소년4000원 + 울산시민/KTX · SRT 탑승권 소지자/시외·고속버스 승차권 소지자·20명 이상 단체/열차탑승권 소지자/내일로 티켓 소지자/ 항공권 소지자 : 성인 7000원, 청소년 5000원",http://www.ulsancitytour.co.kr,울산광역시도시공사,052-700-0052,2020-06-15,B551907,울산광역시도시공사
경기도,시흥시,수시투어,모두투어 1544-5252,4월~11월17일 일정 상담 후 운영,고정형,단체지정장소,오이도-갯골생태공원-삼미시장+코스별도협의,오이도빨강등대+선사유적공원+갯골생태공원+삼미시장,코스는 계절/시기에 따라 변동될 수 있음,4월~11월17일 일정 상담 후 운행,09:00,18:00,0,"12,000원",,http://www.siheung.go.kr,경기도 시흥시청,031-310-2902,2020-05-11,4010000,경기도 시흥시
울산광역시,없음,어린이DAY코스,052-700-0052,매주 수요일,고정형,롯데광장,암각화박물관-반구대암각화/고래박물관-대왕암공원/국가정원-울산박물관/울산시청-태화강생태체험관/약사제방유적전시관-함월유아숲체험관/강동해변-안전체험관,,,매주 월요일+명절연휴 휴무,10:00,13:00,60,5000원,"장애인/국가유공자/경로자/기초생활수급자 :성인 5000원, 청소년4000원 + 울산시민/KTX · SRT 탑승권 소지자/시외·고속버스 승차권 소지자·20명 이상 단체/열차탑승권 소지자/내일로 티켓 소지자/ 항공권 소지자 : 성인 7000원, 청소년 5000원",http://www.ulsancitytour.co.kr,울산광역시도시공사,052-700-0052,2020-06-15,B551907,울산광역시도시공사
울산광역시,없음,학생홍보단,052-700-0052,매주 목요일,고정형,시티투어정류장,학생 현장학습활동 지원,,,매주 월요일+명절연휴 휴무,10:00,13:00,60,성인10000원+청소년이하8000원,"장애인/국가유공자/경로자/기초생활수급자 :성인 5000원, 청소년4000원 + 울산시민/KTX · SRT 탑승권 소지자/시외·고속버스 승차권 소지자·20명 이상 단체/열차탑승권 소지자/내일로 티켓 소지자/ 항공권 소지자 : 성인 7000원, 청소년 5000원",http://www.ulsancitytour.co.kr,울산광역시도시공사,052-700-0052,2020-06-15,B551907,울산광역시도시공사
울산광역시,없음,달빛탐방,052-700-0052,5월~10월 금/토,고정형,태화강역,태화강역-울산대교-대교전망대-대왕암공원-큰애기야시장,,,매주 월요일+명절연휴 휴무,19:00,22:20,60,성인10000원+청소년이하8000원,"장애인/국가유공자/경로자/기초생활수급자 :성인 5000원, 청소년4000원 + 울산시민/KTX · SRT 탑승권 소지자/시외·고속버스 승차권 소지자·20명 이상 단체/열차탑승권 소지자/내일로 티켓 소지자/ 항공권 소지자 : 성인 7000원, 청소년 5000원",http://www.ulsancitytour.co.kr,울산광역시도시공사,052-700-0052,2020-06-15,B551907,울산광역시도시공사
울산광역시,없음,생태탐방,052-700-0052,11월~2월 토/일,고정형,태화강역,태화강역-떼까마귀 군무-울산대공원,,,매주 월요일+명절연휴 휴무,16:00,20:00,60,성인10000원+청소년이하8000원,"장애인/국가유공자/경로자/기초생활수급자 :성인 5000원, 청소년4000원 + 울산시민/KTX · SRT 탑승권 소지자/시외·고속버스 승차권 소지자·20명 이상 단체/열차탑승권 소지자/내일로 티켓 소지자/ 항공권 소지자 : 성인 7000원, 청소년 5000원",http://www.ulsancitytour.co.kr,울산광역시도시공사,052-700-0052,2020-06-15,B551907,울산광역시도시공사
울산광역시,없음,내륙해안탐방,052-700-0052,매주 토요일,고정형,울산역/롯데광장,울산역-롯데광장-간절곶-반구대암각화-울산역-롯데광장,,,매주 월요일+명절연휴 휴무,09:40,17:10,60,성인10000원+청소년이하8000원,"장애인/국가유공자/경로자/기초생활수급자 :성인 5000원, 청소년4000원 + 울산시민/KTX · SRT 탑승권 소지자/시외·고속버스 승차권 소지자·20명 이상 단체/열차탑승권 소지자/내일로 티켓 소지자/ 항공권 소지자 : 성인 7000원, 청소년 5000원",http://www.ulsancitytour.co.kr,울산광역시도시공사,052-700-0052,2020-06-15,B551907,울산광역시도시공사
울산광역시,없음,해안탐방코스,052-700-0052,매주 일요일,고정형,울산역/롯데광장,울산역-롯데광장-울산박물관-외고산옹기마을-간절곶-번개시장-롯데광장-울산역,,,매주 월요일+명절연휴 휴무,09:30,17:20,60,성인10000원+청소년이하8000원,"장애인/국가유공자/경로자/기초생활수급자 :성인 5000원, 청소년4000원 + 울산시민/KTX · SRT 탑승권 소지자/시외·고속버스 승차권 소지자·20명 이상 단체/열차탑승권 소지자/내일로 티켓 소지자/ 항공권 소지자 : 성인 7000원, 청소년 5000원",http://www.ulsancitytour.co.kr,울산광역시도시공사,052-700-0052,2020-06-15,B551907,울산광역시도시공사
충청남도,태안군,북부코스,670-2772,10:00~17:00,고정형,태안터미널 옆 새마을금고 앞,신두리사구-만리포해변-유류피해극복기념관-천리포수목원-태안전통시장,홈페이지 및 리플릿 참조,문화관광해설사가 동행하여 관광지 해설 및 관광홍보물 제공,매주 토/일요일,10:00,17:00,420,"5,000",해당사항없음,taean.go.kr,충청남도태안군,041-670-2772,2020-06-23,4620000,충청남도 태안군
충청남도,태안군,남부코스,670-2772,10:00~17:00,고정형,태안터미널 옆 새마을금고 앞,팜카밀레-쥬라기박물관-백사장항-안면도수목원-꽃지해수욕장,홈페이지 및 리플릿 참조,문화관광해설사가 동행하여 관광지 해설 및 관광홍보물 제공,매주 토/일요일,10:00,17:00,420,"5,000",해당사항없음,taean.go.kr,충청남도태안군,041-670-2772,2020-06-23,4620000,충청남도 태안군
경기도,이천시,이천순환형시티투어,(사)이천나드리 031-636-2723~4,"매월 1째주(A코스),3째주(B코스) 토요일",순환형,개인-이천역,"A코스:이천역-설봉공원-관고시장-쌀밥거리,이천인삼유통센터-예스파크-롯데프리미엄아울렛-덕평공룡수목원-롯데프리미엄아울렛-예스파크-쌀밥거리,이천인삼유통센터-설봉공원-관고시장-이천역B코스:이천역-서희테마파크-테르메덴,시몬스테라스-농업테마공원-민주화운동기념공원-테르메덴,시몬스테라스-서희테마공원-관고시장-쌀밥거리,이천인삼유통센터-사기막골도예촌-이천역",덕평자연휴게소,개인별,"매 월 첫째주, 셋째주 토요일 운행",10:00,18:00,60,"1인 2,000원(성인,아동 동일)","입장료, 식사비, 여행자보험 개별부담",http://www.2000green.com/,이천시청 홍보관광담당관실,031-645-3083,2020-06-23,4070000,경기도 이천시
경기도,이천시,이천시티투어,(사)이천나드리 031-636-2723~4,주말운영원칙+평일 탄력적 운영,고정형,단체-희망출발지,"1코스 : 농업테마공원-공간 다락-이천인삼유통센터,이천도자예술마을, 2코스 : 체험마을-돼지박물관, 3코스 : 도자기체험-이천쌀한정식-이천 시립박물관-롯데프리미엄아울렛",사기막골 도예촌+덕평자연휴게소,25인이상 단체 사전예약시 희망하는 출발지로 버스집결,주말+평일 탄력운행,10:00,16:00,60,"17,900원/22,500원/30,500원",인솔자도 비용 발생,http://www.2000green.com/,이천시청 홍보관광담당관실,031-645-3083,2020-06-23,4070000,경기도 이천시
경기도,성남시,도시가 즐거운 성남도시락버스,㈜로망스투어 070-7813-5000,"남한산성, 박물관, 생태학습원 등 : 연중토요일운영",고정형,"서울시청역, 교대역, 성남시청","성남시청-남한산성-신구대식물원,율동생태학습원,판교박물관,맹산반딧불이자연학교,대광사-성남시청/코스별 상이",,,연중 토요일 코스 운영,09:00,17:00,0,"코스별 11,000원 ~ 20,000원",,www.seongnamtour.com,성남시 관광과,031-729-8602,2020-06-02,3780000,경기도 성남시
전라북도,진안군,마이산 시티투어(수도권),063-430-2502,당일,고정형,"서울시청 앞, 서울 교대역 앞",서울­진안 마이산­전주한옥마을,,,연중,07:00,20:00,24,성인 : 22900원,,toursketch.co.kr,(주)여행스케치,02-701-2506,2020-06-02,4730000,전라북도 진안군
전라북도,진안군,마이산 시티투어(전주권),063-430-2502,당일,고정형,전주 고속버스터미널 건너편,전주-진안마이산-전주한옥마을,,,연중,08:20,19:00,24,성인 : 9000원+아동 : 8000원,,nbtour.co.kr,(주)남북관광,063-285-8800,2020-06-02,4730000,전라북도 진안군
전라북도,진안군,마이산 시티투어(전주권),063-430-2502,당일,고정형,전주 시외버스터미널 건너편,전주-진안마이산-전주한옥마을,,,연중,08:30,19:00,24,성인 : 9000원+아동 : 8000원,,nbtour.co.kr,(주)남북관광,063-285-8800,2020-06-02,4730000,전라북도 진안군
경기도,시흥시,정기투어,모두투어 1544-5252,4월~11월17일 매주 토/일요일 운영,고정형,오이도역/시흥시청,오이도-갯골생태공원-삼미시장,오이도빨강등대+선사유적공원+갯골생태공원+삼미시장,코스는 계절/시기에 따라 변동될 수 있음,4월~11월17일 매주 토/일 운행(일요일에 운행하지 않는 경우 있음),14:00,20:00,0,"10,000원",,http://www.siheung.go.kr,경기도 시흥시청,031-310-2902,2020-05-11,4010000,경기도 시흥시
경기도,양주시,북부코스,로망스투어 02-318-1664,주말 및 공휴일,고정형,서울시청+잠실종합운동장+양주역,회암사지 및 회암사지 박물관 - 비암장수마을 - 조소앙기념관 - 필룩스조명박물관,,,모객에 따라 운행(코로나19에 따른 운행 중지),08:00,17:00,60,"23,900",중식비 포함,https://www.yangju.go.kr/tour/contents.do?key=2666,경기도 양주시 문화관광과,031-8082-5664,2020-05-22,5590000,경기도 양주시
경기도,양주시,남부코스,풍경 02-2699-9720,주말 및 공휴일,고정형,교대역+시청역+양주역,회암사지 및 회암사지 박물관 - 양주관아지 - 장욱진미술관(또는 가나아트파크),가나아트파크+장흥자생수목원 등,,모객에 따라 운행(코로나19에 따른 운행 중지),08:30,17:00,60,"14,900",중식비 별도,https://www.yangju.go.kr/tour/contents.do?key=2667,경기도 양주시 문화관광과,031-8082-5664,2020-05-22,5590000,경기도 양주시
경기도,양주시,단체투어,코레일투어 1544-4590+로망스투어 02-318-1664+풍경 02-2699-9720,문의 필요,고정형,문의 필요,문의 필요,가나아트파크+ 양주시립장욱진미술관+ 권율장군묘 등,,문의 필요(코로나19에 따른 운행 중지),10:00,17:00,60,문의 필요,,https://www.yangju.go.kr/tour/contents.do?key=2668,경기도 양주시 문화관광과,031-8082-5664,2020-05-22,5590000,경기도 양주시
전라북도,부안군,부안 시티투어,스카이항공 063-252-2988,매주토요일,순환형,전주한옥마을,전주 한옥마을(09:00)-전주역(09:15)-채석강주차장(10:50)-채석강(자율중식)-고사포해안도로(13:10)-내소사(14:00)-곰소젓갈발효센터(15:15)-채석강주차장(16:25)-전주역(18:00)-전주한옥마을(18:15),채석강+고사포해수욕장+변산해수욕장+내소사,전주탑승 및 채석강 탑승 가능,토요일+주1회+5인이상시운행,09:00,18:15,0,"전주출발성인10,000원+부안출발성인6,000원",,www.iskytour.com,전라북도 부안군청,063-580-4395,2020-05-25,4790000,전라북도 부안군
경기도,경기 서부권,EG투어버스 A코스,031-410-7963,매주 화/목/토요일,고정형,명동역/홍대입구역,"명동역-홍대입구역-안산 승마체험(봄,가을)or그랑고또와이너리(여름)-안산 다문화거리(점심)-시흥 갯골생태공원-광명동굴-홍대입구역-명동역",코스정보참고,봄&가을/여름 운행이 다름,1인 이상,09:00,19:20,0,"60,000",점심 불포함,www.jski.co.kr,경기관광공사,031-259-4700,2020-05-18,B551328,경기관광공사
경기도,경기 서부권,EG투어버스 B코스,02-861-9195,매주 화/목/토/일요일,고정형,명동역/홍대입구역,명동역-홍대입구역-부천 아트벙커B39-시흥 프리미엄 아울렛(점심)-시흥 갯골생태공원-화성 제부도 해안산책 및 갯벌체험(봄&여름)or사격체험(가을&겨울)-홍대입구역-명동역,코스정보참고,봄&여름/가을&겨울 운행이 다름,1인 이상,09:00,19:40,0,"60,000",점심 포함,www.hanyouwang.com,경기관광공사,031-259-4700,2020-05-18,B551328,경기관광공사
경기도,경기 남부권,EG투어버스 C코스,02-861-9195,매주 수/금/토/일요일,고정형,명동역/홍대입구역,명동역-의왕레일바이크-평택 국제시장&철길벽화거리(점심)-수원화성&화성행궁-수원 행리단길-명동역,코스정보참고,,1인 이상,09:00,19:00,0,"65,000",점심 불포함,www.hanyouwang.com,경기관광공사,031-259-4700,2020-05-18,B551328,경기관광공사
경기도,경기 동부권,EG투어버스 D코스,02-861-9195,매일,고정형,명동역/홍대입구역,명동역-양평 두물머리-쁘띠프랑스(점심)-가평레일바이크(봄&가을)or수상레포츠체험(여름)or빙어낚시체험(겨울),코스정보참고,봄&가을/여름/겨울 운행이 다름,1인 이상,08:30,20:00,0,"65,000",점심 불포함,www.hanyouwang.com,경기관광공사,031-259-4700,2020-05-18,B551328,경기관광공사
경기도,경기 남부권,EG투어버스 E코스,02-365-1500,매주 수/목/금/토/일요일,고정형,인사동/홍대입구,인사동-홍대입구역-수원화성-수원남문시장-한국민속촌(점심)-홍대입구역-인사동,코스정보참고,,1인 이상,09:00,18:00,0,"55,000",점심 포함,www.eg-shuttle.com,경기관광공사,031-259-4700,2020-05-18,B551328,경기관광공사
경기도,경기 남부권,EG투어버스 F코스,02-365-1500,매주 수/금/일요일,고정형,인사동/홍대입구,인사동-홍대입구역-안성팜랜드-점심식사-이천 도예마을(머그컵DIY 체험)-남한산성-홍대입구역-인사동,코스정보참고,,1인 이상,08:00,19:00,0,"80,000",점심 포함,www.eg-shuttle.com,경기관광공사,031-259-4700,2020-05-18,B551328,경기관광공사
경기도,경기 남부권,EG투어버스 G코스,02-365-1500,매주 화/목/토요일,고정형,인사동/홍대입구,인사동-홍대입구역-김포 아트빌리지-대명항 수산시장(점심)-김포 함상공원&평화누리길-일산 얼라이브스타-홍대입구역-인사동,코스정보참고,,1인 이상,09:00,17:30,0,"70,000",점심 포함,www.eg-shuttle.com,경기관광공사,031-259-4700,2020-05-18,B551328,경기관광공사
경기도,경기 동북권,EG투어버스 H코스,02-2038-0840,매주 화/목/토요일,고정형,홍대입구역/명동역/동대문역사문화공원역,홍대입구역-명동역-동대문역사문화공원역-포천 아트벨리-농장체험-평강랜드-동대문역사문화공원역-명동역-홍대입구역,코스정보참고,,1인 이상,07:10,17:10,0,"50,000",점심 불포함,www.ktourstory.com,경기관광공사,031-259-4700,2020-05-18,B551328,경기관광공사
경기도,경기 서북부권,EG투어버스 I코스,02-2038-0840,매주 월/수/금요일,고정형,홍대입구역/명동역/동대문역사문화공원역,홍대입구역-명동역-동대문역사문화공원역-산머루농원(와인체험)-마장호수 출렁다리-벽초지수목원-동대문역사문화공원역-명동역-홍대입구역,코스정보참고,,1인 이상,07:20,19:10,0,"60,000",점심 불포함,www.ktourstory.com,경기관광공사,031-259-4700,2020-05-18,B551328,경기관광공사
경기도,경기 동부권,EG투어버스 J코스,02-2038-0840,매주 수/금/일요일,고정형,홍대입구역/명동역/동대문역사문화공원역,홍대입구역-명동역-동대문역사문화공원역-양평 외갓집 체험-양평 양떼목장-양평 물맑은시장-동대문역사문화공원역-명동역-홍대입구역,코스정보참고,,1인 이상,07:20,19:20,0,"65,000",점심 포함,www.ktourstory.com,경기관광공사,031-259-4700,2020-05-18,B551328,경기관광공사
경기도,파주시,파주시티 별빛투어(우아한 힐링 여행),성오투어㈜ 031-949-8888,"2월~12월 연중 매월 둘째주 금,토요일",고정형,합정역(2호선)+금촌역(경의선),헤이리예술마을-프로방스-시에나호텔-마장호수-보광사-벽초지문화수목원,오두산통일전망대,합정역 2번출구 출발(18:30)~금촌역 1번출구 경유,공휴일 정상운영,18:30,17:30,0,"64,000원",중식비/여행자보험비 개별 부담,www.pjcitytour.co.kr,경기도 파주시청,031-940-8516,2019-09-06,4060000,경기도 파주시
경기도,파주시,파주시티 별빛투어(DMZ 별빛 여행),성오투어㈜ 031-949-8888,"2월~12월 연중 매월 넷째주 금,토요일",고정형,합정역(2호선)+운정역(경의선),퍼스트가든-위즈호텔-제3땅굴-도라전망대-해마루촌-허준묘-해마루촌(동의보감 차체험),임진각관광지,합정역 2번출구 출발(18:30)~운정역 1번출구 경유,공휴일 정상운영,18:30,17:30,0,"73,000원",중식비/여행자보험비 개별 부담,www.pjcitytour.co.kr,경기도 파주시청,031-940-8516,2019-09-06,4060000,경기도 파주시
경기도,파주시,2019년 정규코스,성오투어㈜ 031-949-8888,4월~11월 연중 매주 목요일,고정형,합정역(2호선)+파주관내 경의선 역사 1개소,2019년 정규코스 4월 운행예정,파주관내 주요관광지,합정역 2번출구 출발~문산역 1번출구 경유,공휴일 정상운영,09:30,17:30,0,계획중,중식비/여행자보험비 개별부담,www.pjcitytour.co.kr,경기도 파주시청,031-940-8516,2019-09-06,4060000,경기도 파주시
