교량명,시설물종별등급구분,도로종류,도로노선명,도로노선번호,도로노선방향,시도명,시군구명,시군구코드,소재지도로명주소,소재지지번주소,교량시작점위도,교량시작점경도,교량종료점위도,교량종료점경도,교량연장,교량폭,교량보도폭,교량높이,차로수,상하행선분리여부,상부구조형식,교량준공년도,최종안전점검일자,최종안전점검결과,최종안전점검유형,내진설계적용여부,내진성능확보여부,교량보수보강내역,교량보수보강비용,설계활하중,허용통행하중,하부통과제한높이,관리기관명,관리기관전화번호,데이터기준일자,제공기관코드,제공기관명
평강교,03,03,낙동북로,40,03,2,강서구,26440,부산광역시 강서구 낙동북로,부산광역시 강서구 강동동 661-435,35.215159,128.945982,35.215051,128.946201,31.1,35,8,4,6,N,PCI,1992,2019-06-06,B,정기점검,미적용,Y,0,0,DB-24,43.2,0,건설안전시험사업소 도로안전3팀,051-550-7266,2019-08-01,6260000,부산광역시
제2녹산교,03,03,낙동남로,10,03,2,강서구,26440,부산광역시 강서구 낙동남로,부산광역시 강서구 녹산동 1273-2,35.120574,128.897732,35.120314,128.898588,84,35,8,4,6,N,PCI,1994,2019-06-06,B,정기점검,미적용,Y,0,0,DB-24,43.2,0,건설안전시험사업소 도로안전3팀,051-550-7264,2019-08-01,6260000,부산광역시
춘천2교,03,03,외부순환도로,77,03,2,해운대구,26350,부산광역시 해운대구 외부순환도로,부산광역시 해운대구 좌동,35.179236,129.166745,35.179325,129.166879,40,38,0,4,8,Y,RA,1996,2016-12-16,B,정밀점검,미적용,Y,0,0,DB-24,43.2,0,건설안전시험사업소 도로안전2팀,051-550-7272,2019-08-01,6260000,부산광역시
화명교,03,03,금곡대로,41,03,2,북구,26320,부산광역시 북구 금곡대로,부산광역시 북구 화명동 1522-4,35.239866,129.014155,35.239677,129.014145,40,30,7,4,6,N,PCI,1996,2019-06-06,B,정기점검,미적용,Y,0,0,DB-24,43.2,0,건설안전시험사업소 도로안전3팀,051-550-7264,2019-08-01,6260000,부산광역시
세실교,03,03,외부순환도로,77,03,2,해운대구,26350,부산광역시 해운대구 외부순환도로,부산광역시 해운대구 좌동,35.180804,129.177617,35.180724,129.177723,20.4,30,0,4,6,Y,RCS,1996,2017-07-25,B,정밀점검,미적용,Y,0,0,DB-24,43.2,0,건설안전시험사업소 도로안전2팀,051-550-7272,2019-08-01,6260000,부산광역시
범5호교,03,03,범일로,7101,03,2,동구,26170,부산광역시 동구 범일로,부산광역시 동구 범일동,35.141419,129.064227,35.141445,129.064826,58,25,6,4,4,N,RCS,1996,2016-12-19,C,정밀점검,미적용,N,0,0,DB-24,43.2,0,건설안전시험사업소 도로안전2팀,051-550-7278,2019-08-01,6260000,부산광역시
춘천3교,03,03,좌동순환로,4006,03,2,해운대구,26350,부산광역시 해운대구 좌동순환로,부산광역시 해운대구 좌동,35.175856,129.169266,35.175897,129.169371,30.1,30,5,4,6,Y,RCS,1996,2016-11-02,B,정밀점검,미적용,N,0,0,DB-24,43.2,0,건설안전시험사업소 도로안전2팀,051-550-7272,2019-08-01,6260000,부산광역시
화전교,03,03,녹산화전로,7701,03,2,강서구,26440,부산광역시 강서구 녹산화전로,부산광역시 강서구 녹산동 741-11,35.108744,128.872971,35.108677,128.872976,30,40,7,4,8,N,PF,1997,2019-06-06,B,정기점검,미적용,Y,0,0,DB-24,43.2,0,건설안전시험사업소 도로안전3팀,051-550-7264,2019-08-01,6260000,부산광역시
지사교,03,03,가락대로,15,03,2,강서구,26440,부산광역시 강서구 가락대로,부산광역시 강서구 생곡동 591-2,35.142811,128.875019,35.142451,128.874815,65,40,7,4,8,N,STB,1997,2019-06-06,B,정기점검,미적용,Y,0,0,DB-24,43.2,0,건설안전시험사업소 도로안전3팀,051-550-7265,2019-08-01,6260000,부산광역시
송정2호교,03,03,기장해안로,2301,03,2,해운대구,26350,부산광역시 해운대구 기장해안로,부산광역시 해운대구 송정동,35.181643,129.206321,35.181829,129.206711,45,25,5,4,4,N,STB,1998,2016-12-16,B,정밀점검,미적용,N,0,0,DB-24,43.2,0,건설안전시험사업소 도로안전2팀,051-550-7272,2019-08-01,6260000,부산광역시
녹송1교,03,03,녹산산업북로,7707,03,2,강서구,26440,부산광역시 강서구 녹산산업북로,부산광역시 강서구 송정동 1513,35.097977,128.834639,35.097985,128.835218,60.1,30,8,4,4,N,PCI,1997,2019-06-06,B,정기점검,미적용,Y,0,0,DB-24,43.2,0,건설안전시험사업소 도로안전3팀,051-550-7265,2019-08-01,6260000,부산광역시
녹송2교,03,03,녹산산업중로,7702,03,2,강서구,26440,부산광역시 강서구 녹산산업중로,부산광역시 강서구 송정동 1524,35.093472,128.834661,35.093461,128.835263,60.1,25,8,4,4,N,PCI,1997,2019-06-06,B,정기점검,미적용,Y,0,0,DB-24,43.2,0,건설안전시험사업소 도로안전3팀,051-550-7265,2019-08-01,6260000,부산광역시
녹송3교,03,03,광역순환도로,88,03,2,강서구,26440,부산광역시 강서구 녹산산업대로,부산광역시 강서구 송정동 1535,35.088969,128.834654,35.088949,128.835263,60.1,35,8,4,4,N,PCI,1997,2019-06-06,B,정기점검,미적용,Y,0,0,DB-24,43.2,0,건설안전시험사업소 도로안전3팀,051-550-7265,2019-08-01,6260000,부산광역시
연화과선교,03,03,기장대로,23,03,2,기장군,26710,부산광역시 기장군 기장대로,부산광역시 기장군 기장읍 청강리,35.218363,129.211488,35.219342,129.212306,50,32,8,4,6,N,STB,2001,2019-06-28,B,정기점검,미적용,N,0,0,DB-24,43.2,0,건설안전시험사업소 도로안전1팀,051-550-7254,2019-08-01,6260000,부산광역시
송정1호교,03,03,기장대로,23,03,2,기장군,26710,부산광역시 기장군 기장대로,부산광역시 기장군 기장읍 내리,35.197258,129.205881,35.197417,129.205948,17,32,8,4,6,N,라멘교,2001,2019-06-02,B,정밀점검,미적용,Y,0,0,DB-24,43.2,0,건설안전시험사업소 도로안전1팀,051-550-7254,2019-08-01,6260000,부산광역시
내리교,03,03,기장대로,23,03,2,기장군,26710,부산광역시 기장군 기장대로,부산광역시 기장군 기장읍 석산리,35.206092,129.206896,35.206424,129.207213,40,32,8,4,6,N,라멘교,2001,2019-06-02,B,정밀점검,미적용,Y,0,0,DB-24,43.2,0,건설안전시험사업소 도로안전1팀,051-550-7254,2019-08-01,6260000,부산광역시
죽성교,03,03,기장대로,23,03,2,기장군,26710,부산광역시 기장군 기장대로,부산광역시 기장군 기장읍 청강리,35.245529,129.221052,35.245661,129.221074,32,33,5,4,8,N,라멘교,2001,2019-06-02,C,정밀점검,미적용,Y,0,0,DB-24,43.2,0,건설안전시험사업소 도로안전1팀,051-550-7254,2019-08-01,6260000,부산광역시
대저교,03,03,공항로,31,03,2,강서구,26440,부산광역시 강서구 공항로,부산광역시 강서구 대저1동 670-231,35.232633,128.993717,35.232418,128.993678,40.2,29.9,5.9,4,6,N,STB,1988,2019-06-06,B,정기점검,미적용,Y,0,0,DB-24,43.2,0,건설안전시험사업소 도로안전3팀,051-550-7265,2019-08-01,6260000,부산광역시
달산교,99,03,정관로,5001,03,2,기장군,26710,부산광역시 기장군 정관로,부산광역시 기장군 정관읍 달산리,35.320002,129.187818,35.320424,129.188422,50,25.6,10,4,4,N,PF,2007,2019-06-02,C,정밀점검,적용,Y,0,0,DB-24,43.2,0,건설안전시험사업소 도로안전1팀,051-550-7254,2019-08-01,6260000,부산광역시
모전교,99,03,정관로,5001,03,2,기장군,26710,부산광역시 기장군 정관로,부산광역시 기장군 정관읍 모전리,35.333391,129.170498,35.333004,129.170807,44.9,26,8,4,4,N,PF,2008,2019-06-02,B,정밀점검,적용,Y,0,0,DB-24,43.2,0,건설안전시험사업소 도로안전1팀,051-550-7254,2019-08-01,6260000,부산광역시
중앙교,99,03,정관산업로,81,03,2,기장군,26710,부산광역시 기장군 정관산업로,부산광역시 기장군 정관읍 매학리,35.323693,129.180201,35.324185,129.180448,47,35.6,10,4,6,N,라멘교,2007,2019-06-02,B,정밀점검,적용,Y,0,0,DB-24,43.2,0,건설안전시험사업소 도로안전1팀,051-550-7254,2019-08-01,6260000,부산광역시
죽림육교,99,03,외부순환도로,77,03,2,강서구,26440,부산광역시 강서구 서낙동로,부산광역시 강서구 죽림동 262,35.200436,128.897752,35.200349,128.897681,30,25,0,4,6,N,PCI,2009,2017-12-14,B,정밀점검,적용,N,0,0,DB-24,43.2,0,건설안전시험사업소 도로안전3팀,051-550-7265,2019-08-01,6260000,부산광역시
화전1교,99,03,화전산업대로,7709,03,2,강서구,26440,부산광역시 강서구 화전산업대로,부산광역시 강서구 녹산동,35.108309,128.888136,35.108466,128.888111,45,40.9,10,4,4,N,RCB,2009,2019-04-19,B,정기점검,적용,Y,0,0,DB-24,43.2,0,건설안전시험사업소 도로안전1팀,051-550-7257,2019-08-01,6260000,부산광역시
화전2교,99,03,화전산단6로,0,03,2,강서구,26440,부산광역시 강서구 화전산단6로,부산광역시 강서구 녹산동,35.108657,128.883062,35.108809,128.883069,43,25.9,8,4,4,N,RCB,2009,2019-04-19,B,정기점검,적용,Y,0,0,DB-24,43.2,0,건설안전시험사업소 도로안전1팀,051-550-7257,2019-08-01,6260000,부산광역시
화전3교,99,03,화전산단5로,0,03,2,강서구,26440,부산광역시 강서구 화전산단5로,부산광역시 강서구 녹산동,35.108582,128.878239,35.108821,128.878236,40,30.9,6,4,4,N,RCB,2009,2019-04-19,B,정기점검,적용,Y,0,0,DB-24,43.2,0,건설안전시험사업소 도로안전1팀,051-550-7257,2019-08-01,6260000,부산광역시
화전4교,99,03,화전산업대로,7709,03,2,강서구,26440,부산광역시 강서구 화전산업대로,부산광역시 강서구 녹산동,35.095703,128.886971,35.095779,128.887016,20,57.4,10,4,4,N,RCB,2009,2019-04-19,B,정기점검,적용,Y,0,0,DB-24,43.2,0,건설안전시험사업소 도로안전1팀,051-550-7257,2019-08-01,6260000,부산광역시
화전5교,99,03,화전산단6로,0,03,2,강서구,26440,부산광역시 강서구 화전산단6로,부산광역시 강서구 녹산동,35.096814,128.883053,35.096947,128.883047,21,25.9,10,4,4,N,RCB,2009,2019-04-19,B,정기점검,적용,Y,0,0,DB-24,43.2,0,건설안전시험사업소 도로안전1팀,051-550-7257,2019-08-01,6260000,부산광역시
화전6교,99,03,화전산단5로,0,03,2,강서구,26440,부산광역시 강서구 화전산단5로,부산광역시 강서구 녹산동,35.098323,128.878255,35.098487,128.878265,21,30.9,7,4,4,N,RCB,2009,2019-04-19,B,정기점검,적용,Y,0,0,DB-24,43.2,0,건설안전시험사업소 도로안전1팀,051-550-7257,2019-08-01,6260000,부산광역시
천성회차로교,99,03,거가대로,17,03,2,강서구,26440,부산광역시 강서구 거가대로,부산광역시 강서구 천성동 376-1,35.024719,128.817021,35.024409,128.816647,40,24.6,0,4,4,N,PSCI,2011,2018-05-08,B,정밀점검,적용,N,0,0,DB-24,43.2,0,건설안전시험사업소 도로안전3팀,051-550-7265,2019-08-01,6260000,부산광역시
분포교,99,03,분포로,6604,03,2,남구,26290,부산광역시 남구 분포로,부산광역시 남구 용호동,35.135003,129.112172,35.135442,129.111673,70,31,6,4,6,N,PFB,2009,2016-12-19,B,정밀점검,적용,Y,0,0,DB-24,43.2,0,건설안전시험사업소 도로안전2팀,051-550-7278,2019-08-01,6260000,부산광역시
서부산유통 단지진입교,99,03,유통단지1로,0,03,2,강서구,26440,부산광역시 강서구 유통단지1로,부산광역시 강서구 대저2동 3142,35.169307,128.959674,35.169078,128.959662,26,52.5,0,4,9,N,RCB,2011,2018-07-28,B,정밀점검,적용,N,0,0,DB-24,43.2,0,건설안전시험사업소 도로안전3팀,051-550-7265,2019-08-01,6260000,부산광역시
서부산유통 단지진입2교,99,03,유통단지1로,0,03,2,강서구,26440,부산광역시 강서구 유통단지2로,부산광역시 강서구 대저2동 3143,35.164625,128.958706,35.164326,128.958591,49,36,0,4,4,N,RCB,2011,2018-07-28,B,정밀점검,적용,N,0,0,DB-24,43.2,0,건설안전시험사업소 도로안전3팀,051-550-7265,2019-08-01,6260000,부산광역시
정관IC교,99,03,광역순환도로,88,03,2,기장군,26710,부산광역시 기장군 광역순환도로,부산광역시 기장군 정관읍 용수리,35.331628,129.182651,35.331687,129.182543,30,25,0,4,5,N,PCI,2011,2019-04-16,B,정기점검,적용,Y,0,0,DB-24,43.2,0,건설안전시험사업소 도로안전1팀,051-550-7254,2019-08-01,6260000,부산광역시
장산고가교,99,03,외부순환도로,77,03,2,해운대구,26350,부산광역시 해운대구 외부순환도로,부산광역시 해운대구 좌동,35.179812,129.167762,35.180091,129.168406,78,38,0,4,4,Y,PCS,1996,2017-07-23,B,정밀점검,적용,Y,0,0,DB-24,43.2,0,건설안전시험사업소 도로안전2팀,051-550-7273,2019-08-01,6260000,부산광역시
뉴타운교,99,03,서동로,0,03,2,금정구,26410,부산광역시 금정구 동현로,부산광역시 금정구 부곡동,35.223721,129.088061,35.223605,129.088457,42,34,10,4,6,N,강상판CFT거더,2011,2019-05-01,B,정기점검,적용,Y,0,0,DB-24,43.2,0,건설안전시험사업소 도로안전1팀,051-550-7255,2019-08-01,6260000,부산광역시
명례1교,99,03,기장대로,23,03,2,기장군,26710,부산광역시 기장군 기장대로,부산광역시 기장군 장안읍 오리,35.366999,129.260795,35.367003,129.260683,32.1,33.5,0,4,4,N,MSP거더합성교,2014,2019-04-16,B,정기점검,적용,Y,0,0,DB-24,43.2,0,건설안전시험사업소 도로안전1팀,051-550-7254,2019-08-01,6260000,부산광역시
명례2교,99,03,기장대로,23,03,2,기장군,26710,부산광역시 기장군 기장대로,부산광역시 기장군 장안읍 오리,35.366987,129.261051,35.366991,129.260934,38.8,42.9,0,4,4,N,MSP거더합성교,2014,2019-04-16,B,정기점검,적용,Y,0,0,DB-24,43.2,0,건설안전시험사업소 도로안전1팀,051-550-7254,2019-08-01,6260000,부산광역시
지사천1교,99,03,미음산단로,0,03,2,강서구,26440,부산광역시 강서구 미음산단로,부산광역시 강서구 미음동 1630,35.139484,128.861398,35.139364,128.861402,45,30.8,0,4,6,N,PSCI,2015,2019-06-06,B,정기점검,적용,N,0,0,DB-24,43.2,0,건설안전시험사업소 도로안전3팀,051-550-7265,2019-08-01,6260000,부산광역시
식만교,99,03,외부순환도로,77,03,2,강서구,26440,부산광역시 강서구 서낙동로,부산광역시 강서구 식만동 835,35.217441,128.916669,35.217271,128.915948,90.3,27.9,0,4,6,N,Precom Beam,2009,2019-06-06,B,정기점검,적용,N,0,0,DB-24,43.2,0,건설안전시험사업소 도로안전3팀,051-550-7265,2019-08-01,6260000,부산광역시
덕선천교,99,03,좌천로,9103,03,2,기장군,26710,부산광역시 기장군 좌천로,부산광역시 기장군 장안읍 좌동리,35.313096,129.245812,35.313141,129.245932,20,25.9,8,4,4,N,PF,2016,2019-04-18,A,정기점검,적용,Y,0,0,DB-24,43.2,0,건설안전시험사업소 도로안전1팀,051-550-7254,2019-08-01,6260000,부산광역시
석말교,99,03,가락대로,15,03,2,강서구,26440,부산광역시 강서구 가락대로,부산광역시 강서구 범방동 354-27,35.148216,128.877935,35.148075,128.877841,35,47.4,0,4,8,N,BOX형 RA,2016,2019-06-06,B,정기점검,적용,N,0,0,DB-24,43.2,0,건설안전시험사업소 도로안전3팀,051-550-7265,2019-08-01,6260000,부산광역시
예림2교,99,03,정관로,5001,03,2,기장군,26710,부산광역시 기장군 정관로,부산광역시 기장군 정관읍 예림리 1052-7번지,35.324039,129.205864,35.323907,129.205852,12,25,5,2.5,4,N,라멘교,2018,2019-04-16,A,정기점검,적용,Y,0,0,DB-24,43.2,0,건설안전시험사업소 도로안전1팀,051-550-7255,2019-08-01,6260000,부산광역시
예림3교,99,03,정관로,5001,03,2,기장군,26710,부산광역시 기장군 정관로,부산광역시 기장군 정관읍 예림리 1072-1번지,35.323732,129.202455,35.323646,129.202436,13,25,5,3,4,N,라멘교,2018,2019-04-16,A,정기점검,적용,Y,0,0,DB-24,43.2,0,건설안전시험사업소 도로안전1팀,051-550-7255,2019-08-01,6260000,부산광역시
화평운교,3,7,중로,2-7번,3,인천광역시,중구,28110,,인천광역시 중구 전동 40,37.479031,126.627869,37.479283,126.628031,23.2,19.3,1.7,10,4,Y,PF,2004,2019-07-05,B,정기점검,,Y,,,DB-24,43.2,,인천광역시 중구청,032-760-7450,2019-10-16,3490000,인천광역시 중구
운남1교,99,7,소로,2-501,3,인천광역시,중구,28110,,인천광역시 중구 운남동 1582,37.490114,126.534462,37.490211,126.534478,10.4,7.7,0,6,2,Y,BOX,2011,2019-04-01,B,정기점검,,,,,DB-24,43.2,,인천광역시 중구청,032-760-7727,2019-10-16,3490000,인천광역시 중구
운남3교,99,7,중로,2-501,3,인천광역시,중구,28110,,인천광역시 중구 운남동 1575,37.491181,126.529675,37.491289,126.529694,6.8,15.3,4,6,3,Y,BOX,2011,2019-04-01,B,정기점검,,,,,DB-24,43.2,,인천광역시 중구청,032-760-7727,2019-10-16,3490000,인천광역시 중구
운남4교,99,7,소로,1-508,3,인천광역시,중구,28110,,인천광역시 중구 운남동 1576,37.491219,126.528026,37.491294,126.528012,5.8,10,0,5,1,N,라멘교,2011,2019-04-01,B,정기점검,,,,,DB-24,43.2,,인천광역시 중구청,032-760-7727,2019-10-16,3490000,인천광역시 중구
운남5교,99,7,소로,1-509,3,인천광역시,중구,28110,,인천광역시 중구 운남동 1576,37.491208,126.526691,37.491311,126.526661,5.8,10,0,5,1,N,라멘교,2011,2019-04-01,B,정기점검,,,,,DB-24,43.2,,인천광역시 중구청,032-760-7727,2019-10-16,3490000,인천광역시 중구
소무의인도교,99,99,소로,3-600번,3,인천광역시,중구,28110,,인천광역시 중구 무의동 산316-5,37.375291,126.437278,37.372855,126.440267,414,3.8,4,16.984,0,Y,강합성 거더,2011,2018-11-03,B,정기점검,적용,,,,DB-18,32.4,,인천광역시 중구청,032-760-8855,2019-10-16,3490000,인천광역시 중구
왕산마리나교,2,99,중로,2-801번,3,인천광역시,중구,28110,인천광역시 중구 왕산마리나길 131,인천광역시 중구 을왕동 980,37.459987,126.360451,37.459573,126.359287,119,15,2,15.43,3,Y,SPC,2016,2018-11-03,B,정기점검,적용,,,,DB-24,43.2,,인천광역시 중구청,032-760-8855,2019-10-16,3490000,인천광역시 중구
동부교,3,2,천안대로,1호,3,충청남도,천안시,44900,,충청남도 천안시 동남구 원성동 35-1,36.810113,127.164628,36.809749,127.164595,36,35,0,0,6,N,RCS,1989,2019-06-30,B,,,,,,,24,,천안시,041-521-4382,2019-09-30,4490000,충청남도 천안시
방죽교,3,2,천안대로,1호,3,충청남도,천안시,44900,,충청남도 천안시 동남구 신부동 132-7,36.824814,127.157802,36.824825,127.158786,90,35,5,0,6,N,RCS,1989,2019-06-30,C,,,,,,,24,,천안시,041-521-4382,2019-09-30,4490000,충청남도 천안시
용곡2교,3,2,남부대로,21호,3,충청남도,천안시,44900,,충청남도 천안시 동남구 용곡동 546-67,36.785844,127.132693,36.785654,127.133999,91,35,4,0,6,N,PCI,1994,2019-06-30,B,,,,,,,24,,천안시,041-521-4382,2019-09-30,4490000,충청남도 천안시
남부대교,1,2,남부대로,21호,3,충청남도,천안시,44900,,충청남도 천안시 동남구 청당동 407,36.782972,127.143684,36.782546,127.146443,370,35,4,4.5,6,N,"STB,PCI",1998,2019-06-30,B,,,,,,,24,,천안시,041-521-4382,2019-09-30,4490000,충청남도 천안시
갈뫼교(병천방향),1,2,남부대로,21호,2,충청남도,천안시,44900,,충청남도 천안시 동남구 삼룡동 153-11,36.781517,127.171922,36.781701,127.177194,300,11,0,0,2,Y,SBG,2004,2019-06-30,B,,,,,,,24,,천안시,041-521-4382,2019-09-30,4490000,충청남도 천안시
갈뫼교(천안방향),1,2,남부대로,21호,1,충청남도,천안시,44900,,충청남도 천안시 동남구 삼룡동 153-11,36.781725,127.171692,36.781967,127.177092,320,11,0,0,2,Y,SBG,2004,2019-06-30,B,,,,,,,24,,천안시,041-521-4382,2019-09-30,4490000,충청남도 천안시
청산교,1,2,남부대로,21호,3,충청남도,천안시,44900,,충청남도 천안시 동남구 삼룡동 331-6,36.781741,127.164669,36.781706,127.166225,130,20.5,0,4.5,4,N,SBG,2004,2019-06-30,B,,,,,,,24,,천안시,041-521-4382,2019-09-30,4490000,충청남도 천안시
천안대교 RAMP-A,1,2,삼성대로,1호,2,충청남도,천안시,44900,,충청남도 천안시 동남구 신부동 401-100,36.828379,127.162292,36.826531,127.162976,219.8,6.5,0,0,2,Y,강합성,2010,2019-06-30,A,,,,,,,24,,천안시,041-521-4382,2019-09-30,4490000,충청남도 천안시
천안대교 RAMP-F,1,2,삼성대로,1호,1,충청남도,천안시,44900,,충청남도 천안시 동남구 신부동 156-3,36.728379,127.162292,36.826555,127.164591,169.9,6.5,0,0,2,Y,강합성,2010,2019-06-30,A,,,,,,,24,,천안시,041-521-4382,2019-09-30,4490000,충청남도 천안시
천안대교 주경간,1,2,삼성대로,1호,3,충청남도,천안시,44900,,충청남도 천안시 동남구 신부동 267-14,36.832249,127.161815,36.828379,127.162292,294.9,31.3,0,0,8,N,강합성,2010,2019-06-30,A,,,,,,,24,,천안시,041-521-4382,2019-09-30,4490000,충청남도 천안시
삼룡교,3,99,충절로,대로3-2호,3,충청남도,천안시,44900,,충청남도 천안시 동남구 구성동 478,36.797489,127.159352,36.797231,127.159372,31,25,4,0,4,N,RCS,1991,2019-06-30,B,,,,,,,24,,천안시,041-521-4382,2019-09-30,4490000,충청남도 천안시
구성교,99,99,구성12길,구성12길,3,충청남도,천안시,44900,,충청남도 천안시 동남구 구성동 445-21,36.796052,127.161326,36.796052,127.160978,36.5,8,0,0,1,N,RCπ형라멘교,2003,2019-06-30,A,,,,,,,24,,천안시,041-521-4382,2019-09-30,4490000,충청남도 천안시
광교,3,99,광교로,중로2-33호,3,충청남도,천안시,44900,,충청남도 천안시 동남구 구성동 460-6,36.794446,127.162643,36.794453,127.162229,32,15,3,0,2,N,RCS,1992,2019-06-30,B,,,,,,,24,,천안시,041-521-4382,2019-09-30,4490000,충청남도 천안시
구곡교,99,99,천안대로,소로1-160호,3,충청남도,천안시,44900,,충청남도 천안시 동남구 구성동 391-22,36.791169,127.136224,36.791132,127.162917,23,11,3,0,1,N,SCP합성거더교,2006,2019-06-30,A,,,,,,,24,,천안시,041-521-4382,2019-09-30,4490000,충청남도 천안시
청수교,3,99,충무로,중로2-16호,3,충청남도,천안시,44900,,충청남도 천안시 동남구 영성동 153-6,36.796019,127.151248,36.795499,127.151253,42,8,1.5,0,2,N,RCS,1988,2019-06-30,C,,,,,,,24,,천안시,041-521-4382,2019-09-30,4490000,충청남도 천안시
천안고가교,1,99,충무로,대로1-3,3,충청남도,천안시,44900,,충청남도 천안시 동남구 사직동 290-1,36.798446,127.145052,36.798343,127.149108,360,27,3,0,6,N,"STB,RCT",2000,2019-06-30,B,,,,,,,24,,천안시,041-521-4382,2019-09-30,4490000,충청남도 천안시
교동대교,01,06,군도,11호선,03,인천광역시,강화군,35700,,인천광역시 강화군 교동면 봉소리 1117,37.786960,126.353044,37.792556,126.324559,2110,12.4,1.5,22,2,Y,사장교,2014,2018-06-30,B,,,,,,,43.2,,강화군청,032-933-9773,2019-09-20,3570000,인천광역시 강화군
석모대교,01,06,군도,12호선,03,인천광역시,강화군,35700,,인천광역시 강화군 삼산면 석모리 산68-1,37.706032,126.357590,37.695665,126.348521,1410,12.0,1.5,26.5,2,Y,거더교,2017,2018-06-30,B,,,,,,,43.2,,강화군청,032-933-9773,2019-09-20,3570000,인천광역시 강화군
오십천대교,99,2,일반국도7호선,7,1,경상북도,영덕군,47770,,경상북도 영덕군 영덕읍 남산리 875-3,36.400766,129.374237,36.403046,129.376614,385,19.5,0,13,2,Y,STB,2004,2018-02-02,C,,,,,,,24,,포항국토관리사무소,054-260-2534,2019-09-25,5180000,경상북도 영덕군
고곡2교,99,2,일반국도7호선,7,1,경상북도,영덕군,47770,,경상북도 영덕군 축산면 고곡리 618-1,36.496666,129.412126,36.498332,129.412518,315,19.3,0,22,2,Y,STB,2005,2018-02-02,C,,,,,,,24,,포항국토관리사무소,054-260-2534,2019-09-25,5180000,경상북도 영덕군
송천1교,99,2,일반국도7호선,7,1,경상북도,영덕군,47770,,경상북도 영덕군 영해면 벌영리 560-2,36.543122,129.397035,36.543056,129.396727,450.5,27.3,0,6.7,2,Y,STB,2008,2018-02-02,C,,,,,,,24,,포항국토관리사무소,054-260-2534,2019-09-25,5180000,경상북도 영덕군
신하교,02,06,군도,7호선,03,9,가평군,41600,경기도 가평군 조종면 연인산로 32-1,경기도 가평군 조종면 현리 567,37.8219551,127.3531199,37.8219551,127.3531199,106,10,0,3.5,2,N,RC슬래브교(RCS),1997,2018-06-22,B,정기점검,미적용,Y,,,,24,,가평군청,031-580-2438,2019-09-20,4160000,경기도 가평군
대보교,02,06,군도,13호선,03,9,가평군,41600,경기도 가평군 상면 청군로 910-67,경기도 가평군 상면 항사리 273,37.796313,127.370811,37.794827,127.370153,165,9,0,5,2,N,RC슬래브교(RCS),2001,2018-06-22,B,정기점검,미적용,Y,,,,24,,가평군청,031-580-2438,2019-09-20,4160000,경기도 가평군
(구)청평교,02,99,도시계획도로,청평 중로 2-2호선,03,9,가평군,41600,경기도 가평군 청평면 강변나루로 38,경기도 가평군 청평면 청평리 738,37.7329697,127.414666,37.7329697,127.414666,120,7.5,1.5,8,2,Y,RC슬래브교(RCS),1992,2018-06-22,B,정기점검,미적용,Y,,,,24,,가평군청,031-580-2438,2019-09-20,4160000,경기도 가평군
(신)청평교,02,99,도시계획도로,청평 중로 2-2호선,03,9,가평군,41600,경기도 가평군 청평면 강변나루로 38,경기도 가평군 청평면 청평리 738,37.7329697,127.414666,37.7329697,127.414666,120,7.5,2,8,2,Y,RC슬래브교(RCS),2009,2018-06-22,B,정기점검,적용,Y,,,,24,,가평군청,031-580-2438,2019-09-20,4160000,경기도 가평군
가평교,02,06,군도,14호선,03,9,가평군,41600,경기도 가평군 가평읍 보납로 49,경기도 가평군 가평읍 읍내리 1031,37.831364,127.5159326,37.831364,127.5159326,153.4,12,3,6.2,2,N,PSCI,1989,2018-06-22,B,정기점검,미적용,Y,,,,24,,가평군청,031-580-2438,2019-09-20,4160000,경기도 가평군
(구)신당교,02,06,군도,9호선,03,9,가평군,41600,경기도 가평군 북면 화악지암길 43-1,경기도 가평군 북면 화악리 1343,37.9287875,127.5678355,37.9287875,127.5678355,150,8.5,0,4.5,2,N,STI+RCS,1976,2018-06-22,C,정기점검,미적용,Y,,,,18,,가평군청,031-580-2438,2019-09-20,4160000,경기도 가평군
(신)신당교,02,06,군도,9호선,03,9,가평군,41600,경기도 가평군 북면 화악지암길 43-1,경기도 가평군 북면 화악리 1343,37.9287875,127.5678355,37.9287875,127.5678355,150,8.5,0,4.5,2,N,RCS,2003,2018-06-22,C,정기점검,미적용,Y,,,,18,,가평군청,031-580-2438,2019-09-20,4160000,경기도 가평군
다원교,02,06,군도,20호선,03,9,가평군,41600,경기도 가평군 상면 청군로 309,경기도 가평군 상면 덕현리 726,37.756331,127.4032862,37.7563792,127.4032862,151,11,0,8,2,N,PSCI,1998,2018-06-22,B,정기점검,미적용,Y,,,,24,,가평군청,031-580-2438,2019-09-20,4160000,경기도 가평군
엽광교,02,99,농어촌도로,101호선,03,9,가평군,41600,경기도 가평군 가평읍 잎너비길 18-5,경기도 가평군 가평읍 마장리 983,37.8464403,127.5079882,37.8464403,127.507941,144,5.8,0,8,2,N,RCT,1982,2018-06-22,B,정기점검,미적용,Y,,,,13.5,,가평군청,031-580-2438,2019-09-20,4160000,경기도 가평군
