정수장명,관리기관명,관리기관전화번호,소재지도로명주소,채수일자,검사기관명,최종판정결과,일반세균,총대장균군,대장균,분원성대장균군,납,불소,비소,셀레늄,수은,시안,크롬,암모니아성질소,질산성질소,카드뮴,보론,페놀,다이아지논,파라티온,페니트로티온,카바릴,1_1_1-트리클로로에탄,테트라클로로에틸렌,트리클로로에틸렌,사염화탄소,1_1-디클로로에틸렌,디클로로메탄,벤젠,톨루엔,에틸벤젠,크실렌,1_2-디브로모-3-클로로프로판,1_4-다이옥산,잔류염소,총트리할로메탄,클로로포름,브로모디클로로메탄,디브로모디클로로메탄,클로랄하이드레이트,디브로모아세토니트릴,디클로로아세토니트릴,트리클로로아세토니트릴,할로아세틱에시드,포름알데히드,심미적영향물질경도,과망간산칼륨소비량,냄새,맛,동,색도,세제,수소이온농도,아연,염소이온,증발잔류물,철,망간,탁도,황산이온,알루미늄,데이터기준일자,제공기관코드,제공기관명
계곡수,장수군청,063-350-2892,,2010-05-19,전북-보건환경연구원,,0,불검출,,,0,0,0,0,0,0,0,0,2,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0.6,없음,없음,0,1,0,6.5,0.006,4,65,0,0,0.28,3,0,2020-02-18,4750000,전라북도 장수군
계곡수,장수군청,063-350-2892,,2010-05-20,전북-보건환경연구원,,0,불검출,,,0,0,0,0,0,0,0,0,1.1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.029,0.023,0.006,,0.0052,0,0.0043,0,0.0006,0,,0.6,없음,없음,0,1,0,7,0.046,8,71,0,0,0.08,4,0,2020-02-18,4750000,전라북도 장수군
계곡수,장수군청,063-350-2892,,2010-05-19,전북-보건환경연구원,,0,불검출,,,0,0,0,0,0,0,0,0,0.9,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0.0027,0,,0.6,없음,없음,0.01,1,0,7.3,0.008,3,54,0,0,0.41,3,0,2020-02-18,4750000,전라북도 장수군
계곡수,장수군청,063-350-2892,,2010-05-20,전북-보건환경연구원,,0,불검출,,,0,0,0,0,0,0,0,0,1.3,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.029,0.018,0.008,,0.0052,0,0.0044,0,0.0016,0,,0.6,없음,없음,0,1,0,5.9,0.021,9,78,0,0,0.21,2,0,2020-02-18,4750000,전라북도 장수군
계곡수,장수군청,063-350-2892,,2010-05-20,전북-보건환경연구원,,0,불검출,,,0,0,0,0,0,0,0,0,1.2,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.04,0.03,0.006,,0.0051,0,0.0042,0,0.0005,0,,0.6,없음,없음,0,1,0,7.9,0,21,109,0,0,0.15,4,0,2020-02-18,4750000,전라북도 장수군
계곡수,장수군청,063-350-2892,,2010-05-20,전북-보건환경연구원,,0,불검출,,,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.014,0.014,0,,0.0052,0,0.0043,0,0.0005,0,,0.6,없음,없음,0,1,0,7.6,0.009,3,75,0,0,0.23,6,0,2020-02-18,4750000,전라북도 장수군
계곡수,장수군청,063-350-2892,,2010-05-20,전북-보건환경연구원,,0,불검출,,,0,0,0,0,0,0,0,0,1.5,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.031,0.023,0.005,,0.0058,0,0.0046,0,0.0007,0,,0.6,없음,없음,0,1,0,6,0.01,5,70,0,0,0.15,2,0,2020-02-18,4750000,전라북도 장수군
계곡수,장수군청,063-350-2892,,2010-05-19,전북-보건환경연구원,,0,불검출,,,0,0,0,0,0,0,0,0,0.4,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0.0011,0,,0.6,없음,없음,0,1,0,6.8,0.006,3,46,0,0,0.4,2,0,2020-02-18,4750000,전라북도 장수군
계곡수,장수군청,063-350-2892,,2010-05-20,전북-보건환경연구원,,0,불검출,,,0,0,0,0,0,0,0,0,0.8,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.015,0.015,0,,0.0058,0,0.0047,0,0.0006,0,,0.6,없음,없음,0,1,0,5.8,0.014,2,48,0,0,0.21,2,0,2020-02-18,4750000,전라북도 장수군
계곡수,장수군청,063-350-2892,,2010-05-19,전북-보건환경연구원,,0,불검출,,,0,0,0,0,0,0,0,0,7.1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0.0009,0,,0.6,없음,없음,0,1,0,6.4,0.011,19,129,0,0,0.09,11,0,2020-02-18,4750000,전라북도 장수군
계곡수,장수군청,063-350-2892,,2010-05-19,전북-보건환경연구원,,0,불검출,,,0,0,0,0,0,0,0,0,1.7,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.018,0.015,0.002,,0.0053,0,0.0043,0,0.0016,0,,0.6,없음,없음,0.024,1,0,7.3,0.008,4,61,0,0,0.36,3,0,2020-02-18,4750000,전라북도 장수군
계곡수,장수군청,063-350-2892,,2010-05-19,전북-보건환경연구원,,0,불검출,,,0,0,0,0,0,0,0,0,0.7,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.031,0.025,0.005,,0.0053,0,0.0041,0,0.001,0,,0.6,없음,없음,0,1,0,7.6,0.005,5,59,0,0,0.16,3,0,2020-02-18,4750000,전라북도 장수군
계곡수,장수군청,063-350-2892,,2010-05-19,전북-보건환경연구원,,0,불검출,,,0,0,0,0,0,0,0,0,0.7,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.004,0,0,,0.0056,0,0.0046,0,0.0006,0,,0.6,없음,없음,0,1,0,6.7,0.027,3,61,0,0,0.34,7,0,2020-02-18,4750000,전라북도 장수군
계곡수,장수군청,063-350-2892,,2010-05-19,전북-보건환경연구원,,0,불검출,,,0,0,0,0,0,0,0,0,0.9,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.028,0.022,0.005,,0.0055,0,0.0045,0,0.0006,0,,0.6,없음,없음,0,1,0,7,0.008,7,67,0,0,0.21,5,0,2020-02-18,4750000,전라북도 장수군
계곡수,장수군청,063-350-2892,,2010-05-20,전북-보건환경연구원,,0,불검출,,,0,0.19,0,0,0,0,0,0,0.9,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.025,0.02,0.005,,0.0052,0,0.0044,0,0.0016,0,,0.6,없음,없음,0,1,0,6.9,0.008,8,87,0,0,0.27,7,0,2020-02-18,4750000,전라북도 장수군
계곡수,장수군청,063-350-2892,,2010-05-20,전북-보건환경연구원,,0,불검출,,,0,0,0,0,0,0,0,0,0.5,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.021,0.016,0.004,,0.0051,0,0.0043,0,0.0018,0,,0.6,없음,없음,0,1,0,5.9,0.007,7,69,0,0,0.44,2,0.07,2020-02-18,4750000,전라북도 장수군
계곡수,장수군청,063-350-2892,,2010-05-19,전북-보건환경연구원,,0,불검출,,,0,0,0,0,0,0,0,0,2.6,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.005,0,0,,0.0055,0,0.0045,0,0,0,,0.6,없음,없음,0.009,1,0,6.6,0.032,5,93,0.2,0,0.31,4,0,2020-02-18,4750000,전라북도 장수군
계곡수,장수군청,063-350-2892,,2010-05-20,전북-보건환경연구원,,0,불검출,,,0,0,0,0,0,0,0,0,1.7,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.021,0.018,0,,0.0059,0,0.0047,0,0.0007,0,,0.6,없음,없음,0,1,0,6.1,0.018,4,71,0,0,0.12,6,0,2020-02-18,4750000,전라북도 장수군
계곡수,장수군청,063-350-2892,,2010-05-20,전북-보건환경연구원,,0,불검출,,,0,0,0,0,0,0,0,0,0.9,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.035,0.026,0.006,,0.0056,0,0.0046,0,0.0006,0,,0.6,없음,없음,0.01,1,0,6,0.094,13,85,0,0,0.2,4,0,2020-02-18,4750000,전라북도 장수군
계곡수,장수군청,063-350-2892,,2010-05-19,전북-보건환경연구원,,0,불검출,,,0,0,0,0,0,0,0,0,1.9,0,,0,0,0,0,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0.001,0,,0.6,없음,없음,0,1,0,6.7,0.012,4,60,0,0,0.07,3,0,2020-02-18,4750000,전라북도 장수군
계곡수,장수군청,063-350-2892,,2010-05-19,전북-보건환경연구원,,0,불검출,,,0,0,0,0,0,0,0,0,4.4,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.028,0.016,0.004,,0.0051,0,0.0042,0,0.0005,0,,0.6,없음,없음,0.014,1,0,6.7,0.05,18,106,0,0,0.09,4,0,2020-02-18,4750000,전라북도 장수군
계곡수,장수군청,063-350-2892,,2010-05-19,전북-보건환경연구원,,0,불검출,,,0,0,0,0,0,0,0,0,2,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0052,0,0.0042,0,0,0,,0.6,없음,없음,0,1,0,6.5,0.012,4,63,0,0,0.23,3,0,2020-02-18,4750000,전라북도 장수군
계곡수,장수군청,063-350-2892,,2010-05-20,전북-보건환경연구원,,0,불검출,,,0,0,0,0,0,0,0,0,1.2,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.015,0.015,0,,0.0057,0,0.0046,0,0.0008,0,,0.6,없음,없음,0,1,0,5.9,0.014,3,52,0,0,0.22,6,0,2020-02-18,4750000,전라북도 장수군
계곡수,장수군청,063-350-2892,,2010-05-20,전북-보건환경연구원,,0,불검출,,,0,0,0,0,0,0,0,0,0.7,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.038,0.028,0.007,,0.005,0,0.0043,0,0.0016,0,,0.6,없음,없음,0,1,0,5.8,0.008,12,78,0,0,0.22,4,0,2020-02-18,4750000,전라북도 장수군
계곡수,장수군청,063-350-2892,,2010-05-20,전북-보건환경연구원,,0,불검출,,,0,1.45,0.006,0,0,0,0,0,1.6,0,,0,0,0,0,0,0,0,0.003,0,0,0,0,0,0,0,0,0,4,0.038,0.023,0.008,,0.0053,0,0.0043,0,0.0008,0,,0.6,없음,없음,0,1,0,6.2,0.004,27,180,0,0,0.16,17,0,2020-02-18,4750000,전라북도 장수군
계곡수,장수군청,063-350-2892,,2010-05-20,전북-보건환경연구원,,0,불검출,,,0,0,0,0,0,0,0,0,2.3,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.015,0.015,0,,0.0056,0,0.0046,0,0.0005,0,,0.6,없음,없음,0.035,1,0,7.5,0.113,9,106,0,0,0.13,7,0,2020-02-18,4750000,전라북도 장수군
계곡수,장수군청,063-350-2892,,2010-05-19,전북-보건환경연구원,,0,불검출,,,0,0,0,0,0,0,0,0,0.9,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.044,0.031,0.007,,0.0053,0,0.0042,0,0.0005,0,,0.6,없음,없음,0.047,1,0,7.5,0.016,11,82,0,0,0.1,5,0,2020-02-18,4750000,전라북도 장수군
계곡수,장수군청,063-350-2892,,2010-05-19,전북-보건환경연구원,,0,불검출,,,0,0,0,0,0,0,0,0,4.6,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.026,0.015,0.004,,0.0055,0,0.0044,0,0.0018,0,,0.6,없음,없음,0.009,1,0,6.7,0.036,19,108,0,0,0.14,4,0,2020-02-18,4750000,전라북도 장수군
계곡수,장수군청,063-350-2892,,2010-05-19,전북-보건환경연구원,,0,불검출,,,0,0,0,0,0,0,0,0,7.2,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0.0011,0,,0.6,없음,없음,0,1,0,6.5,0.005,19,99,0,0,0.27,12,0,2020-02-18,4750000,전라북도 장수군
계곡수,장수군청,063-350-2892,,2010-05-19,전북-보건환경연구원,,0,불검출,,,0,0,0,0,0,0,0,0,0.7,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.003,0,0,,0.0054,0,0.0044,0,0,0,,0.6,없음,없음,0,1,0,6.5,0.024,3,61,0,0,0.32,7,0,2020-02-18,4750000,전라북도 장수군
계곡수,장수군청,063-350-2892,,2010-05-20,전북-보건환경연구원,,0,불검출,,,0,1.33,0,0,0,0,0,0,2.7,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.025,0.01,0.007,,0.0057,0,0.0046,0,0.0011,0,,0.6,없음,없음,0.009,1,0,7.6,0.01,18,189,0,0,0.1,17,0,2020-02-18,4750000,전라북도 장수군
계곡수,장수군청,063-350-2892,,2010-05-19,전북-보건환경연구원,,0,불검출,,,0,0,0,0,0,0,0,0,0.8,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.03,0.022,0.007,,0.0055,0,0.0044,0,0.0009,0,,0.6,없음,없음,0.013,1,0,7,0.018,4,54,0,0,0.12,2,0,2020-02-18,4750000,전라북도 장수군
계곡수,장수군청,063-350-2892,,2010-05-20,전북-보건환경연구원,,0,불검출,,,0,0,0,0,0,0,0,0,1.4,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.025,0.02,0.004,,0.0054,0,0.0042,0,0.0014,0,,0.6,없음,없음,0.162,1,0,5.9,0.55,10,74,0,0,0.2,3,0,2020-02-18,4750000,전라북도 장수군
계곡수,장수군청,063-350-2892,,2010-05-20,전북-보건환경연구원,,0,불검출,,,0,0,0,0,0,0,0,0,0.5,0,,0,0,0,0,0,0,0,0.003,0,0,0,0,0,0,0,0,0,1.5,0.029,0.023,0.004,,0.0054,0,0.0044,0,0,0,,0.6,없음,없음,0.02,1,0,6.7,0.027,5,56,0,0,0.34,2,0.04,2020-02-18,4750000,전라북도 장수군
계곡수,장수군청,063-350-2892,,2010-05-20,전북-보건환경연구원,,0,불검출,,,0,0.29,0,0,0,0,0,0,1.1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.014,0.014,0,,0.0052,0,0.0043,0,0.0005,0,,0.6,없음,없음,0,1,0,7.4,0.014,4,85,0,0,0.16,7,0,2020-02-18,4750000,전라북도 장수군
계곡수,장수군청,063-350-2892,,2010-05-20,전북-보건환경연구원,,0,불검출,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.027,0.02,0.006,,0.0056,0,0.0044,0,0.0014,0,,0.6,없음,없음,0.198,2,0,5.9,0.465,9,67,0.15,0,0.4,2,0,2020-02-18,4750000,전라북도 장수군
계곡수,장수군청,063-350-2892,,2010-05-19,전북-보건환경연구원,,0,불검출,,,0,0,0,0,0,0,0,0,0.6,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.003,0,0,,0.0057,0,0.0046,0,0,0,,0.6,없음,없음,0,1,0,6.5,0.024,3,64,0,0,0.47,7,0,2020-02-18,4750000,전라북도 장수군
계곡수,장수군청,063-350-2892,,2010-05-19,전북-보건환경연구원,,0,불검출,,,0,0,0,0,0,0,0,0,2.4,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.003,0,0,,0.0057,0,0.0047,0,0.0006,0,,0.6,없음,없음,0,1,0,6.5,0.033,4,59,0.21,0,0.35,3,0,2020-02-18,4750000,전라북도 장수군
계곡수,장수군청,063-350-2892,,2010-05-19,전북-보건환경연구원,,0,불검출,,,0,0,0,0,0,0,0,0,1.5,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.043,0.022,0.01,,0.0053,0,0.0043,0,0.0014,0,,0.6,없음,없음,0,1,0,7.2,0.032,8,77,0,0,0.19,2,0,2020-02-18,4750000,전라북도 장수군
계곡수,장수군청,063-350-2892,,2010-05-19,전북-보건환경연구원,,0,불검출,,,0,0,0,0,0,0,0,0,0.3,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0.0016,0,,0.6,없음,없음,0.017,3,0,7.7,0.014,3,74,0.06,0,0.37,4,0.09,2020-02-18,4750000,전라북도 장수군
계곡수,장수군청,063-350-2892,,2010-05-20,전북-보건환경연구원,,0,불검출,,,0,0,0,0,0,0,0,0,0.3,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.017,0.017,0,,0.0057,0,0.0046,0,0.0006,0,,0.6,없음,없음,0,1,0,7.8,0.006,3,54,0.09,0,0.38,2,0.17,2020-02-18,4750000,전라북도 장수군
계곡수,장수군청,063-350-2892,,2010-05-19,전북-보건환경연구원,,0,불검출,,,0,0,0,0,0,0,0,0,0.6,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.018,0.017,0,,0.0056,0,0.0046,0,0.0007,0,,0.6,없음,없음,0.012,1,0,7.4,0.012,4,49,0.09,0,0.25,4,0.09,2020-02-18,4750000,전라북도 장수군
계곡수,장수군청,063-350-2892,,2010-05-20,전북-보건환경연구원,,0,불검출,,,0,0,0,0,0,0,0,0,0.3,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.018,0.018,0,,0.0056,0,0.0046,0,0.0006,0,,0.6,없음,없음,0.011,1,0,6.7,0.018,3,52,0,0,0.09,4,0,2020-02-18,4750000,전라북도 장수군
계곡수,장수군청,063-350-2892,,2010-05-19,전북-보건환경연구원,,0,불검출,,,0,0,0,0,0,0,0,0,1.2,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.034,0.025,0.007,,0.0053,0,0.0043,0,0.0012,0,,0.6,없음,없음,0.022,1,0,7.2,0.022,9,66,0,0,0.21,2,0,2020-02-18,4750000,전라북도 장수군
계곡수,장수군청,063-350-2892,,2010-05-19,전북-보건환경연구원,,0,불검출,,,0,0,0,0,0,0,0,0,1.9,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0.6,없음,없음,0,1,0,6.8,0.007,4,59,0,0,0.38,3,0,2020-02-18,4750000,전라북도 장수군
계곡수,장수군청,063-350-2892,,2011-05-20,전북-보건환경연구원,,0,불검출,,,0,0.15,0,0,0,0,0,0,5.3,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,,0,0,0,0,0,0,,0.6,없음,없음,0,1,0,6.8,0.013,12,89,0,0,0.09,16,0,2020-02-18,4750000,전라북도 장수군
계곡수,장수군청,063-350-2892,,2010-05-19,전북-보건환경연구원,,0,불검출,,,0,0,0,0,0,0,0,0,1.2,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.04,0.027,0.009,,0.0053,0,0.0042,0,0.0007,0,,0.6,없음,없음,0.009,1,0,7.5,0.021,11,72,0,0,0.39,2,0.03,2020-02-18,4750000,전라북도 장수군
계곡수,장수군청,063-350-2892,,2010-05-19,전북-보건환경연구원,,0,불검출,,,0,0,0.006,0,0,0,0,0,0.6,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.003,0,0,,0.0057,0,0.0046,0,0.0008,0,,0.6,없음,없음,0,1,0,6.6,0.023,3,60,0,0,0.36,6,0,2020-02-18,4750000,전라북도 장수군
계곡수,장수군청,063-350-2892,,2010-05-20,전북-보건환경연구원,,0,불검출,,,0,0,0,0,0,0,0,0,0.1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.043,0.034,0.008,,0.0053,0,0.0044,0,0.0007,0,,0.6,없음,없음,0,3,0,6.7,0,14,110,0.1,0,0.41,10,0.14,2020-02-18,4750000,전라북도 장수군
한식조리사 실기반,김영숙,18:30,,21:00,한식조리기능사반,,지역주민,오프라인,,,해남군평생학,16,30000,전라남도 해,해남군청,061-53,2018-1,2018-1,방문접수,선착순,,N,2019-0,N,N,N,,전라남도해남,061-53,2019-0,0,0,0,0,0,0,0,0,0.81,0.057,0.043,0.012,,,,,,,0,,2.2,없음,없음,0,0,0,6.9,0.004,31.3,174,0,0,0.07,11,0,2019-08-23,4610000,충청남도 예산군
계곡수,장수군청,063-350-2892,,2011-05-20,전북-보건환경연구원,,0,불검출,,,0,0,0,0,0,0,0,0,4.7,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26,0.003,0.002,0,,0,0,0,0,0.0102,0,,0.6,없음,없음,0,1,0,6.9,0.019,9,91,0,0,0.42,7,0.02,2020-02-18,4750000,전라북도 장수군
계곡수,장수군청,063-350-2892,,2011-05-20,전북-보건환경연구원,,0,불검출,,,0,0,0,0,0,0,0,0,1.7,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28,0.002,0.002,0,,0.0032,0,0,0,0.0066,0,,0.6,없음,없음,0,1,0,7.7,0.039,8,71,0,0,0.15,7,0,2020-02-18,4750000,전라북도 장수군
계곡수,장수군청,063-350-2892,,2011-05-19,전북-보건환경연구원,,0,불검출,,,0,0,0,0,0,0,0,0,1.8,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26,0.001,0.001,0,,0,0,0,0,0.0066,0,,0.6,없음,없음,0,1,0,7.1,0.019,4,69,0,0,0.21,5,0,2020-02-18,4750000,전라북도 장수군
계곡수,장수군청,063-350-2892,,2011-05-20,전북-보건환경연구원,,0,불검출,,,0,0,0,0,0,0,0,0,2.1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27,0.012,0,0.011,,0.0013,0,0,0,0.0073,0,,1.2,없음,없음,0,1,0,8.3,0.005,15,52,0,0,0.07,6,0.07,2020-02-18,4750000,전라북도 장수군
계곡수,장수군청,063-350-2892,,2011-05-20,전북-보건환경연구원,,0,불검출,,,0,0,0,0,0,0,0,0,2.5,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38,0.004,0.003,0,,0.0034,0,0,0,0.008,0,,0.6,없음,없음,0,1,0,7.6,0.026,6,77,0,0,0.44,10,0.02,2020-02-18,4750000,전라북도 장수군
계곡수,장수군청,063-350-2892,,2011-05-20,전북-보건환경연구원,,0,불검출,,,0,0,0,0,0,0,0,0,1.9,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28,0.002,0.002,0,,0,0,0,0.0011,0.0177,0,,0.6,없음,없음,0,1,0,7.6,0.005,2,140,0,0,0.33,3,0.03,2020-02-18,4750000,전라북도 장수군
계곡수,장수군청,063-350-2892,,2011-05-19,전북-보건환경연구원,,0,불검출,,,0,0,0,0,0,0,0,0,1.2,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.001,0,0,,0,0,0,0,0,0,,0.6,없음,없음,0,1,0,7.5,0.514,3,30,0.14,0,0.48,2,0.06,2020-02-18,4750000,전라북도 장수군
계곡수,장수군청,063-350-2892,,2011-05-19,전북-보건환경연구원,,0,불검출,,,0,0,0,0,0,0,0,0,1.7,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36,0.003,0.003,0,,0,0,0,0.0006,0.0294,0,,0.6,없음,없음,0,1,0,6.9,0.02,4,56,0,0,0.43,4,0,2020-02-18,4750000,전라북도 장수군
계곡수,장수군청,063-350-2892,,2011-05-20,전북-보건환경연구원,,0,불검출,,,0,0,0,0,0,0,0,0,1.4,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.001,0.001,0,,0,0,0,0,0.0028,0,,0.6,없음,없음,0.011,1,0,7.4,0.027,5,49,0,0,0.09,7,0,2020-02-18,4750000,전라북도 장수군
계곡수,장수군청,063-350-2892,,2011-05-19,전북-보건환경연구원,,0,불검출,,,0,0,0,0,0,0,0,0,1.8,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.004,0.004,0,,0.0031,0,0,0,0.006,0,,0.6,없음,없음,0,1,0,7.5,0.028,3,70,0,0,0.23,5,0,2020-02-18,4750000,전라북도 장수군
계곡수,장수군청,063-350-2892,,2011-05-19,전북-보건환경연구원,,0,불검출,,,0,0,0,0,0,0,0,0,1.1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38,0.01,0.008,0.002,,0.0041,0,0,0.0006,0.0105,0,,0.6,없음,없음,0.013,1,0,7.2,0.021,5,53,0,0,0.22,3,0,2020-02-18,4750000,전라북도 장수군
계곡수,장수군청,063-350-2892,,2011-05-20,전북-보건환경연구원,,0,불검출,,,0,0,0,0,0,0,0,0,0.9,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24,0.003,0.003,0,,0.0041,0,0,0.0006,0,0,,0.6,없음,없음,0.012,1,0,7.2,0.086,3,50,0,0,0.26,4,0,2020-02-18,4750000,전라북도 장수군
계곡수,장수군청,063-350-2892,,2011-05-19,전북-보건환경연구원,,0,불검출,,,0,0.83,0.006,0,0,0,0,0,1.9,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.009,0,0.009,,0,0,0,0.0006,0.0093,0,,0.9,없음,없음,0,1,0,8.4,0,23,58,0,0,0.16,16,0,2020-02-18,4750000,전라북도 장수군
계곡수,장수군청,063-350-2892,,2011-05-19,전북-보건환경연구원,,0,불검출,,,0,0,0,0,0,0,0,0,1.1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.005,0.003,0.001,,0,0.0013,0,0,0.0065,0,,0.6,없음,없음,0.01,1,0,6.9,0.082,5,76,0,0,0.29,7,0,2020-02-18,4750000,전라북도 장수군
계곡수,장수군청,063-350-2892,,2011-05-19,전북-보건환경연구원,,0,불검출,,,0,0.23,0,0,0,0,0,0,1.5,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29,0.003,0.003,0,,0,0,0,0.0006,0.0068,0,,0.6,없음,없음,0.016,1,0,7.1,0.008,8,65,0,0,0.18,6,0,2020-02-18,4750000,전라북도 장수군
계곡수,장수군청,063-350-2892,,2011-05-19,전북-보건환경연구원,,0,불검출,,,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28,0.002,0.001,0.001,,0,0,0,0.0011,0.0127,0,,0.6,없음,없음,0.009,1,0,7.4,0.014,3,51,0,0,0.27,3,0,2020-02-18,4750000,전라북도 장수군
계곡수,장수군청,063-350-2892,,2011-05-19,전북-보건환경연구원,,0,불검출,,,0,0,0,0,0,0,0,0,0.5,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29,0.005,0.005,0.001,,0.0013,0,0,0,0.0076,0,,0.6,없음,없음,0.008,1,0,7.3,0.021,3,49,0,0,0.26,3,0,2020-02-18,4750000,전라북도 장수군
계곡수,장수군청,063-350-2892,,2011-05-20,전북-보건환경연구원,,0,불검출,,,0,0,0,0,0,0,0,0,1.1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,,0,0.0012,0.0002,0.0034,0,0,,0.6,없음,없음,0,1,0,7.6,0.007,3,67,0,0.01,0.41,5,0,2020-02-18,4750000,전라북도 장수군
