체험마을명,시도명,시군구명,체험프로그램구분,체험프로그램명,보유시설정보,체험휴양마을면적,체험휴양마을사진,소재지도로명주소,대표자성명,대표전화번호,지정일자,홈페이지주소,관리기관명,위도,경도,데이터기준일자,제공기관코드,제공기관명
꽃두레행복마을,전라북도,정읍시,만들기체험,솟대 만들기,마을센터,,,전라북도 정읍시 소성면 입고로 524,김만수,,2017-01-04,www.flordure.co.kr,전라북도 정읍시청,35.5553093,126.7766767,2019-06-28,6450000,전라북도
연봉정마을,강원도,원주시,전통문화체험,,체험관,,,강원도 원주시 신림면 연봉정길 48-18,조석희,033-762-8005,2010-12-30,http://www.yeonbongjung.co.kr,강원도 원주시청,37.2031025741,128.1026917992,2020-02-27,4190000,강원도 원주시
돌산갓장터마을,전라남도,여수시,농촌체험마을,갓김치담그기+손두부만들기+오방수제비 만들기 등,돌산갓김치 체험학습장,,,전라남도 여수시 돌산읍 향일암로 359,박병용,,2008-11-26,dolsangot.go2vil.org,전라남도 여수시청,34.7902526,127.5679744,2019-06-30,6460000,전라남도
가람마을,경상북도,성주군,"가래떡 만들기, 농수산물 수확체험, 메뚜기 잡기 체험, 아카시아 차 만들기 체험","가래떡 만들기, 농수산물 수확체험, 메뚜기 잡기 체험, 아카시아 차 만들기 체험",,4020,,경상북도 성주군 수륜면 참별로 1276-14,우용택,,2018-04-10,,경상북도 성주군청 농정과,35.859954,128.185381,2019-06-19,5210000,경상북도 성주군
장학전통체험휴양마을,경상북도,성주군,"전통 두부 만들기 체험, 전통 메주/청국장 만들기, 김장담그기 체험, 썰매타기체험","전통 두부 만들기 체험, 전통 메주/청국장 만들기, 김장담그기체험, 썰매타기체험",,299.8,,경상북도 성주군 선남면 장학1길 161,유성용,,2017-11-30,,경상북도 성주군청 농정과,35.886041,128.293993,2019-06-19,5210000,경상북도 성주군
남작골권역,경상북도,성주군,"농산물 수확체험, 다슬기 잡기 체험, 드론캠프체험, 전통놀이 체험, 솟대만들기체험, 자연염색 및 핸드페인팅체험, 전통 조청.한과 만들기 체험","농산물 수확체험,다슬기 잡기 체험, 드론캠프체험, 전통놀이 체험, 솟대 만들기 체험, 자연염색 및 핸드페인팅체험, 전통 조청.한과 만들기 체험",,522.21,,경상북도 성주군 수륜면 보월로 8-23,이돈석,,2017-09-29,http://njgol.co.kr,경상북도 성주군청 농정과,35.804064,128.270412,2019-06-19,5210000,경상북도 성주군
금수강산권역,경상북도,성주군,"전통장담그기, 전통 요리 체험, 농산물수확 체험(블루베리, 참외), 전통놀이 체험","전통장담그기, 전통 요리 체험, 농산물수확 체험(블루베리, 참외), 전통놀이 체험",,1978.34,,경상북도 성주군 금수면 성주로 1903,여상훈,,2017-03-02,http://gangsan.org,경상북도 성주군청 농정과,35.919131,128.177424,2019-06-19,5210000,경상북도 성주군
가야산칠불봉야생화마을,경상북도,성주군,거자수액 채취오미자 따기 체험전통예절체험,거자수액 채취오미자 따기 체험전통예절체험,만귀정+포천계곡,11770,,경상북도 성주군 가천면 동신로 28,김광수,,2011-08-18,http://gayasan.co.kr,경상북도 성주군청 농정과,35.8561777,128.1029172,2019-06-19,5210000,경상북도 성주군
칠갑사니마을,충청남도,충청남도청양군,전통문화체험,,,,,충청남도 청양군 대치면 칠갑산로 668-19,최무락,041-940-2603,2012-01-01,홈페이지 없음,충청남도청양군,36.4380542189,126.8453934622,2020-03-16,6440000,충청남도
고인돌마을,충청남도,충청남도청양군,전통문화체험,,,,,충청남도 청양군 운곡면 고인돌길 37,명형철,041-940-4146,2011-01-01,http://www.gogood.kr/,충청남도청양군,36.5069473412,126.8303118102,2020-03-16,6440000,충청남도
까치내마을,충청남도,충청남도청양군,전통문화체험,,,,,충청남도 청양군 장평면 지천로 1241-8,황인석,041-940-2607,2011-01-01,http://www.kkachinae.com,충청남도청양군,36.3884972251,126.8601551237,2020-03-16,6440000,충청남도
바둑골마을,충청남도,충청남도청양군,전통문화체험,,,,,충청남도 청양군 정산면 면암로 288-184,표승하,041-943-3663,2011-01-01,http://www.cync.kr,충청남도청양군,36.4540354037,126.9839320020,2020-03-16,6440000,충청남도
용꿈꾸는마을,충청남도,충청남도청양군,전통문화체험,,,,,충청남도 청양군 남양면 돌보길 72,시명구,041-943-9300,2010-01-01,http://www.용꿈꾸는마을.com,충청남도청양군,36.3966130813,126.7899411995,2020-03-16,6440000,충청남도
알프스마을,충청남도,충청남도청양군,전통문화체험,,,,,충청남도 청양군 정산면 천장호길 223-35,황준환,041-942-0797,2010-01-01,http://www.alpsvill.com/,충청남도청양군,36.4097186548,126.9142293382,2020-03-16,6440000,충청남도
장곡마을,충청남도,충청남도청양군,전통문화체험,,,,,충청남도 청양군 대치면 장곡길 103-7,박승인,041-943-8866,2010-01-01,http://www.cygg.co.kr,충청남도청양군,36.4097800928,126.8489502578,2020-03-16,6440000,충청남도
선창녹색농촌체험휴양마을,대전광역시,유성구,농작물경작체험,,"비닐하우스체험장, 특산물 판매장",,,대전광역시 유성구 계백로 93번길 111(송정동),이희진,042-000-0000,2010-10-26,,대전광역시 유성구청,36.2800593781,127.2655451,2020-03-13,3670000,대전광역시 유성구
세동농촌체험휴양마을,대전광역시,유성구,농작물경작체험,,"비닐하우스체험장, 특산물 판매장",,,대전광역시 유성구 세동로 488(세동),김영현,042-825-7881,2011-08-01,http://www.sedong.or.kr,대전광역시 유성구청,36.3117561,127.2688949530,2020-03-13,3670000,대전광역시 유성구
반디,경상북도,영양군,기타,,"숙박시설,체험관",,,경상북도 영양군 수비면 낙동정맥로 2875,정종대,054-683-0312,2018-03-30,http://subi.invil.org,경상북도 영양군청,36.78960417,129.2305562,2020-03-13,5170000,경상북도 영양군
창바우,경상북도,영양군,기타,,"숙박시설,체험관",,,경상북도 영양군 영양읍 창암3길 31,황영삼,,2017-07-03,http://www.yycbw.co.kr/,경상북도 영양군청,36.63656104,129.177193,2020-03-13,5170000,경상북도 영양군
쇠똥구리,경상북도,영양군,기타,,"숙박시설,체험관",,,경상북도 영양군 청기면 청기로 559,안해득,054-682-3006,2017-11-16,,경상북도 영양군청,36.63596444,129.0645047,2020-03-13,5170000,경상북도 영양군
두메송하마을,경상북도,영양군,자연생태체험,,"숙박시설,체험관",,,경상북도 영양군 수비면 가천로 612,이옥용,054-682-7999,2010-11-01,http://dume.yyg.go.kr/,경상북도 영양군청,36.7008035,129.1918039,2020-03-13,5170000,경상북도 영양군
문바우마을,경상북도,영양군,기타,,"숙박시설,체험관",,,경상북도 영양군 일월면 영양로 3312-3,김성도,054-682-8899,2016-04-29,,경상북도 영양군청,36.75721774,129.1578584,2020-03-13,5170000,경상북도 영양군
사래마을,경상북도,영양군,만들기체험,,"숙박시설,체험관",,,경상북도 영양군 입암면 선바위로 160-8,김동섭,054-682-4430,2014-01-01,http://www.yyg.go.kr/seonbawi,경상북도 영양군청,36.60622144,129.061938,2020-03-13,5170000,경상북도 영양군
대티골마을,경상북도,영양군,기타,,"숙박시설,체험관",,,경상북도 영양군 일월면 영양로 4159,김창훈,054-682-7903,2010-11-01,http://daetigol.modoo.at/,경상북도 영양군청,36.81233951,129.1299308,2020-03-13,5170000,경상북도 영양군
상북못안체험 휴양마을,울산광역시,울주군,자연생태체험,,다목적체험장,,,울산광역시 울주군 상북면 지내신리길 20,정장모,052-298-8883,2015-08-06,,울산광역시 울주군청,35.5977263434,129.1092880,2020-02-27,3730000,울산광역시 울주군
소호녹색농촌체험 휴양마을,울산광역시,울주군,전통문화체험,,"마을커뮤니센터, 다목적 체험장 등",,,울산광역시 울주군 상북면 소호당리길 6-1,김득용,052-254-0220,2012-08-31,http://www.sohori.net,울산광역시 울주군청,35.6698325649,129.0866121090,2020-02-27,3730000,울산광역시 울주군
황둔마을,강원도,원주시,전통문화체험,,체험관,,,강원도 원주시 신림면 오미로 810-1,윤진철,033-764-0594,2015-08-11,http://www.goldv.kr,강원도 원주시청,37.2521330745,128.1942969695,2020-02-27,4190000,강원도 원주시
삼송마을,강원도,원주시,전통문화체험,,체험관,,,강원도 원주시 신림면 송계로 17,이영모,033-765-3381,2013-10-14,http://www.황둔삼송마을.com,강원도 원주시청,37.2633693287,128.1925986031,2020-02-27,4190000,강원도 원주시
토종성황림마을,강원도,원주시,전통문화체험,,체험관,,,강원도 원주시 신림면 성남로 345,고계환,033-763-7657,2011-02-15,http://www.sunghwanglim.kr,강원도 원주시청,37.2740750457,128.0801489341,2020-02-27,4190000,강원도 원주시
동막용수골마을,강원도,원주시,전통문화체험,,체험관,,,강원도 원주시 판부면 내동막길 35-12,김정윤,033-764-4443,2011-11-17,http://www.yongsugol.kr,강원도 원주시청,37.293438,127.9460291253,2020-02-27,4190000,강원도 원주시
솔미마을,강원도,원주시,전통문화체험,,체험관,,,강원도 원주시 부론면 솔미1길 4,신기영,033-765-1550,2010-12-30,,강원도 원주시청,37.1686130394,127.768954,2020-02-27,4190000,강원도 원주시
청정학곡마을,강원도,원주시,전통문화체험,,체험관,,,강원도 원주시 소초면 구룡사로 7,안주언,033-731-8883,2010-12-31,http://hakgok.kr,강원도 원주시청,37.4370449331,128.057425,2020-02-27,4190000,강원도 원주시
섬강매향골마을,강원도,원주시,전통문화체험,,체험관,,,강원도 원주시 호저면 칠봉로 358-85,이하섭,033-731-4555,2015-01-20,http://www.sgmh.kr,강원도 원주시청,37.4255550974,127.8985640376,2020-02-27,4190000,강원도 원주시
용소막마을,강원도,원주시,전통문화체험,,체험관,,,강원도 원주시 신림면 구학산로 1829,이찬규,033-763-5330,2009-12-30,,강원도 원주시청,37.2107446358,128.0861441898,2020-02-27,4190000,강원도 원주시
승안동마을,강원도,원주시,전통문화체험,,체험관외,,,강원도 원주시 흥업면 승안동길 146-4,김홍관,033-763-6112,2014-04-16,http://cafe.naver.com/deaanri,강원도 원주시청,37.3102627749,127.8818986947,2020-02-27,4190000,강원도 원주시
덕치강변사리마을,전라북도,임실군,자연생태체험,오방실뜨기 등,"체험관,숙박관",,,전라북도 임실군 덕치면 강동로 865-20,신일섭,,2015-06-19,,전라북도 임실군청,35.4951045,127.1903265,2019-06-28,6450000,전라북도
봉정마을,전라남도,곡성군,농작물경작체험,"1. 농사체험(감자캐기, 매실따기, 고구마캐기, 토란캐기, 배따기)2. 물놀이 체험3. 떡만들기, 쌀엿만들기",체험관,78,,전라남도 곡성군 죽곡면 봉정길 43-137,조기봉,000-0000-0000,2011-07-31,http://www.baksagol.kr/,곡성군,35.194391,127.310801,2019-06-27,4860000,전라남도 곡성군
수통1리마을,충청남도,금산군,농작물경작체험,감자+고구마캐기+한방향주머니 만들기+인삼비누만들기,,,,충청남도 금산군 부리면 적벽강로 697,길관석,,2011-11-23,,충청남도 금산군청,36.0507504151,127.5911368396,2019-12-26,4550000,충청남도 금산군
두곡마을,충청남도,금산군,농작물경작체험,농산물 수확체험+두부만들기+메주만들기+김장체험,,,,충청남도 금산군 부리면 무금로 1650,박성춘,,2011-06-02,,충청남도 금산군청,36.0642399663,127.5517669288,2019-12-26,4550000,충청남도 금산군
청광새들녘마을,경상남도,고성군,농작물경작체험,"농산물, 물놀이, 방앗간, 영상체험, 캠핑 등",농특산물판매장,,,경상남도 고성군 개천면 영회로 1296,박현규,,2014-01-01,http://cknf.co.kr,고성군,35.2453084,127.6392568,2019-01-11,6480000,경상남도
종생마을,경상남도,고성군,자연생태체험,"농작물생산 체험, 다슬기담수어 잡기 체험, 짚풀공예, 활만들어쏘기",농특산물판매장,285,http://blog.naver.com/PostView.nhn?blogId=welchon4u&logNo=10148554042,경상남도 고성군 대가면 갈천로 174,백승완,055-672-3436,2012-01-01,www.doomejs.net,고성군,35.1422830,127.7767926,2019-01-11,6480000,경상남도
자란만마을,경상남도,고성군,어촌생활체험,"갯벌체험, 예절,전래놀이 등",농특산물판매장,,http://hrvill.com/bbs/view.php?bid=hakrim_shop01&s_p=1&uid=13,경상남도 고성군 하일면 자란만로 1622-8,이우기,,2014-01-01,www.hrvill.com,고성군,34.7455805,127.9072026,2019-01-11,6480000,경상남도
무지돌이마을,경상남도,고성군,농작물경작체험,"고무줄총만들기, 농산물수확, 농산물파종, 대나무피리만들기 등",,1794,,경상남도 고성군 개천면 나선길 73-10 (나선리),박격원,,2011-01-01,http://www.mujifarm.kr,고성군,34.8825426,128.0108601,2019-01-11,6480000,경상남도
우포마을,경상남도,창녕군,농작물경작체험,농산물수확,,,,경상남도 창녕군 대합면 우포2로 547 (신당리),김종찬,055-532-9500,2017-01-01,http://upomaeul.co.kr/,창녕군,34.8288498,127.9934635,2019-01-11,6480000,경상남도
우포가시연꽃마을,경상남도,창녕군,농작물경작체험,"내사랑 질경이, 다목적실임대, 말밤공예, 먹거리체험, 상상씨앗찾기, 생태체험, 숙박, 약초체험 등",,353,,경상남도 창녕군 대합면 닭계1길 12 신당리 563-10,박동출,,2011-01-01,http://woopo.go2vil.org,창녕군,34.9392603,127.9037906,2019-01-11,6480000,경상남도
성곡오색별빛마을,경상남도,창녕군,농작물경작체험,농산물수확,,360,,경상남도 창녕군 성산면 연당대산로 38 (연당리) 성곡오색별빛마을,이상동,055-532-5578,2018-01-01,,창녕군,34.7256432,128.0251857,2019-01-11,6480000,경상남도
따오기품은 세진마을,경상남도,창녕군,자연생태체험,"1박2일우포기행, 논습지프로그램, 농촌체험, 따오기를 만나요, 따오기캐릭터를 활용한 만들기 등",,314,,경상남도 창녕군 유어면 세진길 34 (세진리),성기순,055-532-8161,2018-01-01,,창녕군,34.7824198,127.8589517,2019-01-11,6480000,경상남도
별천지마을,경상남도,함안군,농작물경작체험,"곶감만들기,감말랭이, 곶감설기떡만들기, 김장김치담기체험, 대나무 물총 놀이 등",체험장,2,,경상남도 함안군 여항면 주동2길 136,조방제,,2011-01-01,http://www.별천지마을.kr,함안군,34.7275136,127.8940684,2019-01-11,6480000,경상남도
나무골마을,경상남도,함안군,농작물경작체험,"감따기 체험, 고추심기 체험, 김장김치 담그기 체험, 꼬꼬몰이체험, 민물고기 잡기체험 등",,28,,"경상남도 함안군 여항면 주서3길 216 (주서리, 천상농원)",김승환,055-583-5450,2016-01-01,,함안군,34.8939922,127.9101827,2019-01-11,6480000,경상남도
청미래마을(수암),경상남도,의령군,농작물경작체험,"감자수확, 고구마수확, 고추장담기, 구지뽕효소담기 등",,13,,경상남도 의령군 의령읍 수암로2길 1-4,주인석,055-573-7400,2011-01-01,http://www.chungmirae.net,의령군,35.0160907059,128.24703118,2019-01-11,6480000,경상남도
자굴산권역,경상남도,의령군,농작물경작체험,"건강테마(찜질체험), 단감따기, 들찬센터(세미나외), 망개떡만들기 등",,,,경상남도 의령군 칠곡면 칠곡로5길 3-1,이규용,055-574-1199,2012-01-01,http://www.jagulsan.org,의령군,34.9327495093,128.197069736,2019-01-11,6480000,경상남도
신전권역,경상남도,의령군,전통음식체험,"망개떡만들기, 블루베리쨈 만들기, 블루베리화분만들기, 석고오너먼트, 아로니아효소만들기, 치즈체험",,,,경상남도 의령군 대의면 모의로 662-24 경상남도 의령군 대의면 신전리 278번지,강찬구,,2016-01-01,http://1000ha.kr.,의령군,35.5763611173,128.433506686,2019-01-11,6480000,경상남도
늘품마을(막곡),경상남도,의령군,농작물경작체험,"농사체험, 농산물수확, 미꾸라지잡기 및 얼음썰매",,1.5,,경상남도 의령군 부림면 막곡2길 72-1,이헌두,,2011-01-01,www.makgok.com,의령군,35.63662101,128.521209944,2019-01-11,6480000,경상남도
나루마을,경상남도,의령군,농작물경작체험,"가공교육프로그램, 공예체험, 곶감만들기, 김장담그기체험, 논생태체험 등",체험관,,,경상남도 의령군 화정로 687,김장균,055-572-8786,2015-01-01,http://의령나루마을.com,의령군,35.5363118257,128.416083225,2019-01-11,6480000,경상남도
갑을골권역,경상남도,의령군,농작물경작체험,"물놀이장, 자연생태 체험, 자연생태 체험, 풋살경기장, 한옥체험 등",체험관 한옥관,1058,,경상남도 의령군 가례면 가례로 729,정능수,055-572-9977,2015-01-01,http://gapeulgol.com,의령군,35.182710647,128.423955417,2019-01-11,6480000,경상남도
장선마을,경상남도,양산시,농작물경작체험,"감자,고구마,캐기, 농촌음식문화체험, 다슬기줍기, 땅콩캐기체험, 매실따기,매실청담기, 민박, 블루베리수확 등","숙박, 체험실, 조리실 등",1698,,경상남도 양산시 원동면 장선2길 30 (선리),김동목,055-363-9549,2010-01-01,http://www.baenaegol.com,양산시,35.3085403336,128.239659935,2019-01-11,6480000,경상남도
양산물안뜰,경상남도,양산시,농작물경작체험,"감자캐기, 고구마캐기, 고추장담기, 다도및예절 등","숙박, 체험실, 조리실 등",125,,경상남도 양산시 상북면 대석길 15,누락,,2013-01-01,http://mulanddul.go2vil.org,양산시,35.3816790151,128.175884464,2019-01-11,6480000,경상남도
선리마을,경상남도,양산시,농작물경작체험,"감자심기, 감자캐기, 도자기만들기, 무/배추뽑기, 사과나무 임대(성장체험) 등","체험장, 홍보관, 가공실 등",31,,경상남도 양산시 원동면 배내로 452,이강록,,2011-01-01,http://baenapple.invil.org,양산시,35.2606523585,128.242635417,2019-01-11,6480000,경상남도
와항마을,경상남도,거제시,농작물경작체험,"감자캐기체험, 강정만들기, 고구마수확체험, 곤충만들기, 굴김장체험 등",체험시설2/숙박시설4/음식시설1/편의시설1,80.7,,경상남도 거제시 하청면 와항2길 21-3,옥무근,,2011-01-01,www.맹종죽.kr,거제시,35.3818241572,128.230448785,2019-01-11,6480000,경상남도
하범곡마을,경상북도,경주시,농작물경작체험,,,,,경상북도 경주시 양북면 하범길 199,황지운,,2010-11-30,,경주시,35.790429,129.372639,2020-03-27,6470000,경상북도
옥산마을,경상북도,경주시,농작물경작체험,,,,,경상북도 경주시 안강읍 중부2길 14,김금조,,2015-04-23,,경주시,36.0019889492,129.171644,2020-03-27,6470000,경상북도
세심마을,경상북도,경주시,만들기체험,,,,,경상북도 경주시 안강읍 세심길 20-9,이  용,,2004-03-05,,경주시,36.0152716120,129.1619611981,2020-03-27,6470000,경상북도
탑정산촌생태마을,경상북도,포항시,산촌생활체험,,,,,경상북도 포항시 북구 기북면 비학산길67,이원창,,2014-10-20,,포항시,36.1557560387,129.1922468008,2020-03-27,6470000,경상북도
월현마을,전라북도,장수군,자연생태체험,"봄    철 (3～5월) 자연생태체험, 나무공계체험, 씨앗뿌리기여 름 철 (6～8월) 물놀이, 물고기 잡기, 농작물 수확체험 (콩, 감자, 옥수수, 토마토)가을 철 (9～11월) 다슬기 잡기, 농산물수확체험 (사과, 오미자, 밤), 술담그기겨 울 철 (12～2월) 얼음썰매, 팽이, 활 등 만들기, 약단술 체험",방문자센터모  정오미자농장체험하우스마을회관치유센터토속음식관가공체험관,,,전라북도 장수군 계북면 월현로 323-23,최학부,,2014-07-02,http://www.ddyang.co.kr,장수군,35.78315837,127.5812121,2020-02-11,4750000,전라북도 장수군
구신마을,전라북도,장수군,자연생태체험,"봄    철 (3～5월) 모내기, 고구마, 감자파종, 고추심기, 매실따기, 산나물채취 등여 름 철 (6～8월)  옥수수, 고기잡기, 곤충채집 등가을 철 (9～11월)  허수아비 만들기, 벼수확, 고구마, 콩구워먹기 등겨 울 철 (12～2월)  썰매만들기, 팽이만들기, 연날리기 등",마을회관모  정버섯체험장농산물집하장방문자센터체험산막향토음식관,,,전라북도 장수군 천천면 천향로 35,하영택,,2014-07-02,없음,장수군,35.793247,127.545695,2020-02-11,4750000,전라북도 장수군
용계마을,전라북도,장수군,자연생태체험,"봄    철 (3～5월)  고로쇠 채취, 봄나물 캐기 등여 름 철 (6～8월)  감자, 토마토, 옥수수 수확, 물놀이가을 철 (9～11월)  사과수확 체험, 풍선만들기겨 울 철 (12～2월) 민속놀이, 눈썰매, 고구마 삶아 먹기",마을회관정  자방문자센터마을숲공원숙박시설,,,전라북도 장수군 장수읍 용계길 6,전옥기,,2012-04-23,http://dangure.com,장수군,35.61664947,127.499721,2020-02-11,4750000,전라북도 장수군
양악마을,전라북도,장수군,자연생태체험,"봄    철 (3～5월) 고로쇠 채취, 봄나물 캐기 등여 름 철 (6～8월) 감자, 토마토, 옥수수 수확, 물놀이가을 철 (9～11월) 오미자떡만들기, 머루와인 담그기, 고구마캐기겨 울 철 (12～2월) 민속놀이, 눈썰매, 고구마 삶아 먹기",족구장정  자체험관황토방오미자농장가공공장,,,전라북도 장수군 계북면 토옥동로 114,홍원표,,2011-11-26,없음,장수군,35.80648181,127.6396084,2020-02-11,4750000,전라북도 장수군
주촌마을,전라북도,장수군,자연생태체험,"봄    철 (3～5월) 산나물채취, 쑥뜯기, 산채뷔페 체혐여 름 철 (6～8월) 옥수수, 감자따기 및 시식가을 철 (9～11월) 오미자, 고추, 사과 수확겨 울 철 (12～2월) 돼지감자 캐기, 고구마 감자 구워먹기",마을회관정  자도깨비전시관체험복지관민  박전통주막,,,전라북도 장수군 장계면 논개생가길 21-5,김생진,,2011-10-27,없음,장수군,35.67830471,127.620463,2020-02-11,4750000,전라북도 장수군
홍현해라우지마을,경상남도,남해군,자연생태체험,"꽃차만들기체험,마늘캐기,목공예체험,바래길 및 마을탐방,정치망 어부체험,시금치캐기, 석방렴고기잡이체험,바지선낚시체험",체험관,6150000,,경상남도 남해군 남면 남면로353번길 47,김권조,055-863-5885,2010-12-01,http://www.haerawoogi.co.kr,경상남도 남해군농업기술센터,34.745581,127.9071582034,2019-12-02,5430000,경상남도 남해군
두모드므개마을,경상남도,남해군,자연생태체험,"개매기체험, 노도문화탐방, 영농체험, 씨카약체험, 갯벌생태체험, 선상낚시",체험관,420000,,경상남도 남해군 상주면 양아로533번길 18,신만호,055-862-5865,2010-12-01,http://du-mo.co.kr,경상남도 남해군농업기술센터,34.7339151124,127.9554006197,2019-12-02,5430000,경상남도 남해군
왕지등대마을,경상남도,남해군,자연생태체험,"갯벌생태, 전래놀이, 꽃차만들기체험, 역사문화투어체험, 농산물 수확체험, 전래놀이, 자전거투어체험",체험관,1200000,,경상남도 남해군 설천면 설천로864번길 53,정영상,055-863-1780,2010-12-01,http://www.wangji.co.kr,경상남도 남해군농업기술센터,34.939261,127.903791,2019-12-02,5430000,경상남도 남해군
송정한솔마을,경상남도,남해군,자연생태체험,"전통어로갓후리체험, 슬로푸드체험, 맨손고기잡이체험",마을회관,210000,,경상남도 남해군 미조면 미송로486번길 30,백봉창,055-860-3938,2010-12-01,http://sjhansol.com,경상남도 남해군농업기술센터,34.725643,128.025185,2019-12-02,5430000,경상남도 남해군
구문소마을,강원도,태백시,만들기체험,마을체험,구문소카페,250,,강원도 태백시 사군드리길 7,정춘교,,2016-03-01,없음,농정산림과,37.088270,129.032210,2019-06-19,4220000,강원도 태백시
한강의 아침,강원도,태백시,만들기체험,없음,없음,240,,강원도 태백시 백두대간로 789-3,신민옥,,2011-08-01,없음,농정산림과,37.242839,128.982160,2019-06-19,4220000,강원도 태백시
외동해상유어장(외동마을),전라남도,여수시,어촌생활체험,"해상펜션 운영,해상바지선체험,바다낚시체험","외동체험마을 관리동,해상펜션",760,,전라남도 여수시 대경도4길 41-1,김재욱,,2015-07-28,https://www.seantour.kr/village/oedong/main/index.jsp,한국농어촌공사,34.7178751,127.7279711,2019-06-26,4810000,전라남도 여수시
화산어촌계(화정면 화산마을),전라남도,여수시,어촌생활체험,"어촌체험 프로그램 운영사업, 조개 캐기 체험장 운영 및 양식장 전복따기 체험, 바다낚시터 조성 등","종합안내소 및 관리동,해산펜션,마을회관",,,전라남도 여수시 화정면 개도 화산길 27,정연수,,2015-07-28,https://www.seantour.kr/village/gaedo/main/index.jsp,한국농어촌공사,34.6260972,127.5146283,2019-06-26,4810000,전라남도 여수시
안도웰빙체험장(안도마을),전라남도,여수시,어촌생활체험,"어촌체험 프로그램 운영사업,특산품 판매사업 및 발효식품 체험장 운영,단체숙박 및 식당운영사업,바다낚시터 운영사업 및 생태길 탐방,바다목장 체험 및 조개 캐기 체험 등","종합 커뮤니티센터,체험장,식당,숙박시설 등",,,전라남도 여수시 남면 안도 해변길 45,김대준,,2015-07-28,http://vill.seantour.com/Vill/Main.aspx?fvno=3816&cd=ando,전라남도 여수시청,34.5713651,127.6628598,2019-06-26,4810000,전라남도 여수시
안포씨마을,전라남도,여수시,농촌체험마을,"한옥체험 특산품 판매, 바다낚시 및 개매기, 전통놀이 체험","한옥체험관, 한옥식당, 농수산물가공시설, 특산품판매장",628.13,,전라남도 여수시 화양면 화양로 922-13,나인섭,,2016-12-07,ahnpo.com,전라남도 여수시청,34.67888722,127.6187421,2019-06-26,4810000,전라남도 여수시
외동마을,전라남도,여수시,어촌생활체험,,,,,전라남도 여수시 대경도4길 41-1 (경호동),정호만,,2015-07-28,http://외동어촌체험마을.kr,전라남도 여수시청,34.71787759,127.7278765,2020-02-27,B553968,한국어촌어항공단
설리어촌체험·휴양마을,경상남도,남해군,어촌생활체험,,,,,경상남도 남해군 미조면 미송로303번길 75-12,정종민,055-867-9001,2015-11-30,http://설리어촌체험마을.kr,경상남도 남해군청,34.704462,128.026928,2020-02-20,B553968,한국어촌어항공단
풍류어촌체험마을,전라남도,고흥군,어촌생활체험,,갯벌체험장+해수욕장,,,전라남도 고흥군 두원면 풍류로 99-14,송옥식,,2010-12-13,http://풍류어촌체험마을.kr,전라남도 고흥군청,34.66361907,127.2295695,2020-03-26,B553968,한국어촌어항공단
해락촌마을,강원도,평창군,전통음식체험,떡만들기 체험 등,"체험관, 운동장",2324,,강원도 평창군 평창읍 고길천로 123,정석교,,2017-02-27,,강원도 평창군,37.36991372,128.453332,2019-06-03,4280000,강원도 평창군
수문농어촌체험휴양마을,전라남도,장흥군,어촌생활체험,,,,,전라남도 장흥군 안양면 수문용곡로 194,김영만,061-864-0777,2016-11-17,http://수문어촌체험마을.kr,전라남도 장흥군청,34.63565117,127.0354844,2020-01-01,B553968,한국어촌어항공단
적금마을,전라남도,여수시,어촌생활체험,,,,,전라남도 여수시 화정면 적금뒷등길 5-12,조상호,,2015-07-28,http://적금어촌체험마을.kr,전라남도 여수시청,34.62609721,127.5146283,2020-01-01,B553968,한국어촌어항공단
욕지 유동마을,경상남도,통영시,어촌생활체험,,낚시터 3개보유. 스카스쿠버.프리다이빙.수중 체험체험장비 보유,,,경상남도 통영시 욕지면 유동길 108,이종진,055-641-2233,2014-02-04,http://유동어촌체험마을.kr,경상남도 통영시청,34.6200494,128.2429564,2020-02-28,B553968,한국어촌어항공단
의신베어빌리지마을,경상남도,하동군,자연생태체험,반달가슴곰생태체험,,,,경상남도 하동군 화개면 의신길 27-2,정봉선,055-883-3580,2012-12-31,http://www.bearvillage.co.kr,경상남도 하동군청,35.289679,127.646777,2019-06-17,5440000,경상남도 하동군
모암유기농체험휴양마을,경상남도,하동군,만들기체험,"녹차만들기,계곡낚시,다도체험",,,,경상남도 하동군 화개면 모암길 29-41,김진목,055-882-6282,2013-05-03,http://www.gaboja.co.kr,경상남도 하동군청,35.246147,127.639325,2019-06-17,5440000,경상남도 하동군
평사드레농촌체험휴양마을,경상남도,하동군,만들기체험,"솟대만들기,자전거트래킹,최참판댁투어",,,,경상남도 하동군 악양면 악양서로 92,이병렬,055-883-6640,2011-06-20,http://www.pyeongsadrea.co.kr,경상남도 하동군청,35.149141,127.686917,2019-06-17,5440000,경상남도 하동군
입석농촌체험휴양마을,경상남도,하동군,농작물경작체험,"매실,대봉감수확,곤충체험",,,,경상남도 하동군 악양면 악양서로 291,강상수,055-883-3229,2011-09-02,http://www.ipseok.org,경상남도 하동군청,35.159865,127.705241,2019-06-17,5440000,경상남도 하동군
구재봉자두중서농촌체험휴양마을,경상남도,하동군,만들기체험,"효소만들기, 비누,석고방향제만들기",,,,경상남도 하동군 악양면 중서길 74-9,김미숙,055-884-6200,2012-03-12,http://www.jungso.co.kr,경상남도 하동군청,35.128054,127.754382,2019-06-17,5440000,경상남도 하동군
