재활용센터명,재활용센터운영구분,소재지도로명주소,소재지지번주소,위도,경도,면적,설립년월,차량보유대수,주요취급품목정보,운영기관명,운영기관전화번호,운영기관대표자명,평일운영시작시각,평일운영종료시각,공휴일운영시작시각,공휴일운영종료시각,휴무일정보,애프터서비스정보,홈페이지주소,관리기관전화번호,관리기관명,데이터기준일자,제공기관코드,제공기관명
영동군자원순환센터,직영,충청북도 영동군 용산면 남부로 621-39,충청북도 영동군 용산면 율리 800번지,36.2207185,127.8009978,1187,2009-12,2,"폐지,우유팩,고철,알미늄캔, 철캔, 플라스틱, 병류, 장판, 스티로품",영동군,043-740-3415,영동군수,09:00,18:00,09:00,12:00,,,,043-740-3415,충청북도 영동군청,2018-05-01,4440000,충청북도 영동군
재활용선별장,위탁,광주광역시 서구 서창둑길 166(세하동),광주광역시 서구 세하동 765,35.1212223,126.826536,2880,2009-01,16,"대형폐기물 및 재활용품 수집·운반·처리, 선별장 내 시설·장비 유지관리",㈜희망자원,062-374-9446,정향자,08:30,17:30,00:00,00:00,명절+공휴일+일요일,,,062-360-7667,서구청 청소행정과,2019-03-11,3600000,광주광역시 서구
임실군 생활쓰레기처리장,직영,전라북도 임실군 관촌면 관진로 233,전라북도 임실군 관촌면 복흥리 620,35.678597,127.291534,1133.5,2012-01,1,종이+PET+플라스틱+유리병+고철+스티로폼,임실군청,063-640-2391,임실군수,09:00,18:00,09:00,18:00,연중무휴,,,063-640-2391,전라북도 임실군청,2019-05-01,4760000,전라북도 임실군
강진환경정화센터,직영,,전라남도 강진군 강진읍 남당로97-73,34.623583,126.776748,124491,2006-07,12,각종생활쓰레기,강진군,061-430-3963,강진군수,06:00,18:00,00:00,00:00,,,,061-430-3963,전라남도 강진군,2019-09-11,4920000,전라남도 강진군
곡성군재활용품선별장,직영,전라남도 곡성군 곡성읍 곡고로 98-157,전라남도 곡성군 곡성읍 신리 87-1,35.281973,127.325154,826.4,2009-09,2,"유리병, 고철, 캔,  플라스틱 등",곡성군청,061-360-8237,곡성군수,08:00,17:00,08:00,17:00,일요일,없음,없음,061-360-8237,곡성군청,2019-06-27,4860000,전라남도 곡성군
덕계재활용센터,위탁,경상남도 양산시 웅상대로 1038,경상남도 양산시 주진동 115-5,35.3914538421,129.1586463015,334.55,2014-01,2,"폐가구, 냉장고",양산덕계웅상재활용센터,055-364-2740,박경순,09:00,17:00,09:00,12:00,일요일,없음,없음,055-392-3342,경상남도 양산시청,2020-05-26,5380000,경상남도 양산시
동구자원재활용센터,위탁,대구광역시 동구 공항로31길 26(불로동),대구광역시 동구 불로동 866-9,35.903514,128.6309953980,3667.9,2099-07,34,"플라스틱, 캔, 유리병 등",㈜유창알앤씨,053-985-3840,성기원,08:00,17:00,08:00,12:00,일요일,,,053-662-2723,대구광역시 동구청,2020-05-26,3420000,대구광역시 동구
용인시 재활용센터,위탁,경기도 용인시 처인구 경안천로 288,경기도 용인시 처인구 고림동 954-3,37.25655776,127.2198445,15569,2007-08,7,"혼합재활용품, 유리병",용인도시공사,031-332-1190,김한섭,08:00,17:00,08:00,17:00,,,,031-324-2334,경기도 용인시청,2019-10-04,4050000,경기도 용인시
이동읍 재활용센터,위탁,경기도 용인시 처인구 백옥대로489번길 19-6,경기도 용인시 처인구 이동읍 덕성리 1130-7,37.1815787609,127.2001044782,9000,2013-08,2,"스티로폼, 매트리스",용인도시공사,031-332-1190,김한섭,08:00,17:00,08:00,17:00,,,,031-324-2334,경기도 용인시청,2019-10-04,4050000,경기도 용인시
맑은누리센터 재활용선별시설,위탁,충청남도 예산군 대흥면 차동로 1661-157,충청남도 예산군 대흥면 대률리 1-4,36.6633398364,126.8412887257,1034.58,2004-12,2,"플라스틱,철,병,종이",한라오엠에스,031-335-6571,박상수,09:00,18:00,00:00,00:00,"토일,공유일 휴무",,,041-339-7532,충청남도 예산군청,2019-10-02,4610000,충청남도 예산군
강북구재활용센터,위탁,서울특별시 강북구 노해로 70,서울특별시 강북구 수유동 188-26,37.6418313859,127.022653,316.6,2018-09,2,중고가구가전,강북구재활용센터,02-992-8425,김승일,09:30,19:30,09:30,19:30,연중무휴,6개월,https://www.rety.co.kr/shop/shop.asp?code=AF12,02-901-6764,강북구청,2019-05-27,3080000,서울특별시 강북구
중앙 재활용 도움센터,직영,제주특별자치도 서귀포시 중앙로62번길 18(서귀동),제주특별자치도 서귀포시 서귀동 277-1,33.2501708,126.5636786,92.4,2019-05,0,생활쓰레기 배출,제주특별자치도 서귀포시,064-760-3201,양윤경,00:00,23:59,00:00,23:59,없음,,,064-760-3201,제주특별자치도 서귀포시청,2019-05-31,6520000,제주특별자치도 서귀포시
경남거제지역자활센터,위탁,경상남도 거제시 거제중앙로13길 22 (고현동),경상남도 거제시 사등면 두동로 1길 109(사등면),34.88276848,128.6237194,402,2017-01,1,가구/ 전제품/헌옷 등,경남거제지역자활센터,055-688-5890,주순금,09:00,18:00,00:00,00:00,일요일/공휴일,,http://www.kojejh.or.kr/index.php,055-639-4835,거제시청,2019-07-25,5370000,경상남도 거제시
거제YWCA 아나바다 재활용센터,위탁,경상남도 거제시 탑곡로 75 (아주동),경상남도 거제시 아주동 290,34.86244036,128.691074,192,2017-01,1,가구/ 전제품/헌옷 등,거제YWCA 아나바다 재활용센터,055-682-4950,김복례,09:00,18:00,00:00,00:00,일요일/공휴일,,http://www.gjywca.or.kr,055-639-4835,거제시청,2019-07-25,5370000,경상남도 거제시
예천군생활자원회수센터,직영,경상북도 예천군 예천읍 원고개길 57-25,경상북도 예천군 예천읍 청복리 650,36.6378176422,128.461653299,812,2019-01,22,플라스틱류,예천군,054-650-6175,김학동,09:00,18:00,00:00,00:00,"토,일요일",,,054-650-6175,경상북도 예천군청,2019-09-10,5230000,경상북도 예천군
양구군 전처리시설,직영,강원도 양구군 남면 국토정중앙로 300,,38.0707181246,128.0409528721,196,2018-10,10,재활용품 등,양구군청,033-480-2833,양구군수,09:00,18:00,09:00,18:00,일요일,,,033-480-2833,양구군청,2019-10-10,4320000,강원도 양구군
수원시자원순환센터,위탁,경기도 수원시 영통구 광교호수로 278-1(하동),경기도 수원시 영통구 하동 17-3,37.2892399636,127.0862851904,90444,2009-12,10,"플라스틱, 스티로폼, 병류, 고철, 알루미늄 캔 등",수원도시공사,031-888-7911,김귀연,08:00,17:00,08:00,14:00,"일요일, 공휴일",,http://www.suwonfmc.or.kr,031-888-7911,경기도 수원시,2019-10-15,3740000,경기도 수원시
중구재활용센터,위탁,서울특별시 중구 다산로 174,서울특별시 중구 청구동 330-17,37.5589776922,127.0134048849,390,1997-05,2,"가전, 가구, 컴퓨터, 의류, 도서 등",중구/동대문구 재활용센터,02-2233-7289,이재구,09:00,19:00,09:00,18:00,공휴일,판매일로부터 3개월이내 무상 수리,www.remarketc.co.kr,02-3396-5462,서울특별시 중구청,2019-12-23,3010000,서울특별시 중구
용산구 재활용센터,위탁,서울특별시 용산구 한강대로67길 22-20(한강로1가),서울특별시 용산구 한강로1가 73-1,37.53764656,126.971403,360,1996-07,1,"가전제품,가구류,사무용 기기,기타 재활용 가능한 물품",용산구 재활용센터,02-794-8666,제갈재호,09:00,19:00,10:00,18:00,법정공휴일 휴무,구입 후 6개월간,없음,02-2199-7314,용산구청,2020-01-21,3020000,서울특별시 용산구
용산구 재활용센터,위탁,서울특별시 용산구 한강대로67길 22-20(한강로1가),서울특별시 용산구 한강로1가 73-1,37.53764656,126.971403,360,1996-07,1,"가전제품,가구류,사무용 기기,기타 재활용 가능한 물품",용산구 재활용센터,02-794-8665,제갈재호,09:00,19:00,10:00,18:00,법정공휴일 휴무,구입 후 6개월간,없음,02-2199-7314,용산구청,2020-01-21,3020000,서울특별시 용산구
정읍시 재활용선별장,직영,전라북도 정읍시 영파길 169,전라북도 정읍시 영파동 399-1,35.6142384471,126.8549416486,1047,2005-02,3,"플라스틱, 스티로폼, 병, 종이, 고철, 비고철, 장판",전라북도 정읍시,063-539-5743,유진섭,09:00,18:00,09:00,13:00,"매주일요일, 설, 추석, 근로자의날",,,063-539-5743,전라북도 정읍시청,2020-01-31,4690000,전라북도 정읍시
남구 재활용품 및 대형폐기물 집하장,직영,광주광역시 남구 효천길 25-21,,35.1053990848,126.8782638972,684,2020-01,4,"플라스틱, 비닐, 스티로폼, 대형폐기물, 폐형광등, 잡병",광주광역시 남구청,,,09:00,18:00,00:00,00:00,,,,062-607-3631,광주광역시 남구청,2020-03-12,3610000,광주광역시 남구
의령군 재활용센터,위탁,"경상남도 의령군 의령읍 의병로8길 44, 3층",,35.3154531394,128.2558940961,45,2017-01,1,"옷, 가방 등",자원봉사협의회,,김선옥,09:00,18:00,00:00,00:00,공휴일 미운영,,,055-570-2622,경상남도 의령군청,2020-04-20,5390000,경상남도 의령군
청주시재활용(3R)센터,위탁,충청북도 청주시 서원구 무심서로 333,충청북도 청주시 서원구 모충동 94-9,36.6240125864,127.489364026,1070,2010-01,3,"가구, 세탁기, 냉장고 등",㈜청주재활용센터,043-285-7289,박흥규,09:00,18:00,00:00,00:00,"매주 일요일, 공휴일",판매일로부터 6개월 이내 무상수리,www.cjrecycling.co.kr,043-201-4672,충청북도 청주시청,2019-06-07,5710000,충청북도 청주시
안덕면 화순리 재활용 도움센터,직영,제주특별자치도 서귀포시 안덕면 화순로 154-42,제주특별자치도 서귀포시 안덕면 화순리 1989,33.2504308849,126.330419997,95.02,2017-09,0,생활쓰레기 배출,제주특별자치도 서귀포시 안덕면,064-760-4361,이상헌,06:00,22:00,06:00,22:00,없음,,,064-760-3201,제주특별자치도 서귀포시청,2019-05-31,6520000,제주특별자치도 서귀포시
밀양시 재활용품 선별장,직영,경상남도 밀양시 무안면 신생길 53-246,경상남도 밀양시 무안면 마흘리 산229-4,35.479551,128.686726,7137,2017-02,2,"플라스틱, 병류, 캔류, 스티로폼",밀양시,055-359-5328,밀양시장,09:00,18:00,00:00,00:00,"토요일, 일요일",없음,http://www.miryang.go.kr/station/main/?sk_id=envmng,055-359-5327,밀양시청,2017-11-01,5360000,경상남도 밀양시
동두천시 재활용선별장,직영,경기도 동두천시 강변로 872,경기도 동두천시 동두천동 432-1,37.9422687,127.0565911,7887,2005-06,3,"종이, 유리병, 비닐, 고철 등",경기도 동두천시청(환경보호과 재활용팀),031-860-2254,동두천시장,09:00,18:00,00:00,00:00,"토요일, 일요일",,없음,031-860-2254,동두천시청 환경보호과,2019-08-31,3920000,경기도 동두천시
김천시재활용선별장,위탁,경상북도 김천시 공단4길 51-11,경상북도 김천시 응명동1012-1,36.158511616,128.123453518,7110,2018-03,0,재활용품(29품목),김천시청,,김충섭,08:00,17:00,00:00,00:00,"일요일, 공휴일",,없음,053-357-3389,해동자원,2019-09-10,5060000,경상북도 김천시
중구새마을부녀회알뜰매장,위탁,대전광역시 중구 대종로386번길 69,대전광역시 중구 문창동 46-1,36.3213988,127.4340625,198,2000-03,1,"옷, 신발, 가방 등",새마을운동 대전광역시중구지회,042-252-4957,,13:00,17:00,00:00,00:00,"토, 일, 공휴일",물품 교환,,042-252-4957,새마을운동 대전광역시중구지회,2019-09-10,3650000,대전광역시 중구
대청면 대청 재활용 선별장,직영,인천광역시 옹진군 대청면 대청북로 53,인천광역시 옹진군 대청면 대청리 산16-26,37.8392089242,124.7053034687,415,2009-07,2,"재활용품(종이류,고철류,캔류,병류,플라스틱류,필름류,스티로폼류 등)",인천광역시 옹진군 대청면,032-899-3610,조윤길,09:00,18:00,09:00,13:00,일요일,,,032-899-2620,인천광역시 옹진군,2019-06-28,3580000,인천광역시 옹진군
백령면 재활용 선별장,직영,인천광역시 옹진군 백령면 백령남로72번길 356,인천광역시 옹진군 백령면 진촌리 2376,37.9571392948,124.6965634355,645.5,2008-10,6,"재활용품(종이류,고철류,캔류,병류,플라스틱류,필름류,스티로폼류 등)",인천광역시 옹진군 백령면,032-899-3420,조윤길,09:00,18:00,09:00,13:00,일요일,,,032-899-2620,인천광역시 옹진군,2019-06-28,3580000,인천광역시 옹진군
연평면 소연평 재활용 선별장,직영,인천광역시 옹진군 연평면 소연평로 161-94,인천광역시 옹진군 연평면 연평리 931-4,37.6127353584,125.7204598845,150,2006-11,0,"재활용품(종이류,고철류,캔류,병류,플라스틱류,필름류,스티로폼류 등)",인천광역시 옹진군 연평면,032-899-3490,조윤길,09:00,18:00,09:00,13:00,일요일,,,032-899-2620,인천광역시 옹진군,2019-06-28,3580000,인천광역시 옹진군
연평면 대연평 재활용 선별장,직영,인천광역시 옹진군 연평면 연평로 746-46,인천광역시 옹진군 연평면 연평리 505-1,37.6526547723,125.6910026155,309,2007-04,3,"재활용품(종이류,고철류,캔류,병류,플라스틱류,필름류,스티로폼류 등)",인천광역시 옹진군 연평면,032-899-3490,조윤길,09:00,18:00,09:00,13:00,일요일,,,032-899-2620,인천광역시 옹진군,2019-06-28,3580000,인천광역시 옹진군
북도면 장봉리 재활용 선별장,직영,인천광역시 옹진군 북도면 장봉로 678,인천광역시 옹진군 북도면 장봉리 546-2,37.5434518574,126.3327049375,336,2008-11,1,"재활용품(종이류,고철류,캔류,병류,플라스틱류,필름류,스티로폼류 등)",인천광역시 옹진군 북도면,032-899-3410,조윤길,09:00,18:00,09:00,13:00,일요일,,,032-899-2620,인천광역시 옹진군,2019-06-28,3580000,인천광역시 옹진군
북도면 신도리 재활용 선별장,직영,인천광역시 옹진군 북도면 시도로86번길 78,인천광역시 옹진군 북도면 시도리 277-31,37.5355577434,126.4316112448,321,2007-04,4,"재활용품(종이류,고철류,캔류,병류,플라스틱류,필름류,스티로폼류 등)",인천광역시 옹진군 북도면,032-899-3410,조윤길,09:00,18:00,09:00,13:00,일요일,,,032-899-2620,인천광역시 옹진군,2019-06-28,3580000,인천광역시 옹진군
평택시남부재활용센터,위탁,경기도 평택시 성동로 11번길 26,경기도 평택시 비전동 621-12,36.995207,127.091064,153.36,1998-01,1,"가전제품, 가구류 등",남부재활용센터,031-653-7288,김홍직,09:00,18:00,00:00,00:00,,판매일로부터 6개월이내 무상 수리,X,031-8024-3767,경기도 평택시청,2020-07-02,3910000,경기도 평택시
동래구 재활용센터,위탁,부산광역시 동래구 충렬대로202번길 33(수안동),부산광역시 동래구 수안동 2-7,35.201229,129.081915686,231.4,1995-12,1,가구 및 가전제품,동래구 재활용센터,051-554-5088,차복수,09:00,18:00,09:00,18:00,매주 일요일 휴무,구입 후 1년간 A/S가능,해당없음,051-550-4451,동래구 청소과,2019-08-20,3300000,부산광역시 동래구
익산시 생활자원 회수센터,위탁,전라북도 익산시 선화로 798,전라북도 익산시 부송동 157-93,35.96726401,127.000364,2972,2010-01,19,시홈페이지,(유)행복나누미,063-840-4430,김형섭,05:30,16:30,05:30,11:00,없음,없음,www. Iksan.go.kr,063-859-5471,전라북도 익산시청,2019-08-08,4680000,전라북도 익산시
서대문구재활용센터,위탁,서울특별시 서대문구 연희로 292,"서울특별시 서대문구 홍은동 425(구관), 426(신관)",37.583342,126.936452,1171.77,2019-05,04,"가전제품, 가구 등",(주)서대문구 재활용센터,02-394-8272,조봉현,09:00,18:00,00:00,00:00,공휴일    휴무,공휴일 제회 AS    가능,http://www.s8272.co.kr/,02-330-1713,서대문구청 청소행정과,2019-01-16,3120000,서울특별시 서대문구
환경자원센터,위탁,강원도 양양군 양양읍 되넘이길 80,강원도 양양군 양양읍 화일리 485,38.0937569,128.571566,1257,2009-01,3,재활용품 선별,(유)양양자활환경자원센터,033-671-2788,임무경,09:00,18:00,00:00,00:00,"토요일, 공휴일",,,033-670-2186,양양군청,2019-08-21,4350000,강원도 양양군
순천시자원순환센터,직영,전라남도 순천시 동주로 2230-63,전라남도 순천시 주암면 구산리 832,35.06763363,127.2463813,2391000,2014-04,3,재활용품 선별,순천에코그린㈜,061-751-8864,신수열,08:00,17:00,08:00,17:00,일,,,061-751-8864,순천시청,2019-08-28,4820000,전라남도 순천시
남부재활용센터,위탁,부산광역시 남구 홍곡로 26(감만동),부산광역시 남구 감만동 162-22,35.1161314009,129.082796,52,2018-01,1,가전제품,민간운영,051-644-8572,,12:00,00:00,12:00,00:00,,,,051-607-4451,부산광역시 남구청,2019-08-28,3310000,부산광역시 남구
용성가전에어컨,위탁,부산광역시 남구 용호로109번길3(용호동),부산광역시 남구 용호동366-8,35.1224926246,129.112594,66,2018-01,1,가전제품,민간운영,051-628-7704,,12:00,00:00,12:00,00:00,,,,051-607-4451,부산광역시 남구청,2019-08-28,3310000,부산광역시 남구
동아재활용센터,위탁,부산광역시 남구 동명로115-1(용호동),부산광역시 남구 용호동 413-13,35.1202162145,129.109779,40,2018-01,1,가전제품,민간운영,051-626-1713,,12:00,00:00,12:00,00:00,,,,051-607-4451,부산광역시 남구청,2019-08-28,3310000,부산광역시 남구
남구재활용센터,위탁,부산광역시 남구 석포로 126번길 4(대연동),부산광역시 남구 대연동 967-1,35.1281566978,129.091304,132,2018-01,1,"가구, 가전제품",민간운영,051-624-7282,,12:00,00:00,12:00,00:00,,,,051-607-4451,부산광역시 남구청,2019-08-28,3310000,부산광역시 남구
안산시재활용센터,위탁,경기도 안산시 단원구 선부광장로 45,경기도 안산시 단원구 선부동 1076-10,37.334924,126.812081,375.3,2019-07,2,"가구, 가전",(사)한국생활자원재활용협의회 안산시지회,031-405-8272,이종남,09:30,19:00,09:30,19:00,일요일,판매후 6개월 A/S,없음,031-481-2253,안산시청 자원순환과,2019-07-05,3930000,경기도 안산시
평창군 자원회수센터,직영,강원도 평창군 미탄면 서동로 3391-27,강원도 평창군 미탄면 창리 1006,37.342343,128.473812,1159,2019-04,0,"재활용품(폐지, 철캔, 알루미늄캔, 고철, PET, PS, PP, PE, 스티로폼, 공병)",평창군청,033-330-2059,평창군수,09:00,18:00,00:00,00:00,-,-,-,033-330-2059,평창군,2019-05-24,4280000,강원도 평창군
대정읍 동일1리 재활용 도움센터,직영,제주특별자치도 서귀포시 대정읍 동일하모로 90,제주특별자치도 서귀포시 대정읍 동일리 2829-3,33.2285266502,126.241454874,99.89,2017-07,0,생활쓰레기 배출,제주특별자치도 서귀포시,064-760-3201,양윤경,06:00,22:00,06:00,22:00,없음,,,064-760-3201,제주특별자치도 서귀포시청,2019-05-31,6520000,제주특별자치도 서귀포시
원주시 중고가전가구재활용센터(1호점),위탁,강원도 원주시 치악로 1601-6(단구동),강원도 원주시 단구동 724-22,37.3260743,127.9599504,495,2012-07,2,중고가구가전제품,개인,033-735-7388,원덕자,09:00,18:30,00:00,00:00,매주 일요일,애프터서비스운영,wjrecycle.com,033-737-3091,강원도 원주시청,2019-05-28,4190000,강원도 원주시
부산진구 재활용센터,위탁,부산광역시 부산진구 신천대로 155(부전동),부산광역시 부산진구 부전동 384-65,35.1556331471,129.050741067,145,1995-02,1,중고가구 및 잡화,한국재활용센터협의회 부산진구지회,051-805-8272,,09:00,18:00,00:00,00:00,"일, 공휴일 휴무",,,051-605-4457,부산진구청,2019-08-22,3290000,부산광역시 부산진구
정선군쓰레기위생매립장,직영,강원도 정선군 남면 광락로 691-233,강원도 정선군 남면 광덕리 365번지,37.307495,128.678191,44000,1997-03,9,생활폐기물,정선군,033-560-2398,정선군수,09:00,18:00,09:00,18:00,,,,033-560-2398,정선군,2019-06-30,4290000,강원도 정선군
의정부시재활용수리판매소,위탁,경기도 의정부시 장곡로 450(신곡동),경기도 의정부시 신곡동 681,37.7435522,127.0552001213,478.5,1998-06,2,"가전,가구 등",(사)한국생활자원재활용협회 의정부지회,031-842-7282,이종철,09:00,20:00,10:00,20:00,일요일 월 3회 휴무,판매 또는 교환물품이 6개월이내에 하자 발생시 무상수리,없음,031-828-2792,경기도 의정부시청,2019-10-03,3820000,경기도 의정부시
목포시 재활용선별센터,직영,전라남도 목포시 대양로 241-55,전라남도 목포시 대양동 산109-3,34.8279825265,126.4080457772,1404,2004-08,4,"페트, 혼합플라스틱, 철캔, 고철, 폐기, 알캔, 플라스틱, 병류, 스티로폼 등",전라남도 목포시청,061-270-8076,목포시장,07:00,17:00,00:00,00:00,매주 일요일,,없음,061-270-8076,전라남도 목포시청,2019-10-08,4800000,전라남도 목포시
광주광역시 동구 재활용선별장,직영,광주광역시 동구 남문로 486(소태동),광주광역시 동구 소태동 189-1,35.1150617,126.936132,410,2004-02,1,"스티로폼,플라스틱,캔 외 재활용가능자원",광주광역시 동구청,062-608-8936,임택,09:00,18:00,00:00,00:00,공휴일 미운영,,,062-608-8936,광주광역시 동구청,2019-10-08,3590000,광주광역시 동구
금산군재활용선별장,직영,충청남도 금산군 추부면 용천로798-51,충청남도 금산군 추부면 용지리 430,36.1711666465,127.4411889072,528,2016-01,0,"PET,공병,파지",충청남도 금산군청,041-750-2554,문정우,09:00,18:00,00:00,00:00,법정공휴일,,,041-750-2554,충청남도 금산군청,2019-07-09,4550000,충청남도 금산군
울주군 재활용품 선별장,직영,울산광역시 울주군 온산읍 화산로 113-11,울산광역시 울주군 온산읍 화산리 산 176-5,35.4194608,129.3287862,1432,1994-04,1,"폐합성수지, 종이류, 플라스틱, 고철, 캔류 등",울산광역시 울주군청,052-204-2153,울주군수,09:00,18:00,00:00,00:00,"매주토요일,일요일 및 법정공휴일",,,052-204-2153,울산광역시 울주군청,2019-09-06,3730000,울산광역시 울주군
