가변전광표지판명,시도명,시군구명,시군구코드,도로종류,도로노선명,도로노선번호,도로노선방향,위도,경도,영상표시면가로길이,영상표시면세로길이,전광판함체가로길이,전광판함체세로길이,전광판높이,설치유형코드,출력방향코드,발광패널유형코드,표출색상,표시유형코드,출력크기,제공정보종류,설치년도,관리기관명,관리기관전화번호,데이터기준일자,제공기관코드,제공기관명
북건천IC전방,경상북도,경주시,47130,02,대경로,4번,01,35.870618,129.089379,6600,1200,7000,1600,9000,01,02,01,빨간색+노란색+녹색,02,2단 10열,01+02+03,2018,부산지방국토관리청,051-660-1183,2019-09-23,1611000,국토해양부
영천IC 전방,경상북도,경산시,47290,02,칠백로,4번,01,35.938850,128.936792,6600,1200,7000,1600,9000,01,02,01,빨간색+노란색+녹색,02,2단 10열,01+02+03,2005,부산지방국토관리청,051-660-1183,2019-09-23,1611000,국토해양부
동서교차로,경상북도,경산시,47290,02,대경로,4번,01,35.918289,128.831208,6600,1200,7000,1600,9000,01,02,01,빨간색+노란색+녹색,02,2단 10열,01+02+03,2018,부산지방국토관리청,051-660-1183,2019-09-23,1611000,국토해양부
대구시계,경상북도,경산시,47290,02,대경로,4번,01,35.877549,128.760677,6600,1200,7000,1600,9000,01,02,01,빨간색+노란색+녹색,02,2단 10열,01+02+03,2018,부산지방국토관리청,051-660-1183,2019-09-23,1611000,국토해양부
연화교차로,경상북도,칠곡군,47850,02,칠곡대로,4번,01,35.974026,128.432861,6600,1200,7000,1600,9000,01,02,01,빨간색+노란색+녹색,02,2단 10열,01+02+03,2007,부산지방국토관리청,051-660-1183,2019-09-23,1611000,국토해양부
입평리,경상북도,칠곡군,47850,02,칠곡대로,4번,01,36.045008,128.347007,6600,1200,7000,1600,9000,01,02,01,빨간색+노란색+녹색,02,2단 10열,01+02+03,2005,부산지방국토관리청,051-660-1183,2019-09-23,1611000,국토해양부
김천IC전방,경상북도,김천시,47150,02,영남대로,4번,01,36.128250,128.097150,6600,1200,7000,1600,9000,01,02,01,빨간색+노란색+녹색,02,2단 10열,01+02+03,2005,부산지방국토관리청,051-660-1183,2019-09-23,1611000,국토해양부
과업시점,경상북도,김천시,47150,02,영남대로,4번,01,36.201551,128.007127,6600,1200,7000,1600,9000,01,02,01,빨간색+노란색+녹색,02,2단 10열,01+02+03,2018,부산지방국토관리청,051-660-1183,2019-09-23,1611000,국토해양부
아화교차로,경상북도,경주시,47130,02,심곡로,4번,02,35.905573,129.053846,6600,1200,7000,1600,9000,01,02,01,빨간색+노란색+녹색,02,2단 10열,01+02+03,2005,부산지방국토관리청,051-660-1183,2019-09-23,1611000,국토해양부
서천교하류부,경상북도,경주시,47130,02,태종로,4번,02,35.837826,129.194439,6600,1200,7000,1600,9000,01,02,01,빨간색+노란색+녹색,02,2단 10열,01+02+03,2005,부산지방국토관리청,051-660-1183,2019-09-23,1611000,국토해양부
북건천IC전방,경상북도,경주시,47130,02,대경로,4번,02,35.857559,129.101811,6600,1200,7000,1600,9000,01,02,01,빨간색+노란색+녹색,02,2단 10열,01+02+03,2018,부산지방국토관리청,051-660-1183,2019-09-23,1611000,국토해양부
영천IC 전방,경상북도,영천시,47230,02,대경로,4번,02,35.938995,128.949845,6600,1200,7000,1600,9000,01,02,01,빨간색+노란색+녹색,02,2단 10열,01+02+03,2005,부산지방국토관리청,051-660-1183,2019-09-23,1611000,국토해양부
금호교차로,경상북도,영천시,47230,02,대경로,4번,02,35.935213,128.895650,6600,1200,7000,1600,9000,01,02,01,빨간색+노란색+녹색,02,2단 10열,01+02+03,2018,부산지방국토관리청,051-660-1183,2019-09-23,1611000,국토해양부
경일대,경상북도,경산시,47290,02,하양로,4번,02,35.905955,128.809513,6600,1200,7000,1600,9000,01,02,01,빨간색+노란색+녹색,02,2단 10열,01+02+03,2018,부산지방국토관리청,051-660-1183,2019-09-23,1611000,국토해양부
대구시계부근,경상북도,칠곡군,47580,02,낙산로,4번,02,35.931447,128.527144,6600,1200,7000,1600,9000,01,02,01,빨간색+노란색+녹색,02,2단 10열,01+02+03,2005,부산지방국토관리청,051-660-1183,2019-09-23,1611000,국토해양부
온양사거리,울산광역시,울주군,31710,02,남창로,14번,01,35.409377,129.266283,6600,1200,7000,1600,12000,01,02,01,빨간색+노란색+녹색,02,2단 10열,01+02+03,2005,부산지방국토관리청,051-660-1183,2019-09-23,1611000,국토해양부
좌천삼거리,부산광역시,기장군,26710,02,기장대로,14번,01,35.297519,129.237755,6600,1200,7000,1600,12000,01,02,01,빨간색+노란색+녹색,02,2단 10열,01+02+03,2005,부산지방국토관리청,051-660-1183,2019-09-23,1611000,국토해양부
과업종점,부산광역시,기장군,26710,02,반송로,14번,01,35.235815,129.165519,6600,1200,7000,1600,9000,01,02,01,빨간색+노란색+녹색,02,2단 10열,01+02+03,2005,부산지방국토관리청,051-660-1183,2019-09-23,1611000,국토해양부
용소골,부산광역시,기장군,26710,02,반송로,14번,01,35.251639,129.206962,6600,1200,7000,1600,9000,01,02,01,빨간색+노란색+녹색,02,2단 5열,01+02+03,2005,부산지방국토관리청,051-660-1183,2019-09-23,1611000,국토해양부
축산교차로,경상북도,영덕군,47770,02,동해대로,7번,02,36.484036,129.409602,6600,1200,7000,1600,9000,01,02,01,빨간색+노란색+녹색,02,2단 10열,01+02+03,2009,부산지방국토관리청,051-660-1183,2019-09-23,1611000,국토해양부
덕곡교차로,경상북도,영덕군,47770,02,동해대로,7번,02,36.424583,129.379080,6600,1200,7000,1600,9000,01,02,01,빨간색+노란색+녹색,02,2단 10열,01+02+03,2009,부산지방국토관리청,051-660-1183,2019-09-23,1611000,국토해양부
삼사해상공원,경상북도,영덕군,47770,02,동해대로,7번,02,36.341087,129.381204,6600,1200,7000,1600,9000,01,02,01,빨간색+노란색+녹색,02,2단 10열,01+02+03,2009,부산지방국토관리청,051-660-1183,2019-09-23,1611000,국토해양부
동해1터널(상),강원도,강릉시,42150,02,동해대로,7번,03,37.688106,128.999908,,,,,,02,02,01,빨간색+노란색+녹색,02,4단20열,01+02+03+04,2013,강릉국토관리사무소,033-650-8835,2019-09-23,1611000,국토해양부
돌횟집앞하,경상북도,북구,47113,02,동해대로,7번,02,36.261209,129.370563,6600,1200,7000,1600,9000,01,02,01,빨간색+노란색+녹색,02,2단 10열,01+02+03,2009,부산지방국토관리청,051-660-1183,2019-09-23,1611000,국토해양부
대지반점앞,경상북도,북구,47113,02,동해대로,7번,02,36.217746,129.353945,6600,1200,7000,1600,12000,01,02,01,빨간색+노란색+녹색,02,2단 10열,01+02+03,2009,부산지방국토관리청,051-660-1183,2019-09-23,1611000,국토해양부
소동사거리,경상북도,북구,47113,02,동해대로,7번,02,36.166579,129.340507,6600,1200,7000,1600,12000,01,02,01,빨간색+노란색+녹색,02,2단 10열,01+02+03,2009,부산지방국토관리청,051-660-1183,2019-09-23,1611000,국토해양부
모서초교삼거리,경상북도,경주시,47130,02,산업로,7번,02,35.941600,129.247198,6600,1200,7000,1600,9000,01,02,01,빨간색+노란색+녹색,02,2단 10열,01+02+03,2009,부산지방국토관리청,051-660-1183,2019-09-23,1611000,국토해양부
모아초교,경상북도,경주시,47130,02,산업로,7번,01,35.925232,129.246327,6600,1200,7000,1600,9000,01,02,01,빨간색+노란색+녹색,02,2단 10열,01+02+03,2009,부산지방국토관리청,051-660-1183,2019-09-23,1611000,국토해양부
모아초교,경상북도,경주시,47130,02,산업로,7번,02,35.918299,129.244200,6600,1200,7000,1600,9000,01,02,01,빨간색+노란색+녹색,02,2단 10열,01+02+03,2009,부산지방국토관리청,051-660-1183,2019-09-23,1611000,국토해양부
밭가운데마을,경상북도,경주시,47130,02,산업로,7번,02,35.694924,129.331569,6600,1200,7000,1600,12000,01,02,01,빨간색+노란색+녹색,02,2단 10열,01+02+03,2008,부산지방국토관리청,051-660-1183,2019-09-23,1611000,국토해양부
다운사거리,울산광역시,남구,31140,02,북부순환도로,7번,02,35.558099,129.282583,6600,1200,7000,1600,12000,01,02,01,빨간색+노란색+녹색,02,2단 10열,01+02+03,2008,부산지방국토관리청,051-660-1183,2019-09-23,1611000,국토해양부
월평리,부산광역시,기장군,26710,02,웅상대로,7번,02,35.363023,129.143851,6600,1200,7000,1600,9000,01,02,01,빨간색+노란색+녹색,02,2단 10열,01+02+03,2005,부산지방국토관리청,051-660-1183,2019-09-23,1611000,국토해양부
신복로타리,울산광역시,남구,31140,02,북부순환도로,7번,02,35.551010,129.264737,6600,1200,7000,1600,9000,01,02,01,빨간색+노란색+녹색,02,2단 10열,01+02+03,2005,부산지방국토관리청,051-660-1183,2019-09-23,1611000,국토해양부
북경주IC,경상북도,경주시,47130,02,건포산업로,7번,02,35.936426,129.238133,6600,1200,7000,1600,9000,01,02,01,빨간색+노란색+녹색,02,2단 10열,01+02+03,2009,부산지방국토관리청,051-660-1183,2019-09-23,1611000,국토해양부
북경주IC,경상북도,경주시,47130,02,건포산업로,7번,01,35.940694,129.260009,6600,1200,7000,1600,9000,01,02,01,빨간색+노란색+녹색,02,2단 10열,01+02+03,2009,부산지방국토관리청,051-660-1183,2019-09-23,1611000,국토해양부
영천사거리,경상남도,양산시,48330,02,여락송정로,7번,02,35.307413,129.102331,6600,1200,7000,1600,9000,01,02,01,빨간색+노란색+녹색,02,2단 10열,01+02+03,2005,부산지방국토관리청,051-660-1183,2019-09-23,1611000,국토해양부
월평리,부산광역시,기장군,26710,02,정관로,7번,01,35.357503,129.144549,6600,1200,7000,1600,9000,01,02,01,빨간색+노란색+녹색,02,2단 5열,01+02+03,2005,부산지방국토관리청,051-660-1183,2019-09-23,1611000,국토해양부
반정삼거리,울산광역시,울주군,31710,02,삼정로,7번,01,35.495043,129.235994,6600,1200,7000,1600,9000,01,02,01,빨간색+노란색+녹색,02,2단 10열,01+02+03,2018,부산지방국토관리청,051-660-1183,2019-09-23,1611000,국토해양부
오십천휴게소,경상북도,영덕군,47770,02,동해대로,7번,01,36.391870,129.370481,6600,1200,7000,1600,12000,01,02,01,빨간색+노란색+녹색,02,2단 10열,01+02+03,2009,부산지방국토관리청,051-660-1183,2019-09-23,1611000,국토해양부
돌횟집앞상,경상북도,북구,47113,02,동해대로,7번,01,36.260929,129.374026,6600,1200,7000,1600,12000,01,02,01,빨간색+노란색+녹색,02,2단 10열,01+02+03,2009,부산지방국토관리청,051-660-1183,2019-09-23,1611000,국토해양부
청하교차로,경상북도,북구,47113,02,동해대로,7번,01,36.197268,129.352817,6600,1200,7000,1600,12000,01,02,01,빨간색+노란색+녹색,02,2단 10열,01+02+03,2009,부산지방국토관리청,051-660-1183,2019-09-23,1611000,국토해양부
진미식품,경상북도,북구,47113,02,동해대로,7번,01,36.124306,129.346736,6600,1200,7000,1600,9000,01,02,01,빨간색+노란색+녹색,02,2단 10열,01+02+03,2009,부산지방국토관리청,051-660-1183,2019-09-23,1611000,국토해양부
성곡IC,경상북도,북구,47113,02,소티재로,7번,01,36.080411,129.342783,6600,1200,7000,1600,12000,01,02,01,빨간색+노란색+녹색,02,2단 10열,01+02+03,2009,부산지방국토관리청,051-660-1183,2019-09-23,1611000,국토해양부
서울가든후방,경상북도,경주시,47130,02,산업로,7번,01,35.979445,129.249137,6600,1200,7000,1600,9000,01,02,01,빨간색+노란색+녹색,02,2단 10열,01+02+03,2009,부산지방국토관리청,051-660-1183,2019-09-23,1611000,국토해양부
장골삼거리,경상북도,경주시,47130,02,산업로,7번,01,35.813227,129.253955,6600,1200,7000,1600,12000,01,02,01,빨간색+노란색+녹색,02,2단 10열,01+02+03,2008,부산지방국토관리청,051-660-1183,2019-09-23,1611000,국토해양부
부귀2(장수),전라북도,진안군,45720,01,익산장수고속도로,201번,02,35.758116,127.326133,4800,600,5000,800,4800,01,02,01,적색+황색+녹색+청색+청녹색+보라색+백색,02,1단8열,01+02+03,2017,한국도로공사 진안지사,063-714-6663,2019-09-23,1611000,국토해양부
소양1(익산),전라북도,완주군,45710,01,익산장수고속도로,201번,01,35.835224,127.258528,4800,600,5000,800,8790,01,02,01,적색+황색+녹색+청색+청녹색+보라색+백색,02,1단8열,01+02+03,2017,한국도로공사 진안지사,063-714-6663,2019-09-23,1611000,국토해양부
소양1(장수),전라북도,완주군,45710,01,익산장수고속도로,201번,02,35.841695,127.257802,4800,600,5000,800,8790,01,02,01,적색+황색+녹색+청색+청녹색+보라색+백색,02,1단8열,01+02+03,2017,한국도로공사 진안지사,063-714-6663,2019-09-23,1611000,국토해양부
장수(익산),전라북도,장수군,45740,01,익산장수고속도로,201번,01,35.718961,127.572795,7800,1800,8300,2300,7000,01,02,01,적색+황색+녹색+청색+청녹색+보라색+백색,02,3단13열,01+02+03,2018,한국도로공사 진안지사,063-714-6663,2019-09-23,1611000,국토해양부
미세먼지 신호등(신안동 산책로),경상남도,진주시,48150,시도,남강로,5,,35.168981,128.065027,256,128,390,390,1500,01,01,01,,01,3단 2열,04,2019,진주시,055-749-8640,2020-06-30,5310000,경상남도 진주시
구석기사거리 전광판,경기도,연천군,41800,일반,전곡역로,5,,38.0225633,127.0672904,7000,4000,,,,1 ,1 ,1 ,,2 ,20단 35열,01+02+03+04,2020,연천군청,031-839-2051,2020-06-12,4140000,경기도 연천군
연천군청 정문 전광판,경기도,연천군,41800,군도,연천로,5,,38.0965177,127.0741623,2400,600,,,,1 ,1 ,1 ,,2 ,4단10열,01+02+03,2012,연천군청,031-839-2051,2020-06-12,4140000,경기도 연천군
노인복지회관앞,경상북도,포항시,47110,시도,삼호로,20번,,36.066863,129.386195,7200,1200,642,900,8,1 ,2 ,2 ,빨간색+노란색+녹색,1 ,3단15열,01,2014,포항시,054-270-8282,2020-07-13,5020000,경상북도 포항시
영신고앞,경상북도,포항시,47110,일반,7번국도,7번,,36.056972,129.355088,7200,1200,642,900,8,1 ,2 ,2 ,빨간색+노란색+녹색,1 ,3단15열,01,2014,포항시,054-270-8282,2020-07-13,5020000,경상북도 포항시
교촌IC,전라남도,무안군,46840,일반,공항로,5,2,34.999816,126.493896,800,200,800,200,600,4 ,2 ,1 ,"빨강,파랑,녹색",1 ,1단3열,3,2010,무안군청,061-450-5822,2020-07-09,4950000,전라남도 무안군
학전보건소,경상북도,남구,47111,02,동해대로,28번,01,36.023158,129.290496,6600,1200,7000,1600,12000,01,02,01,빨간색+노란색+녹색,02,2단 10열,01+02+03,2009,부산지방국토관리청,051-660-1183,2019-09-23,1611000,국토해양부
안강운동장입구 상류,경상북도,경주시,47130,02,호국로,28번,01,35.997871,129.188505,6600,1200,7000,1600,9000,01,02,01,빨간색+노란색+녹색,02,2단 10열,01+02+03,2017,부산지방국토관리청,051-660-1183,2019-09-23,1611000,국토해양부
청정교차로 상류,경상북도,영천시,47230,02,호국로,28번,01,35.987900,129.093817,6600,1200,7000,1600,9000,01,02,01,빨간색+노란색+녹색,02,2단 10열,01+02+03,2017,부산지방국토관리청,051-660-1183,2019-09-23,1611000,국토해양부
마산교차로,경상남도,밀양시,48270,02,밀양대로,25번,02,35.410708,128.765020,6600,1200,7000,1600,9000,01,02,01,빨간색+노란색+녹색,02,2단 10열,01+02+03,2011,부산지방국토관리청,051-660-1183,2019-09-23,1611000,국토해양부
수산교차로,경상남도,밀양시,48270,02,밀양대로,25번,01,35.379955,128.725416,6600,1200,7000,1600,9000,01,02,01,빨간색+노란색+녹색,02,2단 10열,01+02+03,2007,부산지방국토관리청,051-660-1183,2019-09-23,1611000,국토해양부
공설운동장교차로,경상남도,김해시,48250,02,진산대로,25번,01,35.309500,128.725607,6600,1200,7000,1600,9000,01,02,01,빨간색+노란색+녹색,02,2단 10열,01+02+03,2011,부산지방국토관리청,051-660-1183,2019-09-23,1611000,국토해양부
24호선분기점,울산광역시,울주군,31710,02,울밀로,24번,02,35.579657,129.125421,6600,1200,7000,1600,9000,01,02,01,빨간색+노란색+녹색,02,2단 10열,01+02+03,2018,부산지방국토관리청,051-660-1183,2019-09-23,1611000,국토해양부
24호선분기점,울산광역시,울주군,31710,02,울밀로,24번,01,35.565516,129.134340,6600,1200,7000,1600,9000,01,02,01,빨간색+노란색+녹색,02,2단 10열,01+02+03,2018,부산지방국토관리청,051-660-1183,2019-09-23,1611000,국토해양부
도계삼거리,경상남도,의창구,48121,02,의창대로,14번,01,35.269120,128.654423,6600,1200,7000,1600,9000,01,02,01,빨간색+노란색+녹색,02,2단 10열,01+02+03,2007,부산지방국토관리청,051-660-1183,2019-09-23,1611000,국토해양부
진영IC,경상남도,김해시,48250,02,김해대로,14번,01,35.303370,128.754003,4800,4200,5200,4600,12000,01,02,02,빨간색+노란색+녹색,01,8단 7열,01+02+03,2016,부산지방국토관리청,051-660-1183,2019-09-23,1611000,국토해양부
설창사거리,경상남도,김해시,48250,02,김해대로,14번,01,35.296089,128.763195,6600,1200,7000,1600,9000,01,02,01,빨간색+노란색+녹색,02,2단 10열,01+02+03,2007,부산지방국토관리청,051-660-1183,2019-09-23,1611000,국토해양부
온산삼거리,울산광역시,울주군,31710,02,남창로,14번,02,35.445366,129.284333,6600,1200,7000,1600,12000,01,02,01,빨간색+노란색+녹색,02,2단 10열,01+02+03,2005,부산지방국토관리청,051-660-1183,2019-09-23,1611000,국토해양부
장안삼거리,부산광역시,기장군,26710,02,기장대로,14번,02,35.336655,129.246830,6600,1200,7000,1600,9000,01,02,01,빨간색+노란색+녹색,02,2단 10열,01+02+03,2005,부산지방국토관리청,051-660-1183,2019-09-23,1611000,국토해양부
과업시점,부산광역시,기장군,26710,02,기장대로,14번,02,35.269542,129.229311,6600,1200,7000,1600,9000,01,02,01,빨간색+노란색+녹색,02,2단 10열,01+02+03,2005,부산지방국토관리청,051-660-1183,2019-09-23,1611000,국토해양부
온산읍덕신리,울산광역시,울주군,31710,02,덕신로,14번,01,35.435994,129.290583,6600,1200,7000,1600,9000,01,02,01,빨간색+노란색+녹색,02,2단 10열,01+02+03,2005,부산지방국토관리청,051-660-1183,2019-09-23,1611000,국토해양부
교리삼거리,부산광역시,기장군,26710,02,기장대로,14번,01,35.243805,129.220851,6600,1200,7000,1600,9000,01,02,01,빨간색+노란색+녹색,02,2단 10열,01+02+03,2005,부산지방국토관리청,051-660-1183,2019-09-23,1611000,국토해양부
진영교차로,경상남도,김해시,48250,02,해원로,14번,02,35.312293,128.718571,6600,1200,7000,1600,9000,01,02,01,빨간색+노란색+녹색,02,2단 10열,01+02+03,2007,부산지방국토관리청,051-660-1183,2019-09-23,1611000,국토해양부
빙그레삼거리,경상남도,김해시,48250,02,김해대로,14번,02,35.294036,128.781671,6600,1200,7000,1600,9000,01,02,01,빨간색+노란색+녹색,02,2단 10열,01+02+03,2007,부산지방국토관리청,051-660-1183,2019-09-23,1611000,국토해양부
신대저교차로,부산광역시,강서구,26440,02,낙동북로,14번,02,35.212486,128.968036,6600,1200,7000,1600,9000,01,02,01,빨간색+노란색+녹색,02,2단 10열,01+02+03,2007,부산지방국토관리청,051-660-1183,2019-09-23,1611000,국토해양부
원동삼거리,울산광역시,울주군,31710,02,남창로,14번,01,35.461731,129.291212,6600,1200,7000,1600,9000,01,02,01,빨간색+노란색+녹색,02,2단 10열,01+02+03,2008,부산지방국토관리청,051-660-1183,2019-09-23,1611000,국토해양부
사매1,전라북도,남원시,45190,01,순천완주고속도로,27번,02,35.453002,127.321465,7800,1800,8300,2300,6180,02,02,01,빨간색+노란색+녹색,02,3단13열,01+02+03,2010,한국도로공사 광주전남본부,061-883-6155,2019-09-23,1611000,국토해양부
사매2,전라북도,남원시,45190,01,순천완주고속도로,27번,01,35.478179,127.319153,9000,1800,9400,2200,7600,01,02,01,빨간색+노란색+녹색,02,3단15열,01+02+03,2010,한국도로공사 광주전남본부,061-883-6155,2019-09-23,1611000,국토해양부
사매4,전라북도,남원시,45190,01,순천완주고속도로,27번,02,35.490103,127.313981,7800,1800,8300,2300,6180,02,02,01,빨간색+노란색+녹색,02,3단13열,01+02+03,2010,한국도로공사 광주전남본부,061-883-6155,2019-09-23,1611000,국토해양부
오수1,전라북도,임실군,45750,01,순천완주고속도로,27번,01,35.516523,127.308948,7800,1800,8300,2300,6180,02,02,01,빨간색+노란색+녹색,02,3단13열,01+02+03,2010,한국도로공사 광주전남본부,061-883-6155,2019-09-23,1611000,국토해양부
비인(목포),충청남도,서천군,44770,01,서해안고속도로,150번,01,36.153449,126.615658,4800,600,5000,800,4800,01,02,01,적색+황색+녹색+청색+청녹색+보라색+백색,02,1단8열,01+02+03,2018,한국도로공사 보령지사,063-714-6763,2019-09-23,1611000,국토해양부
비인(서울),충청남도,서천군,44770,01,서해안고속도로,150번,02,36.147024,126.621360,4800,600,5000,800,8790,01,02,01,적색+황색+녹색+청색+청녹색+보라색+백색,02,1단8열,01+02+03,2018,한국도로공사 보령지사,063-714-6763,2019-09-23,1611000,국토해양부
종천(목포),충청남도,서천군,44770,01,서해안고속도로,150번,01,36.104409,126.658174,4800,600,5000,800,8790,01,02,01,적색+황색+녹색+청색+청녹색+보라색+백색,02,1단8열,01+02+03,2018,한국도로공사 보령지사,063-714-6763,2019-09-23,1611000,국토해양부
종천(서울),충청남도,서천군,44770,01,서해안고속도로,150번,02,36.102304,126.667874,4800,600,5000,800,4800,01,02,01,적색+황색+녹색+청색+청녹색+보라색+백색,02,1단8열,01+02+03,2018,한국도로공사 보령지사,063-714-6763,2019-09-23,1611000,국토해양부
홍성IC,충청남도,홍성군,44800,01,서해안고속도로,150번,02,36.566944,126.570000,9000,1800,9400,2300,7875,01,02,01,빨간색+노란색+녹색,02,3단13열,01+02+03,2009,한국도로공사 보령지사,063-714-6763,2019-09-23,1611000,국토해양부
광천IC,충청남도,홍성군,44800,01,서해안고속도로,150번,01,36.523055,126.586666,9000,1800,9400,2300,7875,01,02,01,빨간색+노란색+녹색,02,3단13열,01+02+03,2011,한국도로공사 보령지사,063-714-6763,2019-09-23,1611000,국토해양부
대천IC,충청남도,보령시,44180,01,서해안고속도로,150번,01,36.360277,126.553333,9000,1800,9400,2300,7875,01,02,01,빨간색+노란색+녹색,02,3단13열,01+02+03,2015,한국도로공사 보령지사,063-714-6763,2019-09-23,1611000,국토해양부
대천IC,충청남도,보령시,44180,01,서해안고속도로,150번,02,36.308888,126.586666,9000,1800,9400,2300,7875,01,02,01,빨간색+노란색+녹색,02,3단13열,01+02+03,2011,한국도로공사 보령지사,063-714-6763,2019-09-23,1611000,국토해양부
무창포IC,충청남도,보령시,44180,01,서해안고속도로,150번,01,36.265000,126.570000,9000,1800,9400,2300,7875,01,02,01,적색+황색+녹색+청색+청녹색+보라색+백색,02,3단15열,01+02+03,2018,한국도로공사 보령지사,063-714-6763,2019-09-23,1611000,국토해양부
춘장대IC,충청남도,보령시,44180,01,서해안고속도로,150번,02,36.118888,126.636666,9000,1800,9400,2300,7875,01,02,01,빨간색+노란색+녹색,02,3단13열,01+02+03,2010,한국도로공사 보령지사,063-714-6763,2019-09-23,1611000,국토해양부
서천IC,충청남도,보령시,44180,01,서해안고속도로,150번,01,36.118055,126.636666,9000,1800,9400,2300,7875,01,02,01,빨간색+노란색+녹색,02,3단13열,01+02+03,2015,한국도로공사 보령지사,063-714-6763,2019-09-23,1611000,국토해양부
동서천분기점,충청남도,서천군,44770,01,서해안고속도로,150번,01,36.070277,126.736666,9000,1800,9400,2300,7875,01,02,01,빨간색+노란색+녹색,02,3단13열,01+02+03,2009,한국도로공사 보령지사,063-714-6763,2019-09-23,1611000,국토해양부
동서천JC,전라북도,군산시,45130,01,서해안고속도로,150번,02,36.027777,126.786666,9000,1800,9400,2300,7875,01,02,01,빨간색+노란색+녹색,02,3단13열,01+02+03,2009,한국도로공사 보령지사,063-714-6763,2019-09-23,1611000,국토해양부
슬치(완주),전라북도,임실군,45750,01,순천완주고속도로,270번,02,35.695449,127.261678,9000,1800,9400,2300,7000,01,02,01,빨간색+노란색+녹색,02,3단15열,01+02+03,2010,한국도로공사 진안지사,063-714-6663,2019-09-23,1611000,국토해양부
슬치(순천),전라북도,완주군,45710,01,순천완주고속도로,270번,01,35.709267,127.247914,7800,1800,8300,2300,7000,01,02,01,빨간색+노란색+녹색,02,3단13열,01+02+03,2010,한국도로공사 진안지사,063-714-6663,2019-09-23,1611000,국토해양부
용암1(완주),전라북도,완주군,45710,01,순천완주고속도로,270번,02,35.708609,127.249602,7800,1800,8300,2300,7000,01,02,01,빨간색+노란색+녹색,02,3단13열,01+02+03,2010,한국도로공사 진안지사,063-714-6663,2019-09-23,1611000,국토해양부
신리2(완주),전라북도,완주군,45710,01,순천완주고속도로,270번,02,35.774756,127.214161,4800,600,5000,800,4800,01,02,01,적색+황색+녹색+청색+청녹색+보라색+백색,02,1단8열,01+02+03,2017,한국도로공사 진안지사,063-714-6663,2019-09-23,1611000,국토해양부
신리2(순천),전라북도,완주군,45710,01,순천완주고속도로,270번,01,35.780569,127.207856,4800,600,5000,800,4800,01,02,01,적색+황색+녹색+청색+청녹색+보라색+백색,02,1단8열,01+02+03,2017,한국도로공사 진안지사,063-714-6663,2019-09-23,1611000,국토해양부
신리1(순천),전라북도,완주군,45710,01,순천완주고속도로,270번,01,35.752492,127.219883,7800,1800,8300,2300,7000,01,02,01,빨간색+노란색+녹색,02,3단13열,01+02+03,2010,한국도로공사 진안지사,063-714-6663,2019-09-23,1611000,국토해양부
완산(완주),전라북도,전주시 완산구,45111,01,순천완주고속도로,270번,02,35.804510,127.196139,9000,1800,9400,2300,7000,01,02,01,빨간색+노란색+녹색,02,3단15열,01+02+03,2010,한국도로공사 진안지사,063-714-6663,2019-09-23,1611000,국토해양부
덕진1(순천),전라북도,전주시 덕진구,45113,01,순천완주고속도로,270번,01,35.831547,127.189841,7800,1800,8300,2300,7000,01,02,01,빨간색+노란색+녹색,02,3단15열,01+02+03,2010,한국도로공사 진안지사,063-714-6663,2019-09-23,1611000,국토해양부
방곡(익산),전라북도,장수군,45740,01,익산장수고속도로,201번,01,35.476145,127.521801,4800,600,5000,800,8790,01,02,01,적색+황색+녹색+청색+청녹색+보라색+백색,02,1단8열,01+02+03,2017,한국도로공사 진안지사,063-714-6663,2019-09-23,1611000,국토해양부
방곡(장수),전라북도,장수군,45740,01,익산장수고속도로,201번,02,35.751966,127.514236,4800,600,5000,800,8790,01,02,01,적색+황색+녹색+청색+청녹색+보라색+백색,02,1단8열,01+02+03,2017,한국도로공사 진안지사,063-714-6663,2019-09-23,1611000,국토해양부
부귀2(익산),전라북도,진안군,45720,01,익산장수고속도로,201번,01,35.780965,127.333451,4800,600,5000,800,4800,01,02,01,적색+황색+녹색+청색+청녹색+보라색+백색,02,1단8열,01+02+03,2017,한국도로공사 진안지사,063-714-6663,2019-09-23,1611000,국토해양부
보평,전라남도,함평군,46860,01,무안광주고속도로,12번,01,35.025352,126.473255,4800,600,5000,800,7590,01,02,01,적색+황색+녹색+청색+청녹색+보라색+백색,02,1단8열,01+02+03,2018,한국도로공사 광주전남본부,061-883-6155,2019-09-23,1611000,국토해양부
보평,전라남도,함평군,46860,01,무안광주고속도로,12번,02,35.020311,126.464965,4800,600,5000,800,7590,01,02,01,적색+황색+녹색+청색+청녹색+보라색+백색,02,1단8열,01+02+03,2018,한국도로공사 광주전남본부,061-883-6155,2019-09-23,1611000,국토해양부
영광1,전라남도,영광군,46870,01,서해안고속도로,15번,01,35.265030,126.535744,4800,600,5000,800,7590,01,02,01,적색+황색+녹색+청색+청녹색+보라색+백색,02,1단8열,01+02+03,2018,한국도로공사 광주전남본부,061-883-6155,2019-09-23,1611000,국토해양부
영광1,전라남도,영광군,46870,01,서해안고속도로,15번,02,35.259186,126.528611,4800,600,6400,1600,6540,01,02,01,적색+황색+녹색+청색+청녹색+보라색+백색,02,1단8열,01+02+03,2018,한국도로공사 광주전남본부,061-883-6155,2019-09-23,1611000,국토해양부
