마을기업명,마을기업구분,법인명,법인형태구분,소재지도로명주소,소재지지번주소,위도,경도,마을기업설립년월,마을기업인증년월,마을기업대표자명,마을기업대표전화번호,마을기업홈페이지,마을기업회원수,마을기업목적사업,마을기업주요상품,상품관련인증정보,관리기관전화번호,관리기관명,데이터기준일자,제공기관코드,제공기관명
영농조합쉬리마을 추진위원회,2차년도,영농조합쉬리마을 추진위원회,영농조합,강원도 철원군 김화읍 김화로 648,,38.246225,127.421556,2011-05,2010-11,유영진,,,60,향토문화 및 관광사업,관광사업,,033-450-4888,철원군청,2017-11-20,4300000,강원도 철원군
생태예술 한옥마을,신규,생태예술한옥마을 영농조합법인,영농조합,경기도 화성시 송산면 개매기길100번길 4,경기도 화성시 송산면 고포리 387-1번지,37.2427204,126.6864936164,2020-11,2020-06,허민영,070-7762-1853,,10,"포도즙, 식초 등 생산 판매","포도즙, 식초",,031-5189-6059,경기도 화성시,2020-07-09,5530000,경기도 화성시
화성열매협동조합,신규,화성열매협동조합,협동조합,경기도 화성시 팔탄면 모시울길 19,경기도 화성시 팔탄면 가재리 516-4번지,37.14696802,126.9189285,2020-11,2020-06,김성한,070-8804-3777,,8,"과일칩, 과일말랭이 생산 판매","과일칩, 과일말랭이",,031-5189-6059,경기도 화성시,2020-07-09,5530000,경기도 화성시
영어조합법인해맑은화진포,자립형,영어조합법인해맑은화진포,기타,강원도 고성군 현내면 초도항길 135,,38.4873158,128.4334786,2003-06,2012-04,박희석,033-682-5700,http://해맑은화진포.com,5,수산물 가공으로 어민소득 증대 및 지역경기 활성화,건미역+건다시마+건어물+젓갈류,,033-680-3734,강원도 고성군,2020-06-30,4340000,강원도 고성군
죽림산업협동조합,기타,죽림산방협동조합,협동조합,강원도 고성군 죽왕면 구성길 278,,38.32610347,128.4711073,2017-08,2017-07,신종택,033-000-0000,http://bamboo73.com,13,지역내 대나무를 활용 일자리 제공 및 지역경기 활성화,대나무 교구+프로그램 운영,,033-680-3734,강원도 고성군,2020-06-30,4340000,강원도 고성군
봉포 해양 헬스케어 협동조합,기타,봉포 해양 헬스케어 협동조합,협동조합,강원도 고성군 토성면 학사촌길 69,,38.25358682,128.5620626,2020-03,2020-06,김삼순,033-632-3338,,5,"산불피해지역 마을공동체 복구를 위한 시설운영, 로컬푸드형 먹거리 사업",로컬푸드형  먹거리,,033-680-3734,강원도 고성군,2020-06-30,4340000,강원도 고성군
인천평화LETS협동조합,2차년도,평화렛츠협동조합,협동조합,인천광역시 부평구 경인로1104번길 10,인천광역시 부평구 부개동 327-11,37.4853517939,126.7421203104,2013-01,2011-04,김경희,032-504-4545,,,"지역품앗이 사업, 물물교환 및 판매(천연비누, 세제 등)","천연비누,  세제",,032-509-7422,인천광역시 부평구,2020-07-07,3540000,인천광역시 부평구
㈜카페외할머니,2차년도,주식회사 까페외할머니,주식회사,인천광역시 부평구 경인로1104번길 14-3,인천광역시 부평구 부개동 328-14,37.4850702871,126.7419403711,2012-04,2012-05,김헌래,070-4147-9472,,,"커피 제조 판매 및 개발, 바리스타 교육 및 컨설팅","커피제조 및 판매, 바리스타 교육",,032-509-7422,인천광역시 부평구,2020-07-07,3540000,인천광역시 부평구
㈜리폼맘스,2차년도,주식회사 리폼맘스,주식회사,"인천광역시 부평구 마장로 33, 지층","인천광역시 부평구 십정동 182-87, 지층",37.4818076927,126.7089601425,2012-05,2012-05,윤문정,070-7560-2384,,,리폼제품 제조 판매 및 교육,리폼제품,,032-509-7422,인천광역시 부평구,2020-07-07,3540000,인천광역시 부평구
두레푸드영농조합법인,자립형,두레푸드영농조합법인,영농조합,경기도 안성시 금광면 신양복길 84-35,,37.0035531857,127.3214959263,2013-05,2013-05,윤명옥,031-677-1822,,0,"농산물 출하, 가공, 수출 등","콩물, 흰떡, 들기름","호랑이가 살던 마을 상표등록, 2016년 온라인페어 우수마을기업",031-678-2253,경기도 안성시청,2020-03-18,4080000,경기도 안성시
㈜여수하람,기타,㈜여수하람,주식회사,전라남도 여수시 공화남2길 20,전라남도 여수시 공화동 1054-1,34.7447953,127.7423734,2017-06,2017-06,윤희경,061-665-3737,,8,여행자 관광안내 서비스 제공으로 구도심 활성화,여행자센터 및 게스트하우스 운영,,061-659-3598,전라남도 여수시청,2019-05-01,4810000,전라남도 여수시
영어영농조합법인여자도,기타,영어영농조합법인여자도,영농조합,전라남도 여수시 화정면 여자대동길 38,전라남도 여수시 화정면 여자리 682-1,34.7578469,127.5115677,2017-06,2017-06,최말용,000-0000-0000,,32,특산품 판매를 통한 주민소득 증대 및 일자리 창출,염포새우 가공 유통사업,,061-659-3598,전라남도 여수시청,2019-05-01,4810000,전라남도 여수시
호령영어조합법인,기타,호령영어조합법인,영농조합,전라남도 여수시 화정면 호령길 31,전라남도 여수시 화정면 개도리 1664-2,34.5695082,127.6582548,2017-06,2017-06,김영호,000-0000-0000,,5,특산품 판매를 통한 주민소득 증대 및 일자리 창출,"무소금,멸치조림 단순가공, 반려동물 무소금 멸치사료(파우더)사업",,061-659-3598,전라남도 여수시청,2019-05-01,4810000,전라남도 여수시
금오도방풍마을영농조합법인,기타,금오도방풍마을영농조합법인,영농조합,전라남도 여수시 남면 금호서부로400,전라남도 여수시 남면 유송리 633-7,34.5471019,127.7493329,2017-06,2017-06,강길원,061-683-6902,,16,특산품 판매를 통한 주민소득 증대 및 일자리 창출,지역특산품 가공및판매,,061-659-3598,전라남도 여수시청,2019-05-01,4810000,전라남도 여수시
커피생각협동조합,기타,커피생각협동조합,협동조합,전라남도 여수시 여문2로 15 주공상가 207호,전라남도 여수시 문수동 797,34.7495336,127.6929822,2017-06,2017-06,임용길,061-651-2331,,33,지역주민 바리스타 양성교육 및 일자리 창출,커피생두 가공판매,,061-659-3598,전라남도 여수시청,2019-05-01,4810000,전라남도 여수시
여수잡곡영농조합법인,기타,여수잡곡영농조합법인,영농조합,전라남도 여수시 화양면 상촌길 15-26,전라남도 여수시 화양면 옥적리 657,34.7212183,127.5889164,2017-06,2017-06,안일남,061-691-8946,,85,특산품 판매를 통한 주민소득 증대 및 일자리 창출,특화작목 육성 및 농산물 가공 판매,,061-659-3598,전라남도 여수시청,2019-05-01,4810000,전라남도 여수시
행복한쓰임 협동조합,자립형,행복한쓰임협동조합,협동조합,"광주광역시 동구 동명로67번길 18-2, 1층",광주광역시 동구 지산동 675-45,35.1525398989,126.9269917285,2014-11,2014-11,신수현,062-228-4379,,5,의류순환사업 및 재활용 제품제작,의류리폼,,062-608-2742,광주광역시 동구청,2020-03-05,3590000,광주광역시 동구
(주)통통마을신문,자립형,(주)통통마을신문,주식회사,광주광역시 동구 동명로67번길 19,광주광역시 동구 지산동 675-13,35.1524819412,126.9265440118,2013-04,2013-09,김태훈,062-523-0474,,19,마을신문 정기발행 및 문화예술 아카데미 사업,마을신문,,062-608-2742,광주광역시 동구청,2020-03-05,3590000,광주광역시 동구
콩사랑마을기업,자립형,콩사랑마을기업,주식회사,충청남도 계룡시 엄사면 양정 향한길 9,,,,,2014-07,최해철,042-841-8228,,,관내 지역 생산 콩을 활용한 두부생산,두부,,041-635-2216,충남도청,2019-06-30,6440000,충청남도
빨간날 체험장터,자립형,용도령영농조합법인,영농조합,,충청남도 계룡시 두마면 농소리 446번지,,,,2016-06,김둘자,000-0000-0000,,,전통음식 체험 및 농산물 판매,농산물,,041-635-2216,충남도청,2019-06-30,6440000,충청남도
농업회사법인 대장이랜드㈜,자립형,농업회사 대장이랜드㈜,기타,충청남도 공주시 계룡면 농바위길 1-3,,,,,2016-05,박노호,041-840-8306,,,"농산물 판매, 체험관광(일반식품)",농산물,,041-635-2216,충남도청,2019-06-30,6440000,충청남도
JT영농조합,자립형,JT영농조합,영농조합,충청남도 공주시 계룡면 상평길 12-11,,,,,2014-07,김영록,041-855-0089,,,농산물 가공,농산물,,041-635-2216,충남도청,2019-06-30,6440000,충청남도
고마아토주식회사,자립형,고마아토주식회사,주식회사,"충청남도 공주시 관광단지길 12, 한옥마을공방촌",,,,,2017-08,황인영,041-840-8306,,,"공예품 생산 및 판매, 유통 / 백제문화 관광체험 및 상품 판매",공예품,,041-635-2216,충남도청,2019-06-30,6440000,충청남도
바오밥나무,자립형,(주)정지앤마루,기타,"경기도 과천시 별양상가1로 37, 2층",경기도 과천시 별양동 1-5번지 신라상가 2층,37.4284187587,126.993777,2017-07,2017-07,추경숙,02-502-8760,,10,자연건강간식 제조 판매,자연건강간식,,02-3677-2867,과천시,2019-04-30,3970000,경기도 과천시
협동조합마을카페,자립형,협동조합마을카페,기타,경기도 과천시 새술막길 10-13 태양빌딩 302호,경기도 과천시 새술막길 10-13 태양빌딩 302호,37.4286708,126.9909433,2018-06,2018-06,황순식,02-504-1090,,600,자연건강간식 제조 판매,자연건강간식,,02-3677-2867,과천시,2019-04-30,3970000,경기도 과천시
영농조합법인 버들인,신규,영농조합법인 버들인,영농조합,전라남도 여수시 남면 대유길 36-2,전라남도 여수시 남면 유송리 633-7,34.5351616,127.7612922,2017-06,2017-06,오정빈,000-0000-0000,,54,"금오도야영캠핑장운영,방풍 판매","금오도야영캠핑장운영,방풍 판매",,061-659-3598,전라남도 여수시청,2019-05-01,4810000,전라남도 여수시
안포어촌계영어조합법인,기타,안포어촌계영어조합법인,영농조합,전라남도 여수시 화양면 화양로 922-13,전라남도 여수시 화양면 안포리 1301-1,34.6788872218,127.618742132,2017-06,2017-06,이희한,000-0000-0000,,11,특산품 판매를 통한 주민소득 증대 및 일자리 창출,패류(새조개등)종묘 중간양성사업,,061-659-3598,전라남도 여수시청,2019-05-01,4810000,전라남도 여수시
농업회사법인 식객갓김치,기타,농업회사법인 식객갓김치,기타,전라남도 여수시 돌산읍 죽포리 561-1,전라남도 여수시 돌산읍 죽포리 561-1,34.641309312,127.786420881,2017-06,2017-06,윤종민,000-0000-0000,,11,특산품 판매를 통한 주민소득 증대 및 일자리 창출,돌산갓김치 등 식품가공판매,,061-659-3598,전라남도 여수시청,2019-05-01,4810000,전라남도 여수시
영어영농조합법인금오도,자립형,영어영농조합법인금오도,영농조합,전라남도 여수시 남면 솔고지길 62,전라남도 여수시 남면 유송리 633-7,34.5491762,127.7290746,2017-06,2017-06,김성일,061-662-2690,,31,농특산물가공판매를 통한 주민소득증대,"전복,멸치,톳,가사리,방풍,체험프로그램 운영",,061-659-3598,전라남도 여수시청,2019-05-01,4810000,전라남도 여수시
화산마을기업㈜,신규,화산마을기업㈜,주식회사,전라남도 여수시 화정면 개도 화산길 27,전라남도 여수시 화정면 개도리 510-6,34.5713370,127.6629817,2017-06,2017-06,정용운,061-665-1232,,6,농수산물 가공 판매를 통한 주민 소득 증대,"전복,참돔,멸치,우럭,바다낚시체험프로그램운영",,061-659-3598,전라남도 여수시청,2019-05-01,4810000,전라남도 여수시
영어조합법인해담인,자립형,영어조합법인해담인,영농조합,전라남도 여수시 국동남6길 49-22,전라남도 여수시 국동  47-5,34.7266886,127.7198773,2017-06,2017-06,강장일,061-686-7723,,11,수산물 공동출하 가공판매로 주민 소득 증대,수산물 가공 판매,,061-659-3598,전라남도 여수시청,2019-05-01,4810000,전라남도 여수시
수레인보우협동조합,자립형,수레인보우협동조합,협동조합,전라남도 여수시 공화남2길 21,전라남도 여수시 공화동 1029,34.7445654,127.7423588,2017-06,2017-06,정인숙,061-659-5909,,9,다문화가정 등 취약계층의 일자리창출 및 사회서비스 제공,"향토음식 밥상, 다문화간식, 도시락 판매",,061-659-3598,전라남도 여수시청,2019-05-01,4810000,전라남도 여수시
여수다문화복지원,자립형,여수다문화복지원,재단법인,전라남도 여수시 진남로 133,전라남도 여수시 관문동 870-1,34.7450065,127.7403588,2017-06,2017-06,서옥자,061-666-6678,,6,취약계층 일자리 창출,"다문화공방운영, 공예품 전시 판매장 운영",,061-659-3598,전라남도 여수시청,2019-05-01,4810000,전라남도 여수시
㈜상산골푸른숲,자립형,㈜상산골푸른숲,주식회사,전라남도 여수시 돌산읍 승월길 42-8,전라남도 여수시 돌산읍 서덕리 911-2,34.6362433,127.7628638,2017-06,2017-06,최세웅,061-664-2262,,6,농수산물 가공 판매를 통한 주민 소득 증대,지역생산품 활용 두부 제조판매,,061-659-3598,전라남도 여수시청,2019-05-01,4810000,전라남도 여수시
영어조합법인소장공동체,자립형,영어조합법인소장공동체,영농조합,전라남도 여수시 화양면 소장길 68-36,전라남도 여수시 화양면 나진리 181,34.6910332,127.6214168,2017-06,2017-06,서창근,061-685-8861,,11,어패류 공동 양식 판매로 주민소득 증대,홍합 공동 양식 판매,,061-659-3598,전라남도 여수시청,2019-05-01,4810000,전라남도 여수시
농업회사법인송시마을㈜,2차년도,농업회사법인송시마을㈜,주식회사,전라남도 여수시 돌산읍 돌산로 1478,전라남도 여수시 돌산읍 금봉리 1220,34.6415582,127.7369497,2017-06,2017-06,윤연주,061-644-2047,,14,농특산물가공판매를 통한 주민소득증대,"갓우거지,옥수수,장류판매,체험프로그램 운영",,061-659-3598,전라남도 여수시청,2019-05-01,4810000,전라남도 여수시
신흥마을영어영농조합법인,신규,신흥마을영어영농조합법인,영농조합,전라남도 여수시 화정면 신흥길 68,전라남도 여수시 화정면 개도리 191,34.5695082,127.6582548,2017-06,2017-06,김정숙,000-0000-0000,,19,수산물 가공판매로 주민소득 증대 및 일자리창출,수산물 건조 가공 판매 및 농어촌 체험마을 운영,,061-659-3598,전라남도 여수시청,2019-05-01,4810000,전라남도 여수시
농업회사법인 낭도파크㈜,신규,농업회사법인 낭도파크㈜,주식회사,전라남도 여수시 화정면 여산길 85,전라남도 여수시 화정면 낭도리 1341-5,34.6089984,127.5543849,2017-06,2017-06,유성균,000-0000-0000,,91,특산품 판매를 통한 주민소득 증대 및 일자리 창출,관광객 대상 체험활동 및 특산품 판매,,061-659-3598,전라남도 여수시청,2019-05-01,4810000,전라남도 여수시
㈜편아지오,자립형,㈜편아지오,주식회사,대구광역시 중구 서성로14길 68,대구광역시 중구 대안동 81-3,35.872769,128.5913085,2013-04,2013-06,우종필,053-254-4433,www.편아지오.com,,의류신발,수제화,,053-661-2564,대구광역시 중구청,2019-06-28,6270000,대구광역시
㈜청춘,자립형,㈜청춘,주식회사,대구광역시 중구 달구벌대로 2204,대구광역시 중구 대봉동 20-35,35.862582,128.6041881689,2012-02,2013-09,김중화,053-424-5235,www.ccart.co.kr,,문화예술,"공연, 전시, 투어",,053-661-2564,대구광역시 중구청,2019-06-28,6270000,대구광역시
양평신복마을,신규,양평신복마을협동조합,협동조합,경기도 양평군 옥천면 마유산로 688,경기도 양평군 옥천면 신복리 459-6,37.5422457903,127.4629590402,2015-04,2020-02,김선광,000-0000-0000,,19,일반식품,농산물 가공판매사업,,031-770-2290,양평군,2020-03-01,4170000,경기도 양평군
농업회사법인 양평가루매마을㈜,신규,농업회사법인 양평가루매마을㈜,기타,경기도 양평군 지평면 부일길 101,경기도 양평군 지평면 옥현리 1451,37.4515802986,127.6139894347,2017-01,2017-06,권윤주,000-0000-0000,www.garumae.com,6,농촌서비스,"농촌마을 도우미사업(농작업, 농촌생활)",,031-770-2290,양평군,2020-03-01,4170000,경기도 양평군
환평약초체험마을영농조합법인,신규,환평약초체험마을영농조합법인,협동조합,충청북도 옥천군 군북면 환산로 315-1,충청북도 옥천군 군북면 환평리 168,36.34271084,127.5511049,,2015-07,이준설,043-731-1881,푸른달빛마을,,농임산물 및약용식물을 활용한 농촌체험 및 교육사업,체험학습교육 및 농산물 판매,,043-220-2564,충북도청,2020-01-31,6430000,충청북도
웅골협동조합,신규,웅골협동조합,협동조합,충청북도 괴산군 불정면 원웅동길 84-8,충청북도 괴산군 불정면 웅동리 296-1,36.91384251,127.8042613,,2016-07,박형백,000-000-0000,http://woonggol.modoo.at/,,"메주, 토종콩 생산",농산물가공,,043-220-2564,충북도청,2020-01-31,6430000,충청북도
협동조합 악양곶간,자립형,협동조합악양곶간,협동조합,경상남도 함안군 법수면 악양길 41,,35.3298799975,128.3874997660,,2015-03,차수호,055-582-6677,,,자전거 대여,"자전거 임대, 지역 농산물 판매, 푸드트럭 운영",,055-580-2543,함안군청,2020-03-12,5400000,경상남도 함안군
강주문화마을영농조합법인,자립형,강주문화마을영농조합법인,영농조합,경상남도 함안군 법수면 강주4길 67-19,,35.3214978180,128.3356995031,,2014-01,황호삼,055-583-5387,,,제품생산,해바라기에너지바 가공사업,,055-580-2543,함안군청,2020-03-12,5400000,경상남도 함안군
함주곶감영농조합법인,자립형,함주곶감영농조합법인,영농조합,경상남도 함안군 함안면 괴산2길 35,,35.2506008326,128.4202504694,,2013-01,이응주,055-000-0000,,,제품생산,함안곶감 생산 및 판매,,055-580-2543,함안군청,2020-03-12,5400000,경상남도 함안군
아라씨앗드리공동체영농조합법인,자립형,아라씨앗드리공동체영농조합법인,영농조합,경상남도 함안군 여항면 주동1길 125-2,,35.1922474994,128.4311659008,,2012-01,김순연,055-000-0000,http://www.sistersgarden.org,,농산물 판매,아라씨앗꾸러미사업,,055-580-2543,함안군청,2020-03-12,5400000,경상남도 함안군
함안친환경안전농산물영농조합법인,자립형,함안친환경안전농산물영농조합법인,영농조합,경상남도 함안군 법수면 법수로 583,,35.3184000159,128.3848185080,,2010-01,남용현,055-585-1153,,,제품생산,친환경안전농산물공급,,055-580-2543,함안군청,2020-03-12,5400000,경상남도 함안군
(주)경양마을,자립형,주식회사경양마을,주식회사,"광주광역시 동구 무등로 327, 2층(계림동)",광주광역시 동구 계림동 559-13,35.1618692674,126.9189489775,2012-05,2011-08,박중경,062-223-1190,,10,집수리사업,집수리,,062-608-2742,광주광역시 동구청,2020-03-05,3590000,광주광역시 동구
(주)에꼴드팡세,자립형,주식회사에꼴드팡세,주식회사,광주광역시 동구 제봉로140번길 8(장동),광주광역시 동구 장동 51-31,35.1507373906,126.9215631646,2012-04,2012-03,장현숙,062-236-1280,,5,예술나눔 카페,카페,,062-608-2742,광주광역시 동구청,2020-03-05,3590000,광주광역시 동구
광주무등산춘설차영농조합법인,자립형,광주무등산춘설차영농조합법인,영농조합,광주광역시 동구 의재로 105,광주광역시 동구 운림동 876,35.1325074953,126.9390744653,2013-03,2013-03,허달재,062-222-3277,,19,무등산춘설차 관련 제품개발,녹차,,062-608-2742,광주광역시 동구청,2020-03-05,3590000,광주광역시 동구
춘천별빛산골유학센터,자립형,춘천별빛산골교육사회적협동조합,협동조합,강원도 춘천시 사북면 춘화로 469,강원도 춘천시 사북면 고탄리 237-2,37.9879675001,127.702345611,2014-10,2010-11,윤요왕,033-244-1824,cafe.naver.com/bbgotan,5,농촌마을 활성화,산골유학 및 농촌체험캠프,없음,033-250-4370,춘천시청 경제과,2019-07-31,4180000,강원도 춘천시
박사마을부녀회영농조합법인,자립형,박사마을부녀회영농조합법인,영농조합,강원도 춘천시 서면 당산1길 7,강원도 춘천시 서면 방동리 433,37.8970339729,127.6692374973,2011-05,2011-04,이옥희,033-250-4110,ccbs.invil.org,5,협업적 농업경영을 통한 조합원의 소득증대,전통 장류,없음,033-250-4370,춘천시청 경제과,2019-07-31,4180000,강원도 춘천시
영농조합법인원평팜스테이마을,자립형,영농조합법인원평팜스테이마을,영농조합,강원도 춘천시 사북면 말고개길 82-35,강원도 춘천시 사북면 원평리 478-2,38.0036760097,127.6284337736,2012-03,2012-03,양찬식,033-243-3431,wonpyeong.net,12,"친목도모, 정보교환, 정책건의, 소식지 발행 등",농산물,6차산업 인증,033-250-4370,춘천시청 경제과,2019-07-31,4180000,강원도 춘천시
우레골영농조합,신규,우레골영농조합법인,영농조합,강원도 춘천시 사북면 우레골길 159-4,강원도 춘천시 사북면 오탄리 719-5,38.0414700700,127.6010660220,2015-02,2013-05,윤여춘,033-243-3353,없음,35,"농업의 경영 및 부대 사업, 공동 농업 운영 사업",농산물,없음,033-250-4370,춘천시청 경제과,2019-07-31,4180000,강원도 춘천시
꽃피는산꼴,자립형,꽃피는산꼴영농조합법인,영농조합,강원도 춘천시 서면 명월길 410,강원도 춘천시 서면 덕두원리 648,37.8802212101,127.6370065,2013-09,2013-07,유근선,033-000-0000,www.꽃피는산꼴.kr,22,"농산물 판매, 농식품 가공, 농촌체험",들기름,6차산업 인증,033-250-4370,춘천시청 경제과,2019-07-31,4180000,강원도 춘천시
가족북카페 마더센터,자립형,춘천여성협동조합,협동조합,강원도 춘천시 백령로 214 2층,강원도 춘천시 후평동 67-78 2층,37.877951,127.749641,2013-09,2013-07,이선미,033-253-2125,mothercenter.net,325,"구성원에 사회복지 서비스 제공, 여성 일자리 창출","휴게음식, 부모교육",없음,033-250-4370,춘천시청 경제과,2019-07-31,4180000,강원도 춘천시
옥천고구마영농조합법인,신규,옥천고구마영농조합법인,협동조합,충청북도 옥천군 청성면 대안로 72,충청북도 옥천군 청성면 대안리 475-4,36.35816654,127.731329,,2017-07,이한구,000-000-0000,,,농산물 가공판매를 통한 농가 소득 증대,고구마 생산 및  가공품 판매,,043-220-2564,충북도청,2020-01-31,6430000,충청북도
배바우공동체영농조합법인,2차년도,배바우공동체영농조합법인,협동조합,충청북도 옥천군 안남면 연주길 16,충청북도 옥천군 안남면 연주리 51-8,36.35849703,127.6751798,,2012-03,이태희,000-000-0000,,,곡물 생산 판매,곡류,,043-220-2564,충북도청,2020-01-31,6430000,충청북도
덕실농부이야기영농조합법인,2차년도,덕실농부이야기영농조합법인,협동조합,충청북도 옥천군 안남면 도덕1길 82,충청북도 옥천군 안남면 도덕리 630-1,36.35152132,127.6848072,,2014-06,이예섭,000-000-0000,https://blog.naver.com/duksil82,,1차농산물 및 농가소규모 가공품 직거래 및 체험프로그램 운영,농산물 핀메 및 체험학습교육,,043-220-2564,충북도청,2020-01-31,6430000,충청북도
농업회사법인㈜안터마을,2차년도,농업회사법인㈜안터마을,주식회사,충청북도 옥천군 동이면 안터2길 4,충청북도 옥천군 동이면 석탄리 603-1,36.31768747,127.6201921,,2013-09,박효서,000-000-0000,,,"민박, 농촌체험(농산물수확) 및 반딧불이 체험","반딧불이체험, 민박",,043-220-2564,충북도청,2020-01-31,6430000,충청북도
(주)창대방앗간,2차년도,㈜창대방앗간,주식회사,충청북도 옥천군 옥천읍 삼양로 54,충청북도 옥천군 옥천읍 삼양리 220-10,36.30583258,127.5670118,,2011-03,민수경,000-000-0000,,,떡 가공업 및 도소매업,떡,,043-220-2564,충북도청,2020-01-31,6430000,충청북도
호탄영농조합법인,2차년도,호탄영농조합법인,협동조합,충청북도 영동군 양산면 호탄1길 2,충청북도 영동군 양산면 호탄리 619,36.133793,127.6371571,,2016-08,김문형,000-000-0000,,,조선된장 등 각종 장류 생산 판매,각종 장류 생산 판매,,043-220-2564,충북도청,2020-01-31,6430000,충청북도
행복한달팽이협동조합,신규,행복한달팽이협동조합,협동조합,충청북도 영동군 상촌면 상도대3길 14-30,충청북도 영동군 상촌면 상도대리 238-1,36.12172836,127.8830514,,2016-12,우상희,000-000-0000,,,"달팽이의 양식 및 가공, 판매, 체험시설 운영 등",체험활동(달팽이양식),,043-220-2564,충북도청,2020-01-31,6430000,충청북도
햇살영농조합법인,2차년도,햇살영농조합법인,협동조합,충청북도 영동군 학산면 공암철동길 114,충청북도 영동군 학산면 아암리 274,36.07592507,127.6867659,,2017-06,이강순,000-000-0000,,,농촌체험마을 운영 및 각종 장류 생산 판매,체험마을 및 각종 장류 생산 판매,,043-220-2564,충북도청,2020-01-31,6430000,충청북도
임계리황금을따는마을영농조합법인,2차년도,임계리황금을따는마을영농조합법인,협동조합,충청북도 영동군 영동읍 임계길 303-20,충청북도 영동군 영동읍 임계리 184,36.16643984,127.8544341,,2013-09,양해찬,000-000-0000,,,"표고버섯 재배 및 수확 체험, 장류 체험 등",농촌체험,,043-220-2564,충북도청,2020-01-31,6430000,충청북도
웰힐링협동조합,2차년도,웰힐링영농조합법인,협동조합,충청북도 영동군 상촌면 물한계곡로 1298-69,충청북도 영동군 상촌면 물한리 945-2,36.05928333,127.8727105,,2014-11,조성보,000-000-0000,,,"농산물 유통, 가공, 판매를 통한 농업의 부가가치 향상","농산물(표고버섯, 호두)",,043-220-2564,충북도청,2020-01-31,6430000,충청북도
영농조합법인 토담,신규,영농조합법인 토담,협동조합,충청북도 영동군 영동읍 동정로2안길 3,충청북도 영동군 영동읍 동정리 54-1,36.17511073,127.7879926,,2016-12,김성범,000-000-0000,,,지역 감잎을 활용한 장아찌 제조 및 판매,"감잎장아찌, 곶감장아찌 등",,043-220-2564,충북도청,2020-01-31,6430000,충청북도
시항골농장영농조합법인,2차년도,시항골영농조합법인,협동조합,충청북도 영동군 학산면 상시3길 13,충청북도 영동군 학산면 범화리 736,36.09191389,127.7202779,,2013-09,박광춘,000-000-0000,,,포도즙 가공 및 판매,과실가공,,043-220-2564,충북도청,2020-01-31,6430000,충청북도
상촌감마을영농조합법인,2차년도,상촌감마을영농조합법인,협동조합,충청북도 영동군 상촌면 임산5길 18-8,충청북도 영동군 상촌면 임산리 395-3,36.15101171,127.9130391,,2013-05,남백현,000-000-0000,www.상촌감마을.com,,지역특산물(감) 가공과 판매로 부가가치 향상과 지역일자리 창출,문화체험,,043-220-2564,충북도청,2020-01-31,6430000,충청북도
사계절메주영농조합법인,2차년도,사계절메주영농조합법인,협동조합,충청북도 영동군 매곡면 공수4길 67-27,충청북도 영동군 매곡면 공수리 204,36.161263,127.9836419,,2013-09,남경자,043-743-7719,http://www.4smeju.kr/,,알갱이메주 및 장류 제조 판매,장류(메주 등),,043-220-2564,충북도청,2020-01-31,6430000,충청북도
비단강숲마을영농조합법인,2차년도,비단강숲마을영농조합법인,협동조합,충청북도 영동군 양산면 수두1길 20-42,충청북도 영동군 양산면 수두리 332-1,36.13217488,127.6584072,,2013-05,김명섭,000-000-0000,,,농어촌체험 휴양마을 조성 및 운영,"체험마을, 농산물",,043-220-2564,충북도청,2020-01-31,6430000,충청북도
도마령영농조합법인,3차년도,도마령영농조합법인,협동조합,충청북도 영동군 상촌면 민주지산로 1490,충청북도 영동군 상촌면 둔전리 353-1,36.07976544,127.8425091,,2015-07,윤여생,000-000-0000,cafe.daum.net/youngdongstar,,"농산물 유통, 가공, 판매를 통한 농업의 부가가치 향상","농산물(표고버섯, 호두)",,043-220-2564,충북도청,2020-01-31,6430000,충청북도
금비식품영농조합법인,2차년도,금비식품영농조합법인,협동조합,충청북도 영동군 영동읍 산막골길 39,충청북도 영동군 영동읍 주곡리 384-1,36.16568691,127.8187727,,2013-05,김종현,043-745-3868,www.금비식품.com,,"조청, 강정 등 생산 판매","엿류, 과자류, 기타식품",,043-220-2564,충북도청,2020-01-31,6430000,충청북도
금강모치마을영농조합법인,2차년도,금강모치마을영농조합법인,협동조합,충청북도 영동군 학산면 모리1길 38,충청북도 영동군 학산면 지내리 334-2,36.1118486,127.6476197,,2011-03,한영기,000-000-0000,,,농어촌체험 휴양마을 조성 및 운영,체험마을,,043-220-2564,충북도청,2020-01-31,6430000,충청북도
구름마을사람들영농조합법인,2차년도,구름마을사람들영농조합법인,협동조합,충청북도 영동군 영동읍 화신로 4,충청북도 영동군 영동읍 회동리 215-2,36.17054344,127.799426,,2012-03,송남수,043-745-5902,www.구름마을사람들.com,,표고버섯차 브랜드화 및 호구빵 생산 판매,"호구빵, 표고버섯차",,043-220-2564,충북도청,2020-01-31,6430000,충청북도
옛살이,신규,농업회사법인 주식회사 옛살이,주식회사,충청북도 괴산군 장연면 미선로추점4길 42,충청북도 괴산군 장연면 추점리 620-13,36.85521976,127.9483243,,2019-11,임기도,000-000-0000,,,"유기농업자재, 작물보호제 생산 및 판매",유기농업자재(퇴비),,043-220-2564,충북도청,2020-01-31,6430000,충청북도
