터널명,터널종류,시설물종별등급구분,도로종류,도로노선명,도로노선번호,도로노선방향,시도명,시군구명,시군구코드,소재지도로명주소,소재지지번주소,터널시작점위도,터널시작점경도,터널종료점위도,터널종료점경도,터널연장,터널폭,터널보도폭,터널높이,차로수,터널준공년도,최종안전점검일자,최종안전점검결과,최종안전점검유형,내진설계적용여부,내진성능확보여부,터널보수보강내역,터널보수보강비용,중계기종류,터널관리시스템적용여부,관리기관명,관리기관전화번호,데이터기준일자,제공기관코드,제공기관명
원덕터널(순천),도로터널,2종,01,5025,,하행,전라남도,장성군,46880,,전라남도 장성군 북,00.000000,000.000000,00.000000,000.000000,882,13.3,0,7.9,2,2005,2018-12-31,B,정기점검,미적용,N,,0,-    ,N,한국도로공사 전북본부,000-0000-0000,2020-01-01,AAAAAAA,공공데이터활용지원센터
원덕터널(천안),도로터널,2종,01,5025,,상행,전라남도,장성군,46880,,전라남도 장성군 북,00.000000,000.000000,00.000000,000.000000,928,13.3,0,7.9,2,2005,2018-12-31,B,정기점검,미적용,N,,0,-    ,N,한국도로공사 전북본부,000-0000-0000,2020-01-01,AAAAAAA,공공데이터활용지원센터
대명터널(목포),도로터널,2종,01,5015,,하행,전라북도,군산시,45130,,전라북도 군산시 성,00.000000,000.000000,00.000000,000.000000,330,8.2,0,6.7,2,1998,2018-12-31,B,정기점검,미적용,N,,0,-    ,N,한국도로공사 전북본부,000-0000-0000,2020-01-01,AAAAAAA,공공데이터활용지원센터
용암4터널(순천),도로터널,1종,01,5027,,하행,전라북도,완주군,45710,,전라북도 완주군 상,00.000000,000.000000,00.000000,000.000000,1125,12.7,0,7.3,2,2010,2018-12-31,A,정밀점검,미적용,N,,0,-    ,N,한국도로공사 전북본부,000-0000-0000,2020-01-01,AAAAAAA,공공데이터활용지원센터
용암3터널(완주),도로터널,2종,01,5027,,상행,전라북도,완주군,45710,,전라북도 완주군 상,00.000000,000.000000,00.000000,000.000000,231,11.5,0,7.3,2,2010,2018-12-31,A,정밀점검,미적용,N,,0,-    ,N,한국도로공사 전북본부,000-0000-0000,2020-01-01,AAAAAAA,공공데이터활용지원센터
용암3터널(순천),도로터널,2종,01,5027,,하행,전라북도,완주군,45710,,전라북도 완주군 상,00.000000,000.000000,00.000000,000.000000,232,11.5,0,7.3,2,2010,2018-12-31,A,정밀점검,미적용,N,,0,-    ,N,한국도로공사 전북본부,000-0000-0000,2020-01-01,AAAAAAA,공공데이터활용지원센터
용암2터널(완주),도로터널,2종,01,5027,,상행,전라북도,완주군,45710,,전라북도 완주군 상,00.000000,000.000000,00.000000,000.000000,551,11.5,0,7.3,2,2010,2018-12-31,A,정밀점검,미적용,N,,0,-    ,N,한국도로공사 전북본부,000-0000-0000,2020-01-01,AAAAAAA,공공데이터활용지원센터
용암2터널(순천),도로터널,2종,01,5027,,하행,전라북도,완주군,45710,,전라북도 완주군 상,00.000000,000.000000,00.000000,000.000000,545,11.5,0,7.3,2,2010,2018-12-31,A,정밀점검,미적용,N,,0,-    ,N,한국도로공사 전북본부,000-0000-0000,2020-01-01,AAAAAAA,공공데이터활용지원센터
용암1터널(완주),도로터널,2종,01,5027,,상행,전라북도,완주군,45710,,전라북도 완주군 상,00.000000,000.000000,00.000000,000.000000,529,11.5,0,7.3,2,2010,2018-12-31,A,정밀점검,미적용,N,,0,-    ,N,한국도로공사 전북본부,000-0000-0000,2020-01-01,AAAAAAA,공공데이터활용지원센터
용암1터널(순천),도로터널,2종,01,5027,,하행,전라북도,완주군,45710,,전라북도 완주군 상,00.000000,000.000000,00.000000,000.000000,549,11.5,0,7.3,2,2010,2018-12-31,A,정밀점검,미적용,N,,0,-    ,N,한국도로공사 전북본부,000-0000-0000,2020-01-01,AAAAAAA,공공데이터활용지원센터
슬치터널(순천),도로터널,1종,01,5027,,하행,전라북도,임실군,45750,,전라북도 임실군 관,00.000000,000.000000,00.000000,000.000000,1172,12.7,0,7.3,2,2010,2018-12-31,A,정밀점검,미적용,N,,0,-    ,N,한국도로공사 전북본부,000-0000-0000,2020-01-01,AAAAAAA,공공데이터활용지원센터
슬치터널(완주),도로터널,1종,01,5027,,상행,전라북도,임실군,45750,,전라북도 임실군 관,00.000000,000.000000,00.000000,000.000000,1189,12.7,0,7.3,2,2010,2018-12-31,A,정밀점검,미적용,N,,0,-    ,N,한국도로공사 전북본부,000-0000-0000,2020-01-01,AAAAAAA,공공데이터활용지원센터
성미터널(순천),도로터널,2종,01,5027,,하행,전라북도,임실군,45750,,전라북도 임실군 관,00.000000,000.000000,00.000000,000.000000,55,14.5,0,4.5,2,2010,2018-12-31,A,정밀점검,미적용,N,,0,-    ,N,한국도로공사 전북본부,000-0000-0000,2020-01-01,AAAAAAA,공공데이터활용지원센터
성미터널(완주),도로터널,2종,01,5027,,상행,전라북도,임실군,45750,,전라북도 임실군 관,00.000000,000.000000,00.000000,000.000000,55,14.5,0,4.5,2,2010,2018-12-31,A,정밀점검,미적용,N,,0,-    ,N,한국도로공사 전북본부,000-0000-0000,2020-01-01,AAAAAAA,공공데이터활용지원센터
관촌2터널(완주),도로터널,2종,01,5027,,상행,전라북도,임실군,45750,,전라북도 임실군 관,00.000000,000.000000,00.000000,000.000000,401,11.5,0,7.3,2,2010,2018-12-31,A,정밀점검,미적용,N,,0,-    ,N,한국도로공사 전북본부,000-0000-0000,2020-01-01,AAAAAAA,공공데이터활용지원센터
관촌2터널(순천),도로터널,2종,01,5027,,하행,전라북도,임실군,45750,,전라북도 임실군 관,00.000000,000.000000,00.000000,000.000000,420,11.5,0,7.3,2,2010,2018-12-31,A,정밀점검,미적용,N,,0,-    ,N,한국도로공사 전북본부,000-0000-0000,2020-01-01,AAAAAAA,공공데이터활용지원센터
관촌1터널(완주),도로터널,2종,01,5027,,상행,전라북도,임실군,45750,,전라북도 임실군 관,00.000000,000.000000,00.000000,000.000000,492,11.5,0,7.3,2,2010,2018-12-31,A,정밀점검,미적용,N,,0,-    ,N,한국도로공사 전북본부,000-0000-0000,2020-01-01,AAAAAAA,공공데이터활용지원센터
관촌1터널(순천),도로터널,2종,01,5027,,하행,전라북도,임실군,45750,,전라북도 임실군 관,00.000000,000.000000,00.000000,000.000000,469,11.5,0,7.3,2,2010,2018-12-31,A,정밀점검,미적용,N,,0,-    ,N,한국도로공사 전북본부,000-0000-0000,2020-01-01,AAAAAAA,공공데이터활용지원센터
장수터널(장수),도로터널,1종,01,5020,,상행,전라북도,장수군,45740,,전라북도 장수군 천,00.000000,000.000000,00.000000,000.000000,2700,10.7,0,7.6,2,2007,2018-12-31,B,정기점검,미적용,N,,0,-    ,N,한국도로공사 전북본부,000-0000-0000,2020-01-01,AAAAAAA,공공데이터활용지원센터
장수터널(익산),도로터널,1종,01,5020,,하행,전라북도,장수군,45740,,전라북도 장수군 천,00.000000,000.000000,00.000000,000.000000,2676,10.7,0,7.6,2,2007,2018-12-31,B,정기점검,미적용,N,,0,-    ,N,한국도로공사 전북본부,000-0000-0000,2020-01-01,AAAAAAA,공공데이터활용지원센터
방곡터널(장수),도로터널,2종,01,5020,,상행,전라북도,진안군,45720,,전라북도 진안군 진,00.000000,000.000000,00.000000,000.000000,928,11.4,0,7.3,2,2007,2018-12-31,B,정기점검,미적용,N,,0,-    ,N,한국도로공사 전북본부,000-0000-0000,2020-01-01,AAAAAAA,공공데이터활용지원센터
방곡터널(익산),도로터널,2종,01,5020,,하행,전라북도,진안군,45720,,전라북도 진안군 진,00.000000,000.000000,00.000000,000.000000,928,11.4,0,7.3,2,2007,2018-12-31,B,정기점검,미적용,N,,0,-    ,N,한국도로공사 전북본부,000-0000-0000,2020-01-01,AAAAAAA,공공데이터활용지원센터
진안3터널(장수),도로터널,2종,01,5020,,상행,전라북도,진안군,45720,,전라북도 진안군 진,00.000000,000.000000,00.000000,000.000000,434,13.3,0,8.7,2,2007,2018-12-31,B,정기점검,미적용,N,,0,-    ,N,한국도로공사 전북본부,000-0000-0000,2020-01-01,AAAAAAA,공공데이터활용지원센터
진안3터널(익산),도로터널,2종,01,5020,,하행,전라북도,진안군,45720,,전라북도 진안군 진,00.000000,000.000000,00.000000,000.000000,439,13.3,0,8.7,2,2007,2018-12-31,B,정기점검,미적용,N,,0,-    ,N,한국도로공사 전북본부,000-0000-0000,2020-01-01,AAAAAAA,공공데이터활용지원센터
진안2터널(장수),도로터널,2종,01,5020,,상행,전라북도,진안군,45720,,전라북도 진안군 진,00.000000,000.000000,00.000000,000.000000,690,11.5,0,8.2,2,2007,2018-12-31,B,정기점검,미적용,N,,0,-    ,N,한국도로공사 전북본부,000-0000-0000,2020-01-01,AAAAAAA,공공데이터활용지원센터
개화터널 (상),도로터널,1종,01,5130,,상행,서울특별시,강서구,11500,,서울특별시 강서구 ,00.000000,000.000000,00.000000,000.000000,634.5,13.6,0,8,3,2000,2017-09-29,A,정밀점검,미적용,N,,0,-    ,N,신공항하이웨이㈜ 본사,000-0000-0000,2020-01-01,AAAAAAA,공공데이터활용지원센터
덕진3터널(순천),도로터널,2종,01,5027,,하행,전라북도,전주시,45113,,전라북도 전주시 덕,00.000000,000.000000,00.000000,000.000000,124,11.8,0,7.3,2,2010,2018-12-31,A,정기점검,미적용,N,,0,-    ,N,한국도로공사 전북본부,000-0000-0000,2020-01-01,AAAAAAA,공공데이터활용지원센터
덕진3터널(완주),도로터널,2종,01,5027,,상행,전라북도,전주시,45113,,전라북도 전주시 덕,00.000000,000.000000,00.000000,000.000000,124,11.8,0,7.3,2,2010,2018-12-31,A,정기점검,미적용,N,,0,-    ,N,한국도로공사 전북본부,000-0000-0000,2020-01-01,AAAAAAA,공공데이터활용지원센터
덕진2터널(순천),도로터널,2종,01,5027,,하행,전라북도,전주시,45113,,전라북도 전주시 덕,00.000000,000.000000,00.000000,000.000000,158,11.8,0,7.3,2,2010,2018-12-31,A,정기점검,미적용,N,,0,-    ,N,한국도로공사 전북본부,000-0000-0000,2020-01-01,AAAAAAA,공공데이터활용지원센터
덕진2터널(완주),도로터널,2종,01,5027,,상행,전라북도,전주시,45113,,전라북도 전주시 덕,00.000000,000.000000,00.000000,000.000000,158,11.8,0,7.3,2,2010,2018-12-31,A,정기점검,미적용,N,,0,-    ,N,한국도로공사 전북본부,000-0000-0000,2020-01-01,AAAAAAA,공공데이터활용지원센터
덕진1터널(순천),도로터널,1종,01,5027,,하행,전라북도,전주시,45113,,전라북도 전주시 덕,00.000000,000.000000,00.000000,000.000000,1022,11.5,0,7.3,2,2010,2018-12-31,A,정기점검,미적용,N,,0,-    ,N,한국도로공사 전북본부,000-0000-0000,2020-01-01,AAAAAAA,공공데이터활용지원센터
덕진1터널(완주),도로터널,1종,01,5027,,상행,전라북도,전주시,45113,,전라북도 전주시 덕,00.000000,000.000000,00.000000,000.000000,1054,11.5,0,7.3,2,2010,2018-12-31,A,정기점검,미적용,N,,0,-    ,N,한국도로공사 전북본부,000-0000-0000,2020-01-01,AAAAAAA,공공데이터활용지원센터
완산터널(순천),도로터널,2종,01,5027,,하행,전라북도,전주시,45111,,전라북도 전주시 완,00.000000,000.000000,00.000000,000.000000,617,11.5,0,7.3,2,2010,2018-12-31,A,정기점검,미적용,N,,0,-    ,N,한국도로공사 전북본부,000-0000-0000,2020-01-01,AAAAAAA,공공데이터활용지원센터
완산터널(완주),도로터널,2종,01,5027,,상행,전라북도,전주시,45111,,전라북도 전주시 완,00.000000,000.000000,00.000000,000.000000,591,11.5,0,7.3,2,2010,2018-12-31,A,정기점검,미적용,N,,0,-    ,N,한국도로공사 전북본부,000-0000-0000,2020-01-01,AAAAAAA,공공데이터활용지원센터
신리3터널(순천),도로터널,2종,01,5027,,하행,전라북도,완주군,45710,,전라북도 완주군 상,00.000000,000.000000,00.000000,000.000000,623,11.5,0,7.3,2,2010,2018-12-31,A,정기점검,미적용,N,,0,-    ,N,한국도로공사 전북본부,000-0000-0000,2020-01-01,AAAAAAA,공공데이터활용지원센터
신리3터널(완주),도로터널,2종,01,5027,,상행,전라북도,완주군,45710,,전라북도 완주군 상,00.000000,000.000000,00.000000,000.000000,593,11.5,0,7.3,2,2010,2018-12-31,A,정기점검,미적용,N,,0,-    ,N,한국도로공사 전북본부,000-0000-0000,2020-01-01,AAAAAAA,공공데이터활용지원센터
신리2터널(완주),도로터널,2종,01,5027,,상행,전라북도,완주군,45710,,전라북도 완주군 상,00.000000,000.000000,00.000000,000.000000,864,11.5,0,7.3,2,2010,2018-12-31,A,정기점검,미적용,N,,0,-    ,N,한국도로공사 전북본부,000-0000-0000,2020-01-01,AAAAAAA,공공데이터활용지원센터
신리2터널(순천),도로터널,2종,01,5027,,하행,전라북도,완주군,45710,,전라북도 완주군 상,00.000000,000.000000,00.000000,000.000000,885,11.5,0,7.3,2,2010,2018-12-31,A,정기점검,미적용,N,,0,-    ,N,한국도로공사 전북본부,000-0000-0000,2020-01-01,AAAAAAA,공공데이터활용지원센터
신리1터널(순천),도로터널,2종,01,5027,,하행,전라북도,완주군,45710,,전라북도 완주군 상,00.000000,000.000000,00.000000,000.000000,104,11.5,0,7.3,2,2010,2018-12-31,A,정기점검,미적용,N,,0,-    ,N,한국도로공사 전북본부,000-0000-0000,2020-01-01,AAAAAAA,공공데이터활용지원센터
신리1터널(완주),도로터널,2종,01,5027,,상행,전라북도,완주군,45710,,전라북도 완주군 상,00.000000,000.000000,00.000000,000.000000,171,11.5,0,7.3,2,2010,2018-12-31,A,정기점검,미적용,N,,0,-    ,N,한국도로공사 전북본부,000-0000-0000,2020-01-01,AAAAAAA,공공데이터활용지원센터
죽림3터널(완주),도로터널,2종,01,5027,,상행,전라북도,완주군,45710,,전라북도 완주군 상,00.000000,000.000000,00.000000,000.000000,499,11.5,0,7.3,2,2010,2018-12-31,A,정기점검,미적용,N,,0,-    ,N,한국도로공사 전북본부,000-0000-0000,2020-01-01,AAAAAAA,공공데이터활용지원센터
죽림3터널(순천),도로터널,2종,01,5027,,하행,전라북도,완주군,45710,,전라북도 완주군 상,00.000000,000.000000,00.000000,000.000000,495,11.5,0,7.3,2,2010,2018-12-31,A,정기점검,미적용,N,,0,-    ,N,한국도로공사 전북본부,000-0000-0000,2020-01-01,AAAAAAA,공공데이터활용지원센터
죽림2터널(완주),도로터널,2종,01,5027,,상행,전라북도,완주군,45710,,전라북도 완주군 상,00.000000,000.000000,00.000000,000.000000,254,11.5,0,7.3,2,2010,2018-12-31,A,정기점검,미적용,N,,0,-    ,N,한국도로공사 전북본부,000-0000-0000,2020-01-01,AAAAAAA,공공데이터활용지원센터
죽림2터널(순천),도로터널,2종,01,5027,,하행,전라북도,완주군,45710,,전라북도 완주군 상,00.000000,000.000000,00.000000,000.000000,235,11.5,0,7.3,2,2010,2018-12-31,A,정기점검,미적용,N,,0,-    ,N,한국도로공사 전북본부,000-0000-0000,2020-01-01,AAAAAAA,공공데이터활용지원센터
죽림1터널(완주),도로터널,2종,01,5027,,상행,전라북도,완주군,45710,,전라북도 완주군 상,00.000000,000.000000,00.000000,000.000000,656,11.5,0,7.3,2,2010,2018-12-31,A,정기점검,미적용,N,,0,-    ,N,한국도로공사 전북본부,000-0000-0000,2020-01-01,AAAAAAA,공공데이터활용지원센터
죽림1터널(순천),도로터널,2종,01,5027,,하행,전라북도,완주군,45710,,전라북도 완주군 상,00.000000,000.000000,00.000000,000.000000,644,11.5,0,7.3,2,2010,2018-12-31,A,정기점검,미적용,N,,0,-    ,N,한국도로공사 전북본부,000-0000-0000,2020-01-01,AAAAAAA,공공데이터활용지원센터
용암4터널(완주),도로터널,1종,01,5027,,상행,전라북도,완주군,45710,,전라북도 완주군 상,00.000000,000.000000,00.000000,000.000000,1113,12.7,0,7.3,2,2010,2018-12-31,A,정밀점검,미적용,N,,0,-    ,N,한국도로공사 전북본부,000-0000-0000,2020-01-01,AAAAAAA,공공데이터활용지원센터
삼랑진터널(부산),도로터널,2종,01,5055,,하행,경상남도,밀양시,48270,,경상남도 밀양시 삼,35.407349,128.803502,35.404219,128.810905,740,10,0,6,2,2006,2015-12-31,B,정밀점검,미적용,N,,0,-    ,N,신대구부산고속도로㈜ 본사,000-0000-0000,2020-01-01,AAAAAAA,공공데이터활용지원센터
삼랑진터널(대구),도로터널,2종,01,5055,,상행,경상남도,밀양시,48270,,경상남도 밀양시 삼,35.404455,128.811098,35.407568,128.803856,722,10,0,6,2,2006,2015-12-31,B,정밀점검,미적용,N,,0,-    ,N,신대구부산고속도로㈜ 본사,000-0000-0000,2020-01-01,AAAAAAA,공공데이터활용지원센터
생림2터널(부산),도로터널,2종,01,5055,,하행,경상남도,김해시,48250,,경상남도 김해시 생,35.313181,128.964343,35.381444,128.844035,485,10,0,6,2,2006,2015-12-31,B,정밀점검,미적용,N,,0,-    ,N,신대구부산고속도로㈜ 본사,000-0000-0000,2020-01-01,AAAAAAA,공공데이터활용지원센터
생림2터널(대구),도로터널,2종,01,5055,,상행,경상남도,김해시,48250,,경상남도 김해시 생,35.313181,128.964343,35.315571,128.958786,517,10,0,6,2,2006,2015-12-31,B,정밀점검,미적용,N,,0,-    ,N,신대구부산고속도로㈜ 본사,000-0000-0000,2020-01-01,AAAAAAA,공공데이터활용지원센터
생림1터널(부산),도로터널,2종,01,5055,,하행,경상남도,김해시,48250,,경상남도 김해시 생,35.368333,128.852989,35.366238,128.854421,240,10,0,6,2,2006,2015-12-31,B,정밀점검,미적용,N,,0,-    ,N,신대구부산고속도로㈜ 본사,000-0000-0000,2020-01-01,AAAAAAA,공공데이터활용지원센터
생림1터널(대구),도로터널,2종,01,5055,,상행,경상남도,김해시,48250,,경상남도 김해시 생,35.366004,128.855075,35.368466,128.853294,292,10,0,6,2,2006,2015-12-31,B,정밀점검,미적용,N,,0,-    ,N,신대구부산고속도로㈜ 본사,000-0000-0000,2020-01-01,AAAAAAA,공공데이터활용지원센터
무척산터널(부산),도로터널,1종,01,5055,,하행,경상남도,김해시,48250,,경상남도 김해시 상,35.359338,128.900528,35.356526,128.880988,2030,10.6,0,6,2,2006,2015-12-31,B,정밀안전진단,미적용,N,,0,-    ,N,신대구부산고속도로㈜ 본사,000-0000-0000,2020-01-01,AAAAAAA,공공데이터활용지원센터
무척산터널(대구),도로터널,1종,01,5055,,상행,경상남도,김해시,48250,,경상남도 김해시 상,35.359338,128.900528,35.362906,128.859641,2010,10.6,0,6,2,2006,2015-12-31,B,정밀안전진단,미적용,N,,0,-    ,N,신대구부산고속도로㈜ 본사,000-0000-0000,2020-01-01,AAAAAAA,공공데이터활용지원센터
용산터널(부산),도로터널,2종,01,5055,,하행,경상남도,김해시,48250,,경상남도 김해시 상,35.359338,128.900528,35.359454,128.901059,50,11.4,0,8,2,2006,2015-12-31,A,정밀점검,미적용,N,,0,-    ,N,신대구부산고속도로㈜ 본사,000-0000-0000,2020-01-01,AAAAAAA,공공데이터활용지원센터
용산터널(대구),도로터널,2종,01,5055,,상행,경상남도,김해시,48250,,경상남도 김해시 상,35.359549,128.901038,35.359437,128.900499,50,11.4,0,8,2,2006,2015-12-31,A,정밀점검,미적용,N,,0,-    ,N,신대구부산고속도로㈜ 본사,000-0000-0000,2020-01-01,AAAAAAA,공공데이터활용지원센터
상동2터널(부산),도로터널,2종,01,5055,,하행,경상남도,김해시,48250,,경상남도 김해시 상,35.333035,128.935912,35.328212,128.936663,520,10,0,6,2,2006,2015-12-31,B,정밀점검,미적용,N,,0,-    ,N,신대구부산고속도로㈜ 본사,000-0000-0000,2020-01-01,AAAAAAA,공공데이터활용지원센터
상동2터널(대구),도로터널,2종,01,5055,,상행,경상남도,김해시,48250,,경상남도 김해시 상,35.328365,128.936995,35.333328,128.936191,520,10,0,6,2,2006,2015-12-31,A,정밀점검,미적용,N,,0,-    ,N,신대구부산고속도로㈜ 본사,000-0000-0000,2020-01-01,AAAAAAA,공공데이터활용지원센터
상동1터널(부산),도로터널,2종,01,5055,,하행,경상남도,김해시,48250,,경상남도 김해시 상,35.315368,128.958496,35.312860,128.964059,550,10.6,0,6,2,2006,2015-12-31,A,정밀점검,미적용,N,,0,-    ,N,신대구부산고속도로㈜ 본사,000-0000-0000,2020-01-01,AAAAAAA,공공데이터활용지원센터
상동1터널(대구),도로터널,2종,01,5055,,상행,경상남도,김해시,48250,,경상남도 김해시 상,35.313181,128.964343,35.315571,128.958786,547,10.6,0,6,2,2006,2015-12-31,A,정밀점검,미적용,N,,0,-    ,N,신대구부산고속도로㈜ 본사,000-0000-0000,2020-01-01,AAAAAAA,공공데이터활용지원센터
차령터널(천안),도로터널,1종,01,5025,,상행,충청남도,천안시,44131,,충청남도 천안시 동,36.655815,127.111418,36.677157,127.116482,2420,12.6,0.8,4.8,2,2002,2018-06-30,B,정밀안전진단,미적용,N,균열보수,0,라디오 D,Y,천안논산고속도로㈜ 본사,000-0000-0000,2020-01-01,AAAAAAA,공공데이터활용지원센터
차령터널(논산),도로터널,1종,01,5025,,하행,충청남도,천안시,44131,,충청남도 천안시 동,36.655849,127.111054,36.677192,127.116118,2420,12.6,0.8,4.8,2,2002,2018-06-30,B,정밀안전진단,미적용,N,균열보수,0,라디오 D,Y,천안논산고속도로㈜ 본사,000-0000-0000,2020-01-01,AAAAAAA,공공데이터활용지원센터
정우터널(천안),도로터널,2종,01,5025,,상행,충청남도,공주시,44150,,충청남도 공주시 정,36.525489,127.110395,36.534059,127.110975,538,11.2,0.8,4.8,2,2002,2017-06-30,B,정밀점검,미적용,N,균열보수,0,라디오 D,Y,천안논산고속도로㈜ 본사,000-0000-0000,2020-01-01,AAAAAAA,공공데이터활용지원센터
정우터널(논산),도로터널,2종,01,5025,,하행,충청남도,공주시,44150,,충청남도 공주시 정,36.534067,127.110610,36.525481,127.110031,530,11.2,0.8,4.8,2,2002,2017-06-30,B,정밀점검,미적용,N,균열보수,0,라디오 D,Y,천안논산고속도로㈜ 본사,000-0000-0000,2020-01-01,AAAAAAA,공공데이터활용지원센터
청라3지하차도,지하차도,99,01,5130,,상행,인천광역시,서구,28260,,인천광역시 서구 검,37.568582,126.664773,37.568997,126.665476,73.6,7.6,0,5,1,2013,2018-03-07,B,정기점검,적용,Y,,0,-    ,N,신공항하이웨이㈜ 본사,000-0000-0000,2020-01-01,AAAAAAA,공공데이터활용지원센터
청라2지하차도,지하차도,99,01,5130,,하행,인천광역시,서구,28260,,인천광역시 서구 검,37.569433,126.663018,37.569242,126.663035,34.4,7.6,0,5,1,2013,2018-03-07,B,정기점검,적용,Y,,0,-    ,N,신공항하이웨이㈜ 본사,000-0000-0000,2020-01-01,AAAAAAA,공공데이터활용지원센터
청라1지하차도,지하차도,99,01,5130,,하행,인천광역시,서구,28260,,인천광역시 서구 검,00.000000,000.000000,37.569447,126.663006,46.8,7.6,0,5,1,2013,2018-03-07,B,정기점검,적용,Y,,0,-    ,N,신공항하이웨이㈜ 본사,000-0000-0000,2020-01-01,AAAAAAA,공공데이터활용지원센터
개화터널 (하),도로터널,1종,01,5130,,하행,서울특별시,강서구,11500,,서울특별시 강서구 ,00.000000,000.000000,00.000000,000.000000,630,13.6,0,8,3,2000,2017-09-29,A,정밀점검,미적용,N,,0,-    ,N,신공항하이웨이㈜ 본사,000-0000-0000,2020-01-01,AAAAAAA,공공데이터활용지원센터
사패산터널(퇴계원),도로터널,1종,01,5100,,하행,경기도,양주시,41630,,경기도 양주시 장흥,37.670198,127.107350,37.722325,126.992268,3993,17.6,0,9.1,4,2007,2016-12-31,A,정밀점검,미적용,N,,0,-    ,N,서울고속도로㈜ 본사,000-0000-0000,2020-01-01,AAAAAAA,공공데이터활용지원센터
사패산터널(일산),도로터널,1종,01,5100,,상행,경기도,양주시,41630,,경기도 양주시 장흥,37.670198,127.107350,37.722792,126.992783,3997,17.6,0,9.1,4,2007,2016-12-31,A,정밀점검,미적용,N,,0,-    ,N,서울고속도로㈜ 본사,000-0000-0000,2020-01-01,AAAAAAA,공공데이터활용지원센터
호원터널(퇴계원),도로터널,1종,01,5100,,하행,경기도,의정부시,41150,,경기도 의정부시 호,37.710597,127.038595,37.711522,127.037570,149,17.6,0,9.1,4,2007,2016-12-31,A,정밀점검,미적용,N,,0,-    ,N,서울고속도로㈜ 본사,000-0000-0000,2020-01-01,AAAAAAA,공공데이터활용지원센터
호원터널(일산),도로터널,1종,01,5100,,상행,경기도,의정부시,41150,,경기도 의정부시 호,37.710597,127.038595,37.711522,127.037570,180,17.6,0,9.1,4,2007,2016-12-31,A,정밀점검,미적용,N,,0,-    ,N,서울고속도로㈜ 본사,000-0000-0000,2020-01-01,AAAAAAA,공공데이터활용지원센터
수락산터널(퇴계원),도로터널,1종,01,5100,,하행,경기도,의정부시,41150,,경기도 의정부시 장,37.670198,127.107350,37.675310,127.089820,2950,17.6,0,9.1,4,2006,2016-12-31,B,정밀안전진단,미적용,N,,0,-    ,N,서울고속도로㈜ 본사,000-0000-0000,2020-01-01,AAAAAAA,공공데이터활용지원센터
수락산터널(일산),도로터널,1종,01,5100,,상행,경기도,의정부시,41150,,경기도 의정부시 장,37.677356,127.085303,37.692071,127.057687,2950,17.6,0,9.1,4,2006,2016-12-31,B,정밀안전진단,미적용,N,,0,-    ,N,서울고속도로㈜ 본사,000-0000-0000,2020-01-01,AAAAAAA,공공데이터활용지원센터
불암산터널(퇴계원),도로터널,1종,01,5100,,하행,서울특별시,노원구,11350,,서울특별시 노원구 ,37.675551,127.088112,37.692083,127.057667,1665,17.6,0,9.1,4,2006,2016-12-31,B,정밀안전진단,미적용,N,,0,-    ,N,서울고속도로㈜ 본사,000-0000-0000,2020-01-01,AAAAAAA,공공데이터활용지원센터
불암산터널(일산),도로터널,1종,01,5100,,상행,서울특별시,노원구,11350,,서울특별시 노원구 ,37.670198,127.107350,37.675310,127.089820,1685,17.6,0,9.1,4,2006,2016-12-31,B,정밀안전진단,미적용,N,,0,-    ,N,서울고속도로㈜ 본사,000-0000-0000,2020-01-01,AAAAAAA,공공데이터활용지원센터
남천터널(부산),도로터널,2종,01,5055,,하행,경상북도,경산시,47290,,경상북도 경산시 남,35.789317,128.735433,35.781449,128.735712,867,10,0,6,2,2006,2015-12-31,A,정밀점검,미적용,N,,0,-    ,N,신대구부산고속도로㈜ 본사,000-0000-0000,2020-01-01,AAAAAAA,공공데이터활용지원센터
남천터널(대구),도로터널,2종,01,5055,,상행,경상북도,경산시,47290,,경상북도 경산시 남,35.585376,128.767523,35.789360,128.735755,870,10,0,6,2,2006,2015-12-31,A,정밀점검,미적용,N,,0,-    ,N,신대구부산고속도로㈜ 본사,000-0000-0000,2020-01-01,AAAAAAA,공공데이터활용지원센터
청도2터널(부산),도로터널,1종,01,5055,,하행,경상북도,경산시,47290,,경상북도 경산시 남,35.585376,128.767523,35.697681,128.739735,1550,11,0,7,2,2006,2015-12-31,B,정밀안전진단,미적용,N,,0,-    ,N,신대구부산고속도로㈜ 본사,000-0000-0000,2020-01-01,AAAAAAA,공공데이터활용지원센터
청도2터널(대구),도로터널,1종,01,5055,,상행,경상북도,경산시,47290,,경상북도 경산시 남,35.585376,128.767523,35.711156,128.743089,1550,11,0,7,2,2006,2015-12-31,B,정밀안전진단,미적용,N,,0,-    ,N,신대구부산고속도로㈜ 본사,000-0000-0000,2020-01-01,AAAAAAA,공공데이터활용지원센터
청도1터널(부산),도로터널,2종,01,5055,,하행,경상북도,청도군,47820,,경상북도 청도군 청,35.585376,128.767523,35.580402,128.769647,577,10,0,6,2,2006,2015-12-31,B,정밀점검,미적용,N,,0,-    ,N,신대구부산고속도로㈜ 본사,000-0000-0000,2020-01-01,AAAAAAA,공공데이터활용지원센터
