시장명,시장유형,소재지도로명주소,소재지지번주소,시장개설주기,위도,경도,점포수,취급품목,사용가능상품권,홈페이지주소,공중화장실보유여부,주차장보유여부,개설년도,전화번호,데이터기준일자,제공기관코드,제공기관명
삼익비치A상가시장,상설장,부산광역시 수영구 광안해변로54번길 222,부산광역시 수영구 남천동 148,-,35.14614518,129.1153264,120,"농산물,축산물,수산물,가공식품,의류 및 신발,가정용품,음식점업,기타소매업근린생활서비스",지역사랑상품권,,Y,Y,1980,,2020-05-27,B553077,소상공인시장진흥공단
사단법인수영건설시장,상설장,부산광역시 수영구 연수로415번길 6,부산광역시 수영구 수영동 446,-,35.16821103,129.1147961,21,"농산물,축산물,가공식품,음식점업,기타소매업",지역사랑상품권,,Y,N,1979,,2020-05-27,B553077,소상공인시장진흥공단
민락회타운시장,상설장,부산광역시 수영구 광안해변로 282,부산광역시 수영구 민락동 181,-,35.15581667,129.1245743,63,"수산물,음식점업,",지역사랑상품권,,Y,Y,1990,,2020-05-27,B553077,소상공인시장진흥공단
민락어패류시장,상설장,부산광역시 수영구 광안해변로 282,부산광역시 수영구 민락동 181,-,35.15581667,129.1245743,105,"수산물,음식점업,",지역사랑상품권,,Y,Y,1989,,2020-05-27,B553077,소상공인시장진흥공단
민락씨랜드시장,상설장,부산광역시 수영구 광안해변로 282,부산광역시 수영구 민락동 181,-,35.15581667,129.1245743,47,"수산물,음식점업,",지역사랑상품권,,Y,Y,1998,,2020-05-27,B553077,소상공인시장진흥공단
민락골목시장,상설장,부산광역시 수영구 광안해변로 277번길39,부산광역시 수영구 민락동 231-40,-,35.15760993,129.123651,78,"농산물,축산물,수산물,가공식품,의류 및 신발,가정용품,음식점업,기타소매업근린생활서비스",지역사랑상품권,,Y,Y,1983,,2020-05-27,B553077,소상공인시장진흥공단
해미시장,상설장+5일장,충청남도 서산시 읍성마을4길17-2,충청남도 서산시 읍내리 202,5일,,,66,"농산물,축산물,수산물,가공식품,의류 및 신발,가정용품,음식점업,기타소매업근린생활서비스",온누리+지역사랑상품권,,Y,N,,,2020-05-27,B553077,소상공인시장진흥공단
서산동부전통시장(동부시장),상설장,충청남도 서산시 시장5로 15,충청남도 서산시 동문동 900-3,-,36.78182621,126.4564454,222,"농산물,축산물,수산물,가공식품,의류 및 신발,가정용품,음식점업,기타소매업근린생활서비스",온누리+지역사랑상품권,,Y,Y,,,2020-05-27,B553077,소상공인시장진흥공단
대산종합시장,상설장,충청남도 서산시 대산읍 충의로 1942,충청남도 서산시 대산읍 대산리 119,-,36.93800292,126.4339429,66,"가공식품,의류 및 신발,음식점업,기타소매업,근린생활서비스",온누리+지역사랑상품권,,Y,Y,,,2020-05-27,B553077,소상공인시장진흥공단
홍산시장,5일장,충청남도 부여군 홍산면 홍산시장로 45-3,충청남도 부여군 홍산면 남촌리 133-7,5일,36.21393274,126.7579527,52,"농산물,수산물,가공식품,의류 및 신발,가정용품,음식점업,기타소매업",지역사랑상품권,,Y,Y,1928,,2020-05-27,B553077,소상공인시장진흥공단
부여시장,상설장+5일장,충청남도 부여군 부여읍 성왕로173번길 12,충청남도 부여군 부여읍 구아리 432,5일,36.2814936,126.9075579,80,"농산물,축산물,수산물,가공식품,의류 및 신발,가정용품,기타소매업",온누리+지역사랑상품권,,Y,Y,1916,,2020-05-27,B553077,소상공인시장진흥공단
현대시장(현대상가시장),상설장+5일장,충청남도 보령시 대흥로 16,충청남도 보령시 대천동 618-69,5일,36.34890716,126.596939,22,"농산물,축산물,가공식품,의류 및 신발,음식점업,기타소매업,근린생활서비스",지역사랑상품권,,Y,N,1960,,2020-05-27,B553077,소상공인시장진흥공단
웅천시장,상설장+5일장,충청남도 보령시 웅천읍 장터4길 24,충청남도 보령시 웅천읍 대창리 432-1,5일,36.23298986,126.6012679,87,"농산물,축산물,수산물,가공식품,의류 및 신발,가정용품,음식점업,기타소매업근린생활서비스",지역사랑상품권,,Y,Y,1928,,2020-05-27,B553077,소상공인시장진흥공단
보령한내시장,상설장+5일장,충청남도 보령시 정화로길 13,충청남도 보령시 대천동 197-1,5일,36.34962434,126.5958257,205,"농산물,축산물,수산물,가공식품,의류 및 신발,가정용품,음식점업,기타소매업근린생활서비스",온누리+지역사랑상품권,,Y,Y,1960,,2020-05-27,B553077,소상공인시장진흥공단
보령중앙시장,상설장,충청남도 보령시 대천동 중앙시장1길 2,충청남도 보령시 대천동 331-7,-,36.35103831,126.592913,110,"농산물,축산물,가공식품,의류 및 신발,가정용품,음식점업,기타소매업,근린생활서비스,",온누리+지역사랑상품권,,Y,Y,1960,,2020-05-27,B553077,소상공인시장진흥공단
동부시장,상설장,충청남도 보령시 구상가길 14-5,충청남도 보령시 대천동 618-64,-,36.34936516,126.596999,78,"농산물,축산물,가공식품,의류 및 신발,음식점업,기타소매업,근린생활서비스",지역사랑상품권,,Y,Y,1960,,2020-05-27,B553077,소상공인시장진흥공단
합덕전통시장,상설장+5일장,충청남도 당진시 합덕읍 버그내2길 128-25,충청남도 당진시 합덕읍 운산리 255-12,5일,36.80634085,126.772583,38,"농산물,축산물,수산물,가공식품,음식점업",온누리+지역사랑상품권,,Y,Y,1985,,2020-05-27,B553077,소상공인시장진흥공단
당진전통시장,상설장+5일장,충청남도 당진시 시장 중앙길 11-2,충청남도 당진시 읍내동 145-12,5일,36.89045712,126.6293759,170,"농산물,축산물,수산물,가공식품,의류 및 신발,가정용품,음식점업,기타소매업근린생활서비스",온누리+지역사랑상품권,,Y,Y,1974,,2020-05-27,B553077,소상공인시장진흥공단
화지중앙시장,상설장,충청남도 논산시 대화로 78,충청남도 논산시 대교동 70-6,-,36.20858871,127.0850124,330,"농산물,축산물,수산물,가공식품,의류 및 신발,가정용품,음식점업,기타소매업근린생활서비스",지역사랑상품권,,Y,Y,,,2020-05-27,B553077,소상공인시장진흥공단
연산전통시장,상설장+5일장,충청남도 논산시 연산면 연산4길 10-8,충청남도 논산시 연산면 연산리 394-1,5일,36.21627074,127.2164932,50,"농산물,축산물,가공식품,의류 및 신발,음식점업,기타소매업,근린생활서비스",지역사랑상품권,,Y,Y,,,2020-05-27,B553077,소상공인시장진흥공단
연무안심시장,상설장+5일장,충청남도 논산시 연무읍 연무로 178번길 9,충청남도 논산시 연무읍 안심리 14-2,5일,36.13006534,127.0982543,68,"농산물,축산물,수산물,가공식품,의류 및 신발,가정용품,음식점업,근린생활서비스,",지역사랑상품권,,Y,Y,,,2020-05-27,B553077,소상공인시장진흥공단
강경젓갈시장,상설장,충청남도 논산시 강경읍 금백로 45,충청남도 논산시 강경읍 황산리 198,-,36.15755616,127.0098062,137,"축산물,가공식품,기타소매업",지역사랑상품권,,Y,N,,,2020-05-27,B553077,소상공인시장진흥공단
강경대흥시장,상설장,충청남도 논산시 강경읍 대흥로 23- 1,충청남도 논산시 강경읍 대흥리 17-8,-,36.15597686,127.0136733,95,"농산물,축산물,수산물,기타소매업,",지역사랑상품권,,Y,Y,,,2020-05-27,B553077,소상공인시장진흥공단
중부프라자,상설장,충청남도 금산군 금산읍 비범로 19,충청남도 금산군 금산읍 상리 89-4,-,36.10453597,127.4910218,25,"농산물,가공식품,의류 및 신발,가정용품,음식점업,기타소매업,",지역사랑상품권,,Y,Y,1981,,2020-05-27,B553077,소상공인시장진흥공단
마전시장,5일장,충청남도 금산군 추부면 마전1길 38,충청남도 금산군 추부면 마전리 547-1,5일,36.19060681,127.4669752,15,"축산물,음식점업,기타소매업,근린생활서비스,",지역사랑상품권,,Y,N,1965,,2020-05-27,B553077,소상공인시장진흥공단
금산인삼전통시장,상설장,충청남도 금산군 금산읍 건삼전1길 20-8,충청남도 금산군 금산읍 중도리 531-1,-,36.10045773,127.4921869,69,"농산물,수산물,가공식품,음식점업,",지역사랑상품권,,Y,Y,2011,,2020-05-27,B553077,소상공인시장진흥공단
금산인삼쇼핑센타,상설장+5일장,충청남도 금산군 금산읍 인삼광장로 47,충청남도 금산군 금산읍 중도리 9-1,5일,36.10150757,127.4989586,53,"농산물,가공식품,근린생활서비스",지역사랑상품권,,Y,Y,1993,,2020-05-27,B553077,소상공인시장진흥공단
금산약초시장,상설장+5일장,충청남도 금산군 비단로 144,충청남도 금산군 중도리 31,5일,,,31,"가공식품,기타소매업,",지역사랑상품권,,Y,Y,1992,,2020-05-27,B553077,소상공인시장진흥공단
금산시장,상설장+5일장,충청남도 금산군 금산읍 금산천길 98,충청남도 금산군 금산읍 하옥리 335-12,5일,36.09951102,127.4909772,99,"농산물,수산물,가공식품,의류 및 신발,음식점업,기타소매업,근린생활서비스",지역사랑상품권,,Y,Y,1981,,2020-05-27,B553077,소상공인시장진흥공단
금산수삼센타,상설장,충청남도 금산군 금산읍 인삼약초로 24,충청남도 금산군 금산읍 중도리 24,-,36.10010129,127.4964489,352,농산물,온누리+지역사랑상품권,www.susamcenter.co.kr,Y,Y,1988,,2020-05-27,B553077,소상공인시장진흥공단
금산국제인삼시장(금산인삼국제시장),상설장,충청남도 금산군 금산읍 인삼약초로 45,충청남도 금산군 금산읍 중도리 8-1,-,36.10191749,127.4983393,203,농산물,지역사랑상품권,,Y,Y,1986,,2020-05-27,B553077,소상공인시장진흥공단
정원시장,상설장,대전광역시 동구 중앙로 194번길 33,대전광역시 동구 원동 64-1,-,36.3291076,127.4316576,90,"농산물,축산물,수산물,가공식품,의류 및 신발,음식점업,기타소매업",온누리+지역사랑상품권,,Y,Y,,,2020-05-27,B553077,소상공인시장진흥공단
중앙종합시장,상설장,대전광역시 동구 중교로 119(원동),대전광역시 동구 원동 65-7,-,36.32859376,127.4322027,76,"의류 및 신발,가정용품,기타소매업,근린생활서비스,",지역사랑상품권,,Y,Y,,,2020-05-27,B553077,소상공인시장진흥공단
중앙상가시장,상설장,대전광역시 동구 대전로791번길 38,대전광역시 동구 중동 28-45,-,36.32961418,127.4311258,200,"농산물,축산물,수산물,가공식품,의류 및 신발,가정용품,음식점업,기타소매업근린생활서비스",지역사랑상품권,,Y,Y,,,2020-05-27,B553077,소상공인시장진흥공단
중앙메가프라자,상설장,대전광역시 동구 중앙로 200번길 99,대전광역시 동구 원동 42-1,-,36.32673099,127.4339565,151,"의류 및 신발,가정용품,기타소매업,근린생활서비스,",온누리+지역사랑상품권,,Y,Y,1973,,2020-05-27,B553077,소상공인시장진흥공단
중앙도매시장,상설장,대전광역시 동구 대전로 783,대전광역시 동구 원동 51-1,-,36.32955988,127.4331837,74,"의류 및 신발,가정용품,기타소매업,근린생활서비스,",온누리+지역사랑상품권,,Y,Y,,,2020-05-27,B553077,소상공인시장진흥공단
전통중앙도매상가,상설장,대전광역시 동구 대전로 785,대전광역시 동구 원동 20-49,-,36.32982475,127.4337019,153,"가공식품,의류 및 신발,가정용품,기타소매업,근린생활서비스",지역사랑상품권,,Y,Y,,,2020-05-27,B553077,소상공인시장진흥공단
자유도매시장,상설장,대전광역시 동구 중앙로 200번길 40,대전광역시 동구 원동 64-1,-,36.32923611,127.4320058,119,"축산물,의류 및 신발,가정용품,음식점업,근린생활서비스",지역사랑상품권,,Y,Y,1981,,2020-05-27,B553077,소상공인시장진흥공단
인동시장,상설장,대전광역시 동구 대전천동로 452,대전광역시 동구 인동 30-2,-,36.32253158,127.4359155,61,"농산물,수산물,가공식품,기타소매업,근린생활서비스",지역사랑상품권,,Y,Y,,,2020-05-27,B553077,소상공인시장진흥공단
용운시장,상설장,대전광역시 동구 용운로 164번길 일원,대전광역시 동구 용운동 305-14,-,36.32781729,127.4605847,47,"농산물,축산물,수산물,가공식품,",온누리+지역사랑상품권,,Y,Y,,,2020-05-27,B553077,소상공인시장진흥공단
신중앙시장,상설장,대전광역시 동구 중앙로200번길 85,대전광역시 동구 원동 40- 1,-,36.32729809,127.4336345,83,"가정용품,근린생활서비스,",지역사랑상품권,,Y,Y,1975,,2020-05-27,B553077,소상공인시장진흥공단
신도시장,상설장,대전광역시 동구 흥룡로37번길 12,대전광역시 동구 가양동 38-5,-,36.34952187,127.4471126,70,"농산물,축산물,수산물,가공식품,의류 및 신발,가정용품,음식점업,기타소매업근린생활서비스",온누리+지역사랑상품권,,Y,Y,,,2020-05-27,B553077,소상공인시장진흥공단
대전상가시장,상설장,대전광역시 동구 충무로 185,대전광역시 동구 인동 52-1,-,36.32178993,127.4366508,62,"농산물,가공식품,음식점업,기타소매업,",온누리+지역사랑상품권,,Y,N,1973,,2020-05-27,B553077,소상공인시장진흥공단
대전도매시장,상설장,대전광역시 동구 대전로 785번길,대전광역시 동구 중동 76-1,-,36.33020247,127.4329199564,42,"의류 및 신발,기타소매업,",지역사랑상품권,,Y,Y,1973,,2020-05-27,B553077,소상공인시장진흥공단
가양시장,상설장,대전광역시 동구 매봉로 18,대전광역시 동구 가양동 434,-,36.34626338,127.4431995,10,"농산물,가공식품,의류 및 신발,기타소매업,",지역사랑상품권,,Y,Y,1979,,2020-05-27,B553077,소상공인시장진흥공단
중리시장,상설장,대전광역시 대덕구 중리북로31번길 26,대전광역시 대덕구 중리동 372-6,-,36.36558801,127.4263903,205,"농산물,축산물,수산물,가공식품,의류 및 신발,가정용품,음식점업,기타소매업,",온누리+지역사랑상품권,www.jungni-market.kr,Y,Y,,,2020-05-27,B553077,소상공인시장진흥공단
신탄진시장,상설장+5일장,대전광역시 대덕구 석봉로43번길 37,대전광역시 대덕구 석봉동 417-43,5일,36.4491544,127.4265081,105,"축산물,가공식품,의류 및 신발,가정용품,음식점업,기타소매업,근린생활서비스",온누리+지역사랑상품권,,Y,Y,,,2020-05-27,B553077,소상공인시장진흥공단
송촌시장,상설장,대전광역시 대덕구 동춘당로 83,대전광역시 대덕구 송촌동 476-1,-,36.36463799,127.4398629,37,"가공식품,가정용품,음식점업,기타소매업,근린생활서비스",온누리+지역사랑상품권,,Y,N,,,2020-05-27,B553077,소상공인시장진흥공단
법동시장,상설장,대전광역시 대덕구 계족로 608번길 23(법동),대전광역시 대덕구 법동 200-7,-,36.36622545,127.4315728,62,"농산물,축산물,수산물,가공식품,의류 및 신발,가정용품,기타소매업,근린생활서비스,",지역사랑상품권,http://bdsj.modoo.at,Y,Y,,,2020-05-27,B553077,소상공인시장진흥공단
화정동서부시장,상설장,광주광역시 서구 화운로156번길 24-1,광주광역시 서구 화정동 783-5,-,35.15304257,126.8792817,70,"농산물,축산물,가공식품,의류 및 신발,가정용품,음식점업,기타소매업,근린생활서비스,",지역사랑상품권,,N,Y,,,2020-05-27,B553077,소상공인시장진흥공단
양동수산전통시장,상설장,광주광역시 서구 천변좌로 262,광주광역시 서구 양동 5-254,-,35.15278021,126.9044494,138,"수산물,가공식품,음식점업",지역사랑상품권,,Y,Y,,,2020-05-27,B553077,소상공인시장진흥공단
양동산업용품시장,상설장,광주광역시 서구 독립로 205,광주광역시 서구 양동 62-1,-,35.15117027,126.9066242,176,"농산물,축산물,가공식품,의류 및 신발,가정용품,음식점업,기타소매업,근린생활서비스,",지역사랑상품권,,Y,Y,,,2020-05-27,B553077,소상공인시장진흥공단
양동닭전길시장,상설장,광주광역시 서구 천변좌로 262번길 4,광주광역시 서구 양동 5-56,-,35.15281951,126.9039972,105,"농산물,축산물,수산물,가공식품,가정용품,기타소매업,근린생활서비스",온누리+지역사랑상품권,,Y,Y,,,2020-05-27,B553077,소상공인시장진흥공단
양동경열로시장,상설장,광주광역시 서구 경열로 140-1,광주광역시 서구 양동 307-28,-,35.15366786,126.9008486,76,"농산물,축산물,수산물,가공식품,의류 및 신발,가정용품,음식점업,기타소매업근린생활서비스",지역사랑상품권,,Y,Y,,,2020-05-27,B553077,소상공인시장진흥공단
양동건어물시장,상설장,광주광역시 서구 천변좌로 254번길 6,광주광역시 서구 양동 5-160,-,35.1531687,126.9033295,64,"농산물,수산물,가공식품,가정용품,음식점업,기타소매업,",지역사랑상품권,,Y,Y,,,2020-05-27,B553077,소상공인시장진흥공단
광주양동시장,상설장,광주광역시 서구 천변좌로 262,광주광역시 서구 양동 5-254,-,35.15278021,126.9044494,292,"농산물,축산물,수산물,가공식품,의류 및 신발,가정용품,음식점업,기타소매업근린생활서비스",지역사랑상품권,,Y,Y,,,2020-05-27,B553077,소상공인시장진흥공단
운암시장,상설장,광주광역시 북구 대자로 87,광주광역시 북구 운암2동 94-7,-,35.17337269,126.8820048,64,"농산물,축산물,수산물,가공식품,의류 및 신발,음식점업,",온누리+지역사랑상품권,,Y,Y,,,2020-05-27,B553077,소상공인시장진흥공단
영신상가,상설장,서울특별시 영등포구 영등포로 225(영등포동5가),서울특별시 영등포구 영등포동5가 18-1,-,37.51992105,126.9066537,105,"가공식품,의류 및 신발,가정용품,음식점업,기타소매업,근린생활서비스,",지역사랑상품권,,Y,N,1970,,2020-05-27,B553077,소상공인시장진흥공단
영등포유통상가,상설장,서울특별시 영등포구 영등포로 109(당산동2가),서울특별시 영등포구 당산동2가 30-2 5층 영등포유통상가,-,37.5224187,126.8939309,1037,"농산물,축산물,가공식품,의류 및 신발,가정용품,음식점업,기타소매업,근린생활서비스,",지역사랑상품권,,Y,Y,1987,,2020-05-27,B553077,소상공인시장진흥공단
삼구시장,상설장,서울특별시 영등포구 영등포로 219(영등포동5가),서울특별시 영등포구 영등포동5가 20-62,-,37.52014378,126.9057484,55,"의류 및 신발,음식점업,기타소매업,근린생활서비스,",지역사랑상품권,,Y,N,1975,,2020-05-27,B553077,소상공인시장진흥공단
동남상가,상설장,서울특별시 영등포구 영등포로 37길4,서울특별시 영등포구 영등포동5가 24 동남상가아파트,-,37.52059782,126.9056619,72,"가공식품,의류 및 신발,음식점업,기타소매업,근린생활서비스",지역사랑상품권,,Y,N,1971,,2020-05-27,B553077,소상공인시장진흥공단
대신시장,상설장,서울특별시 영등포구 도신로 60길 7,서울특별시 영등포구 신길동 116-15,-,37.51107052,126.9175862,108,"농산물,축산물,수산물,가공식품,의류 및 신발,가정용품,음식점업,기타소매업,",지역사랑상품권,,Y,N,1965,,2020-05-27,B553077,소상공인시장진흥공단
대림중앙시장,상설장,서울특별시 영등포구 디지털로 372번지,서울특별시 영등포구 대림동 1028-4,-,37.49038173,126.9012673,84,"농산물,축산물,수산물,가공식품,의류 및 신발,가정용품,음식점업,기타소매업근린생활서비스",지역사랑상품권,,Y,N,2005,,2020-05-27,B553077,소상공인시장진흥공단
월정로시장,상설장,서울특별시 양천구 월정로29길3,서울특별시 양천구 신월동 114-1,-,37.53347399,126.8356889,87,"농산물,축산물,가공식품,의류 및 신발,가정용품,음식점업,기타소매업,근린생활서비스,",지역사랑상품권,,Y,N,1970,,2020-05-27,B553077,소상공인시장진흥공단
우성상가시장,상설장,서울특별시 양천구 지양로 78,서울특별시 양천구 신월동 928-1,-,37.52265902,126.8335723,21,"의류 및 신발,근린생활서비스,",지역사랑상품권,,Y,Y,1988,,2020-05-27,B553077,소상공인시장진흥공단
신월1동신영시장,상설장,서울특별시 양천구 월정로 161-5 2층,서울특별시 양천구 신월동 114-18 신영시장고객지원센터,-,,,86,"농산물,축산물,수산물,가공식품,의류 및 신발,음식점업,기타소매업",온누리+지역사랑상품권,www.sysj.co.kr,Y,Y,1981,,2020-05-27,B553077,소상공인시장진흥공단
목사랑시장 (목4동시장),상설장,서울특별시 양천구 목동중앙남로7길 8(목동),서울특별시 양천구 목동 726-18 목4동시장고객지원센터,-,37.53761748,126.8662157,91,"농산물,축산물,수산물,가공식품,의류 및 신발,가정용품,음식점업,기타소매업근린생활서비스",지역사랑상품권,,Y,Y,1972,,2020-05-27,B553077,소상공인시장진흥공단
목2동시장,상설장,서울특별시 양천구 목동중앙북로 16길3,서울특별시 양천구 목동 526,-,37.54604846,126.8738864,79,"농산물,축산물,가공식품,의류 및 신발,가정용품,음식점업,기타소매업,근린생활서비스,",지역사랑상품권,,Y,Y,1970,,2020-05-27,B553077,소상공인시장진흥공단
경창시장,상설장,서울특별시 양천구 오목로9길 31,서울특별시 양천구 신월동 447-8,-,37.52493407,126.8421197,52,"농산물,축산물,가공식품,의류 및 신발,음식점업,근린생활서비스,",온누리+지역사랑상품권,,Y,N,1983,,2020-05-27,B553077,소상공인시장진흥공단
풍납시장,상설장,서울특별시 송파구 바람드리길 34(풍납동),서울특별시 송파구 풍납동 142-1,-,37.53756433,127.1194915,161,"농산물,축산물,수산물,가공식품,의류 및 신발,가정용품,음식점업,기타소매업근린생활서비스",지역사랑상품권,,Y,Y,1970,,2020-05-27,B553077,소상공인시장진흥공단
석촌시장,상설장,서울특별시 송파구 송파대로 37길 52 2층,서울특별시 송파구 석촌동 274-8 2층,-,,,80,"농산물,축산물,수산물,가공식품,의류 및 신발,가정용품,음식점업,기타소매업근린생활서비스",온누리+지역사랑상품권,,Y,Y,1970,,2020-05-27,B553077,소상공인시장진흥공단
새마을시장,상설장,서울특별시 송파구 백제고분로15길 42(잠실동) 지하1층,서울특별시 송파구 잠실동 207-4 지하1층,-,37.50909016,127.0848999,116,"농산물,축산물,수산물,가공식품,의류 및 신발,가정용품,음식점업,기타소매업근린생활서비스",지역사랑상품권,,Y,Y,1970,,2020-05-27,B553077,소상공인시장진흥공단
방이시장,상설장,서울특별시 송파구 백제고분로48길 41,서울특별시 송파구 방이동 137-8,-,37.51035242,127.117548,138,"농산물,축산물,수산물,가공식품,의류 및 신발,가정용품,음식점업,기타소매업근린생활서비스",지역사랑상품권,,Y,Y,1980,,2020-05-27,B553077,소상공인시장진흥공단
마천중앙시장,상설장,서울특별시 송파구 마천로51가길 23,서울특별시 송파구 마천동 146-7,-,37.49841349,127.1513378,153,"농산물,축산물,수산물,가공식품,의류 및 신발,음식점업,기타소매업,근린생활서비스,",지역사랑상품권,,Y,Y,1968,,2020-05-27,B553077,소상공인시장진흥공단
마천시장,상설장,서울특별시 송파구 성내천로30길 17-7(마천동),서울특별시 송파구 마천동 140-2번지,-,37.49842866,127.1507453,173,"의류 및 신발,음식점업,기타소매업,근린생활서비스,",지역사랑상품권,,Y,N,1973,,2020-05-27,B553077,소상공인시장진흥공단
정릉아리랑시장,상설장,서울특별시 성북구 정릉로26가길 36,서울특별시 성북구 정릉동 443-1,-,37.60276623,127.0110391,83,"축산물,가공식품,의류 및 신발,음식점업,기타소매업,근린생활서비스,",지역사랑상품권,,N,N,2013,,2020-05-27,B553077,소상공인시장진흥공단
장위전통시장,상설장,서울특별시 성북구 장위로 36길 46-1,서울특별시 성북구 장위동 68-225,-,37.61208646,127.0508035,120,"수산물,가공식품,의류 및 신발,가정용품,음식점업,기타소매업,",지역사랑상품권,,N,Y,2005,,2020-05-27,B553077,소상공인시장진흥공단
석관시장,상설장,서울특별시 성북구 돌곶이로 22가길 27,서울특별시 성북구 석관동 270-1,-,37.60894295,127.0602966,16,"농산물,축산물,수산물,가공식품,의류 및 신발,가정용품,음식점업,기타소매업,",지역사랑상품권,,Y,Y,2006,,2020-05-27,B553077,소상공인시장진흥공단
동소문스카이상가,상설장,서울특별시 성북구 성북로4길 52,서울특별시 성북구 돈암동 609-1 한신한진아파트,-,37.59290593,127.0094026,145,"농산물,축산물,가공식품,의류 및 신발,음식점업,기타소매업,근린생활서비스",지역사랑상품권,,Y,Y,,,2020-05-27,B553077,소상공인시장진흥공단
돈암시장,상설장,서울특별시 성북구 동소문로 18길 12-3,서울특별시 성북구 동소문동5가 59-1,-,37.59166549,127.0157115,113,"농산물,수산물,가공식품,의류 및 신발,음식점업,근린생활서비스,",지역사랑상품권,,Y,N,2005,,2020-05-27,B553077,소상공인시장진흥공단
길음시장,상설장,서울특별시 성북구 동소문로 227(길음동),서울특별시 성북구 길음동 535-8 길음시장,-,37.60277919,127.0215936,119,"농산물,축산물,수산물,가공식품,의류 및 신발,가정용품,기타소매업,근린생활서비스,",지역사랑상품권,,Y,Y,2003,,2020-05-27,B553077,소상공인시장진흥공단
마장축산물시장,상설장,서울특별시 성동구 마장로35길 68,서울특별시 성동구 마장동 439-1 마축일축산물시장,-,37.57068419,127.0412759,1200,"축산물,가공식품,가정용품,음식점업,기타소매업,근린생활서비스,",지역사랑상품권,,Y,Y,2006,,2020-05-27,B553077,소상공인시장진흥공단
부산광역시철강판매협동조합,상설장,부산광역시 사상구 강변대로 532 17-26,부산광역시 사상구 엄궁동 643-4,-,35.13333813,128.9666177,50,"음식점업,기타소매업,",지역사랑상품권,,N,N,1997,,2020-05-27,B553077,소상공인시장진흥공단
부산광역시건축자재판매협동조합,상설장,부산광역시 사상구 강변대로 570,부산광역시 사상구 엄궁동 642,-,35.13287154,128.9653822,70,"음식점업,기타소매업,",지역사랑상품권,,N,Y,1996,,2020-05-27,B553077,소상공인시장진흥공단
고려쇼핑센터,상설장,부산광역시 사상구 사상로 207,부산광역시 사상구 괘법동 535-11,-,35.16361962,128.9841851,151,"의류 및 신발,근린생활서비스,",지역사랑상품권,www.appleoutlet.kr,Y,Y,1985,,2020-05-27,B553077,소상공인시장진흥공단
학장반도보라상가,상설장,부산광역시 사상구 수산시 사상구 대동로 98,부산광역시 사상구 수산시 사상구 학장동 573-1,-,,,147,"가공식품,의류 및 신발,가정용품,음식점업,기타소매업,근린생활서비스,",지역사랑상품권,,Y,Y,1994,,2020-05-27,B553077,소상공인시장진흥공단
주례현대무지개상가,상설장,부산광역시 사상구 주례로 93,부산광역시 사상구 주례동 530-5,-,35.14496518,129.004986,80,"가공식품,음식점업,기타소매업,근린생활서비스,",지역사랑상품권,,Y,N,1996,,2020-05-27,B553077,소상공인시장진흥공단
주례럭키종합상가,상설장,부산광역시 사상구 가야대로 284번길 12,부산광역시 사상구 주례동 595-4,-,35.14875186,129.0029196,64,"의류 및 신발,음식점업,기타소매업,근린생활서비스,",지역사랑상품권,,Y,Y,2014,,2020-05-27,B553077,소상공인시장진흥공단
우신종합상가,상설장,부산광역시 사상구 백양대로 880,부산광역시 사상구 모라동 1362,-,35.18311269,128.9912801,169,"가공식품,의류 및 신발,가정용품,기타소매업,근린생활서비스",지역사랑상품권,,Y,Y,1992,,2020-05-27,B553077,소상공인시장진흥공단
영해종합시장,상설장,부산광역시 사상구 학감대로 109-10,부산광역시 사상구 학장동 570-2,-,35.14071101,128.9879646,33,"축산물,가공식품,",온누리+지역사랑상품권,,Y,Y,1995,,2020-05-27,B553077,소상공인시장진흥공단
사상시장,상설장,부산광역시 사상구 사상로250번길58(괘법동),부산광역시 사상구 괘법동 379-1,-,35.1666583,128.9855101,218,"농산물,축산물,수산물,가공식품,의류 및 신발,가정용품,기타소매업,근린생활서비스,",지역사랑상품권,,N,N,2017,,2020-05-27,B553077,소상공인시장진흥공단
부산새벽시장,상설장,부산광역시 사상구 새벽로 141,부산광역시 사상구 감전동 143-16,-,35.15414272,128.9824319,293,"농산물,축산물,수산물,가공식품,의류 및 신발,가정용품,음식점업,기타소매업,",지역사랑상품권,,Y,Y,2006,,2020-05-27,B553077,소상공인시장진흥공단
부산산업용품상협동조합,상설장,부산광역시 사상구 괘감로 37,부산광역시 사상구 괘법동 578,-,35.15975548,128.9804349,1006,"가공식품,의류 및 신발,가정용품,기타소매업,근린생활서비스",지역사랑상품권,,Y,Y,1998,,2020-05-27,B553077,소상공인시장진흥공단
부산산업용재유통상가,상설장,부산광역시 사상구 새벽로 131,부산광역시 사상구 감전동 152-2,-,35.15327807,128.9810811,871,"농산물,축산물,가공식품,의류 및 신발,가정용품,음식점업,기타소매업,근린생활서비스,",지역사랑상품권,,Y,Y,1995,,2020-05-27,B553077,소상공인시장진흥공단
복이있는덕포시장,상설장,부산광역시 사상구 사상로293번길12,부산광역시 사상구 덕포동 421-13,-,35.17128238,128.9822554,193,"농산물,축산물,수산물,가공식품,의류 및 신발,가정용품,음식점업,기타소매업근린생활서비스",지역사랑상품권,,Y,N,2007,,2020-05-27,B553077,소상공인시장진흥공단
