시설명,시도명,시군구명,시군구코드,소재지도로명주소,소재지지번주소,위도,경도,설치장소설명,평일운영시작시각,평일운영종료시각,토요일운영시작시각,토요일운영종료시각,공휴일운영시작시각,공휴일운영종료시각,동시사용가능대수,공기주입가능여부,휴대전화충전가능여부,관리기관명,관리기관전화번호,데이터기준일자,제공기관코드,제공기관명
전동휠체어급속충전기,대전광역시,서구,30170,대전광역시 서구 한밭대로 지하 744(둔산동),대전광역시 서구 둔산동 1515-1,36.35771993,127.3813139,지하철역사 (정부청사역),05:30,23:30,05:30,23:30,05:30,23:30,2,N,N,대전지체장애인협회,042-488-1181,2020-06-30,3660000,대전광역시 서구
전동휠체어급속충전기,대전광역시,서구,30170,대전광역시 서구 둔산로 100(둔산동),대전광역시 서구 둔산동 1420,36.3503816,127.3846336,대전광역시청,09:00,18:00,00:00,00:00,00:00,00:00,2,N,N,대전지체장애인협회,042-488-1181,2020-06-30,3660000,대전광역시 서구
전동휠체어급속충전기,대전광역시,서구,30170,"대전광역시 서구 둔산남로 98-17, 5층(탄방동, 민족빌딩)",대전광역시 서구 탄방동 719,36.3482179,127.3886376,(사)모두사랑,09:00,18:00,00:00,00:00,00:00,00:00,2,N,N,시립장애인종합복지관,042-540-3550,2020-06-30,3660000,대전광역시 서구
전동휠체어급속충전기,대전광역시,서구,30170,"대전광역시 서구 도안동로 11번길 42, 502호(가수원동,지산프라자)",대전광역시 서구 가수원동 1032,36.30597844,127.3505189,서구장애인자립생활센터,09:00,18:00,00:00,00:00,00:00,00:00,2,N,N,시립장애인종합복지관,042-540-3550,2020-06-30,3660000,대전광역시 서구
전동휠체어급속충전기,대전광역시,서구,30170,"대전광역시 서구 둔산로31번길 66, 204호(둔산동)","대전광역시 서구 둔산동 1002, 다송빌딩 204호",36.3546464,127.3778098,한밭장애인자립생활센터,09:00,18:00,00:00,00:00,00:00,00:00,2,N,N,시립장애인종합복지관,042-540-3550,2020-06-30,3660000,대전광역시 서구
명지병원,경기도,고양시,41280,경기도 고양시 덕양구 화수로14번길 55,,37.64219898,126.8309492,병원후문 자전거 거치대 있던 곳,00:00,00:00,00:00,00:00,00:00,00:00,2,Y,N,고양시,031-8075-3293,2020-06-29,3940000,경기도 고양시
전동휠체어급속충전기,대전광역시,서구,30170,"대전광역시 서구 월평서로 9, 3층(월평빌딩)",대전광역시 서구 월평동 1179,36.3543628,127.3577625,(사)대전여성장애인연대,09:00,18:00,00:00,00:00,00:00,00:00,2,N,N,시립장애인종합복지관,042-540-3550,2020-06-30,3660000,대전광역시 서구
구립용산장애인복지관,서울특별시,용산구,11170,서울특별시 용산구 효창원로93길 49,,37.5473060776,126.9615705083,구립용산장애인복지관,09:00,20:00,09:00,16:00,00:00,00:00,1,Y,N,구립용산장애인복지관,02-707-1970,2020-06-25,3020000,서울특별시 용산구
용산구청,서울특별시,용산구,11170,서울특별시 용산구 녹사평대로 150,,37.5324526548,126.9904782550,용산구청 2층 민원실,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,N,서울특별시 용산구청,02-2199-7100,2020-06-25,3020000,서울특별시 용산구
용산구 장애인 커뮤니티센터,서울특별시,용산구,11170,서울특별시 용산구 서빙고로 245,,37.5204982087,126.9911132494,센터 1층,09:00,18:00,00:00,00:00,00:00,00:00,2,N,Y,서울특별시 용산구청,02-2199-7100,2020-06-25,3020000,서울특별시 용산구
국립중앙박물관,서울특별시,용산구,11170,서울특별시 용산구 서빙고로 137,,37.5247023260,126.9777411515,1층 상설전시관 물품보관소 옆,10:00,18:00,10:00,18:00,10:00,18:00,2,N,Y,국립중앙박물관,02-2077-9000,2020-06-25,3020000,서울특별시 용산구
한강로동 주민센터,서울특별시,용산구,11170,서울특별시 용산구 한강대로38길 28,,37.5281422426,126.9692280709,한강로동 주민센터 1층,09:00,18:00,00:00,00:00,00:00,00:00,2,N,Y,한강로동주민센터,02-2199-8560,2020-06-25,3020000,서울특별시 용산구
서울역,서울특별시,용산구,11170,서울특별시 용산구 한강대로 405,,37.5548376896,126.9717340524,2층 맞이방,06:00,23:30,06:00,23:30,06:00,23:30,2,N,Y,서울역,1544-7788,2020-06-25,3020000,서울특별시 용산구
용산역,서울특별시,용산구,11170,서울특별시 용산구 한강대로 23길 55,,37.5297736038,126.9647427471,3층 1호선 출구,06:00,23:30,06:00,23:30,06:00,23:30,2,N,Y,용산역,1544-7788,2020-06-25,3020000,서울특별시 용산구
남영역,서울특별시,용산구,11170,서울특별시 용산구 한강대로 77길 25,,37.5405657717,126.9713320979,1층 남영역 맞이방,06:00,23:30,06:00,23:30,06:00,23:30,2,N,Y,남영역,1544-7788,2020-06-25,3020000,서울특별시 용산구
효창공원앞역(경의중앙선),서울특별시,용산구,11170,서울특별시 용산구 백범로 지하 287,,37.5393339516,126.9613166204,지하 1층 효창공원역 맞이방,06:00,23:30,06:00,23:30,06:00,23:30,2,N,Y,효창공원역,02-2199-7100,2020-06-25,3020000,서울특별시 용산구
이촌역(경의중앙선),서울특별시,용산구,11170,서울특별시 용산구 서빙고 83,,37.5224803,126.9716268,지하 1층 이촌역 맞이방,06:00,23:30,06:00,23:30,06:00,23:30,2,N,Y,이촌역,1544-7788,2020-06-25,3020000,서울특별시 용산구
서빙고역,서울특별시,용산구,11170,서울특별시 용산구 서빙고로 238,,37.5199539181,126.9900499885,2층 서빙고역 맞이방 통로,06:00,23:30,06:00,23:30,06:00,23:30,2,N,Y,서빙고역,1544-7788,2020-06-25,3020000,서울특별시 용산구
한남역,서울특별시,용산구,11170,서울특별시 용산구 독서당로6길 12-13,,37.5291875214,127.0082497073,1층 한남역 맞이방,06:00,23:30,06:00,23:30,06:00,23:30,2,N,Y,한남역,1544-7788,2020-06-25,3020000,서울특별시 용산구
삼각지역,서울특별시,용산구,11170,서울특별시 용산구 한강대로 180,,37.5344034035,126.9733574278,지하1층 나 대합실 옆,06:00,23:30,06:00,23:30,06:00,23:30,2,N,Y,삼각지역,02-6110-4281,2020-06-25,3020000,서울특별시 용산구
숙대입구역,서울특별시,용산구,11170,서울특별시 용산구 한강대로 306,,37.5454962580,126.9722400027,지하1층 대합실 만남의장소,06:00,23:30,06:00,23:30,06:00,23:30,2,N,Y,숙대입구역,02-6110-4271,2020-06-25,3020000,서울특별시 용산구
한벗장애인주간보호시설,서울특별시,용산구,11170,서울특별시 용산구 효창원로69길 24-3,,37.5427916,126.9579499,시설 2층,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,Y,한벗장애인주간보호시설,02-713-5050,2020-06-25,3020000,서울특별시 용산구
용산행복장애인자립생활센터,서울특별시,용산구,11170,서울특별시 용산구 원효로89길 31,,37.5407449401,126.9673581617,센터 1층,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,Y,용산행복장애인자립생활센터,02-704-0420,2020-06-25,3020000,서울특별시 용산구
북경주행정복지센터,경상북도,경주시,50500,경상북도 경주시 안강읍 비화원로 47,경상북도 경주시 안강읍 안강리 346-7,35.9901278224,129.2270250914,1층 현관,09:00,18:00,00:00,00:00,00:00,00:00,1,N,Y,장애인여성복지과,054-779-6649,2020-06-30,5050000,경상북도 경주시
외동읍행정복지센터,경상북도,경주시,50500,경상북도 경주시 외동읍 읍청사로 25,경상북도 경주시 외동읍 입실리 525,35.7175851254,129.3271480072,1층 현관,09:00,18:00,00:00,00:00,00:00,00:00,1,N,Y,장애인여성복지과,054-779-6649,2020-06-30,5050000,경상북도 경주시
경주시 교통약자 이동지원센터,경상북도,경주시,50500,경상북도 경주시 탈해로 57번길 14(동천동),경상북도 경주시 동천동 876-1,35.8516694975,129.2288912457,1층 현관,09:00,18:00,00:00,00:00,00:00,00:00,1,N,Y,장애인여성복지과,054-779-6649,2020-06-30,5050000,경상북도 경주시
경상북도지체장애인협회 경주시지회,경상북도,경주시,50500,경상북도 경주시 유림로5번길99-17(황성동),경상북도 경주시 황성동 792-9,35.8806757020,129.2185792207,1층 현관,09:00,18:00,00:00,00:00,00:00,00:00,1,N,Y,장애인여성복지과,054-779-6649,2020-06-30,5050000,경상북도 경주시
경주시장애인종합복지관,경상북도,경주시,50500,경상북도 경주시 유림로5번길 99-11(황성동),경상북도 경주시 황성동 792-1,35.8803153051,129.2183831625,1층 현관,09:00,18:00,00:00,00:00,00:00,00:00,1,N,Y,장애인여성복지과,054-779-6649,2020-06-30,5050000,경상북도 경주시
장애인기초재활교육센터,경상북도,경주시,50500,경상북도 경주시 유림로5번길99-17(황성동),경상북도 경주시 황성동 792-9,35.8806757020,129.2185792207,1층 현관,09:00,18:00,00:00,00:00,00:00,00:00,1,N,Y,장애인여성복지과,054-779-6649,2020-06-30,5050000,경상북도 경주시
관악구종합청사,서울특별시,관악구,11620,서울특별시 관악구 관악로 145,서울특별시 관악구 봉천동 1570-1,37.4782097744,126.9515031667,1층 로비,09:00,18:00,09:00,18:00,09:00,18:00,2,Y,N,관악구청 행정지원과,02-879-5192,2020-06-01,3200000,서울특별시 관악구
장애인종합복지관,서울특별시,관악구,11620,서울특별시 관악구 남부순환로 1914,서울특별시 관악구 봉천동 1660-4,37.4774387031,126.9618524,"1층 지상주차장, 8층 장애인단체연합회 사무실 앞",09:00,18:00,09:00,18:00,09:00,18:00,2,Y,Y,관악구장애인종합복지관,02-877-0750,2020-06-01,3200000,서울특별시 관악구
관악산 무장애숲길,서울특별시,관악구,11620,서울특별시 관악구 관악로 1,서울특별시 관악구 신림동 산 56-1,37.4680385090,126.9592960330,무장애숲길 관리사무소 앞,09:00,18:00,09:00,18:00,09:00,18:00,2,Y,N,무장애숲길 관리사무소,02-879-6521,2020-06-01,3200000,서울특별시 관악구
관악구보건소,서울특별시,관악구,11620,서울특별시 관악구 관악로 145,서울특별시 관악구 봉천동 1570-1,37.4782097744,126.9515031667,1층 민원실,09:00,18:00,09:00,18:00,09:00,18:00,2,Y,N,관악구 보건소,02-879-7106,2020-06-01,3200000,서울특별시 관악구
관악구민체육센터,서울특별시,관악구,11620,서울특별시 관악구 낙성대로3길 37,서울특별시 관악구 봉천동 225,37.473014,126.9603062,1층 로비,09:00,18:00,09:00,18:00,09:00,18:00,2,Y,Y,관악구민체육센터,02-870-7625,2020-06-01,3200000,서울특별시 관악구
보라매동 주민센터,서울특별시,관악구,11620,서울특별시 관악구 봉천로 279-8,서울특별시 관악구 봉천동 661,37.4881304,126.932773,1층 출입구,09:00,18:00,09:00,18:00,09:00,18:00,2,Y,N,보라매동 주민센터,02-879-4201,2020-06-01,3200000,서울특별시 관악구
은천동 주민센터,서울특별시,관악구,11620,서울특별시 관악구 봉천로33나길 30,서울특별시 관악구 봉천동 905-29,37.4853056405,126.9424079568,지하1층 식당,09:00,18:00,09:00,18:00,09:00,18:00,2,Y,N,은천동 주민센터,02-879-4231,2020-06-01,3200000,서울특별시 관악구
성현동 주민센터,서울특별시,관악구,11620,서울특별시 관악구 구암길 38,서울특별시 관악구 봉천동 1712-9,37.4895286247,126.948147,1층 민원실 출입구 옆,09:00,18:00,09:00,18:00,09:00,18:00,2,Y,N,성현동 주민센터,02-879-4261,2020-06-01,3200000,서울특별시 관악구
중앙동주민센터,서울특별시,관악구,11620,서울특별시 관악구 양녕로6다길 7,서울특별시 관악구 봉천동 1512-7,37.484152,126.9497279,지하 1층 입구 내 좌측,09:00,18:00,09:00,18:00,09:00,18:00,2,Y,N,중앙동주민센터,02-879-4317,2020-06-01,3200000,서울특별시 관악구
청림동주민센터,서울특별시,관악구,11620,서울특별시 관악구 관악로40길 39,서울특별시 관악구 봉천동 1000,37.49184654,126.9586273,2층 민원실 입구,09:00,18:00,09:00,18:00,09:00,18:00,2,Y,N,청림동주민센터,02-879-4321,2020-06-01,3200000,서울특별시 관악구
행운동주민센터,서울특별시,관악구,11620,서울특별시 관악구 행운1길 43,서울특별시 관악구 봉천동 1670-7,37.4806052,126.957016,지하1층 주차장 옆,09:00,18:00,09:00,18:00,09:00,18:00,2,Y,N,행운동주민센터,02-879-4351,2020-06-01,3200000,서울특별시 관악구
청룡동 주민센터,서울특별시,관악구,11620,서울특별시 관악구 쑥고개로 44,서울특별시 관악구 봉천동 1539-1,37.4791171355,126.941634,주민센터 내 복도(청룡동 안내판 아래),09:00,18:00,09:00,18:00,09:00,18:00,2,Y,N,청룡동 주민센터,02-879-4381,2020-06-01,3200000,서울특별시 관악구
낙성대동 주민센터,서울특별시,관악구,11620,서울특별시 관악구 낙성대로4가길 5,서울특별시 관악구 봉천동 1624-24,37.476257,126.9583755,1층 출입구,09:00,18:00,09:00,18:00,09:00,18:00,2,Y,N,낙성대동 주민센터,02-879-4411,2020-06-01,3200000,서울특별시 관악구
인헌동주민센터,서울특별시,관악구,11620,서울특별시 관악구 남부순환로246가길 20,서울특별시 관악구 봉천동 1635-40,37.4751007496,126.9653246626,1층 복도,09:00,18:00,09:00,18:00,09:00,18:00,2,Y,N,인헌동주민센터,02-879-4447,2020-06-01,3200000,서울특별시 관악구
남현동주민센터,서울특별시,관악구,11620,서울특별시 관악구 남현1가길 29,서울특별시 관악구 남현동 1086-1,37.4745458,126.9778675,2층 복지상담실,09:00,18:00,09:00,18:00,09:00,18:00,2,Y,N,남현동주민센터,02-879-4471,2020-06-01,3200000,서울특별시 관악구
신림동주민센터,서울특별시,관악구,11620,서울특별시 관악구 신림동길 14,서울특별시 관악구 신림동 1439-3,37.4873546,126.927102,1층 사회복지팀  접수대 유리창 아래,09:00,18:00,09:00,18:00,09:00,18:00,2,Y,N,신림동주민센터,02-879-4501,2020-06-01,3200000,서울특별시 관악구
신사동주민센터,서울특별시,관악구,11620,서울특별시 관악구 조원로 142,서울특별시 관악구 신림동 492-4,37.4854102198,126.9180914,1층 민원실 내 입구,09:00,18:00,09:00,18:00,09:00,18:00,2,Y,N,신사동주민센터,02-879-4531,2020-06-01,3200000,서울특별시 관악구
조원동 주민센터,서울특별시,관악구,11620,서울특별시 관악구 조원로12길 25,서울특별시 관악구 신림동 568-27,37.4825228,126.9077834,1층 사무실 내 상담실 옆,09:00,18:00,09:00,18:00,09:00,18:00,2,Y,N,조원동 주민센터,02-879-4566,2020-06-01,3200000,서울특별시 관악구
미성동 주민센터,서울특별시,관악구,11620,서울특별시 관악구 난곡로 249,서울특별시 관악구 신림동 763-9,37.4761356,126.9155405,1층 출입구 옆,09:00,18:00,09:00,18:00,09:00,18:00,2,Y,N,미성동 주민센터,02-879-4591,2020-06-01,3200000,서울특별시 관악구
난곡동 주민센터,서울특별시,관악구,11620,서울특별시 관악구 난곡로30길 40,서울특별시 관악구 신림동 633-56,37.4710217061,126.9216465,1층 민원실,09:00,18:00,09:00,18:00,09:00,18:00,2,Y,N,난곡동 주민센터,02-879-4621,2020-06-01,3200000,서울특별시 관악구
난향동주민센터,서울특별시,관악구,11620,서울특별시 관악구 난곡로 67,서울특별시 관악구 신림동 1735-5,37.4615195262,126.918785,1층 출입구 우측,09:00,18:00,09:00,18:00,09:00,18:00,2,Y,N,난향동주민센터,02-879-4651,2020-06-01,3200000,서울특별시 관악구
서원동주민센터,서울특별시,관악구,11620,서울특별시 관악구 신림로 282,서울특별시 관악구 신림동 1641-65,37.4797317,126.9313649,1층 사무실 출입구 오른쪽 하단 설치,09:00,18:00,09:00,18:00,09:00,18:00,2,Y,N,서원동주민센터,02-879-4681,2020-06-01,3200000,서울특별시 관악구
서림동 주민센터,서울특별시,관악구,11620,서울특별시 관악구 신림로29길 6,서울특별시 관악구 신림동 1694-7,37.4749555,126.9349897,1층 출입구 좌측,09:00,18:00,09:00,18:00,09:00,18:00,2,Y,N,서림동 주민센터,02-879-4741,2020-06-01,3200000,서울특별시 관악구
삼성동주민센터,서울특별시,관악구,11620,서울특별시 관악구 호암로 589,서울특별시 관악구 신림동 1528,37.4701060379,126.9329507,1층 복지상담실 옆,09:00,18:00,09:00,18:00,09:00,18:00,2,Y,N,삼성동주민센터,02-879-4771,2020-06-01,3200000,서울특별시 관악구
대학동 주민센터,서울특별시,관악구,11620,서울특별시 관악구 신림로 111,서울특별시 관악구 신림동 1516,37.470558,126.9369434,1층 출입구,09:00,18:00,09:00,18:00,09:00,18:00,2,Y,N,대학동 주민센터,02-879-4801,2020-06-01,3200000,서울특별시 관악구
신림종합사회복지관,서울특별시,관악구,11620,서울특별시 관악구 난곡로110,서울특별시 관악구 신림동 664,37.4648359746,126.919828,1층 출입구,09:00,18:00,09:00,18:00,09:00,18:00,2,Y,N,신림종합사회복지관,02-851-1767,2020-06-01,3200000,서울특별시 관악구
보훈회관,서울특별시,관악구,11620,서울특별시 관악구 남부순환로 1427,서울특별시 관악구 신림동 564-4,37.4811655101,126.909375,1층 출입구 옆,09:00,18:00,09:00,18:00,09:00,18:00,2,Y,N,보훈회관,070-7039-3265,2020-06-01,3200000,서울특별시 관악구
한울림장애인자립생활센터,서울특별시,관악구,11620,"서울특별시 관악구 남부순환로 1692, 태광빌딩",서울특별시 관악구 봉천동 947-7,37.4835915860,126.9381761238,4층,09:00,18:00,09:00,18:00,09:00,18:00,2,Y,N,한울림장애인자립생활센터,02-878-2031,2020-06-01,3200000,서울특별시 관악구
서울대학교,서울특별시,관악구,11620,서울특별시 관악구 관악로1,서울특별시 관악구 신림동 산 56-1,37.4680385090,126.9592960330,관정관 2층,09:00,18:00,09:00,18:00,09:00,18:00,2,Y,N,서울대학교,02-880-5114,2020-06-01,3200000,서울특별시 관악구
서울새롬학교,서울특별시,관악구,11620,서울특별시 관악구 보라매로 44,서울특별시 관악구 봉천동 722-19,37.4931685563,126.927386,4층 별관,09:00,18:00,09:00,18:00,09:00,18:00,2,Y,N,서울새롬학교,02-840-3535,2020-06-01,3200000,서울특별시 관악구
예산군청,충청남도,예산군,46100,충청남도 예산군 예산읍 군청로 22,충청남도 예산군 예산읍 예산리 777,36.6808805439,126.8448507228,예산군청(민원봉사과),09:00,18:00,00:00,00:00,00:00,00:00,2,N,Y,충청남도 예산군,041-339-7152,2020-06-30,4610000,충청남도 예산군
예산군농업기술센터,충청남도,예산군,46100,충청남도 예산군 신암면 오신로 852,충청남도 예산군 신암면 종경리 281-22,36.7427220400,126.8140245589,예산군(농업기술센터),09:00,18:00,00:00,00:00,00:00,00:00,2,Y,Y,충청남도 예산군,041-339-8114,2020-06-30,4610000,충청남도 예산군
예산읍행정복지센터,충청남도,예산군,46100,충청남도 예산군 예산읍 예산로176번길 15,충청남도 예산군 예산읍 예산리 429-1,36.6787052186,126.846280,예산군(예산읍행정복지센터),09:00,18:00,00:00,00:00,00:00,00:00,2,Y,Y,충청남도 예산군,041-339-8424,2020-06-30,4610000,충청남도 예산군
삽교읍행정복지센터,충청남도,예산군,46100,충청남도 예산군 삽교읍 두리3길 33,충청남도 예산군 삽교읍 두리 571-1,36.6882762416,126.7391674219,예산군(삽교읍행정복지센터),09:00,18:00,00:00,00:00,00:00,00:00,2,Y,Y,충청남도 예산군,041-339-8493,2020-06-30,4610000,충청남도 예산군
삽교읍주민복합지원센터,충청남도,예산군,46100,충청남도 예산군 삽교읍 예학로 65,충청남도 예산군 삽교읍 목리 889,36.6645021282,126.6751771928,예산군(주민복합지원센터),09:00,18:00,00:00,00:00,00:00,00:00,2,Y,Y,충청남도 예산군,041-339-8506,2020-06-30,4610000,충청남도 예산군
신양면행정복지센터,충청남도,예산군,46100,충청남도 예산군 신양면 청신로 372,충청남도 예산군 신양면 신양리 351-1,36.6016698527,126.8680955465,예산군(신양면행정복지센터),09:00,18:00,00:00,00:00,00:00,00:00,2,Y,Y,충청남도 예산군,041-339-8574,2020-06-30,4610000,충청남도 예산군
광시면행정복지센터,충청남도,예산군,46100,충청남도 예산군 광시면 광시소길 16,충청남도 예산군 광시면 광시리 95,36.5491065419,126.7736695286,예산군(광시면행정복지센터),09:00,18:00,00:00,00:00,00:00,00:00,2,Y,Y,충청남도 예산군,041-339-8614,2020-06-30,4610000,충청남도 예산군
대흥면행정복지센터,충청남도,예산군,46100,충청남도 예산군 대흥면 의좋은형제길 37,충청남도 예산군 대흥면 동서리 106-1,36.6070238889,126.7888310722,예산군(대흥면행정복지센터),09:00,18:00,00:00,00:00,00:00,00:00,2,Y,Y,충청남도 예산군,041-339-8653,2020-06-30,4610000,충청남도 예산군
덕산면행정복지센터,충청남도,예산군,46100,충청남도 예산군 덕산면 덕산온천로 391,충청남도 예산군 덕산면 신평리 344-1,36.701358,126.6653535434,예산군(덕산면행정복지센터),09:00,18:00,00:00,00:00,00:00,00:00,2,Y,Y,충청남도 예산군,041-339-8732,2020-06-30,4610000,충청남도 예산군
고덕면행정복지센터,충청남도,예산군,46100,충청남도 예산군 고덕면 고덕중앙로 45-5,충청남도 예산군 고덕면 대천리 708-1,36.7454339118,126.7028070768,예산군(고덕면행정복지센터),09:00,18:00,00:00,00:00,00:00,00:00,2,Y,Y,충청남도 예산군,041-339-8815,2020-06-30,4610000,충청남도 예산군
예산군장애인종합복지관,충청남도,예산군,46100,충청남도 예산군 신암면 추사고택로 496,충청남도 예산군 신암면 신택리 174-3,36.7622552365,126.8098111223,예산군(장애인종합복지관),09:00,18:00,00:00,00:00,00:00,00:00,2,Y,Y,충청남도 예산군,041-330-9005,2020-06-30,4610000,충청남도 예산군
예산군노인종합복지관,충청남도,예산군,46100,충청남도 예산군 예산읍 벚꽃로 214-11,충청남도 예산군 예산읍 석양리 298,36.699594,126.839285,예산군(노인종합복지관),09:00,18:00,00:00,00:00,00:00,00:00,2,Y,Y,충청남도 예산군,041-330-2901,2020-06-30,4610000,충청남도 예산군
전동휠체어 급속충전기,경상북도,영천시,47230,경상북도 영천시 보목2길 10,경상북도 영천시 야사동 280-2,35.97112192,128.9412796,영천시장애인종합복지관,07:00,22:00,07:00,22:00,00:00,00:00,6,N,Y,영천시장애인종합복지관,054-333-3535,2020-06-25,5100000,경상북도 영천시
전동휠체어 급속충전기,경상북도,영천시,47230,경상북도 영천시 충효로 147,경상북도 영천시 야사동 120,35.9768245,128.9441375,영천시종합사회복지관,09:00,18:00,09:00,18:00,00:00,00:00,2,N,Y,영천시종합사회복지관,054-332-8418,2020-06-25,5100000,경상북도 영천시
전동휠체어 급속충전기,경상북도,영천시,47230,경상북도 영천시 청통면 청통초등길 13,경상북도 영천시 청통면 치일리 13,35.99193686,128.8237075,청통면종합복지타운,00:00,23:59,00:00,23:59,00:00,23:59,2,N,Y,청통면종합복지타운,054-339-7116,2020-06-25,5100000,경상북도 영천시
전동휠체어 급속충전기,경상북도,영천시,47230,경상북도 영천시 본관시장길 34,경상북도 영천시 신녕면 화성리 903-9,36.04308174,128.7871583,신녕면민복지회관,10:00,20:00,00:00,00:00,00:00,00:00,2,N,Y,신녕면민복지회관,054-339-7221,2020-06-25,5100000,경상북도 영천시
전동휠체어 급속충전기,경상북도,영천시,47230,경상북도 영천시 천문로 210-7,경상북도 영천시 금노동 372-16,35.9571257,128.932761,영천시장애인회관,00:00,23:59,00:00,23:59,00:00,23:59,6,N,Y,영천시장애인회관,054-337-4422,2020-06-25,5100000,경상북도 영천시
장애인전동보장구급속충전기(가야권),경상남도,함안군,54000,경상남도 함안군 가야읍 중앙남길 70,경상남도 함안군 가야읍 말산리 185-1,35.275058,128.410579,사)경남지체장애인연합회함안군지회,09:00,18:00,09:00,17:00,09:00,17:00,2,Y,N,함안군,055-580-2393,2020-07-01,5400000,경상남도 함안군
장애인전동보장구급속충전기(삼칠권),경상남도,함안군,54000,경상남도 함안군 칠원읍 원서로 4,경상남도 함안군 칠원읍 구성리 662-1,35.308893,128.5185567069,칠원읍사무소,09:00,18:00,09:00,17:00,09:00,17:00,2,Y,N,함안군,055-580-2393,2020-07-01,5400000,경상남도 함안군
진주시청(1층 민원실 입구),경상남도,진주시,53100,경상남도 진주시 동진로 155(상대동),경상남도 진주시 상대동 284,35.1802450717,128.1088219772,1층 민원실 입구,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,N,경상남도 진주시,055-749-8503,2020-07-01,5310000,경상남도 진주시
진주시종합사회복지관(1층),경상남도,진주시,53100,경상남도 진주시 진양호로 476(남성동),경상남도 진주시 남성동 3-18,35.1907939071,128.0776702032,1층,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,N,경상남도 진주시,055-749-8503,2020-07-01,5310000,경상남도 진주시
장애인단체사무실,경상남도,진주시,53100,경상남도 진주시 남강로 736번길 6-3 (옥봉동),경상남도 진주시 옥봉동 805-3,35.1908800000,128.0918730000,1층,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,N,경상남도 진주시,055-749-8504,2020-07-01,5310000,경상남도 진주시
진주시장애인종합복지관(1층),경상남도,진주시,53100,경상남도 진주시 동진로 273(상대동),경상남도 진주시 상대동 33-119,35.1810016911,128.1210190000,1층,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,N,경상남도 진주시,055-749-8505,2020-07-01,5310000,경상남도 진주시
진주평거종합사회복지관,경상남도,진주시,53100,경상남도 진주시 진양호로 125번길 4-1(평거동),경상남도 진주시 평거동 392,35.1686364302,128.0538885902,1층,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,N,경상남도 진주시,055-749-8506,2020-07-01,5310000,경상남도 진주시
가좌사회복지관,경상남도,진주시,53100,경상남도 진주시 가호로 26(가호동),경상남도 진주시 가좌동 660,35.1628598336,128.1105000589,1층,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,N,경상남도 진주시,055-749-8507,2020-07-01,5310000,경상남도 진주시
문산읍사무소,경상남도,진주시,53100,경상남도 진주시 문산읍 동부로 587번길 12,경상남도 진주시 문산읍 삼곡리 1265-1,35.1688782719,128.1641105612,1층 민원실 입구,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,N,경상남도 진주시,055-749-8503,2020-07-01,5310000,경상남도 진주시
금산면사무소,경상남도,진주시,53100,경상남도 진주시 금산면 금산로 107,경상남도 진주시 금산면 장사리 931-3,35.2140285936,128.1479607979,1층 민원실 입구,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,N,경상남도 진주시,055-749-8503,2020-07-01,5310000,경상남도 진주시
일반성면사무소,경상남도,진주시,53100,경상남도 진주시 일반성면 동부로 1959번길 2,경상남도 진주시 일반성면 창촌리 623-1,35.1709796251,128.2771970114,1층 민원실 입구,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,N,경상남도 진주시,055-749-8503,2020-07-01,5310000,경상남도 진주시
천전동행정복지센터,경상남도,진주시,53100,경상남도 진주시 망경남길 30(망경동),경상남도 진주시 망경동 460-2,35.1807440620,128.0847741216,1층 민원실 입구,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,N,경상남도 진주시,055-749-8503,2020-07-01,5310000,경상남도 진주시
상평동행정복지센터,경상남도,진주시,53100,경상남도 진주시 솔밭로80번길 18(상평동),경상남도 진주시 상평동 221-23,35.1760967545,128.1090773915,1층 민원실 입구,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,N,경상남도 진주시,055-749-8503,2020-07-01,5310000,경상남도 진주시
상봉동(현장민원실),경상남도,진주시,53100,경상남도 진주시 비봉로 85번길 12,경상남도 진주시 상봉동 858-17,35.1982893829,128.0780990000,1층 민원실 입구,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,N,경상남도 진주시,055-749-8503,2020-07-01,5310000,경상남도 진주시
신안동행정복지센터,경상남도,진주시,53100,경상남도 진주시 진양호로 360(신안동),경상남도 진주시 신안동 439-1,35.1845038610,128.0690630000,1층 민원실 입구,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,N,경상남도 진주시,055-749-8503,2020-07-01,5310000,경상남도 진주시
평거동행정복지센터,경상남도,진주시,53100,경상남도 진주시 평거로 40번길 5(평거동),경상남도 진주시 평거동 764,35.1738960000,128.0653977773,1층 민원실 입구,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,N,경상남도 진주시,055-749-8503,2020-07-01,5310000,경상남도 진주시
