자동차검사소명,자동차검사소유형,소재지도로명주소,소재지지번주소,위도,경도,검사소전화번호,운영시간,검사진로수,부지면적,건물면적,검사기술인력수,신규검사여부,정기검사여부,튜닝검사여부,임시검사여부,수리검사여부,배출가스정밀검사여부,택시미터검정여부,관리기관전화번호,관리기관명,데이터기준일자,제공기관코드,제공기관명
진우자동차공업사,민간,전라북도 익산시 약촌로 63,전라북도 익산시 신흥동 856-1,35.939383,126.9770548682,063-842-3355,평일:08:30~17:30토요일:08:30~12:00,1,1518,655.15,1,N,Y,N,N,N,N,Y,063-280-3424,전라북도 교통물류도로과,2020-03-13,4680000,전라북도 익산시
(유)대호자동차공업사,민간,전라북도 익산시 서동로 469,전라북도 익산시 용제동 190-1,35.9430286741,126.9996453448,063-835-9886,평일:09:00~17:00토요일:09:00~12:00,1,1734,419.81,1,N,Y,N,N,N,N,Y,063-280-3424,전라북도 교통물류도로과,2020-03-13,4680000,전라북도 익산시
대훈자동차공업사(유),민간,전라북도 익산시 목천로12길 15,전라북도 익산시 인화동1가 207-4,35.9281509097,126.9489525265,063-841-9577,평일:09:00~17:00토요일:09:00~12:00,1,1394.9,826.84,1,N,Y,N,N,N,N,Y,063-280-3424,전라북도 교통물류도로과,2020-03-13,4680000,전라북도 익산시
대신자동차공업사,민간,전라북도 익산시 목천로10길 12,전라북도 익산시 인화동1가 202-2,35.9284605325,126.9480082315,063-842-6280,평일:08:30~17:30토요일:08:30~12:00,1,1625.4,828.86,1,N,Y,N,N,N,N,Y,063-280-3424,전라북도 교통물류도로과,2020-03-13,4680000,전라북도 익산시
1급 신하림자동차공업사,민간,전라북도 익산시 함열읍 익산대로 1676-22,전라북도 익산시 함열읍 와리 42-6,36.0689985379,126.9672709407,063-862-2678,평일:09:00~17:00토요일:09:00~12:00,1,3511,658.1,1,N,Y,N,N,N,N,Y,063-280-3424,전라북도 교통물류도로과,2020-03-13,4680000,전라북도 익산시
(유)제일자동차공업사,민간,전라북도 익산시 군익로 446-1,전라북도 익산시 송학동 262,35.9431116509,126.9343311017,063-855-0020,평일:09:00~17:00토요일:09:00~12:00,1,3655.5,1955.95,1,N,Y,N,N,N,N,Y,063-280-3424,전라북도 교통물류도로과,2020-03-13,4680000,전라북도 익산시
동산자동차공업사,민간,전라북도 익산시 목천로6길 42,전라북도 익산시 인화동1가 206-1,35.928531,126.9496924492,063-856-3800,평일:08:30~17:30토요일:08:30~12:00,1,2650.4,771.34,1,N,Y,N,N,N,N,Y,063-280-3424,전라북도 교통물류도로과,2020-03-13,4680000,전라북도 익산시
현대자동차공업사,민간,전라북도 익산시 동서로39길 2,전라북도 익산시 영등동 261-22,35.950533,126.9720106301,063-852-8597,평일:09:00~17:00토요일:09:00~12:00,1,1970,542.1,1,N,Y,N,N,N,N,Y,063-280-3424,전라북도 교통물류도로과,2020-03-13,4680000,전라북도 익산시
(유)남성자동차공업사,민간,전라북도 익산시 동서로 341,전라북도 익산시 영등동 273-7,35.9509596617,126.9708266991,063-842-9435,평일:09:00~17:00토요일:09:00~12:00,1,1864,372.9,1,N,Y,N,N,N,N,Y,063-280-3424,전라북도 교통물류도로과,2020-03-13,4680000,전라북도 익산시
백제자동차공업사,민간,전라북도 익산시 마한로 161,전라북도 익산시 어양동 412-1,35.966015,126.9821379380,063-832-3900,평일:08:30~17:30토요일:08:30~12:00,1,3414,653.86,1,N,Y,N,N,N,N,Y,063-280-3424,전라북도 교통물류도로과,2020-03-13,4680000,전라북도 익산시
이한자동차공업사,민간,전라북도 익산시 춘포로 81,전라북도 익산시 금강동 1127-8,35.9154492182,126.9818169398,063-854-0790,평일:09:00~17:00토요일:09:00~12:00,1,1269,344.9,1,N,Y,N,N,N,N,Y,063-280-3424,전라북도 교통물류도로과,2020-03-13,4680000,전라북도 익산시
길자동차공업사,민간,전라북도 익산시 신왕길 13,전라북도 익산시 석왕동 107-17,35.971788,127.027331,063-834-7458,평일:09:00~17:00토요일:09:00~12:00,1,1448,282.71,1,N,Y,N,N,N,N,Y,063-280-3424,전라북도 교통물류도로과,2020-03-13,4680000,전라북도 익산시
(유)일급엘지자동차공업사,민간,전라북도 익산시 춘포로 35,전라북도 익산시 금강동 255-5,35.9193278227,126.9795823915,063-842-6600,평일:08:30~17:30토요일:08:30~12:00,1,1909,561.97,1,N,Y,N,N,N,N,Y,063-280-3424,전라북도 교통물류도로과,2020-03-13,4680000,전라북도 익산시
(유)1급진성자동차공업사,민간,전라북도 익산시 서동로46길 8,전라북도 익산시 용제동 46-4,35.9445751602,127.003319,063-832-5454,평일:09:00~17:00토요일:09:00~12:00,1,2420,477.5,1,N,Y,N,N,N,N,Y,063-280-3424,전라북도 교통물류도로과,2020-03-13,4680000,전라북도 익산시
G.S 1급 자동차공업사,민간,전라북도 익산시 평동로 806,전라북도 익산시 동산동 1007-12,35.9256300577,126.966778,063-842-4975,평일:09:00~17:00토요일:09:00~12:00,1,1019,356.38,1,N,Y,N,N,N,N,Y,063-280-3424,전라북도 교통물류도로과,2020-03-13,4680000,전라북도 익산시
(유)원창자동차공업사,민간,전라북도 익산시 마한로 57,전라북도 익산시 영등동 439,35.9648421793,126.970076613,063-853-1600,평일:08:30~17:30토요일:08:30~12:00,1,1390,488,1,N,Y,N,N,N,N,Y,063-280-3424,전라북도 교통물류도로과,2020-03-13,4680000,전라북도 익산시
에이플러스자동차공업사,민간,전라북도 익산시 무왕로 798,전라북도 익산시 모현동2가 172,35.9638396484,126.947978,063-723-2121,평일:09:00~17:00토요일:09:00~12:00,1,2138,426.3,1,N,Y,N,N,N,N,Y,063-280-3424,전라북도 교통물류도로과,2020-03-13,4680000,전라북도 익산시
서호자동차공업사,민간,전라북도 익산시 황등면 화강암로 86-8,전라북도 익산시 황등면 황등리 193-17,35.9954307981,126.950282,063-856-0606,평일:09:00~17:00토요일:09:00~12:00,1,1021,274.34,1,N,Y,N,N,N,N,Y,063-280-3424,전라북도 교통물류도로과,2020-03-13,4680000,전라북도 익산시
하나로공업사,민간,전라북도 익산시 하나로 543-12,전라북도 익산시 어양동 278-11,35.969440292,126.978447526,063-851-4488,평일:08:30~17:30토요일:08:30~12:00,1,3794,701.15,2,N,Y,N,N,N,Y,Y,063-280-3424,전라북도 교통물류도로과,2020-03-13,4680000,전라북도 익산시
교통안전공단 익산검사소,공공,전라북도 익산시 석암로13길 101-7,전라북도 익산시 팔봉동 835-1,35.954742,127.004997,063-832-0404,평일:09:00~18:00토요일:09:00~13:00,1,988.7,301.08,2,Y,Y,Y,Y,Y,N,Y,1577-0990,교통안전공단,2020-03-13,4680000,전라북도 익산시
(유)새천년모터스공업사,민간,전라북도 임실군 임실읍 호국로 1766,전라북도 임실군 임실읍 이도리 71-3,35.6184079188,127.292881,063-644-1515,9:00,1,1000,100,1,Y,Y,Y,Y,Y,Y,Y,063-640-2571,전라북도 임실군청,2020-03-10,4760000,전라북도 임실군
(유)임실모터스,민간,전라북도 임실군 임실읍 춘향로 2999,전라북도 임실군 임실읍 두곡리 184,35.635822,127.2834200143,063-644-9119,9:00,1,1000,100,1,Y,Y,Y,Y,Y,Y,Y,063-640-2571,전라북도 임실군청,2020-03-10,4760000,전라북도 임실군
㈜영남중공업,민간,서울특별시 금천구 시흥대로153길 26,서울특별시 금천구 독산동 143-19,37.4778287798,126.8969244137,02-855-9966,평일:08:30~17:30,2,4950,2640,5,N,Y,N,N,N,Y,Y,02-2627-1752,서울특별시 금천구청,2020-03-10,3170000,서울특별시 금천구
현대오토모터스,민간,서울특별시 금천구 두산로 3,서울특별시 금천구 독산동 336-11,37.4708401,126.8882906,1588-8297,평일:09:00~18:00,1,1500,543,4,N,Y,N,N,N,Y,Y,02-2627-1752,서울특별시 금천구청,2020-03-10,3170000,서울특별시 금천구
상신정비공업㈜,민간,서울특별시 금천구 시흥대로 287,서울특별시 금천구 시흥동 113-16,37.4589193843,126.8980942136,02-804-5559,평일:08:30~17:30,2,3038,1319,4,N,Y,N,N,N,Y,Y,02-2627-1752,서울특별시 금천구청,2020-03-10,3170000,서울특별시 금천구
비케이프라임산업㈜,민간,서울특별시 금천구 범안로17길 67,서울특별시 금천구 독산동 330-5,37.4695468440,126.8930335187,02-858-4729,평일:09:00~18:00,1,2286,957,3,N,Y,N,N,N,Y,Y,02-2627-1752,서울특별시 금천구청,2020-03-10,3170000,서울특별시 금천구
금천자동차검사정비센타,민간,서울특별시 금천구 시흥대로27길 26,서울특별시 금천구 시흥동 984-30,37.4410019,126.9020668,02-893-5579,평일:09:00~18:00,1,902,540,3,N,Y,N,N,N,Y,Y,02-2627-1752,서울특별시 금천구청,2020-03-10,3170000,서울특별시 금천구
금강자동차정비산업㈜,민간,서울특별시 금천구 시흥대로 453,서울특별시 금천구 독산동 150-13,37.4741102888,126.8979273,02-856-7800,평일:09:00~18:00,1,1707,575,4,N,Y,N,N,N,Y,Y,02-2627-1752,서울특별시 금천구청,2020-03-10,3170000,서울특별시 금천구
현대오토프라자,민간,서울특별시 금천구 시흥대로115길 21,서울특별시 금천구 독산동 292-36,37.4680218245,126.8965083229,02-808-1236,평일:09:00~18:00,2,2091,660,5,N,Y,N,N,N,Y,Y,02-2627-1752,서울특별시 금천구청,2020-03-10,3170000,서울특별시 금천구
평화정비,민간,경상북도 예천군 예천읍 충효로 372,경상북도 예천군 예천읍 동본리 431-6,36.655250,128.462605,054-655-4444,평일:09:00~18:00+토요일:09:00~13:00,1,1095,206.62,4,N,Y,N,Y,N,N,N,054-650-6561,경상북도 예천군청,2020-02-28,5230000,경상북도 예천군
예천자동차공업사,민간,경상북도 예천군 예천읍 충효로 89,경상북도 예천군 예천읍 대심리 731-1,36.645688,128.435391,054-652-3595,평일:09:00~18:00+토요일:09:00~13:00,1,1896,594,6,N,Y,N,Y,N,N,N,054-650-6561,경상북도 예천군청,2020-02-28,5230000,경상북도 예천군
양궁종합정비공업사,민간,경상북도 예천군 예천읍 양궁로 226,경상북도 예천군 예천읍 청복리 222-3,36.637218,128.472241,054-653-0909,평일:09:00~18:00+토요일:09:00~13:00,1,1632,554,10,N,Y,N,Y,N,N,N,054-650-6561,경상북도 예천군청,2020-02-28,5230000,경상북도 예천군
라오닐,공공,경상북도 예천군 예천읍 도립대학길 114,경상북도 예천군 예천읍 청복리 927,36.643728,128.454636,054-650-0157,평일:09:00~18:00,1,1881,1881,0,N,N,N,N,N,N,N,054-650-6561,경상북도 예천군청,2020-02-28,5230000,경상북도 예천군
통명1급자동차정비공장,민간,경상북도 예천군 예천읍 보문로 185-1,경상북도 예천군 예천읍 통명리 85-5,36.660491,128.483505,054-655-4474,평일:09:00~18:00+토요일:09:00~13:00,1,1966,384.73,4,N,Y,N,Y,N,N,N,054-650-6561,경상북도 예천군청,2020-02-28,5230000,경상북도 예천군
센텀종합정비,민간,부산광역시 해운대구 해운대로 1083(송정동),부산광역시 해운대구 송정동 140-14,35.1823109,129.1994673,051-702-5600,평일 09:00~18:00+토요일 09:00~13:00,1,1189,704.23,6,Y,Y,N,N,N,Y,Y,051-749-4657,부산시 해운대구청 교통행정과,2020-01-14,3330000,부산광역시 해운대구
㈜현대정비공업,민간,부산광역시 해운대구 선수촌로 134(반여동),부산광역시 해운대구 반여동 1228-2,35.2051163,129.1215408,051-529-0020,평일 09:00~18:00+토요일 09:00~13:00,1,1449,952.13,7,Y,Y,N,N,N,Y,Y,051-749-4657,부산시 해운대구청 교통행정과,2020-01-14,3330000,부산광역시 해운대구
금사정비공업사,민간,부산광역시 해운대구 선수촌로 125(반여동),부산광역시 해운대구 반여동 1229-3,35.20494615,129.1205222,051-525-0011,평일 09:00~18:00+토요일 09:00~13:00,1,1243,789,6,Y,Y,N,N,N,Y,Y,051-749-4657,부산시 해운대구청 교통행정과,2020-01-14,3330000,부산광역시 해운대구
해운대종합정비㈜,민간,부산광역시 해운대구 해운대로 1101(송정동),"부산광역시 해운대구 송정동 137-2,4",35.18378266,129.2007575,051-703-7868,평일 09:00~18:00+토요일 09:00~13:00,1,1346,502.78,12,Y,Y,N,N,N,Y,Y,051-749-4657,부산시 해운대구청 교통행정과,2020-01-14,3330000,부산광역시 해운대구
㈜명성테크,민간,부산광역시 해운대구 해운대로 76번길 35-3(재송동),부산광역시 해운대구 재송동 900-11,35.18904329,129.1186379,051-784-0070,평일 09:00~18:00+토요일 09:00~13:00,1,2610,2025.7,6,Y,Y,N,N,N,Y,Y,051-749-4657,부산시 해운대구청 교통행정과,2020-01-14,3330000,부산광역시 해운대구
교통안전공단 해운대검사소,공공,부산광역시 해운대구 센텀동로 201,부산광역시 해운대구 재송동 801-17,35.1840243,129.1197506,051-781-7570,평일 09:00~18:00+토요일 09:00~13:00,6,11424,2362.6,15,Y,Y,Y,Y,Y,Y,Y,051-315-1421,부산경남지역본부,2020-01-14,3330000,부산광역시 해운대구
㈜에코자동차종합정비,민간,부산광역시 해운대구 수영강변대로 278(재송동),부산광역시 해운대구 재송동 826-1,35.18390049,129.1189961,051-783-4972,평일 09:00~18:00+토요일 09:00~13:00,1,785,1321,7,Y,Y,N,N,N,Y,Y,051-749-4657,부산시 해운대구청 교통행정과,2020-01-14,3330000,부산광역시 해운대구
인천자동차검사소,공공,인천광역시 미추홀구 아암대로253번길 81,인천광역시 미추홀구 학익동 587-76,37.4411840843,126.6376729,032-831-0196,평일:09~18:00+토요일:09:00~13:00,5,6627,1690,,Y,Y,Y,Y,Y,Y,Y,032-833-5000,교통안전공단 인천본부,2019-11-07,3510500,인천광역시 미추홀구
평화공업사,민간,강원도 양구군 양구읍 박수근로 349,강원도 양구군 양구읍 정림리 184-4,38.1025698144,127.9819108215,033-482-7272,09:00~18:00,1,3641,530,3,Y,Y,Y,Y,Y,N,N,033-480-2715,양구군,2019-10-10,4320000,강원도 양구군
양구공업사,민간,강원도 양구군 양구읍 중심로 9,강원도 양구군 양구읍 송청리 110,38.0922104391,127.9959482386,033-481-1170,09:00~18:00,1,3600,1110,2,Y,Y,Y,Y,Y,N,N,033-480-2715,양구군,2019-10-10,4320000,강원도 양구군
㈜엠원기업,민간,대전광역시 서구 월드컵대로 484번길82-20,,36.346941,127.352904,042-538-7796,평일09:00-18:00+토요일09:00-13:00,1,1077,214,3,Y,Y,N,N,N,Y,Y,042-270-5851,대전광역시청,2019-10-08,6300000,대전광역시
㈜월평정비검사장,민간,대전광역시 서구 월드컵대로 484번길148-4,,36.34407374,127.3539735,042-528-9501,평일09:00-18:00+토요일09:00-13:00,1,1884,306,3,Y,Y,N,N,N,Y,Y,042-270-5851,대전광역시청,2019-10-08,6300000,대전광역시
㈜청모터스,민간,대전광역시 서구 복수북로1,,36.30762248,127.3707416,042-585-9119,평일09:00-18:00+토요일09:00-13:00,1,1776,354,3,Y,Y,N,N,N,Y,Y,042-270-5851,대전광역시청,2019-10-08,6300000,대전광역시
㈜한스오토스,민간,대전광역시 서구 혜천로36,,36.305854,127.369912,042-584-3333,평일09:00-18:00+토요일09:00-13:00,1,1917,381,3,Y,Y,N,N,N,Y,Y,042-270-5851,대전광역시청,2019-10-08,6300000,대전광역시
관저자동차공업사,민간,대전광역시 유성구 계백로937,,36.30158586,127.3270612,042-544-2222,평일09:00-18:00+토요일09:00-13:00,1,3746,450,3,Y,Y,N,N,N,Y,Y,042-270-5851,대전광역시청,2019-10-08,6300000,대전광역시
㈜서대전공업사,민간,대전광역시 유성구 계백로963,,36.301954,127.3301133,042-545-7181,평일09:00-18:00+토요일09:00-13:00,1,2621,1115,3,Y,Y,N,N,N,Y,Y,042-270-5851,대전광역시청,2019-10-08,6300000,대전광역시
유화자동차공업사,민간,대전광역시 유성구 계백로919,,36.3010496,127.325429,042-545-2245,평일09:00-18:00+토요일09:00-13:00,1,7604,2538,4,Y,Y,N,N,N,Y,Y,042-270-5851,대전광역시청,2019-10-08,6300000,대전광역시
대성공업사,민간,대전광역시 대덕구 대화로16,,36.3684909,127.4179108,042-624-7771,평일09:00-18:00+토요일09:00-13:00,1,586,323,3,Y,Y,N,N,N,Y,Y,042-270-5851,대전광역시청,2019-10-08,6300000,대전광역시
삼성자동차공업㈜,민간,대전광역시 대덕구 신일동로33번길85,,36.44502852,127.4075284,042-936-7777,평일09:00-18:00+토요일09:00-13:00,1,1926,1329,3,Y,Y,N,N,N,Y,Y,042-270-5851,대전광역시청,2019-10-08,6300000,대전광역시
삼우자동차정비(합),민간,대전광역시 대덕구 대화로101,,36.36607482,127.4088055,042-627-5600,평일09:00-18:00+토요일09:00-13:00,1,3610,1064,3,Y,Y,N,N,N,Y,Y,042-270-5851,대전광역시청,2019-10-08,6300000,대전광역시
새한현대서비스㈜,민간,대전광역시 대덕구 대전로1324,,36.37210705,127.4208051,042-634-1122,평일09:00-18:00+토요일09:00-13:00,1,3373,1730,4,Y,Y,N,N,N,Y,Y,042-270-5851,대전광역시청,2019-10-08,6300000,대전광역시
신대덕자동차공업사,민간,대전광역시 대덕구 한남로 138번길 12,,36.34826809,127.4149508,042-623-7700,평일09:00-18:00+토요일09:00-13:00,1,1444,824,3,Y,Y,N,N,N,Y,Y,042-270-5851,대전광역시청,2019-10-08,6300000,대전광역시
카신모터스,민간,대전광역시 대덕구 아리랑로55번길7,,36.37781545,127.411974,042-633-4004,평일09:00-18:00+토요일09:00-13:00,1,2848,568,4,Y,Y,N,N,N,Y,Y,042-270-5851,대전광역시청,2019-10-08,6300000,대전광역시
신탄1급정비검사장,민간,대전광역시 대덕구 신탄진로756번안길68-1,,36.44329001,127.433499,042-932-7005,평일09:00-18:00+토요일09:00-13:00,1,9674,562,3,Y,Y,N,N,N,Y,Y,042-270-5851,대전광역시청,2019-10-08,6300000,대전광역시
대한상용자동차,민간,대전광역시 대덕구 신탄진로1,,36.38351398,127.4243929,042-717-1346,평일09:00-18:00+토요일09:00-13:00,1,60243,10913,3,Y,Y,N,N,N,Y,Y,042-270-5851,대전광역시청,2019-10-08,6300000,대전광역시
안전자동차정비공업사,민간,대전광역시 대덕구 대화로32번길223,,36.37675982,127.410698,042-636-3530,평일09:00-18:00+토요일09:00-13:00,1,1898,599,2,Y,Y,N,N,N,Y,Y,042-270-5851,대전광역시청,2019-10-08,6300000,대전광역시
㈜대전공업사,민간,대전광역시 대덕구 벚꽃길86,,36.431589,127.424182,042-932-9733,평일09:00-18:00+토요일09:00-13:00,1,1552,937,3,Y,Y,N,N,N,Y,Y,042-270-5851,대전광역시청,2019-10-08,6300000,대전광역시
㈜대진자동차공업사,민간,대전광역시 대덕구 신탄진로756번안길79,,36.44436152,127.4331607,042-933-1282,평일09:00-18:00+토요일09:00-13:00,1,8680,1401,3,Y,Y,N,N,N,Y,Y,042-270-5851,대전광역시청,2019-10-08,6300000,대전광역시
㈜서울모터스,민간,대전광역시 대덕구 갑천도시고속도로1079,,36.39144012,127.4132362,042-639-4646,평일09:00-18:00+토요일09:00-13:00,1,9206,1839,3,Y,Y,N,N,N,Y,Y,042-270-5851,대전광역시청,2019-10-08,6300000,대전광역시
동아자동차기업㈜,민간,대전광역시 대덕구 대화로50번길96,,36.36884941,127.419463,042-626-1800,평일09:00-18:00+토요일09:00-13:00,1,2174,674,4,Y,Y,N,N,N,Y,Y,042-270-5851,대전광역시청,2019-10-08,6300000,대전광역시
㈜대전공단모터스 기아오토큐,민간,대전광역시 대덕구 신일동로 7,,36.444431,127.4057007806,042-935-0981,평일09:00-18:00+토요일09:00-13:00,1,1949,940,2,Y,Y,N,N,N,Y,Y,042-270-5851,대전광역시청,2019-10-08,6300000,대전광역시
교통안전공단 대전검사소,공공,대전광역시 서구 변동로44,,36.32484117,127.377932,042-523-5095,평일09:00-18:00+토요일09:00-13:00,1,5670,1096,9,Y,Y,Y,Y,Y,Y,Y,042-270-5851,대전광역시청,2019-10-08,6300000,대전광역시
교통안전공단 신탄진검사소,공공,대전광역시 대덕구 대덕대로 1417번길31,,36.44704811,127.4051163,042-931-8106,평일09:00-18:00+토요일09:00-13:00,1,6149,1649,7,Y,Y,Y,Y,Y,Y,Y,042-270-5851,대전광역시청,2019-10-08,6300000,대전광역시
교통안전공단 유성검사소,공공,대전광역시 서구 계룡로 232번길 123,,36.346222,127.3550214,042-535-7147,평일09:00-18:00+토요일09:00-13:00,1,1321,228,5,Y,Y,Y,Y,Y,Y,Y,042-270-5851,대전광역시청,2019-10-08,6300000,대전광역시
남부자동차공업㈜,민간,대전광역시 동구 옥천로273,,36.31994416,127.4699639,042-285-5200,평일09:00-18:00+토요일09:00-13:00,1,2365,553,3,Y,Y,N,N,N,Y,Y,042-270-5851,대전광역시청,2019-10-08,6300000,대전광역시
㈜고속모터스,민간,대전광역시 동구 합내로73,,36.349588,127.439805,042-627-4972,평일09:00-18:00+토요일09:00-13:00,1,610,488,3,Y,Y,N,N,N,Y,Y,042-270-5851,대전광역시청,2019-10-08,6300000,대전광역시
㈜동구자동차공업검사,민간,대전광역시 동구 충무로203번길76,,36.32502563,127.437007,042-283-3636,평일09:00-18:00+토요일09:00-13:00,1,418,307,3,Y,Y,N,N,N,Y,Y,042-270-5851,대전광역시청,2019-10-08,6300000,대전광역시
㈜동부자동차검사정비센터,민간,대전광역시 동구 대종로15,,36.29593969,127.4590035,042-272-1500,평일09:00-18:00+토요일09:00-13:00,1,1534,306,3,Y,Y,N,N,N,Y,Y,042-270-5851,대전광역시청,2019-10-08,6300000,대전광역시
㈜으뜸자동차,민간,대전광역시 동구 대전로 261,,36.291641,127.462285,042-282-1500,평일09:00-18:00+토요일09:00-13:00,1,2749,548,3,Y,Y,N,N,N,Y,Y,042-270-5851,대전광역시청,2019-10-08,6300000,대전광역시
㈜태광모터스,민간,대전광역시 동구 산내로1412-4,,36.28870783,127.4648074,042-286-8770,평일09:00-18:00+토요일09:00-13:00,1,3240,620,3,Y,Y,N,N,N,Y,Y,042-270-5851,대전광역시청,2019-10-08,6300000,대전광역시
㈜대창기업,민간,대전광역시 중구 유등천동로324번길6,,36.31136324,127.3880762,042-582-1701,평일09:00-18:00+토요일09:00-13:00,1,1877,1248,4,Y,Y,N,N,N,Y,Y,042-270-5851,대전광역시청,2019-10-08,6300000,대전광역시
㈜통운모터스,민간,대전광역시 중구 유등천동로790,,36.34751498,127.4054199,042-242-7770,평일09:00-18:00+토요일09:00-13:00,1,1603,319,3,Y,Y,N,N,N,Y,Y,042-270-5851,대전광역시청,2019-10-08,6300000,대전광역시
충남공업㈜,민간,대전광역시 중구 대종로326,,36.3146822,127.4344643,042-255-3011,평일09:00-18:00+토요일09:00-13:00,1,5094,2044,3,Y,Y,N,N,N,Y,Y,042-270-5851,대전광역시청,2019-10-08,6300000,대전광역시
(합)유승기업,민간,대전광역시 서구 계룡로510,,36.34340913,127.3802282,042-523-0033,평일09:00-18:00+토요일09:00-13:00,1,8164,2757,3,Y,Y,N,N,N,Y,Y,042-270-5851,대전광역시청,2019-10-08,6300000,대전광역시
21세기모터스검사장,민간,대전광역시 서구 대덕대로 67,,36.339668,127.373205,042-527-0203,평일09:00-18:00+토요일09:00-13:00,1,1014,199,3,Y,Y,N,N,N,Y,Y,042-270-5851,대전광역시청,2019-10-08,6300000,대전광역시
21세기안전검사소,민간,대전광역시 서구 월드컵대로 484번길59,,36.34722417,127.3540011,042-544-8770,평일09:00-18:00+토요일09:00-13:00,1,1045,207,4,Y,Y,N,N,N,Y,Y,042-270-5851,대전광역시청,2019-10-08,6300000,대전광역시
대원자동차공업사,민간,대전광역시 서구 도산로181번길21,,36.32467621,127.3777138,042-523-9921,평일09:00-18:00+토요일09:00-13:00,1,3972,1760,3,Y,Y,N,N,N,Y,Y,042-270-5851,대전광역시청,2019-10-08,6300000,대전광역시
빛나는자동차공업㈜,민간,대전광역시 서구 도산로365,,36.33745834,127.3912175,042-523-9301,평일09:00-18:00+토요일09:00-13:00,1,3972,1760,4,Y,Y,N,N,N,Y,Y,042-270-5851,대전광역시청,2019-10-08,6300000,대전광역시
아크로모터스,민간,대전광역시 유성구 한밭대로 17,,36.36203256,127.305578,042-719-1233,평일09:00-18:00+토요일09:00-13:00,1,1070,360.62,3,Y,Y,N,N,N,Y,Y,042-270-5852,대전광역시청,2019-10-08,6300000,대전광역시
이안현대모터스,민간,대전광역시 동구 안골로 45,,36.2685906420,127.4719618359,042-282-2506,평일09:00-18:00+토요일09:00-13:00,1,0,0,,Y,Y,N,N,N,Y,Y,042-270-5851,대전광역시청,2019-10-08,6300000,대전광역시
용인종합정비,민간,대전광역시 동구 옥천로 321,,36.323093,127.471814,042-283-4502,평일09:00-18:00+토요일09:00-13:00,1,0,0,,Y,Y,N,N,N,Y,Y,042-270-5851,대전광역시청,2019-10-08,6300000,대전광역시
모든모터스,민간,대전광역시 서구 도산로 169,,36.323686,127.3779005447,042-484-5459,평일09:00-18:00+토요일09:00-13:00,1,0,0,,Y,Y,N,N,N,Y,Y,042-270-5851,대전광역시청,2019-10-08,6300000,대전광역시
대진공업사,민간,인천광역시 강화군 선원면 중앙로374,인천광역시 강화군 선원면 냉정리 550,37.7173382621,126.4718496504,032-934-3992,평일09:00~18:00,1,5289,248,3,Y,Y,N,Y,Y,N,N,032-930-3376,강화군청,2019-09-20,3570000,인천광역시 강화군
남도공업사,민간,인천광역시 강화군 선원면 중앙로222,인천광역시 강화군 선원면 창리 580-1,37.7261253182,126.4842556328,032-933-9338,평일09:00~18:00,1,5190,231,3,Y,Y,N,Y,Y,N,N,032-930-3376,강화군청,2019-09-20,3570000,인천광역시 강화군
선두공업사,민간,인천광역시 강화군 선원면 중앙로148,인천광역시 강화군 선원면 창리 398,37.7305757498,126.4891479854,032-934-7785,평일09:00~18:00,1,2645,231,3,Y,Y,N,Y,Y,N,N,032-930-3376,강화군청,2019-09-20,3570000,인천광역시 강화군
강구종합정비,민간,경상북도 영덕군 강구면 동해대로 4404-4,경상북도 영덕군 강구면 삼사리 71-1,36.3508581057,129.379569,054-733-3364,평일:08:30~18:00+토요일:08:30~13:00,1,3300,660,,N,Y,N,Y,N,N,Y,054-730-6252,경상북도 영덕군청,2019-09-19,5180000,경상북도 영덕군
영해그린정비,민간,경상북도 영덕군 영해면 영덕로 1759,경상북도 영덕군 영해면 성내리 801,36.5336407623,129.404388,054-734-1993,평일:08:30~17:30+토요일(격주):08:30~11:00,1,2000,1054,,N,Y,N,N,N,N,N,054-730-6252,경상북도 영덕군청,2019-09-19,5180000,경상북도 영덕군
화성종합정비,민간,경상북도 영덕군 영덕읍 영덕로 299,경상북도 영덕군 영덕읍 화수리 665-3,36.420801,129.374431462,054-733-3366,평일:08:30~17:00+토요일:09:00~11:30,1,300,120,,Y,Y,N,N,N,N,Y,054-730-6252,경상북도 영덕군청,2019-09-19,5180000,경상북도 영덕군
영덕종합정비,민간,경상북도 영덕군 영덕읍 영덕로 293,경상북도 영덕군 영덕읍 화수리 677,36.420436683,129.37357638,054-732-7171,평일:09:00~17:00+토요일:09:00~12:00,1,6000,3000,,N,Y,N,Y,N,N,Y,054-730-6252,경상북도 영덕군청,2019-09-19,5180000,경상북도 영덕군
교통안전공단 전주검사소,공공,전라북도 전주시 덕진구 신행로 44,,35.8491033,127.0930046,063-211-9936,9:00,3,939.59,943.35,13,Y,Y,Y,Y,Y,Y,Y,044-201-3859,국토교통부,2019-08-30,4640000,전라북도 전주시
교통안전공단 부천자동차검사소,공공,경기도 부천시 오정로 42,경기도 부천시 삼정동 29-4,37.524835,126.765051,032-674-5000,평일 09:00~18:00+토요일 09:00~13:00,4,6817.12,1555.1,16,Y,Y,Y,Y,Y,Y,Y,032-625-3981,경기도 부천시,2019-09-10,3860000,경기도 부천시
